chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596202	2596203	NA	NA	12	0	11	1	12	2	8	2	12	1	NA	NA	NA	NA
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596226	2596227	7	0	14	2	9	1	10	3	16	0	12	1	22	1	7	0
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596227	2596228	NA	NA	14	0	12	0	12	1	9	0	12	0	6	0	NA	NA
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596249	2596250	9	0	15	1	8	0	15	0	17	0	12	0	20	1	7	0
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596250	2596251	NA	NA	15	1	15	1	15	1	8	0	11	0	8	0	NA	NA
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596320	2596321	8	0	15	0	6	3	13	1	10	2	8	0	16	3	NA	NA
chr11	2596150	2596451	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368	chr11	2596321	2596322	7	2	14	4	15	1	12	1	8	0	11	1	13	1	NA	NA
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612710	2612711	9	0	NA	NA	13	0	6	0	11	0	13	3	12	0	6	0
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612711	2612712	8	0	16	2	14	1	12	0	19	1	15	1	12	0	NA	NA
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612712	2612713	9	0	NA	NA	12	1	6	0	11	0	14	1	12	0	6	0
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612713	2612714	8	0	18	1	14	1	12	0	20	0	15	0	11	1	NA	NA
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612842	2612843	8	1	6	2	14	1	7	1	10	1	15	2	11	3	6	1
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612843	2612844	7	1	18	1	13	0	11	1	9	0	4	2	11	1	NA	NA
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612913	2612914	NA	NA	NA	NA	5	1	8	0	6	0	12	2	9	0	NA	NA
chr11	2612675	2612976	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395	chr11	2612914	2612915	7	0	9	0	7	0	14	0	9	1	12	1	NA	NA	NA	NA
chr11	2696959	2697260	0.774833333	0.470305	0.840267089	0.56662	0.9130375	0.292615789	0.547651299	0.177689211	chr11	2697077	2697078	NA	NA	4	2	7	2	NA	NA	8	1	7	4	7	0	NA	NA
chr11	2696959	2697260	0.774833333	0.470305	0.840267089	0.56662	0.9130375	0.292615789	0.547651299	0.177689211	chr11	2697078	2697079	9	0	10	1	5	5	5	1	7	3	10	2	12	2	5	1
chr11	2871706	2872007	0.263833333	0.3685575	0.860156962	0.41624	0.9646625	0.360247368	0.499909594	0.008310132	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	4010587	4010888	0.362033333	0.308445	0.805086076	0.3943	0.9476	0.227963158	0.577122918	0.080481842	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	6648525	6648826	0.178466667	0.3377375	0.825289873	0.47554	0.9128375	0.274515789	0.550774084	0.063221711	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	7688867	7689168	0.662883333	0.4754225	0.846425316	0.50486	0.930225	0.397384211	0.449041106	0.078038289	chr11	7688947	7688948	8	10	6	10	0	13	1	10	0	18	0	19	6	19	0	8
chr11	7688867	7689168	0.662883333	0.4754225	0.846425316	0.50486	0.930225	0.397384211	0.449041106	0.078038289	chr11	7688948	7688949	3	4	6	7	0	15	0	8	0	10	0	15	0	8	NA	NA
chr11	8133108	8133409	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158	0.653171019	0.032164342	chr11	8133188	8133189	NA	NA	11	1	NA	NA	11	1	NA	NA	NA	NA	8	0	NA	NA
chr11	8133108	8133409	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158	0.653171019	0.032164342	chr11	8133189	8133190	11	1	13	0	15	0	6	3	18	0	12	0	13	2	8	1
chr11	8133108	8133409	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158	0.653171019	0.032164342	chr11	8133346	8133347	NA	NA	12	1	6	1	15	0	7	0	6	1	6	1	NA	NA
chr11	8133108	8133409	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158	0.653171019	0.032164342	chr11	8133347	8133348	7	1	12	0	14	6	4	5	15	2	10	1	8	3	NA	NA
chr11	9337509	9337810	0.465933333	0.447585	0.846260759	0.43956	0.9544625	0.425084211	0.421176549	0.022500789	chr11	9337757	9337758	6	1	8	0	6	0	9	1	6	0	12	1	8	0	6	1
chr11	9337509	9337810	0.465933333	0.447585	0.846260759	0.43956	0.9544625	0.425084211	0.421176549	0.022500789	chr11	9337758	9337759	NA	NA	12	0	11	3	13	0	6	0	12	1	6	2	8	0
chr11	9337509	9337810	0.465933333	0.447585	0.846260759	0.43956	0.9544625	0.425084211	0.421176549	0.022500789	chr11	9337767	9337768	8	0	8	0	5	2	10	0	7	0	13	2	7	1	6	1
chr11	9337509	9337810	0.465933333	0.447585	0.846260759	0.43956	0.9544625	0.425084211	0.421176549	0.022500789	chr11	9337768	9337769	NA	NA	10	1	13	1	10	2	5	1	11	4	7	1	8	0
chr11	9801289	9801590	0.847466667	0.482365	0.910770886	0.58182	0.93765	0.287052632	0.623718254	0.195312368	chr11	9801546	9801547	12	3	17	0	9	2	15	1	10	0	11	0	20	0	NA	NA
chr11	9801289	9801590	0.847466667	0.482365	0.910770886	0.58182	0.93765	0.287052632	0.623718254	0.195312368	chr11	9801547	9801548	10	2	9	0	11	0	11	0	27	0	19	1	15	1	7	0
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114488	12114489	NA	NA	8	1	9	0	6	0	9	0	NA	NA	7	0	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114489	12114490	7	1	15	2	14	1	9	1	10	1	16	0	14	0	7	2
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114559	12114560	NA	NA	5	1	NA	NA	6	0	NA	NA	NA	NA	7	0	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114560	12114561	4	2	6	6	8	9	11	1	9	2	5	7	11	6	6	3
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114599	12114600	NA	NA	NA	NA	NA	NA	7	0	5	3	4	4	7	1	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114600	12114601	3	3	4	7	6	8	10	1	5	6	7	6	8	11	7	0
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114602	12114603	NA	NA	NA	NA	NA	NA	7	0	6	2	4	4	6	2	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114603	12114604	NA	NA	4	7	5	6	10	1	4	8	7	6	6	13	6	1
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114615	12114616	NA	NA	NA	NA	NA	NA	9	0	6	3	6	4	6	5	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114616	12114617	NA	NA	4	8	5	2	11	1	4	6	4	6	4	11	7	0
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114693	12114694	5	3	7	1	NA	NA	11	0	6	2	7	5	5	8	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114694	12114695	3	3	9	2	6	3	10	2	5	1	6	9	6	9	NA	NA
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114756	12114757	2	5	10	4	NA	NA	7	3	8	2	6	5	6	7	3	3
chr11	12114459	12114760	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711	chr11	12114757	12114758	NA	NA	7	3	6	4	9	8	5	1	4	13	6	10	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935749	12935750	NA	NA	12	1	7	0	5	1	6	0	8	1	NA	NA	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935750	12935751	6	0	15	0	14	0	14	1	16	1	11	0	9	0	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935753	12935754	NA	NA	15	0	9	0	NA	NA	6	0	9	0	NA	NA	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935754	12935755	6	0	15	0	13	0	15	1	16	1	10	1	9	0	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935883	12935884	2	4	5	2	15	0	6	2	10	2	11	4	10	0	NA	NA
chr11	12935747	12936048	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915	chr11	12935884	12935885	8	0	10	1	9	0	9	2	6	1	NA	NA	8	0	NA	NA
chr11	16424785	16425086	0.846266667	0.4769275	0.870544304	0.55546	0.9468875	0.296847368	0.573696935	0.180080132	chr11	16424961	16424962	8	3	9	1	5	2	6	4	6	1	7	1	10	1	7	1
chr11	16424785	16425086	0.846266667	0.4769275	0.870544304	0.55546	0.9468875	0.296847368	0.573696935	0.180080132	chr11	16424962	16424963	5	1	12	0	7	1	9	0	14	0	4	2	3	4	NA	NA
chr11	36023344	36023645	0.8282	0.44821	0.837686076	0.5203	0.9151375	0.274184211	0.563501865	0.174025789	chr11	36023372	36023373	9	0	14	3	13	1	13	2	8	1	20	1	12	0	6	2
chr11	36023344	36023645	0.8282	0.44821	0.837686076	0.5203	0.9151375	0.274184211	0.563501865	0.174025789	chr11	36023373	36023374	NA	NA	NA	NA	7	0	NA	NA	NA	NA	7	0	4	2	NA	NA
chr11	43917467	43917768	0.8099	0.468645	0.861831646	0.5375	0.906575	0.292157895	0.569673751	0.176487105	chr11	43917601	43917602	NA	NA	7	0	8	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	43917467	43917768	0.8099	0.468645	0.861831646	0.5375	0.906575	0.292157895	0.569673751	0.176487105	chr11	43917602	43917603	11	0	6	1	10	2	11	0	7	0	8	0	19	2	NA	NA
chr11	43917467	43917768	0.8099	0.468645	0.861831646	0.5375	0.906575	0.292157895	0.569673751	0.176487105	chr11	43917668	43917669	NA	NA	7	1	6	1	12	2	NA	NA	NA	NA	NA	NA	6	1
chr11	43917467	43917768	0.8099	0.468645	0.861831646	0.5375	0.906575	0.292157895	0.569673751	0.176487105	chr11	43917669	43917670	6	0	10	2	4	3	8	2	8	0	NA	NA	11	0	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109022	45109023	8	1	11	1	11	4	11	1	9	4	12	2	11	1	6	1
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109023	45109024	5	3	6	1	13	2	6	3	4	2	4	2	11	0	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109089	45109090	NA	NA	5	1	10	0	10	1	NA	NA	7	1	7	2	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109090	45109091	11	1	9	1	11	0	5	1	9	3	8	1	8	2	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109105	45109106	NA	NA	6	0	6	2	11	1	5	2	8	0	9	0	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109106	45109107	8	1	10	1	10	1	5	3	9	2	7	2	11	0	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109233	45109234	NA	NA	6	1	6	0	8	1	NA	NA	7	2	NA	NA	NA	NA
chr11	45108972	45109273	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263	chr11	45109234	45109235	NA	NA	8	1	NA	NA	11	0	8	1	6	0	NA	NA	NA	NA
chr11	45924284	45924585	0.86395	0.4855075	0.893210127	0.5112	0.937025	0.345589474	0.547620653	0.139918026	chr11	45924321	45924322	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	45924284	45924585	0.86395	0.4855075	0.893210127	0.5112	0.937025	0.345589474	0.547620653	0.139918026	chr11	45924390	45924391	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	45924284	45924585	0.86395	0.4855075	0.893210127	0.5112	0.937025	0.345589474	0.547620653	0.139918026	chr11	45924542	45924543	NA	NA	8	1	10	0	10	1	7	2	9	1	NA	NA	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47193909	47193910	NA	NA	8	1	NA	NA	6	0	6	2	12	1	6	1	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47193925	47193926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47193926	47193927	NA	NA	8	1	5	2	6	2	7	0	9	3	6	0	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47193983	47193984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47193984	47193985	NA	NA	4	3	8	2	9	2	5	2	5	3	2	4	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194076	47194077	2	4	6	3	8	5	7	1	7	2	NA	NA	7	6	7	1
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194077	47194078	NA	NA	NA	NA	6	1	12	0	8	3	NA	NA	NA	NA	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194153	47194154	8	0	10	2	14	4	12	0	13	2	8	0	10	2	5	2
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194154	47194155	NA	NA	6	0	5	1	10	1	9	2	NA	NA	NA	NA	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194163	47194164	7	1	10	2	13	3	8	3	14	1	9	0	12	0	5	1
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194164	47194165	NA	NA	6	0	NA	NA	8	1	7	2	NA	NA	NA	NA	NA	NA
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194178	47194179	8	0	10	2	12	3	8	0	15	0	11	0	15	0	5	1
chr11	47193881	47194182	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658	chr11	47194179	47194180	6	0	6	0	6	0	7	1	10	0	NA	NA	NA	NA	5	3
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717623	61717624	9	2	13	0	24	2	10	2	8	1	10	1	NA	NA	7	0
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717624	61717625	NA	NA	10	0	11	1	8	0	NA	NA	16	1	10	1	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717684	61717685	8	1	11	0	0	13	NA	NA	3	5	10	0	NA	NA	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717685	61717686	NA	NA	7	0	0	9	9	0	NA	NA	13	1	10	1	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717704	61717705	8	0	10	1	9	1	NA	NA	8	0	5	1	NA	NA	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717705	61717706	NA	NA	NA	NA	6	0	7	1	NA	NA	11	1	10	0	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717745	61717746	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717746	61717747	NA	NA	6	0	NA	NA	6	0	NA	NA	5	1	6	0	6	0
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717761	61717762	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717762	61717763	NA	NA	NA	NA	NA	NA	6	0	NA	NA	7	0	6	0	6	0
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717865	61717866	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	61717616	61717917	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842	chr11	61717916	61717917	NA	NA	NA	NA	12	1	NA	NA	NA	NA	7	2	NA	NA	NA	NA
chr11	62255700	62256001	0.218583333	0.3783725	0.840927848	0.50214	0.91505	0.324594737	0.516333111	0.053777763	chr11	62255715	62255716	11	0	16	5	19	2	13	0	16	4	20	2	8	2	6	0
chr11	62255700	62256001	0.218583333	0.3783725	0.840927848	0.50214	0.91505	0.324594737	0.516333111	0.053777763	chr11	62255716	62255717	7	1	7	1	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr11	62255700	62256001	0.218583333	0.3783725	0.840927848	0.50214	0.91505	0.324594737	0.516333111	0.053777763	chr11	62255863	62255864	5	1	18	0	13	0	13	2	6	0	NA	NA	10	0	NA	NA
chr11	62255700	62256001	0.218583333	0.3783725	0.840927848	0.50214	0.91505	0.324594737	0.516333111	0.053777763	chr11	62255864	62255865	10	0	17	0	12	1	9	0	15	0	16	0	22	0	11	0
chr11	62360377	62360678	0.659166667	0.3733125	0.856868354	0.4632	0.940025	0.211473684	0.64539467	0.161838816	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62474760	62474761	NA	NA	6	0	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62474950	62474951	NA	NA	11	0	12	0	7	0	NA	NA	10	0	14	1	8	0
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62474979	62474980	NA	NA	10	0	15	1	7	0	NA	NA	13	1	14	0	6	0
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475024	62475025	5	1	11	0	15	0	NA	NA	11	0	10	3	12	3	6	1
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475025	62475026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475030	62475031	6	0	9	2	13	1	NA	NA	11	0	7	7	14	1	7	0
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475031	62475032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA	NA	NA	NA
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475040	62475041	7	0	11	0	13	0	NA	NA	13	0	10	3	12	2	6	1
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475041	62475042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475044	62475045	7	0	12	0	12	1	6	0	13	0	11	1	13	0	6	1
chr11	62474760	62475061	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974	chr11	62475045	62475046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821299	63821300	NA	NA	NA	NA	6	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821300	63821301	NA	NA	9	0	7	0	6	0	8	0	8	1	10	1	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821380	63821381	6	0	NA	NA	8	0	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821381	63821382	NA	NA	9	0	15	0	10	0	7	0	10	1	8	2	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821446	63821447	NA	NA	NA	NA	7	2	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr11	63821250	63821551	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053	chr11	63821447	63821448	NA	NA	9	1	12	0	7	1	NA	NA	9	1	9	0	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140298	64140299	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140397	64140398	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140405	64140406	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140431	64140432	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140444	64140445	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140498	64140499	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140499	64140500	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140554	64140555	NA	NA	NA	NA	NA	NA	11	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140562	64140563	NA	NA	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64140274	64140575	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447	chr11	64140563	64140564	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
