chr	start	end		cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	chr 	start	end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr11	66410923	66411074		0.491966667	0.5118	0.892678481	0.69032	0.96285	0.392463158	chr11	66411022	66411023	NA	NA	72.72727273	88.88888889	NA	NA	NA	NA
chr11	66410923	66411074		0.491966667	0.5118	0.892678481	0.69032	0.96285	0.392463158	chr11	66411023	66411024	NA	NA	85.71428571	NA	71.42857143	NA	NA	NA
chr3	69230307	69230458		0.850966667	0.526135	0.907079747	0.57816	0.9555625	0.374626316	chr3	69230367	69230368	88.88888889	100	100	100	91.66666667	100	100	NA
chr3	69230307	69230458		0.850966667	0.526135	0.907079747	0.57816	0.9555625	0.374626316	chr3	69230368	69230369	92.85714286	100	100	90.90909091	100	92.30769231	100	100
chr11	121542159	121542310		0.882633333	0.4407675	0.821801266	0.34862	0.950325	0.357415789	chr11	121542238	121542239	NA	86.66666667	85.71428571	100	100	100	71.42857143	87.5
chr11	121542159	121542310		0.882633333	0.4407675	0.821801266	0.34862	0.950325	0.357415789	chr11	121542239	121542240	90.90909091	94.44444444	95.65217391	100	100	93.33333333	90.90909091	91.66666667
chr11	121542159	121542310		0.882633333	0.4407675	0.821801266	0.34862	0.950325	0.357415789	chr11	121542307	121542308	100	75	78.57142857	90	100	76.92307692	83.33333333	90
chr11	121542159	121542310		0.882633333	0.4407675	0.821801266	0.34862	0.950325	0.357415789	chr11	121542308	121542309	88.88888889	93.75	92.85714286	76.92307692	94.44444444	88.88888889	91.66666667	57.14285714
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560354	131560355	66.66666667	100	81.81818182	NA	100	87.5	85.71428571	NA
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560355	131560356	NA	NA	100	100	NA	100	66.66666667	100
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560372	131560373	50	100	70	NA	NA	62.5	NA	NA
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560373	131560374	NA	NA	60	NA	NA	NA	50	NA
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560439	131560440	50	90.90909091	83.33333333	NA	NA	87.5	100	NA
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560440	131560441	77.77777778	63.63636364	100	100	92.30769231	81.25	92.30769231	87.5
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560458	131560459	NA	100	100	85.71428571	NA	90.90909091	83.33333333	NA
chr10	131560346	131560497		0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579	chr10	131560459	131560460	88.88888889	75	80	85.71428571	78.57142857	78.94736842	93.33333333	100
chr1	86913188	86913339		0.792816667	0.46905	0.850208861	0.5755	0.9343125	0.280321053	chr1	86913227	86913228	NA	53.84615385	7.692307692	30	12.5	0	50	NA
chr1	86913188	86913339		0.792816667	0.46905	0.850208861	0.5755	0.9343125	0.280321053	chr1	86913228	86913229	NA	NA	20	62.5	36.36363636	5.555555556	35.71428571	37.5
chr1	86913188	86913339		0.792816667	0.46905	0.850208861	0.5755	0.9343125	0.280321053	chr1	86913253	86913254	16.66666667	8.333333333	0	0	0	0	11.11111111	NA
chr1	86913188	86913339		0.792816667	0.46905	0.850208861	0.5755	0.9343125	0.280321053	chr1	86913254	86913255	NA	0	0	11.11111111	10	0	0	0
chr5	2111383	2111534		0.741066667	0.457385	0.838559494	0.49502	0.924	0.337494737	chr5	2111409	2111410	83.33333333	92.85714286	66.66666667	62.5	100	NA	87.5	NA
chr5	2111383	2111534		0.741066667	0.457385	0.838559494	0.49502	0.924	0.337494737	chr5	2111410	2111411	NA	100	NA	76.92307692	NA	87.5	NA	NA
chr2	218612309	218612460		0.8846	0.54209	0.923283544	0.58478	0.9680125	0.399363158	chr2	218612330	218612331	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr2	218612309	218612460		0.8846	0.54209	0.923283544	0.58478	0.9680125	0.399363158	chr2	218612331	218612332	100	56.25	68	90.90909091	86.66666667	64.28571429	86.66666667	75
chr14	101198400	101198551		0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	chr14	101198457	101198458	NA	NA	NA	100	NA	NA	NA	NA
chr14	101198400	101198551		0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	chr14	101198494	101198495	NA	NA	83.33333333	84.61538462	NA	87.5	NA	NA
chr14	101198400	101198551		0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	chr14	101198503	101198504	NA	NA	100	84.61538462	NA	70	NA	NA
chr14	101198400	101198551		0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	chr14	101198526	101198527	NA	NA	50	53.84615385	NA	100	NA	NA
chr14	101198400	101198551		0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	chr14	101198533	101198534	NA	NA	100	100	NA	100	NA	NA
chr2	153194438	153194589		0.617966667	0.5363525	0.917625316	0.62896	0.9550625	0.433989474	.	-1	-1	.	.	.	.	.	.	.	.
chr14	51136430	51136581		0.663083333	0.4538225	0.835183544	0.51192	0.93635	0.341505263	.	-1	-1	.	.	.	.	.	.	.	.
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100537	99100538	NA	100	85.71428571	100	100	100	91.66666667	100
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100538	99100539	NA	100	NA	100	100	100	100	NA
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100543	99100544	NA	90	100	100	100	100	100	100
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100544	99100545	NA	100	NA	100	NA	100	100	NA
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100553	99100554	NA	100	100	66.66666667	100	100	91.66666667	100
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100554	99100555	NA	100	NA	85.71428571	NA	100	100	NA
chr13	99100431	99100582		0.794966667	0.4876575	0.869046835	0.50022	0.951875	0.371531579	chr13	99100581	99100582	NA	100	NA	NA	87.5	100	100	NA
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316538	139316539	100	100	100	92.30769231	100	100	100	NA
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316539	139316540	NA	100	NA	NA	87.5	100	NA	NA
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316561	139316562	85.71428571	85.71428571	86.66666667	90.90909091	100	57.14285714	92.30769231	NA
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316562	139316563	100	100	NA	NA	100	85.71428571	NA	100
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316636	139316637	83.33333333	100	83.33333333	100	100	93.75	82.35294118	NA
chr7	139316531	139316682		0.872483333	0.5287475	0.910441772	0.62234	0.940175	0.351026316	chr7	139316637	139316638	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr5	82395575	82395726		0.627616667	0.454745	0.836496203	0.58618	0.93225	0.3015	chr5	82395584	82395585	NA	100	88.88888889	100	100	90	90	NA
chr5	82395575	82395726		0.627616667	0.454745	0.836496203	0.58618	0.93225	0.3015	chr5	82395585	82395586	NA	100	100	100	91.66666667	77.77777778	100	100
chr5	82395575	82395726		0.627616667	0.454745	0.836496203	0.58618	0.93225	0.3015	chr5	82395647	82395648	NA	100	100	100	100	90.90909091	93.75	NA
chr5	82395575	82395726		0.627616667	0.454745	0.836496203	0.58618	0.93225	0.3015	chr5	82395648	82395649	NA	100	100	90	100	100	100	100
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153703998	153703999	NA	NA	NA	75	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153703999	153704000	NA	NA	NA	NA	100	NA	NA	100
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704016	153704017	NA	NA	NA	100	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704017	153704018	NA	NA	NA	100	100	NA	83.33333333	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704052	153704053	NA	NA	NA	57.14285714	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704053	153704054	NA	NA	NA	50	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704064	153704065	NA	NA	NA	62.5	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704065	153704066	NA	NA	NA	33.33333333	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704083	153704084	NA	NA	NA	66.66666667	NA	NA	NA	NA
chrX	153703957	153704108		0.615	0.45417	0.835944737	0.45254	0.930825	0.390521053	chrX	153704084	153704085	NA	NA	NA	100	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411928	113411929	NA	NA	NA	20	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411929	113411930	NA	58.33333333	35.71428571	30	36.36363636	50	44.44444444	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411943	113411944	NA	NA	NA	70	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411944	113411945	NA	72.72727273	83.33333333	81.81818182	72.72727273	80	77.77777778	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411950	113411951	NA	NA	NA	80	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411951	113411952	NA	70	100	90	81.81818182	90	100	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411962	113411963	NA	NA	NA	100	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411963	113411964	NA	87.5	100	100	90	100	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411982	113411983	NA	NA	NA	77.77777778	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411983	113411984	NA	NA	NA	100	87.5	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411989	113411990	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113411990	113411991	NA	NA	100	50	87.5	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113412035	113412036	NA	NA	NA	87.5	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113412036	113412037	NA	100	85.71428571	NA	NA	NA	NA	NA
chr13	113411902	113412053		0.877183333	0.479595	0.861412658	0.51042	0.9575375	0.316721053	chr13	113412052	113412053	NA	NA	NA	66.66666667	NA	NA	NA	NA
chr4	120419410	120419561		0.7966	0.4753725	0.85721519	0.51928	0.9146125	0.337026316	.	-1	-1	.	.	.	.	.	.	.	.
chr4	63416008	63416159		0.841633333	0.4857375	0.867592405	0.5522	0.9133625	0.310415789	.	-1	-1	.	.	.	.	.	.	.	.
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678777	153678778	NA	100	87.5	90	100	NA	100	100
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678790	153678791	NA	NA	66.66666667	90	100	NA	71.42857143	87.5
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678825	153678826	NA	NA	NA	50	NA	NA	NA	NA
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678826	153678827	NA	NA	NA	60	60	100	0	NA
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678871	153678872	NA	NA	NA	NA	NA	NA	100	NA
chrX	153678767	153678918		0.462	0.5533975	0.935351316	0.73882	0.9211375	0.436531579	chrX	153678872	153678873	NA	NA	NA	NA	90	NA	100	NA
chr8	116506587	116506738		0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421	chr8	116506629	116506630	83.33333333	100	84.61538462	83.33333333	88.88888889	100	85.71428571	NA
chr8	116506587	116506738		0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421	chr8	116506630	116506631	66.66666667	100	82.35294118	80	93.75	90	90	NA
chr8	116506587	116506738		0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421	chr8	116506717	116506718	70	77.77777778	NA	72.72727273	66.66666667	83.33333333	70	88.88888889
chr8	116506587	116506738		0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421	chr8	116506718	116506719	NA	100	81.81818182	100	92.30769231	72.72727273	89.47368421	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672055	672056	NA	NA	NA	NA	NA	NA	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672056	672057	NA	100	94.11764706	100	93.75	100	88.88888889	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672091	672092	NA	100	90	100	NA	100	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672092	672093	NA	100	94.11764706	100	88.88888889	100	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672130	672131	NA	100	93.33333333	100	100	100	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672131	672132	100	100	93.33333333	100	100	90.90909091	83.33333333	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672150	672151	100	100	100	83.33333333	100	100	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672151	672152	100	100	85.71428571	100	100	92.30769231	87.5	100
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672181	672182	100	100	100	NA	100	100	100	NA
chr7	672033	672184		0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	chr7	672182	672183	90	100	100	NA	100	100	100	100
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18022978	18022979	NA	NA	NA	100	NA	100	100	NA
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18022979	18022980	100	100	100	100	100	100	100	88.88888889
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18023010	18023011	NA	NA	100	91.66666667	100	69.23076923	100	83.33333333
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18023015	18023016	NA	NA	NA	85.71428571	NA	NA	100	NA
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18023016	18023017	NA	NA	100	91.66666667	100	100	100	100
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18023079	18023080	NA	88.88888889	83.33333333	91.66666667	87.5	NA	83.33333333	NA
chr6	18022937	18023088		0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263	chr6	18023080	18023081	NA	87.5	86.66666667	100	70	100	100	100
chr5	2867288	2867439		0.17365	0.4331375	0.81531519	0.5443	0.918475	0.426036842	chr5	2867323	2867324	NA	100	NA	NA	66.66666667	NA	NA	NA
chr5	2867288	2867439		0.17365	0.4331375	0.81531519	0.5443	0.918475	0.426036842	chr5	2867324	2867325	NA	NA	61.53846154	100	87.5	NA	85.71428571	NA
chr5	2867288	2867439		0.17365	0.4331375	0.81531519	0.5443	0.918475	0.426036842	chr5	2867410	2867411	45.45454545	42.85714286	33.33333333	28.57142857	50	62.5	28.57142857	NA
chr5	2867288	2867439		0.17365	0.4331375	0.81531519	0.5443	0.918475	0.426036842	chr5	2867411	2867412	NA	66.66666667	33.33333333	71.42857143	71.42857143	30	14.28571429	NA
chr8	141629438	141629589		0.484916667	0.5066875	0.88896962	0.57002	0.9464125	0.452231579	chr8	141629557	141629558	NA	NA	NA	0	NA	NA	NA	NA
chr6	33761525	33761676		0.554816667	0.437015	0.819446835	0.51034	0.9297125	0.346384211	.	-1	-1	.	.	.	.	.	.	.	.
chr1	90405463	90405614		0.9063	0.5162225	0.898743038	0.60734	0.970275	0.314431579	chr1	90405470	90405471	60	90	85.71428571	NA	66.66666667	83.33333333	100	NA
chr1	90405463	90405614		0.9063	0.5162225	0.898743038	0.60734	0.970275	0.314431579	chr1	90405471	90405472	NA	100	88.88888889	100	100	81.81818182	87.5	85.71428571
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990304	123990305	100	87.5	81.81818182	100	90.90909091	73.33333333	76.47058824	NA
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990305	123990306	71.42857143	100	92.30769231	86.66666667	100	81.81818182	75	100
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990384	123990385	88.88888889	75	86.66666667	55.55555556	62.5	83.33333333	91.66666667	50
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990385	123990386	75	84.21052632	92.85714286	76.92307692	88.23529412	81.81818182	83.33333333	66.66666667
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990425	123990426	100	81.81818182	88.88888889	90	83.33333333	75	90.90909091	NA
chr5	123990289	123990440		0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	chr5	123990426	123990427	83.33333333	72.22222222	81.81818182	76.92307692	73.33333333	93.33333333	84.61538462	66.66666667
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571333	2571334	NA	NA	NA	100	NA	NA	NA	NA
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571363	2571364	NA	83.33333333	NA	NA	NA	NA	NA	NA
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571437	2571438	NA	NA	NA	100	NA	NA	NA	NA
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571447	2571448	NA	NA	NA	100	NA	NA	NA	NA
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571465	2571466	NA	NA	NA	100	NA	NA	NA	NA
chr11	2571324	2571475		0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	chr11	2571467	2571468	NA	NA	NA	100	NA	NA	NA	NA
chr3	148460056	148460207		0.7584	0.4794125	0.862503797	0.6649	0.9240875	0.250089474	.	-1	-1	.	.	.	.	.	.	.	.
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875576	58875577	NA	100	100	NA	100	100	100	NA
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875577	58875578	NA	100	100	NA	NA	NA	83.33333333	NA
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875583	58875584	NA	40	33.33333333	NA	100	100	100	NA
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875584	58875585	NA	33.33333333	50	NA	NA	NA	100	NA
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875592	58875593	NA	75	100	100	100	92.85714286	100	NA
chr14	58875535	58875686		0.504466667	0.475535	0.858779747	0.61926	0.94125	0.336568421	chr14	58875593	58875594	NA	100	100	NA	NA	NA	100	NA
chr10	131642838	131642989		0.900033333	0.512025	0.895381013	0.49466	0.9589	0.415968421	chr10	131642859	131642860	83.33333333	62.5	72.72727273	100	85.71428571	100	100	83.33333333
chr10	131642838	131642989		0.900033333	0.512025	0.895381013	0.49466	0.9589	0.415968421	chr10	131642860	131642861	85.71428571	83.33333333	100	100	72.22222222	63.15789474	80	85.71428571
chr10	131642838	131642989		0.900033333	0.512025	0.895381013	0.49466	0.9589	0.415968421	chr10	131642951	131642952	NA	66.66666667	NA	90	71.42857143	57.14285714	100	NA
chr10	131642838	131642989		0.900033333	0.512025	0.895381013	0.49466	0.9589	0.415968421	chr10	131642952	131642953	85.71428571	94.11764706	90.90909091	82.35294118	100	82.35294118	88.88888889	100
chr5	116289366	116289517		0.769483333	0.4972625	0.880672152	0.61354	0.9302	0.320615789	chr5	116289481	116289482	NA	100	NA	NA	NA	NA	NA	NA
chr5	116289366	116289517		0.769483333	0.4972625	0.880672152	0.61354	0.9302	0.320615789	chr5	116289482	116289483	66.66666667	88.88888889	77.77777778	83.33333333	77.77777778	85.71428571	81.81818182	100
chr8	82358533	82358684		0.774333333	0.4811325	0.864948101	0.56132	0.9296125	0.330310526	chr8	82358669	82358670	100	90	90.90909091	100	69.23076923	90	80	87.5
chr8	82358533	82358684		0.774333333	0.4811325	0.864948101	0.56132	0.9296125	0.330310526	chr8	82358670	82358671	NA	87.5	100	88.88888889	100	90.90909091	NA	NA
chr9	102580707	102580858		0.726233333	0.473866667	0.857731646	0.54306	0.925975	0.328683333	.	-1	-1	.	.	.	.	.	.	.	.
chr3	123339843	123339994		0.77285	0.46673	0.850701266	0.49072	0.950225	0.357947368	.	-1	-1	.	.	.	.	.	.	.	.
chr22	39895658	39895809		0.8608	0.49008	0.874053165	0.55192	0.9390875	0.319731579	.	-1	-1	.	.	.	.	.	.	.	.
chr15	101887079	101887230		0.851383333	0.494455	0.878549367	0.5225	0.947375	0.369968421	chr15	101887168	101887169	NA	100	76.19047619	85.71428571	85.71428571	85	66.66666667	NA
chr15	101887079	101887230		0.851383333	0.494455	0.878549367	0.5225	0.947375	0.369968421	chr15	101887169	101887170	71.42857143	100	100	93.75	90	78.94736842	71.42857143	85.71428571
chr13	113461425	113461576		0.867466667	0.53477	0.918934177	0.63814	0.96275	0.358921053	chr13	113461466	113461467	NA	100	100	88.88888889	100	100	90.90909091	100
chr13	113461425	113461576		0.867466667	0.53477	0.918934177	0.63814	0.96275	0.358921053	chr13	113461467	113461468	83.33333333	100	100	100	NA	91.66666667	100	NA
chr13	113461425	113461576		0.867466667	0.53477	0.918934177	0.63814	0.96275	0.358921053	chr13	113461507	113461508	NA	85.71428571	75	90	86.66666667	100	88.88888889	100
chr13	113461425	113461576		0.867466667	0.53477	0.918934177	0.63814	0.96275	0.358921053	chr13	113461508	113461509	NA	90	76.92307692	100	100	90.90909091	57.14285714	NA
chr4	57980028	57980179		0.694833333	0.4675775	0.851750633	0.51378	0.937225	0.356252632	.	-1	-1	.	.	.	.	.	.	.	.
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691049	74691050	100	100	92.85714286	NA	NA	100	100	100
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691050	74691051	NA	85.71428571	100	92.85714286	NA	NA	NA	NA
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691076	74691077	100	100	100	100	85.71428571	100	100	100
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691077	74691078	NA	85.71428571	NA	88.23529412	NA	NA	100	NA
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691085	74691086	100	95.45454545	93.33333333	100	100	100	100	100
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691086	74691087	NA	85.71428571	NA	92.85714286	NA	NA	83.33333333	NA
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691139	74691140	100	95.45454545	93.33333333	91.66666667	71.42857143	87.5	100	100
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691140	74691141	NA	100	NA	100	NA	NA	100	NA
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691171	74691172	100	100	92.30769231	100	NA	100	100	100
chr18	74691022	74691173		0.8593	0.530625	0.914835443	0.55242	0.951275	0.412831579	chr18	74691172	74691173	NA	NA	NA	100	NA	100	NA	NA
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755855	57755856	28.57142857	0	0	0	0	0	0	0
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755856	57755857	NA	0	NA	10	NA	0	NA	0
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755877	57755878	NA	0	0	0	NA	0	0	12.5
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755878	57755879	NA	12.5	NA	0	NA	NA	NA	NA
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755950	57755951	0	0	0	0	0	0	0	0
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755951	57755952	0	0	0	0	NA	0	NA	NA
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755965	57755966	0	0	0	0	0	0	0	0
chr3	57755820	57755971		0.88615	0.513855	0.898086076	0.51554	0.973075	0.391884211	chr3	57755966	57755967	NA	0	0	0	NA	0	0	0
chr4	80334757	80334908		0.203016667	0.4477525	0.832007595	0.46116	0.9200625	0.496726316	chr4	80334890	80334891	100	84.61538462	72.22222222	100	72.72727273	100	84.61538462	NA
chr4	80334757	80334908		0.203016667	0.4477525	0.832007595	0.46116	0.9200625	0.496726316	chr4	80334891	80334892	100	100	80	87.5	75	90	70	83.33333333
chr7	127307734	127307885		0.868383333	0.5178175	0.902107595	0.62982	0.9472375	0.320157895	chr7	127307759	127307760	83.33333333	100	87.5	NA	NA	100	100	100
