chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain
chr9	123346214	123346215	0.823333333	0.41504	0.81905443	0.45978	0.9107875	0.227663158	0.591391272	0.187376842
chr9	124535348	124535349	0.14065	0.368375	0.811043038	0.395	0.93385	0.414136842	0.396906196	-0.045761842
chr9	124545901	124545902	0.374	0.4995625	0.892498734	0.57676	0.91075	0.481957895	0.410540839	0.017604605
chr9	130027116	130027117	0.175166667	0.26485	0.803507595	0.34326	0.9037625	0.227115789	0.576391805	0.037734211
chr9	131153847	131153848	0.835066667	0.4477675	0.879049367	0.49262	0.922175	0.277657895	0.601391472	0.170109605
chr9	131154899	131154900	0.535083333	0.484865	0.860682278	0.52648	0.934325	0.430584211	0.430098068	0.054280789
chr9	131155819	131155820	0.527283333	0.385365	0.887532911	0.42724	0.9744125	0.297826316	0.589706596	0.087538684
chr9	131156065	131156066	0.5447	0.4379	0.837924051	0.51652	0.9411625	0.321226316	0.516697735	0.116673684
chr9	133715238	133715239	0.146083333	0.4173575	0.830520253	0.55736	0.94385	0.385273684	0.445246569	0.032083816
chr9	133738155	133738156	0.81335	0.4529175	0.8634	0.4178	0.9077875	0.382036842	0.481363158	0.070880658
chr9	133760464	133760465	0.42495	0.430205	0.911822785	0.48602	0.9627375	0.377721053	0.534101732	0.052483947
chr9	135360863	135360864	0.5761	0.39052	0.87598481	0.42444	0.958825	0.297963158	0.578021652	0.092556842
chr9	137519932	137519933	0.528633333	0.38411	0.868239241	0.4006	0.960225	0.301368421	0.566870819	0.082741579
chr9	137609455	137609456	0.384233333	0.3313125	0.816310127	0.38312	0.9326375	0.260084211	0.556225916	0.071228289
chr9	138774526	138774527	0.8546	0.4265325	0.926711392	0.4857	0.937375	0.233063158	0.693648235	0.193469342
chr9	139407288	139407289	0.866616667	0.4122275	0.838841772	0.41076	0.9173125	0.254026316	0.584815456	0.158201184
chr9	139916869	139916870	0.401933333	0.497010256	0.864193671	0.61264	0.967975	0.423155556	0.441038115	0.073854701
chr9	139920781	139920782	0.636733333	0.490945	0.852435443	0.59358	0.9289375	0.346694737	0.505740706	0.144250263
chr9	139921813	139921814	0.1778	0.3031375	0.813607595	0.38592	0.9083125	0.287415789	0.526191805	0.015721711
chr9	140115474	140115475	0.768283333	0.4228325	0.879502532	0.51244	0.920225	0.249610526	0.629892005	0.173221974
chr10	405225	405226	0.31475	0.3153375	0.869720253	0.36028	0.933475	0.280584211	0.589136043	0.034753289
chr10	405362	405363	0.781183333	0.478875	0.918632911	0.42566	0.929475	0.430752632	0.48788028	0.048122368
chr10	533420	533421	0.75715	0.4088175	0.889896203	0.54196	0.9088125	0.198126316	0.691769887	0.210691184
chr10	589375	589376	0.166033333	0.3778175	0.879882278	0.34006	0.9033	0.484173684	0.395708594	-0.106356184
chr10	661009	661010	0.612133333	0.376145	0.830831646	0.45726	0.90905	0.226336842	0.604494803	0.149808158
chr10	661319	661320	0.614733333	0.455645	0.879353165	0.57222	0.93185	0.317831579	0.561521586	0.137813421
chr10	669071	669072	0.152383333	0.360615	0.858756962	0.45396	0.9066125	0.334847368	0.523909594	0.025767632
chr10	669170	669171	0.150866667	0.3897225	0.898562025	0.51246	0.94655	0.357236842	0.541325183	0.032485658
chr10	673310	673311	0.900816667	0.466995	0.916650633	0.51956	0.9320125	0.279131579	0.637519054	0.187863421
chr10	676529	676530	0.541633333	0.451195	0.879653165	0.53118	0.9121625	0.339431579	0.540221586	0.111763421
chr10	708425	708426	0.835733333	0.4776725	0.876151899	0.51876	0.9518375	0.3297	0.546451899	0.1479725
chr10	709592	709593	0.724733333	0.4984425	0.900750633	0.55802	0.9452125	0.372363158	0.528387475	0.126079342
chr10	729226	729227	0.872716667	0.4889675	0.858574684	0.47546	0.9185375	0.370657895	0.487916789	0.118309605
chr10	729479	729480	0.85455	0.402635	0.803449367	0.37094	0.9274125	0.279178947	0.52427042	0.123456053
chr10	729956	729957	0.875833333	0.459975	0.809503797	0.40844	0.9257875	0.370184211	0.439319587	0.089790789
chr10	852579	852580	0.267633333	0.4013525	0.800129114	0.4979	0.90025	0.365336842	0.434792272	0.036015658
chr10	1083192	1083193	0.838666667	0.4670225	0.864539241	0.53982	0.9478625	0.284321053	0.580218188	0.182701447
chr10	1222689	1222690	0.876	0.4919375	0.907194937	0.55766	0.9228125	0.323815789	0.583379147	0.168121711
chr10	2815429	2815430	0.242266667	0.241835	0.819906329	0.29524	0.9105	0.200373684	0.619532645	0.041461316
chr10	2815547	2815548	0.26225	0.248485	0.845302532	0.32734	0.950625	0.189984211	0.655318321	0.058500789
chr10	3280494	3280495	0.6009	0.471785	0.801929114	0.47296	0.9368375	0.446115789	0.355813324	0.025669211
chr10	3283566	3283567	0.560816667	0.33978	0.8974	0.34642	0.941375	0.267994737	0.629405263	0.071785263
chr10	3283847	3283848	0.445183333	0.2593775	0.930716456	0.32288	0.964225	0.155857895	0.774858561	0.103519605
chr10	3283887	3283888	0.412483333	0.196905	0.911650633	0.23804	0.94675	0.092521053	0.81912958	0.104383947
chr10	3283946	3283947	0.403066667	0.218805	0.847491139	0.24846	0.9006625	0.151231579	0.69625956	0.067573421
chr10	3313224	3313225	0.62925	0.40096	0.881460759	0.41078	0.911325	0.323968421	0.557492338	0.076991579
chr10	3313279	3313280	0.682933333	0.436605	0.930472152	0.4202	0.9205375	0.372447368	0.558024783	0.064157632
chr10	3313302	3313303	0.687883333	0.4138725	0.938401266	0.44312	0.92325	0.299094737	0.639306529	0.114777763
chr10	3441404	3441405	0.8324	0.440405	0.810297468	0.48224	0.9642125	0.282489474	0.527807995	0.157915526
chr10	3448994	3448995	0.551533333	0.445745	0.856237975	0.55048	0.9178	0.321073684	0.53516429	0.124671316
chr10	5969457	5969458	0.3106	0.3897175	0.836393671	0.5528	0.9714375	0.283310526	0.553083145	0.106406974
chr10	6216350	6216351	0.155366667	0.297485	0.828105063	0.42944	0.9600625	0.2269	0.601205063	0.070585
chr10	6216434	6216435	0.173766667	0.3205375	0.844020253	0.43712	0.9559	0.250452632	0.593567622	0.070084868
chr10	6275077	6275078	0.423033333	0.49034	0.856421519	0.51534	0.957725	0.4802	0.376221519	0.01014
chr10	7486981	7486982	0.171016667	0.17402	0.838343038	0.29888	0.910025	0.054989474	0.783353564	0.119030526
chr10	11047354	11047355	0.1145	0.2607225	0.821346835	0.32182	0.9596	0.282294737	0.539052099	-0.021572237
chr10	11047368	11047369	0.196716667	0.326875	0.837951899	0.4033	0.938525	0.337963158	0.499988741	-0.011088158
chr10	11047586	11047587	0.169683333	0.310435	0.815511392	0.38312	0.9249875	0.319084211	0.496427182	-0.008649211
chr10	11342742	11342743	0.862316667	0.430445	0.925696203	0.4246	0.9281	0.302231579	0.623464624	0.128213421
chr10	15410179	15410180	0.631533333	0.37889	0.80338481	0.41422	0.95025	0.281215789	0.522169021	0.097674211
chr10	16570110	16570111	0.763916667	0.49734	0.87034557	0.5348	0.92705	0.378610526	0.491735043	0.118729474
chr10	17028480	17028481	0.404816667	0.319665	0.830640506	0.42522	0.9540625	0.202178947	0.628461559	0.117486053
chr10	21434654	21434655	0.272083333	0.3910475	0.857479747	0.42196	0.9019375	0.394357895	0.463121852	-0.003310395
chr10	21810105	21810106	0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	0.467547368	0.050864868
chr10	29186582	29186583	0.259283333	0.3628475	0.862979747	0.50472	0.9484625	0.270089474	0.592890273	0.092758026
chr10	35698554	35698555	0.890283333	0.45596	0.81224557	0.40154	0.9403	0.361347368	0.450898201	0.094612632
chr10	36238934	36238935	0.81705	0.4716075	0.835167089	0.48024	0.92545	0.357578947	0.477588141	0.114028553
chr10	45481854	45481855	0.854966667	0.461685	0.901049367	0.53512	0.9663125	0.274563158	0.626486209	0.187121842
chr10	49734874	49734875	0.853666667	0.42198	0.810939241	0.44056	0.9576625	0.261505263	0.549433977	0.160474737
chr10	50732819	50732820	0.1424	0.334355	0.893748101	0.50636	0.9533125	0.253173684	0.640574417	0.081181316
chr10	50732844	50732845	0.202083333	0.4460825	0.918870886	0.6035	0.971625	0.398289474	0.520581412	0.047793026
chr10	61470282	61470283	0.5389	0.4870925	0.901603797	0.47456	0.96945	0.482	0.419603797	0.0050925
chr10	61946556	61946557	0.176533333	0.38634	0.821510127	0.50128	0.9672125	0.370910526	0.4505996	0.015429474
chr10	62148959	62148960	0.179833333	0.2979075	0.844406329	0.37008	0.9121	0.277726316	0.566680013	0.020181184
chr10	62149642	62149643	0.137083333	0.244605	0.842746835	0.31416	0.9044125	0.224989474	0.617757362	0.019615526
chr10	62150359	62150360	0.158016667	0.289905	0.913094937	0.37418	0.9592	0.255163158	0.657931779	0.034741842
chr10	64133406	64133407	0.30435	0.278315	0.829401266	0.32808	0.9123375	0.227905263	0.601496003	0.050409737
chr10	64136038	64136039	0.61005	0.408755	0.878572152	0.4331	0.93975	0.326915789	0.551656362	0.081839211
chr10	65125687	65125688	0.38645	0.4865275	0.839036709	0.61386	0.9260875	0.405921053	0.433115656	0.080606447
chr10	65351566	65351567	0.35825	0.405075	0.807387342	0.49464	0.9172875	0.332236842	0.4751505	0.072838158
chr10	70362422	70362423	0.110066667	0.2593375	0.81858481	0.31924	0.968525	0.263347368	0.555237442	-0.004009868
chr10	70515244	70515245	0.84605	0.493235	0.866573418	0.57248	0.9532	0.323989474	0.542583944	0.169245526
chr10	71228077	71228078	0.602683333	0.4865125	0.800281013	0.58124	0.9105375	0.373268421	0.427012592	0.113244079
chr10	72191804	72191805	0.778033333	0.4647925	0.876672152	0.46554	0.9421	0.352510526	0.524161626	0.112281974
chr10	73729916	73729917	0.836366667	0.492485	0.861920253	0.49632	0.92625	0.379868421	0.482051832	0.112616579
chr10	73777304	73777305	0.831616667	0.46989	0.814339241	0.584	0.931475	0.269563158	0.544776083	0.200326842
chr10	75313138	75313139	0.827716667	0.3649425	0.846863291	0.38504	0.917175	0.199473684	0.647389607	0.165468816
chr10	77166172	77166173	0.76355	0.489165	0.832711392	0.6024	0.9348125	0.289110526	0.543600866	0.200054474
chr10	77166318	77166319	0.642966667	0.4088975	0.815805063	0.48016	0.9375	0.258631579	0.557173484	0.150265921
chr10	79256840	79256841	0.883766667	0.49491	0.897275949	0.58776	0.9584625	0.297157895	0.600118055	0.197752105
chr10	79936959	79936960	0.833083333	0.3895825	0.973039744	0.3872	0.974325	0.225094737	0.747945007	0.164487763
chr10	79937002	79937003	0.73995	0.363105	0.899824051	0.35468	0.959225	0.230778947	0.669045103	0.132326053
chr10	79937095	79937096	0.762033333	0.3320225	0.879167089	0.31468	0.9217625	0.191157895	0.688009194	0.140864605
chr10	81697500	81697501	0.294683333	0.483725	0.818111392	0.57732	0.9485125	0.462510526	0.355600866	0.021214474
chr10	87676527	87676528	0.418716667	0.419285	0.851307595	0.53586	0.9438	0.317789474	0.533518121	0.101495526
chr10	92984646	92984647	0.686433333	0.4774825	0.852658228	0.59792	0.917975	0.327821053	0.524837175	0.149661447
chr10	94883021	94883022	0.417183333	0.376875	0.817512658	0.47584	0.9501125	0.288747368	0.52876529	0.088127632
chr10	97182445	97182446	0.669383333	0.39738	0.862539241	0.46384	0.92755	0.264563158	0.597976083	0.132816842
chr10	98119151	98119152	0.825583333	0.4748475	0.840981013	0.57554	0.9008875	0.285110526	0.555870486	0.189736974
chr10	99349395	99349396	0.608333333	0.463745	0.897788608	0.58568	0.9438125	0.312489474	0.585299134	0.151255526
chr10	101284950	101284951	0.568733333	0.46761	0.809425316	0.46126	0.941025	0.464068421	0.345356895	0.003541579
chr10	102766386	102766387	0.288533333	0.43812	0.940412658	0.60884	0.97115	0.377010526	0.563402132	0.061109474
chr10	102766458	102766459	0.329516667	0.4532925	0.853088608	0.62588	0.906475	0.349094737	0.503993871	0.104197763
chr10	103406305	103406306	0.17715	0.3401275	0.804288608	0.51398	0.94275	0.247147368	0.557141239	0.092980132
chr10	103509326	103509327	0.6113	0.3356325	0.831107595	0.47484	0.9398875	0.140757895	0.6903497	0.194874605
chr10	104060662	104060663	0.891216667	0.4787975	0.841882278	0.55498	0.9521875	0.298452632	0.543429647	0.180344868
chr10	106426210	106426211	0.777083333	0.413815	0.84133038	0.45714	0.9273875	0.2717	0.56963038	0.142115
chr10	108576571	108576572	0.3084	0.3144725	0.806774684	0.40066	0.9008125	0.255352632	0.551422052	0.059119868
chr10	111728983	111728984	0.770566667	0.3506325	0.848798734	0.35568	0.95825	0.225557895	0.623240839	0.125074605
chr10	114038999	114039000	0.846966667	0.42241	0.815708861	0.48978	0.911675	0.250578947	0.565129913	0.171831053
chr10	114536223	114536224	0.6132	0.4692325	0.827265823	0.54226	0.93575	0.359715789	0.467550033	0.109516711
chr10	114910849	114910850	0.376816667	0.45876	0.871431646	0.49938	0.93825	0.447984211	0.423447435	0.010775789
chr10	118563175	118563176	0.87345	0.498365	0.831539241	0.5557	0.9468875	0.340531579	0.491007662	0.157833421
chr10	119867973	119867974	0.8047	0.4237225	0.804581013	0.4206	0.92505	0.307278947	0.497302065	0.116443553
chr10	121138105	121138106	0.126383333	0.435775	0.847407595	0.47912	0.9603	0.4792	0.368207595	-0.043425
chr10	122705955	122705956	0.832783333	0.4704575	0.804156962	0.5217	0.96675	0.300889474	0.503267488	0.169568026
chr10	126331909	126331910	0.723316667	0.430885	0.910459494	0.4664	0.94105	0.307915789	0.602543704	0.122969211
chr10	126332072	126332073	0.28275	0.30272	0.873006329	0.39316	0.9214375	0.240289474	0.632716855	0.062430526
chr10	126376113	126376114	0.623716667	0.3817975	0.802496203	0.48232	0.9343625	0.227389474	0.575106729	0.154408026
chr10	128275008	128275009	0.248516667	0.3041075	0.859564557	0.34532	0.920725	0.255668421	0.603896136	0.048439079
chr10	128275034	128275035	0.31885	0.4056175	0.844265823	0.40496	0.940575	0.403373684	0.440892139	0.002243816
chr10	128359014	128359015	0.884166667	0.4641625	0.854863291	0.51252	0.9532375	0.283778947	0.571084344	0.180383553
chr10	128945079	128945080	0.287116667	0.3619825	0.85043038	0.50618	0.9583125	0.266805263	0.583625117	0.095177237
chr10	129194434	129194435	0.629366667	0.4659575	0.857006329	0.53198	0.9125375	0.348205263	0.508801066	0.117752237
chr10	129733373	129733374	0.595383333	0.36801	0.82715443	0.42896	0.9352125	0.2258	0.60135443	0.14221
chr10	129796199	129796200	0.75685	0.3723425	0.823859494	0.34708	0.9266	0.279810526	0.544048967	0.092531974
chr10	130854436	130854437	0.156116667	0.394715385	0.816653165	0.45504	0.9310625	0.440133333	0.376519831	-0.045417949
chr10	131151653	131151654	0.486683333	0.4592975	0.836265823	0.44012	0.915025	0.422815789	0.413450033	0.036481711
chr10	131194523	131194524	0.6875	0.4759225	0.809672152	0.4802	0.9064375	0.403257895	0.406414257	0.072664605
chr10	131560390	131560391	0.836183333	0.445385	0.881772152	0.4718	0.9511625	0.306563158	0.575208994	0.138821842
chr10	131642886	131642887	0.870783333	0.47931	0.866187342	0.48578	0.90025	0.381178947	0.485008394	0.098131053
chr10	131694689	131694690	0.288033333	0.36005	0.91008481	0.45918	0.9577	0.300994737	0.609090073	0.059055263
chr10	132907864	132907865	0.547266667	0.4616325	0.835060759	0.48666	0.926825	0.4134	0.421660759	0.0482325
chr10	133809855	133809856	0.36275	0.469475	0.829319231	0.49576	0.9404875	0.478678947	0.350640283	-0.009203947
chr10	133880542	133880543	0.451216667	0.47517	0.925041772	0.4864	0.9578125	0.478931579	0.446110193	-0.003761579
chr10	134058741	134058742	0.828666667	0.4091425	0.834737975	0.4499	0.9357	0.243378947	0.591359027	0.165763553
chr10	134058796	134058797	0.7418	0.398575	0.856196203	0.437	0.9469625	0.258726316	0.597469887	0.139848684
chr10	134106565	134106566	0.190266667	0.48104	0.816586076	0.5796	0.9243875	0.499226316	0.31735976	-0.018186316
chr10	134420036	134420037	0.400483333	0.3600425	0.807034177	0.41204	0.9206	0.289584211	0.517449967	0.070458289
chr10	134420183	134420184	0.2834	0.328705	0.831070886	0.42472	0.9672125	0.248189474	0.582881412	0.080515526
chr10	134420208	134420209	0.3252	0.3394625	0.85294557	0.43068	0.9712875	0.257042105	0.595903464	0.082420395
chr10	134491331	134491332	0.159116667	0.3647	0.882517722	0.5297	0.9274	0.322126316	0.560391406	0.042573684
chr10	134491593	134491594	0.188233333	0.4096725	0.816794937	0.493	0.9233625	0.424315789	0.392479147	-0.014643289
chr10	134499266	134499267	0.716416667	0.38995	0.802788608	0.44946	0.9658125	0.224373684	0.578414923	0.165576316
chr10	134499364	134499365	0.89215	0.4524525	0.889740506	0.50772	0.96285	0.261094737	0.628645769	0.191357763
chr10	134527606	134527607	0.6473	0.3693975	0.838118987	0.37152	0.9281125	0.258694737	0.57942425	0.110702763
chr10	134527922	134527923	0.72265	0.4612125	0.876672152	0.48818	0.9702875	0.346289474	0.530382678	0.114923026
chr10	134529052	134529053	0.7721	0.448045	0.901870886	0.49944	0.9304625	0.293042105	0.608828781	0.155002895
chr10	134551796	134551797	0.613766667	0.4793875	0.896016456	0.5638	0.9548375	0.368636842	0.527379614	0.110750658
chr10	134552168	134552169	0.271683333	0.27953	0.923620253	0.36644	0.9383	0.190163158	0.733457095	0.089366842
chr10	134578999	134579000	0.557	0.4096625	0.822155696	0.47866	0.93605	0.321663158	0.500492538	0.087999342
chr10	134630615	134630616	0.488866667	0.457315	0.851779747	0.5382	0.91025	0.365894737	0.48588501	0.091420263
chr10	134630642	134630643	0.6731	0.45847	0.919788608	0.53326	0.9221	0.309378947	0.61040966	0.149091053
chr11	495007	495008	0.677383333	0.4959175	0.857507595	0.54982	0.912725	0.393684211	0.463823384	0.102233289
chr11	605147	605148	0.824416667	0.4323675	0.848034177	0.48436	0.90275	0.262373684	0.585660493	0.169993816
chr11	1297558	1297559	0.16445	0.3953	0.802702532	0.38378	0.90405	0.476278947	0.326423584	-0.080978947
chr11	1321929	1321930	0.10055	0.38348	0.824774684	0.36152	0.952175	0.490331579	0.334443105	-0.106851579
chr11	1486341	1486342	0.106333333	0.34077	0.918458228	0.41912	0.9466875	0.350321053	0.568137175	-0.009551053
chr11	1510644	1510645	0.7373	0.448575	0.966017722	0.4712	0.9579875	0.343826316	0.622191406	0.104748684
chr11	1510747	1510748	0.83715	0.496585	0.967259494	0.49798	0.9561375	0.403057895	0.564201599	0.093527105
chr11	2298468	2298469	0.55755	0.44006	0.807932911	0.56274	0.9371625	0.312210526	0.495722385	0.127849474
chr11	2571399	2571400	0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313	0.477444304	0.0945025
chr11	2571525	2571526	0.471983333	0.4608725	0.804555696	0.43648	0.962075	0.3921	0.412455696	0.0687725
chr11	2596300	2596301	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632	0.353624584	0.038412368
chr11	2612825	2612826	0.296283333	0.3737175	0.835186076	0.43552	0.9231	0.345042105	0.490143971	0.028675395
chr11	2697109	2697110	0.774833333	0.470305	0.840267089	0.56662	0.9130375	0.292615789	0.547651299	0.177689211
chr11	2871856	2871857	0.263833333	0.3685575	0.860156962	0.41624	0.9646625	0.360247368	0.499909594	0.008310132
chr11	4010737	4010738	0.362033333	0.308445	0.805086076	0.3943	0.9476	0.227963158	0.577122918	0.080481842
chr11	6648675	6648676	0.178466667	0.3377375	0.825289873	0.47554	0.9128375	0.274515789	0.550774084	0.063221711
chr11	7689017	7689018	0.662883333	0.4754225	0.846425316	0.50486	0.930225	0.397384211	0.449041106	0.078038289
chr11	8133258	8133259	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158	0.653171019	0.032164342
chr11	9337659	9337660	0.465933333	0.447585	0.846260759	0.43956	0.9544625	0.425084211	0.421176549	0.022500789
chr11	9801439	9801440	0.847466667	0.482365	0.910770886	0.58182	0.93765	0.287052632	0.623718254	0.195312368
chr11	12114609	12114610	0.545033333	0.4301225	0.904410127	0.52906	0.9613	0.296115789	0.608294337	0.134006711
chr11	12935897	12935898	0.6212	0.415441026	0.853063291	0.47734	0.945925	0.265361111	0.58770218	0.150079915
chr11	16424935	16424936	0.846266667	0.4769275	0.870544304	0.55546	0.9468875	0.296847368	0.573696935	0.180080132
chr11	36023494	36023495	0.8282	0.44821	0.837686076	0.5203	0.9151375	0.274184211	0.563501865	0.174025789
chr11	43917617	43917618	0.8099	0.468645	0.861831646	0.5375	0.906575	0.292157895	0.569673751	0.176487105
chr11	45109122	45109123	0.842166667	0.36484	0.856927848	0.39402	0.9345375	0.202294737	0.654633111	0.162545263
chr11	45924434	45924435	0.86395	0.4855075	0.893210127	0.5112	0.937025	0.345589474	0.547620653	0.139918026
chr11	47194031	47194032	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842	0.392915057	0.014990658
chr11	61717766	61717767	0.7735	0.470295	0.871850633	0.53428	0.9173625	0.310063158	0.561787475	0.160231842
chr11	62255850	62255851	0.218583333	0.3783725	0.840927848	0.50214	0.91505	0.324594737	0.516333111	0.053777763
chr11	62360527	62360528	0.659166667	0.3733125	0.856868354	0.4632	0.940025	0.211473684	0.64539467	0.161838816
chr11	62474910	62474911	0.114083333	0.3717425	0.882753165	0.34144	0.9492	0.475289474	0.407463691	-0.103546974
chr11	63821400	63821401	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947	0.512633711	0.031716053
chr11	64140424	64140425	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947	0.359117255	-0.081841447
chr11	68427020	68427021	0.403366667	0.4019925	0.800053165	0.38392	0.9557375	0.400894737	0.399158428	0.001097763
chr11	68842998	68842999	0.15315	0.293805	0.820737975	0.42094	0.9393875	0.238121053	0.582616922	0.055683947
chr11	69206335	69206336	0.211833333	0.3517425	0.839056962	0.42938	0.9302125	0.337210526	0.501846436	0.014531974
chr11	69206434	69206435	0.391516667	0.4244075	0.892231646	0.48876	0.9386375	0.386542105	0.50568954	0.037865395
chr11	69461008	69461009	0.70695	0.3641075	0.824064557	0.3432	0.94915	0.2711	0.552964557	0.0930075
chr11	69461236	69461237	0.742616667	0.497015	0.854813924	0.48006	0.9349	0.429673684	0.42514024	0.067341316
chr11	70256645	70256646	0.5862	0.4126275	0.818773418	0.47872	0.909375	0.306178947	0.51259447	0.106448553
chr11	70256681	70256682	0.814233333	0.4874875	0.899336709	0.60652	0.951125	0.285494737	0.613841972	0.201992763
chr11	71760291	71760292	0.8423	0.473845	0.801193671	0.47974	0.9546	0.341115789	0.460077881	0.132729211
chr11	75132468	75132469	0.482416667	0.3651425	0.873570886	0.40474	0.95975	0.299378947	0.574191939	0.065763553
chr11	77033664	77033665	0.1236	0.3202025	0.801741772	0.55648	0.95985	0.214342105	0.587399667	0.105860395
chr11	78029932	78029933	0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	0.591927981	0.175136842
chr11	82403271	82403272	0.684216667	0.46705	0.898637975	0.58456	0.95625	0.315673684	0.58296429	0.151376316
chr11	83221624	83221625	0.842233333	0.4514325	0.837459494	0.49194	0.9365375	0.288489474	0.54897002	0.162943026
chr11	84028562	84028563	0.793083333	0.374975	0.841693671	0.37202	0.942875	0.2511	0.590593671	0.123875
chr11	84028582	84028583	0.752716667	0.354985	0.809458228	0.34712	0.9152	0.235805263	0.573652965	0.119179737
chr11	84634735	84634736	0.663466667	0.459595	0.83558481	0.34972	0.9351	0.496536842	0.339047968	-0.036941842
chr11	85666533	85666534	0.813016667	0.46623	0.823183544	0.55984	0.9392125	0.295278947	0.527904597	0.170951053
chr11	86012744	86012745	0.61695	0.3188825	0.864892405	0.29952	0.920175	0.221684211	0.643208195	0.097198289
chr11	93392398	93392399	0.686166667	0.4131825	0.922373418	0.53022	0.96465	0.247921053	0.674452365	0.165261447
chr11	93875999	93876000	0.764016667	0.376525641	0.811592405	0.41572	0.9326125	0.216633333	0.594959072	0.159892308
chr11	94824747	94824748	0.195833333	0.360145	0.860297468	0.48144	0.9353375	0.305221053	0.555076416	0.054923947
chr11	104654124	104654125	0.875666667	0.484605	0.905182278	0.56264	0.95245	0.298989474	0.606192805	0.185615526
chr11	105483680	105483681	0.150366667	0.4359975	0.875056962	0.5416	0.9503125	0.443805263	0.431251699	-0.007807763
chr11	108157812	108157813	0.858116667	0.4767025	0.921378481	0.57344	0.954875	0.281210526	0.640167955	0.195491974
chr11	113577071	113577072	0.551216667	0.3521625	0.827427848	0.42002	0.91705	0.219842105	0.607585743	0.132320395
chr11	115115297	115115298	0.251416667	0.4350975	0.841179747	0.55444	0.9517375	0.386210526	0.454969221	0.048886974
chr11	116831787	116831788	0.191666667	0.2752725	0.829948101	0.3623	0.9661375	0.226642105	0.603305996	0.048630395
chr11	117664470	117664471	0.804066667	0.402125	0.854773418	0.4089	0.9256625	0.2666	0.588173418	0.135525
chr11	118477147	118477148	0.515166667	0.4340225	0.809316456	0.52466	0.92305	0.332305263	0.477011193	0.101717237
chr11	118952474	118952475	0.756716667	0.359205	0.844527848	0.38108	0.9249875	0.203731579	0.640796269	0.155473421
chr11	120434710	120434711	0.770783333	0.3536475	0.858379747	0.31982	0.9268125	0.243905263	0.614474484	0.109742237
chr11	121542234	121542235	0.882633333	0.4407675	0.821801266	0.34862	0.950325	0.357415789	0.464385476	0.083351711
chr11	121665583	121665584	0.855	0.4273175	0.929103797	0.41396	0.92905	0.279178947	0.64992485	0.148138553
chr11	121665641	121665642	0.886533333	0.43503	0.958465823	0.37168	0.9453375	0.326642105	0.631823718	0.108387895
chr11	121665836	121665837	0.846916667	0.482865	0.914781013	0.40656	0.9465125	0.428057895	0.486723118	0.054807105
chr11	124805538	124805539	0.711116667	0.36276	0.87265443	0.4261	0.9553375	0.192084211	0.68057022	0.170675789
chr11	124806173	124806174	0.73025	0.369995	0.826606329	0.4134	0.9269625	0.210631579	0.61597475	0.159363421
chr11	125322169	125322170	0.6641	0.3643425	0.848821519	0.3572	0.902325	0.279810526	0.569010993	0.084531974
chr11	125952694	125952695	0.655933333	0.374395	0.822721519	0.45194	0.9221	0.208184211	0.614537308	0.166210789
chr11	126626136	126626137	0.8111	0.46299	0.828478481	0.48778	0.9013125	0.334978947	0.493499534	0.128011053
chr11	127445168	127445169	0.802433333	0.47345	0.809806329	0.54372	0.9177625	0.326463158	0.483343171	0.146986842
chr11	127547963	127547964	0.789766667	0.48608	0.847067949	0.52038	0.91785	0.354768421	0.492299528	0.131311579
chr11	131847139	131847140	0.559933333	0.4763225	0.851951899	0.56668	0.9086625	0.378163158	0.473788741	0.098159342
chr11	132115530	132115531	0.183816667	0.422275	0.843841772	0.51188	0.9168375	0.4253	0.418541772	-0.003025
chr11	133804557	133804558	0.353566667	0.4042325	0.874353165	0.46078	0.95375	0.382431579	0.491921586	0.021800921
chr11	133805057	133805058	0.414383333	0.39063	0.918783544	0.49822	0.933175	0.293578947	0.625204597	0.097051053
chr11	133940520	133940521	0.844066667	0.4152725	0.809068354	0.49102	0.9356875	0.216773684	0.59229467	0.198498816
chr12	562848	562849	0.515316667	0.447213158	0.803627848	0.53808	0.946575	0.339458824	0.464169025	0.107754334
chr12	563019	563020	0.584466667	0.4741875	0.822317722	0.56026	0.923825	0.378221053	0.444096669	0.095966447
chr12	1741869	1741870	0.173516667	0.4861375	0.832950633	0.65286	0.94905	0.450273684	0.382676949	0.035863816
chr12	2046045	2046046	0.198633333	0.1894225	0.83436962	0.30774	0.932775	0.080831579	0.753538041	0.108590921
chr12	2046230	2046231	0.281416667	0.3740675	0.879929114	0.45776	0.9555	0.325042105	0.554887009	0.049025395
chr12	2082218	2082219	0.5678	0.3278725	0.826313924	0.3986	0.9610625	0.202078947	0.624234977	0.125793553
chr12	3446079	3446080	0.83765	0.39276	0.807656962	0.39722	0.9315375	0.241252632	0.56640433	0.151507368
