chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	temporal	dist
chr8	28932160	28932161	0.8623	0.5898475	0.901248101	0.61346	0.933525	0.4672	0.6476	0.311400601
chr8	29732519	29732520	0.775066667	0.3821025	0.848755696	0.36572	0.9618875	0.264794737	0.3774	0.466653196
chr8	29732547	29732548	0.790333333	0.38569	0.846075949	0.36972	0.973275	0.258721053	0.39213	0.460385949
chr8	29732579	29732580	0.766166667	0.38542	0.849235443	0.3754	0.9689875	0.261794737	0.39687	0.463815443
chr8	32409008	32409009	0.877783333	0.5781475	0.853427848	0.61016	0.9597	0.469052632	0.58964	0.275280348
chr8	36641771	36641772	0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	0.64625	0.317852437
chr8	38175544	38175545	0.426066667	0.2917175	0.834334177	0.39622	0.94905	0.168931579	0.39215	0.542616677
chr8	39917609	39917610	0.755216667	0.5024725	0.85074557	0.65008	0.9115875	0.313389474	0.63628	0.34827307
chr8	41200462	41200463	0.862966667	0.3900425	0.891136709	0.42474	0.954	0.194115789	0.4612	0.501094209
chr8	42705540	42705541	0.8535	0.609645	0.880837975	0.6625	0.9214	0.471221053	0.69991	0.271192975
chr8	53321682	53321683	0.89375	0.5206875	0.886240506	0.54786	0.9430625	0.3719	0.56596	0.365553006
chr8	53321707	53321708	0.895533333	0.5723675	0.886289873	0.63046	0.9152625	0.413231579	0.65178	0.313922373
chr8	53322321	53322322	0.794816667	0.3925	0.8313	0.42468	0.909575	0.2431	0.41888	0.4388
chr8	53322501	53322502	0.867783333	0.4760725	0.904720253	0.49774	0.9343875	0.320847368	0.52514	0.428647753
chr8	53322510	53322511	0.85825	0.3792475	0.927079747	0.4266	0.936225	0.1873	0.43287	0.547832247
chr8	55047255	55047256	0.686033333	0.4401975	0.805422785	0.38818	0.911225	0.3941	0.40629	0.365225285
chr8	58982720	58982721	0.219516667	0.36549	0.814726582	0.42336	0.9025375	0.375610526	0.40491	0.449236582
chr8	61085389	61085390	0.31005	0.36184	0.841426582	0.47106	0.915475	0.275342105	0.50265	0.479586582
chr8	67404651	67404652	0.370183333	0.3833625	0.817007595	0.34302	0.9240625	0.4163	0.34886	0.433645095
chr8	67405257	67405258	0.581066667	0.3777075	0.820039241	0.3989	0.9335625	0.281310526	0.42825	0.442331741
chr8	67683529	67683530	0.867183333	0.496485	0.897106329	0.559	0.9495375	0.314989474	0.58765	0.400621329
chr8	68154089	68154090	0.860966667	0.5249975	0.892991139	0.61374	0.9298375	0.340989474	0.62866	0.367993639
chr8	68827942	68827943	0.600383333	0.343685	0.81021519	0.4169	0.9472375	0.192531579	0.44025	0.46653019
chr8	75263599	75263600	0.15175	0.2589625	0.846703797	0.31368	0.9737875	0.253131579	0.30701	0.587741297
chr8	82358608	82358609	0.774333333	0.4811325	0.864948101	0.56132	0.9296125	0.330310526	0.55168	0.383815601
chr8	82359567	82359568	0.795416667	0.442655	0.863296203	0.52506	0.9356375	0.245084211	0.56518	0.420641203
chr8	82359759	82359760	0.661583333	0.44081	0.815560759	0.50866	0.9032875	0.273173684	0.59293	0.374750759
chr8	82359799	82359800	0.790283333	0.45343	0.865310127	0.5539	0.9041375	0.256563158	0.57513	0.411880127
chr8	87570714	87570715	0.75095	0.39065	0.867293671	0.44608	0.9021625	0.244026316	0.42534	0.476643671
chr8	89123876	89123877	0.83305	0.5858175	0.876221519	0.61038	0.9469625	0.477852632	0.63033	0.290404019
chr8	90772386	90772387	0.709583333	0.47594	0.807451899	0.58642	0.939525	0.296763158	0.62095	0.331511899
chr8	91637884	91637885	0.835866667	0.5183075	0.886034177	0.63014	0.9299625	0.324952632	0.63923	0.367726677
chr8	96394047	96394048	0.625066667	0.45135	0.823136709	0.42542	0.9478625	0.407010526	0.44433	0.371786709
chr8	100230864	100230865	0.802683333	0.50971	0.84153038	0.59478	0.9174125	0.358026316	0.57959	0.33182038
chr8	101117949	101117950	0.522466667	0.5881625	0.876956962	0.72886	0.93185	0.497773684	0.72897	0.288794462
chr8	103747281	103747282	0.269316667	0.470605	0.810244304	0.56424	0.9121125	0.454084211	0.57595	0.339639304
chr8	105368434	105368435	0.837566667	0.5701975	0.877103797	0.64152	0.9127125	0.436363158	0.6284	0.306906297
chr8	111906503	111906504	0.887766667	0.57083	0.806805063	0.64446	0.924375	0.412889474	0.64394	0.235975063
chr8	116506662	116506663	0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421	0.4267	0.381974494
chr8	117059957	117059958	0.432366667	0.3114925	0.880959494	0.4534	0.93625	0.156678947	0.46216	0.569466994
chr8	117650383	117650384	0.7154	0.4325575	0.834102532	0.52204	0.9132	0.268268421	0.53026	0.401545032
chr8	119630154	119630155	0.80885	0.5476675	0.859158228	0.67312	0.906925	0.367836842	0.66991	0.311490728
chr8	120649714	120649715	0.407033333	0.4272325	0.8275	0.5975	0.9181	0.303889474	0.58857	0.4002675
chr8	120684721	120684722	0.58555	0.4012225	0.809848101	0.49042	0.9392875	0.260457895	0.51348	0.408625601
chr8	120684755	120684756	0.700883333	0.47583	0.820898718	0.52498	0.933875	0.347826316	0.55943	0.345068718
chr8	120686681	120686682	0.83015	0.5376225	0.876186076	0.63026	0.9098875	0.368063158	0.63795	0.338563576
chr8	120932635	120932636	0.849283333	0.46721	0.833175949	0.54988	0.9613125	0.281547368	0.54939	0.365965949
chr8	123832258	123832259	0.412883333	0.3347	0.830424051	0.44974	0.948425	0.206726316	0.47342	0.495724051
chr8	123838902	123838903	0.565666667	0.41311	0.872187342	0.44698	0.960375	0.330736842	0.46115	0.459077342
chr8	130641185	130641186	0.324016667	0.342175	0.856502532	0.46952	0.9007375	0.2417	0.4803	0.514327532
chr8	131011240	131011241	0.517783333	0.26131	0.885540506	0.31426	0.9307375	0.131615789	0.32737	0.624230506
chr8	131022097	131022098	0.88445	0.6101525	0.915497468	0.64258	0.9515375	0.4989	0.64074	0.305344968
chr8	131128274	131128275	0.834766667	0.55014	0.850121519	0.53362	0.9278375	0.4849	0.51158	0.299981519
chr8	131335486	131335487	0.875116667	0.5920375	0.895551899	0.5922	0.947825	0.494384211	0.60765	0.303514399
chr8	131662148	131662149	0.86625	0.53246	0.806093671	0.56816	0.9313875	0.372668421	0.61794	0.273633671
chr8	140846800	140846801	0.837783333	0.4522625	0.898905063	0.50036	0.9492875	0.286084211	0.51264	0.446642563
chr8	140994069	140994070	0.35575	0.381675	0.893481013	0.46218	0.945075	0.323878947	0.46679	0.511806013
chr8	141001217	141001218	0.851666667	0.51681	0.830402532	0.57826	0.9427	0.349957895	0.60219	0.313592532
chr8	141535664	141535665	0.801133333	0.5451675	0.920001266	0.60872	0.948225	0.383726316	0.66655	0.374833766
chr8	141535901	141535902	0.783233333	0.52088	0.923982278	0.60004	0.94765	0.369210526	0.61206	0.403102278
chr8	141537020	141537021	0.807633333	0.537565	0.850677215	0.56832	0.93545	0.412752632	0.59729	0.313112215
chr8	141537134	141537135	0.826866667	0.54397	0.871731646	0.58444	0.9275125	0.420315789	0.58894	0.327761646
chr8	141537198	141537199	0.80445	0.562565	0.869496203	0.67092	0.93685	0.408126316	0.65669	0.306931203
chr8	141559683	141559684	0.840916667	0.5060125	0.88583038	0.57548	0.9762125	0.361642105	0.54464	0.37981788
chr8	141559741	141559742	0.800633333	0.4106075	0.819062025	0.46312	0.913025	0.253957895	0.44797	0.408454525
chr8	141577061	141577062	0.838716667	0.482425	0.887241772	0.49888	0.9681125	0.335442105	0.53969	0.404816772
chr8	141577100	141577101	0.7003	0.499876316	0.893051899	0.52474	0.9735875	0.384764706	0.56288	0.393175583
chr8	141577337	141577338	0.5077	0.3915475	0.832965823	0.45202	0.92235	0.295589474	0.47394	0.441418323
chr8	141577413	141577414	0.276716667	0.4132125	0.898426582	0.48042	0.957675	0.404094737	0.47883	0.485214082
chr8	141588165	141588166	0.128433333	0.484155	0.834997468	0.59182	0.9682	0.497031579	0.61929	0.350842468
chr8	141600099	141600100	0.332716667	0.2690575	0.807921519	0.3327	0.917975	0.207421053	0.31615	0.538864019
chr8	141600191	141600192	0.294566667	0.3076225	0.852708861	0.38582	0.9573625	0.257710526	0.37119	0.545086361
chr8	141600316	141600317	0.543416667	0.4539575	0.88033038	0.49988	0.938	0.388405263	0.50187	0.42637288
chr8	141629513	141629514	0.484916667	0.5066875	0.88896962	0.57002	0.9464125	0.452231579	0.59155	0.38228212
chr8	141639345	141639346	0.1779	0.470685	0.820924051	0.56134	0.9315	0.483057895	0.57752	0.350239051
chr8	142179688	142179689	0.744733333	0.549425	0.872808861	0.56034	0.9653625	0.482721053	0.55352	0.323383861
chr8	142217653	142217654	0.687416667	0.5738525	0.802249367	0.6234	0.91345	0.499336842	0.62252	0.228396867
chr8	142852938	142852939	0.813483333	0.48817	0.826367089	0.43344	0.9503125	0.423331579	0.44354	0.338197089
chr8	142981593	142981594	0.3884	0.315135	0.862839241	0.4349	0.96615	0.192542105	0.44422	0.547704241
chr8	142981769	142981770	0.501916667	0.465615	0.861548101	0.50014	0.910775	0.424768421	0.50418	0.395933101
chr8	143463667	143463668	0.706733333	0.4574025	0.851427848	0.43086	0.97365	0.401489474	0.42731	0.394025348
chr8	143694305	143694306	0.69245	0.43416	0.808939241	0.42522	0.9535	0.371957895	0.40184	0.374779241
chr8	144295139	144295140	0.871366667	0.53034	0.804465823	0.55776	0.9245875	0.386563158	0.58519	0.274125823
chr8	144347197	144347198	0.695783333	0.4150425	0.835301266	0.44372	0.9099375	0.295857895	0.45871	0.420258766
chr8	144549532	144549533	0.8229	0.4008525	0.848675949	0.43962	0.9407	0.226184211	0.46011	0.447823449
chr8	144552725	144552726	0.374233333	0.4121275	0.865132051	0.50778	0.9434125	0.350810526	0.50354	0.453004551
chr8	144552786	144552787	0.198133333	0.36453	0.800729114	0.4554	0.9192125	0.334910526	0.47521	0.436199114
chr8	144902836	144902837	0.6945	0.4263775	0.821840506	0.4584	0.909625	0.308252632	0.47393	0.395463006
chr8	144903025	144903026	0.851233333	0.60731	0.907018987	0.63854	0.965075	0.4996	0.64999	0.299708987
chr8	145035191	145035192	0.153883333	0.413	0.877774684	0.52676	0.908625	0.406857895	0.52326	0.464774684
chr9	8627950	8627951	0.548433333	0.368815	0.847774684	0.45686	0.939475	0.234884211	0.47149	0.478959684
chr9	27536082	27536083	0.754816667	0.491948718	0.86773038	0.61458	0.9139125	0.296072222	0.62549	0.375781662
chr9	33814450	33814451	0.79025	0.5090725	0.820205063	0.62872	0.939	0.321257895	0.63739	0.311132563
chr9	35750556	35750557	0.4969	0.503695	0.890726582	0.60412	0.944775	0.425968421	0.60524	0.387031582
chr9	37119968	37119969	0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	0.3266	0.41421462
chr9	37590960	37590961	0.7014	0.53907	0.852659494	0.62898	0.929425	0.424584211	0.61424	0.313589494
chr9	38421899	38421900	0.178333333	0.425955	0.8004	0.52826	0.918425	0.429805263	0.51606	0.374445
chr9	71934644	71934645	0.5428	0.4142775	0.84481519	0.4812	0.942725	0.313163158	0.49582	0.43053769
chr9	74481837	74481838	0.688483333	0.5410425	0.902983544	0.68684	0.9517625	0.378273684	0.68894	0.361941044
chr9	87257941	87257942	0.8729	0.5960725	0.864905128	0.6706	0.94065	0.446684211	0.67655	0.268832628
chr9	88309142	88309143	0.87845	0.5736075	0.884810127	0.63654	0.93665	0.406584211	0.67658	0.311202627
chr9	91636851	91636852	0.589466667	0.4543575	0.840660759	0.6347	0.915775	0.274357895	0.62512	0.386303259
chr9	92050313	92050314	0.8214	0.4251775	0.802534177	0.47714	0.9480375	0.249021053	0.49616	0.377356677
chr9	92277515	92277516	0.120266667	0.2836575	0.810602532	0.3764	0.972875	0.239368421	0.41947	0.526945032
chr9	95021626	95021627	0.85535	0.5924175	0.891893671	0.63644	0.93145	0.480778947	0.62476	0.299476171
chr9	95421919	95421920	0.85775	0.5584825	0.91973038	0.59012	0.92635	0.436542105	0.59479	0.36124788
chr9	96846674	96846675	0.803816667	0.344675	0.891992405	0.31588	0.933225	0.214289474	0.33132	0.547317405
chr9	97848736	97848737	0.771066667	0.39228	0.812405063	0.4069	0.9381125	0.260847368	0.40742	0.420125063
chr9	98173099	98173100	0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	0.61814	0.316972247
chr9	99256233	99256234	0.880366667	0.477225	0.895627848	0.52662	0.915275	0.311005263	0.52646	0.418402848
chr9	99688888	99688889	0.735833333	0.526395	0.883444304	0.62812	0.9308375	0.392247368	0.60475	0.357049304
chr9	102580782	102580783	0.726233333	0.473866667	0.857731646	0.54306	0.925975	0.328683333	0.54918	0.383864979
chr9	103065209	103065210	0.753583333	0.501785	0.854688608	0.54384	0.9515875	0.384810526	0.55193	0.352903608
chr9	103208696	103208697	0.868016667	0.5289675	0.898072152	0.59356	0.9595125	0.386626316	0.56369	0.369104652
chr9	113308063	113308064	0.881383333	0.4907975	0.831234177	0.57748	0.9182625	0.313484211	0.55	0.340436677
chr9	114219932	114219933	0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	0.63706	0.262736487
chr9	115926922	115926923	0.187666667	0.25203	0.813717722	0.31592	0.9540875	0.222894737	0.31406	0.561687722
chr9	117264095	117264096	0.6538	0.36182	0.823850633	0.35476	0.9653625	0.265884211	0.37244	0.462030633
chr9	117848514	117848515	0.765766667	0.584655	0.865493671	0.62788	0.9426875	0.493984211	0.62665	0.280838671
chr9	117905075	117905076	0.301933333	0.318865	0.867139241	0.4539	0.9468875	0.213342105	0.462	0.548274241
chr9	123346214	123346215	0.823333333	0.41504	0.81905443	0.45978	0.9107875	0.227663158	0.50371	0.40401443
chr9	124535348	124535349	0.14065	0.368375	0.811043038	0.395	0.93385	0.414136842	0.40475	0.442668038
chr9	124545901	124545902	0.374	0.4995625	0.892498734	0.57676	0.91075	0.481957895	0.56975	0.392936234
chr9	128998425	128998426	0.746633333	0.566185	0.90086962	0.62104	0.9305	0.451405263	0.64857	0.33468462
chr9	129081113	129081114	0.910916667	0.5372175	0.908827848	0.64952	0.935725	0.332889474	0.64507	0.371610348
chr9	130027116	130027117	0.175166667	0.26485	0.803507595	0.34326	0.9037625	0.227115789	0.35115	0.538657595
chr9	130997032	130997033	0.857633333	0.527885	0.879320253	0.5542	0.9521375	0.409405263	0.54199	0.351435253
chr9	131153847	131153848	0.835066667	0.4477675	0.879049367	0.49262	0.922175	0.277657895	0.51617	0.431281867
chr9	131154899	131154900	0.535083333	0.484865	0.860682278	0.52648	0.934325	0.430584211	0.53706	0.375817278
chr9	131155819	131155820	0.527283333	0.385365	0.887532911	0.42724	0.9744125	0.297826316	0.4456	0.502167911
chr9	131156065	131156066	0.5447	0.4379	0.837924051	0.51652	0.9411625	0.321226316	0.55619	0.400024051
chr9	131889368	131889369	0.785916667	0.5654175	0.878520253	0.5789	0.9259375	0.477184211	0.59402	0.313102753
chr9	132711808	132711809	0.571333333	0.54549	0.894178481	0.68326	0.90445	0.426415789	0.68734	0.348688481
chr9	133715238	133715239	0.146083333	0.4173575	0.830520253	0.55736	0.94385	0.385273684	0.57108	0.413162753
chr9	133738155	133738156	0.81335	0.4529175	0.8634	0.4178	0.9077875	0.382036842	0.38889	0.4104825
chr9	133760464	133760465	0.42495	0.430205	0.911822785	0.48602	0.9627375	0.377721053	0.50517	0.481617785
chr9	135360863	135360864	0.5761	0.39052	0.87598481	0.42444	0.958825	0.297963158	0.43807	0.48546481
chr9	135863570	135863571	0.785466667	0.54364	0.82554557	0.58874	0.901	0.441552632	0.56996	0.28190557
chr9	137519932	137519933	0.528633333	0.38411	0.868239241	0.4006	0.960225	0.301368421	0.44636	0.484129241
chr9	137609455	137609456	0.384233333	0.3313125	0.816310127	0.38312	0.9326375	0.260084211	0.40899	0.484997627
chr9	138774526	138774527	0.8546	0.4265325	0.926711392	0.4857	0.937375	0.233063158	0.5077	0.500178892
chr9	139407288	139407289	0.866616667	0.4122275	0.838841772	0.41076	0.9173125	0.254026316	0.44091	0.426614272
chr9	139704146	139704147	0.587916667	0.53652	0.907378481	0.64462	0.9525375	0.4315	0.65117	0.370858481
chr9	139916869	139916870	0.401933333	0.497010256	0.864193671	0.61264	0.967975	0.423155556	0.62918	0.367183414
chr9	139917436	139917437	0.868433333	0.61774	0.907602532	0.7274	0.935575	0.428484211	0.77208	0.289862532
chr9	139920781	139920782	0.636733333	0.490945	0.852435443	0.59358	0.9289375	0.346694737	0.62623	0.361490443
chr9	139921813	139921814	0.1778	0.3031375	0.813607595	0.38592	0.9083125	0.287415789	0.36682	0.510470095
chr9	140115474	140115475	0.768283333	0.4228325	0.879502532	0.51244	0.920225	0.249610526	0.49988	0.456670032
chr9	140198751	140198752	0.8698	0.5314625	0.864018987	0.59142	0.9443	0.371636842	0.60215	0.332556487
chr10	405225	405226	0.31475	0.3153375	0.869720253	0.36028	0.933475	0.280584211	0.35925	0.554382753
chr10	405362	405363	0.781183333	0.478875	0.918632911	0.42566	0.929475	0.430752632	0.41553	0.439757911
chr10	490478	490479	0.865583333	0.5982725	0.886755696	0.67778	0.9245875	0.470094737	0.64167	0.288483196
chr10	533420	533421	0.75715	0.4088175	0.889896203	0.54196	0.9088125	0.198126316	0.53356	0.481078703
chr10	533479	533480	0.883783333	0.557485	0.931548101	0.58746	0.901275	0.439505263	0.57088	0.374063101
chr10	589375	589376	0.166033333	0.3778175	0.879882278	0.34006	0.9033	0.484173684	0.32169	0.502064778
chr10	651060	651061	0.514083333	0.5163625	0.855522785	0.61704	0.958075	0.409868421	0.66973	0.339160285
chr10	653567	653568	0.798183333	0.5086625	0.85663038	0.59742	0.90545	0.343057895	0.60522	0.34796788
chr10	661009	661010	0.612133333	0.376145	0.830831646	0.45726	0.90905	0.226336842	0.47863	0.454686646
chr10	661087	661088	0.873833333	0.506735	0.873249367	0.49846	0.9479125	0.390015789	0.51238	0.366514367
chr10	661319	661320	0.614733333	0.455645	0.879353165	0.57222	0.93185	0.317831579	0.56375	0.423708165
chr10	669071	669072	0.152383333	0.360615	0.858756962	0.45396	0.9066125	0.334847368	0.48784	0.498141962
chr10	669170	669171	0.150866667	0.3897225	0.898562025	0.51246	0.94655	0.357236842	0.53339	0.508839525
chr10	673310	673311	0.900816667	0.466995	0.916650633	0.51956	0.9320125	0.279131579	0.53736	0.449655633
chr10	676529	676530	0.541633333	0.451195	0.879653165	0.53118	0.9121625	0.339431579	0.56929	0.428458165
chr10	685448	685449	0.3245	0.50701	0.895626582	0.62148	0.9494125	0.473436842	0.62307	0.388616582
chr10	708425	708426	0.835733333	0.4776725	0.876151899	0.51876	0.9518375	0.3297	0.52344	0.398479399
chr10	709592	709593	0.724733333	0.4984425	0.900750633	0.55802	0.9452125	0.372363158	0.57243	0.402308133
chr10	709610	709611	0.66215	0.5207175	0.908765823	0.56336	0.9543375	0.439831579	0.56822	0.388048323
chr10	729204	729205	0.881933333	0.5381375	0.890381013	0.52608	0.93425	0.432768421	0.53809	0.352243513
chr10	729226	729227	0.872716667	0.4889675	0.858574684	0.47546	0.9185375	0.370657895	0.49026	0.369607184
chr10	729479	729480	0.85455	0.402635	0.803449367	0.37094	0.9274125	0.279178947	0.3819	0.400814367
chr10	729956	729957	0.875833333	0.459975	0.809503797	0.40844	0.9257875	0.370184211	0.40683	0.349528797
chr10	852579	852580	0.267633333	0.4013525	0.800129114	0.4979	0.90025	0.365336842	0.50174	0.398776614
chr10	1083192	1083193	0.838666667	0.4670225	0.864539241	0.53982	0.9478625	0.284321053	0.55477	0.397516741
chr10	1222689	1222690	0.876	0.4919375	0.907194937	0.55766	0.9228125	0.323815789	0.54807	0.415257437
chr10	1725190	1725191	0.73245	0.5419925	0.856101266	0.59764	0.92115	0.436236842	0.60083	0.314108766
chr10	2815429	2815430	0.242266667	0.241835	0.819906329	0.29524	0.9105	0.200373684	0.29365	0.578071329
chr10	2815547	2815548	0.26225	0.248485	0.845302532	0.32734	0.950625	0.189984211	0.31195	0.596817532
chr10	3280494	3280495	0.6009	0.471785	0.801929114	0.47296	0.9368375	0.446115789	0.4425	0.330144114
chr10	3283566	3283567	0.560816667	0.33978	0.8974	0.34642	0.941375	0.267994737	0.34023	0.55762
chr10	3283847	3283848	0.445183333	0.2593775	0.930716456	0.32288	0.964225	0.155857895	0.31283	0.671338956
chr10	3283887	3283888	0.412483333	0.196905	0.911650633	0.23804	0.94675	0.092521053	0.24532	0.714745633
chr10	3283946	3283947	0.403066667	0.218805	0.847491139	0.24846	0.9006625	0.151231579	0.22181	0.628686139
chr10	3313224	3313225	0.62925	0.40096	0.881460759	0.41078	0.911325	0.323968421	0.40536	0.480500759
chr10	3313279	3313280	0.682933333	0.436605	0.930472152	0.4202	0.9205375	0.372447368	0.41891	0.493867152
chr10	3313302	3313303	0.687883333	0.4138725	0.938401266	0.44312	0.92325	0.299094737	0.45292	0.524528766
chr10	3441404	3441405	0.8324	0.440405	0.810297468	0.48224	0.9642125	0.282489474	0.48433	0.369892468
chr10	3448994	3448995	0.551533333	0.445745	0.856237975	0.55048	0.9178	0.321073684	0.56678	0.410492975
chr10	5805942	5805943	0.760266667	0.537955	0.851727848	0.56878	0.9235	0.439936842	0.57539	0.313772848
chr10	5969457	5969458	0.3106	0.3897175	0.836393671	0.5528	0.9714375	0.283310526	0.55782	0.446676171
chr10	6216350	6216351	0.155366667	0.297485	0.828105063	0.42944	0.9600625	0.2269	0.45089	0.530620063
chr10	6216434	6216435	0.173766667	0.3205375	0.844020253	0.43712	0.9559	0.250452632	0.48347	0.523482753
chr10	6275077	6275078	0.423033333	0.49034	0.856421519	0.51534	0.957725	0.4802	0.53749	0.366081519
chr10	7486981	7486982	0.171016667	0.17402	0.838343038	0.29888	0.910025	0.054989474	0.33955	0.664323038
chr10	11047354	11047355	0.1145	0.2607225	0.821346835	0.32182	0.9596	0.282294737	0.27692	0.560624335
chr10	11047368	11047369	0.196716667	0.326875	0.837951899	0.4033	0.938525	0.337963158	0.34569	0.511076899
chr10	11047586	11047587	0.169683333	0.310435	0.815511392	0.38312	0.9249875	0.319084211	0.34211	0.505076392
chr10	11342742	11342743	0.862316667	0.430445	0.925696203	0.4246	0.9281	0.302231579	0.41785	0.495251203
chr10	11574303	11574304	0.8275	0.5112025	0.803616456	0.60294	0.9005875	0.355752632	0.57091	0.292413956
chr10	15410179	15410180	0.631533333	0.37889	0.80338481	0.41422	0.95025	0.281215789	0.39522	0.42449481
chr10	16570110	16570111	0.763916667	0.49734	0.87034557	0.5348	0.92705	0.378610526	0.54425	0.37300557
chr10	17028480	17028481	0.404816667	0.319665	0.830640506	0.42522	0.9540625	0.202178947	0.43902	0.510975506
chr10	20295880	20295881	0.753666667	0.5249325	0.893718605	0.63788	0.91965	0.365042105	0.63501	0.368786105
chr10	21250957	21250958	0.888666667	0.5476925	0.848387342	0.63432	0.9319625	0.371847368	0.6339	0.300694842
chr10	21434654	21434655	0.272083333	0.3910475	0.857479747	0.42196	0.9019375	0.394357895	0.44068	0.466432247
chr10	21551074	21551075	0.757433333	0.502305	0.857507595	0.48236	0.9332125	0.445794737	0.46657	0.355202595
chr10	21677027	21677028	0.794116667	0.5284425	0.893996203	0.6241	0.9060875	0.363468421	0.63466	0.365553703
chr10	21810105	21810106	0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	0.41218	0.4166825
chr10	22882894	22882895	0.87895	0.5159525	0.831598734	0.62398	0.933575	0.323094737	0.61057	0.315646234
chr10	22893655	22893656	0.881133333	0.5863775	0.893297468	0.62388	0.9363625	0.446594737	0.65636	0.306919968
chr10	22911577	22911578	0.8229	0.57343	0.87871519	0.65306	0.9291875	0.428752632	0.65882	0.30528519
chr10	22911629	22911630	0.8391	0.5553275	0.867735443	0.65374	0.94365	0.383310526	0.66269	0.312407943
chr10	22992381	22992382	0.88855	0.6044575	0.917601266	0.66906	0.954125	0.455878947	0.684	0.313143766
chr10	29186582	29186583	0.259283333	0.3628475	0.862979747	0.50472	0.9484625	0.270089474	0.53029	0.500132247
chr10	35698554	35698555	0.890283333	0.45596	0.81224557	0.40154	0.9403	0.361347368	0.40234	0.35628557
chr10	36238934	36238935	0.81705	0.4716075	0.835167089	0.48024	0.92545	0.357578947	0.47668	0.363559589
chr10	45481854	45481855	0.854966667	0.461685	0.901049367	0.53512	0.9663125	0.274563158	0.54453	0.439364367
chr10	49608952	49608953	0.80585	0.5298875	0.833016456	0.59628	0.9653125	0.375515789	0.62442	0.303128956
chr10	49642969	49642970	0.838	0.5467375	0.872727848	0.57884	0.9033875	0.424868421	0.58748	0.325990348
chr10	49734874	49734875	0.853666667	0.42198	0.810939241	0.44056	0.9576625	0.261505263	0.45858	0.388959241
chr10	50732819	50732820	0.1424	0.334355	0.893748101	0.50636	0.9533125	0.253173684	0.51777	0.559393101
chr10	50732844	50732845	0.202083333	0.4460825	0.918870886	0.6035	0.971625	0.398289474	0.60458	0.472788386
chr10	61470282	61470283	0.5389	0.4870925	0.901603797	0.47456	0.96945	0.482	0.47195	0.414511297
chr10	61946556	61946557	0.176533333	0.38634	0.821510127	0.50128	0.9672125	0.370910526	0.48407	0.435170127
chr10	62148959	62148960	0.179833333	0.2979075	0.844406329	0.37008	0.9121	0.277726316	0.37101	0.546498829
chr10	62149642	62149643	0.137083333	0.244605	0.842746835	0.31416	0.9044125	0.224989474	0.31161	0.598141835
chr10	62150359	62150360	0.158016667	0.289905	0.913094937	0.37418	0.9592	0.255163158	0.39291	0.623189937
chr10	63740403	63740404	0.894683333	0.5359075	0.844081013	0.49806	0.954875	0.440184211	0.52144	0.308173513
chr10	64133406	64133407	0.30435	0.278315	0.829401266	0.32808	0.9123375	0.227905263	0.33359	0.551086266
chr10	64136038	64136039	0.61005	0.408755	0.878572152	0.4331	0.93975	0.326915789	0.4313	0.469817152
chr10	65125687	65125688	0.38645	0.4865275	0.839036709	0.61386	0.9260875	0.405921053	0.63606	0.352509209
chr10	65351566	65351567	0.35825	0.405075	0.807387342	0.49464	0.9172875	0.332236842	0.52678	0.402312342
chr10	70362422	70362423	0.110066667	0.2593375	0.81858481	0.31924	0.968525	0.263347368	0.31133	0.55924731
chr10	70426930	70426931	0.867383333	0.6044525	0.909521519	0.70666	0.953575	0.446531579	0.69564	0.305069019
chr10	70515244	70515245	0.84605	0.493235	0.866573418	0.57248	0.9532	0.323989474	0.56349	0.373338418
chr10	71228077	71228078	0.602683333	0.4865125	0.800281013	0.58124	0.9105375	0.373268421	0.58461	0.313768513
chr10	72191804	72191805	0.778033333	0.4647925	0.876672152	0.46554	0.9421	0.352510526	0.48981	0.411879652
chr10	72454026	72454027	0.5363	0.5091275	0.806635443	0.53174	0.941275	0.472315789	0.55146	0.297507943
chr10	73729916	73729917	0.836366667	0.492485	0.861920253	0.49632	0.92625	0.379868421	0.49821	0.369435253
chr10	73770523	73770524	0.81605	0.56652	0.805975949	0.57346	0.924375	0.478736842	0.58012	0.239455949
chr10	73777304	73777305	0.831616667	0.46989	0.814339241	0.584	0.931475	0.269563158	0.57642	0.344449241
chr10	75313138	75313139	0.827716667	0.3649425	0.846863291	0.38504	0.917175	0.199473684	0.39162	0.481920791
chr10	75387470	75387471	0.7902	0.5189125	0.879351899	0.59812	0.959725	0.371031579	0.59751	0.360439399
chr10	75411098	75411099	0.870983333	0.575795	0.820916456	0.6043	0.939075	0.461436842	0.60171	0.245121456
chr10	77165750	77165751	0.738483333	0.5412325	0.820735443	0.51242	0.941425	0.4825	0.54888	0.279502943
chr10	77166172	77166173	0.76355	0.489165	0.832711392	0.6024	0.9348125	0.289110526	0.64802	0.343546392
chr10	77166318	77166319	0.642966667	0.4088975	0.815805063	0.48016	0.9375	0.258631579	0.51833	0.406907563
