File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF477AUC	bed bedMethyl	methylation state at CpG	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF581MVM, ENCFF865VQL"	645181452	ENCODE Processing Pipeline	2e64a2180f01da300baac43b09797295		https://www.encodeproject.org/files/ENCFF477AUC/@@download/ENCFF477AUC.bed.gz	GRCh38			released				
ENCFF018AWT	bed bedMethyl	methylation state at CHG	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	2800662106	ENCODE Processing Pipeline	d9f8339279c463f33313b7a98c6ae953		https://www.encodeproject.org/files/ENCFF018AWT/@@download/ENCFF018AWT.bed.gz	GRCh38			released				
ENCFF216DJL	bed bedMethyl	methylation state at CpG	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	708311426	ENCODE Processing Pipeline	3816a6fc11f12b58a8879dd60175c64c		https://www.encodeproject.org/files/ENCFF216DJL/@@download/ENCFF216DJL.bed.gz	GRCh38			released				
ENCFF987LCQ	bed bedMethyl	methylation state at CHH	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	9075983297	ENCODE Processing Pipeline	c00d15547e0911ae5d6d464b87b99a38		https://www.encodeproject.org/files/ENCFF987LCQ/@@download/ENCFF987LCQ.bed.gz	GRCh38			released				
ENCFF282HNG	bed bedMethyl	methylation state at CHG	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	2659080619	ENCODE Processing Pipeline	d900550c745243d93f8fec56279054c9		https://www.encodeproject.org/files/ENCFF282HNG/@@download/ENCFF282HNG.bed.gz	GRCh38			released				
ENCFF210XTE	bed bedMethyl	methylation state at CpG	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	662267042	ENCODE Processing Pipeline	d7d8d92afb9f6633ceb6ac844f986333		https://www.encodeproject.org/files/ENCFF210XTE/@@download/ENCFF210XTE.bed.gz	GRCh38			released				
ENCFF483MGW	bed bedMethyl	methylation state at CHH	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	8525352080	ENCODE Processing Pipeline	93d59e9cb0da9ddc2093ebd829eeaee3		https://www.encodeproject.org/files/ENCFF483MGW/@@download/ENCFF483MGW.bed.gz	GRCh38			released				
ENCFF195FUI	bed bedMethyl	methylation state at CHG	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	2630814798	ENCODE Processing Pipeline	3833f06a2a54a82fc725a015761310d6		https://www.encodeproject.org/files/ENCFF195FUI/@@download/ENCFF195FUI.bed.gz	GRCh38			released				
ENCFF927XBL	bed bedMethyl	methylation state at CHH	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	8424671003	ENCODE Processing Pipeline	c367dccf6fc009e499efa68adb122b10		https://www.encodeproject.org/files/ENCFF927XBL/@@download/ENCFF927XBL.bed.gz	GRCh38			released				
ENCFF913UZU	bed bedMethyl	methylation state at CpG	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	652818548	ENCODE Processing Pipeline	6a84f88dc4958931e38f1af7523e90e5		https://www.encodeproject.org/files/ENCFF913UZU/@@download/ENCFF913UZU.bed.gz	GRCh38			released				
ENCFF430MOL	bed bedMethyl	methylation state at CHG	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	2801502358	ENCODE Processing Pipeline	32912141f73c3e977d3b26dac5b57651		https://www.encodeproject.org/files/ENCFF430MOL/@@download/ENCFF430MOL.bed.gz	GRCh38			released				
ENCFF168HTX	bed bedMethyl	methylation state at CpG	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	693624498	ENCODE Processing Pipeline	f69a02dca2f4a60208696655926ecc4d		https://www.encodeproject.org/files/ENCFF168HTX/@@download/ENCFF168HTX.bed.gz	GRCh38			released				
ENCFF382ZHD	bed bedMethyl	methylation state at CHH	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	9059612885	ENCODE Processing Pipeline	c7582510f4cb1c649b8f01f395c33e48		https://www.encodeproject.org/files/ENCFF382ZHD/@@download/ENCFF382ZHD.bed.gz	GRCh38			released				
ENCFF152EGF	bed bedMethyl	methylation state at CHG	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	2627689282	ENCODE Processing Pipeline	ccf61052b0a2f7df70d4fc4313bfe8be		https://www.encodeproject.org/files/ENCFF152EGF/@@download/ENCFF152EGF.bed.gz	GRCh38			released				
ENCFF112SWY	bed bedMethyl	methylation state at CHH	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	8393143849	ENCODE Processing Pipeline	924d0060fbe2b01d34a951b3f00470ab		https://www.encodeproject.org/files/ENCFF112SWY/@@download/ENCFF112SWY.bed.gz	GRCh38			released				
ENCFF103DNU	bed bedMethyl	methylation state at CpG	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	652018078	ENCODE Processing Pipeline	edb68af4bde15583ee339d37db4a6582		https://www.encodeproject.org/files/ENCFF103DNU/@@download/ENCFF103DNU.bed.gz	GRCh38			released				
ENCFF204VWK	bed bedMethyl	methylation state at CHG	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	2601901656	ENCODE Processing Pipeline	0ea634b9fefe9210a7f33b499c4bc534		https://www.encodeproject.org/files/ENCFF204VWK/@@download/ENCFF204VWK.bed.gz	GRCh38			released				
ENCFF312ABE	bed bedMethyl	methylation state at CHH	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	8283153330	ENCODE Processing Pipeline	08bae144aebd0858a931d33111b300db		https://www.encodeproject.org/files/ENCFF312ABE/@@download/ENCFF312ABE.bed.gz	GRCh38			released				
ENCFF266NGW	bed bedMethyl	methylation state at CpG	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	646656686	ENCODE Processing Pipeline	c899e2459af9d1b7ba1e8d6e07a4db77		https://www.encodeproject.org/files/ENCFF266NGW/@@download/ENCFF266NGW.bed.gz	GRCh38			released				
ENCFF110AZO	bed bedMethyl	methylation state at CpG	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	713431488	ENCODE Processing Pipeline	c8f0e062621bbaf60477fd69bb953c68		https://www.encodeproject.org/files/ENCFF110AZO/@@download/ENCFF110AZO.bed.gz	GRCh38			released				
ENCFF937SZG	bed bedMethyl	methylation state at CHG	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	2814535413	ENCODE Processing Pipeline	b60f9603145bc9e908b00512940ff15c		https://www.encodeproject.org/files/ENCFF937SZG/@@download/ENCFF937SZG.bed.gz	GRCh38			released				
ENCFF209DKJ	bed bedMethyl	methylation state at CHH	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	9115881901	ENCODE Processing Pipeline	abcf3ebff1c22d742600b74b5771e976		https://www.encodeproject.org/files/ENCFF209DKJ/@@download/ENCFF209DKJ.bed.gz	GRCh38			released				
ENCFF396EJH	bed bedMethyl	methylation state at CHG	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	2876838402	ENCODE Processing Pipeline	abc473dbf1b0af7c42a61e749327415b		https://www.encodeproject.org/files/ENCFF396EJH/@@download/ENCFF396EJH.bed.gz	GRCh38			released				
ENCFF763RUE	bed bedMethyl	methylation state at CpG	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	734876240	ENCODE Processing Pipeline	b729ef3aa796c23f8d89fcc4d407ebb5		https://www.encodeproject.org/files/ENCFF763RUE/@@download/ENCFF763RUE.bed.gz	GRCh38			released				
ENCFF167RDF	bed bedMethyl	methylation state at CHH	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	9217377737	ENCODE Processing Pipeline	7101e27f4bb0c854a1bf863f56692abf		https://www.encodeproject.org/files/ENCFF167RDF/@@download/ENCFF167RDF.bed.gz	GRCh38			released				
ENCFF500MJZ	bed bedMethyl	methylation state at CHG	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	2617831011	ENCODE Processing Pipeline	cbf1649505a7a80252d6dd745b113729		https://www.encodeproject.org/files/ENCFF500MJZ/@@download/ENCFF500MJZ.bed.gz	GRCh38			released				
ENCFF166NAS	bed bedMethyl	methylation state at CHH	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	8343274647	ENCODE Processing Pipeline	d423826e5f1da6735fcda6adb1e218dc		https://www.encodeproject.org/files/ENCFF166NAS/@@download/ENCFF166NAS.bed.gz	GRCh38			released				
ENCFF122LEF	bed bedMethyl	methylation state at CpG	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	649925601	ENCODE Processing Pipeline	5f76483b8b37725c45f0d4caf4675a76		https://www.encodeproject.org/files/ENCFF122LEF/@@download/ENCFF122LEF.bed.gz	GRCh38			released				
ENCFF736IHW	bed bedMethyl	methylation state at CHG	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	2649478834	ENCODE Processing Pipeline	9f0394ee03a4cc0be3269457d5dba1d1		https://www.encodeproject.org/files/ENCFF736IHW/@@download/ENCFF736IHW.bed.gz	GRCh38			released				
ENCFF200MJQ	bed bedMethyl	methylation state at CpG	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	652870215	ENCODE Processing Pipeline	e1969a9ffaf11de015c727c1bd0e33b3		https://www.encodeproject.org/files/ENCFF200MJQ/@@download/ENCFF200MJQ.bed.gz	GRCh38			released				
ENCFF698NXR	bed bedMethyl	methylation state at CHH	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	8474314619	ENCODE Processing Pipeline	53ec70cb67643645025afc8d29b0e8c9		https://www.encodeproject.org/files/ENCFF698NXR/@@download/ENCFF698NXR.bed.gz	GRCh38			released				
ENCFF520WQW	bed bedMethyl	methylation state at CHG	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	2658312342	ENCODE Processing Pipeline	13c97a995bb2ace9e7f38cdfe8f04d88		https://www.encodeproject.org/files/ENCFF520WQW/@@download/ENCFF520WQW.bed.gz	GRCh38			released				
ENCFF435SPL	bed bedMethyl	methylation state at CpG	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	663904217	ENCODE Processing Pipeline	7bfbefa6775267c4d5e78240e3cce86d		https://www.encodeproject.org/files/ENCFF435SPL/@@download/ENCFF435SPL.bed.gz	GRCh38			released				
ENCFF968GHE	bed bedMethyl	methylation state at CHH	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	8524292557	ENCODE Processing Pipeline	6224e3948ebdb5b8ccc0abee1cd3d7f1		https://www.encodeproject.org/files/ENCFF968GHE/@@download/ENCFF968GHE.bed.gz	GRCh38			released				
ENCFF026NBR	bed bedMethyl	methylation state at CHG	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	2648963426	ENCODE Processing Pipeline	1a5bc5506daac7da923b8502d993d583		https://www.encodeproject.org/files/ENCFF026NBR/@@download/ENCFF026NBR.bed.gz	GRCh38			released				
ENCFF534RNT	bed bedMethyl	methylation state at CpG	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	659322648	ENCODE Processing Pipeline	c0f7b144b84ca845285a4927099f1b1b		https://www.encodeproject.org/files/ENCFF534RNT/@@download/ENCFF534RNT.bed.gz	GRCh38			released				
ENCFF699TSO	bed bedMethyl	methylation state at CHH	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	8482948904	ENCODE Processing Pipeline	f0ac932ddb429234c2a4ccf98b410683		https://www.encodeproject.org/files/ENCFF699TSO/@@download/ENCFF699TSO.bed.gz	GRCh38			released				
ENCFF546PSU	bed bedMethyl	methylation state at CHG	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	2640879724	ENCODE Processing Pipeline	dfb494b383467b74954225b12e9a2654		https://www.encodeproject.org/files/ENCFF546PSU/@@download/ENCFF546PSU.bed.gz	GRCh38			released				
ENCFF510EMT	bed bedMethyl	methylation state at CpG	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	657399266	ENCODE Processing Pipeline	3fccfe335e09f188758dec1169a094f5		https://www.encodeproject.org/files/ENCFF510EMT/@@download/ENCFF510EMT.bed.gz	GRCh38			released				
ENCFF591PNU	bed bedMethyl	methylation state at CHH	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	8439381770	ENCODE Processing Pipeline	0e0d94339892f0bd93965d7f657bb52f		https://www.encodeproject.org/files/ENCFF591PNU/@@download/ENCFF591PNU.bed.gz	GRCh38			released				
ENCFF178PXB	bed bedMethyl	methylation state at CHG	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	2881973273	ENCODE Processing Pipeline	a840e3b31359080df0adfe849073d72f		https://www.encodeproject.org/files/ENCFF178PXB/@@download/ENCFF178PXB.bed.gz	GRCh38			released				
ENCFF818IZZ	bed bedMethyl	methylation state at CHH	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	9179112326	ENCODE Processing Pipeline	95e3d6af88d1950ff13d974f09503dff		https://www.encodeproject.org/files/ENCFF818IZZ/@@download/ENCFF818IZZ.bed.gz	GRCh38			released				
ENCFF526PFA	bed bedMethyl	methylation state at CpG	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	731972903	ENCODE Processing Pipeline	d33a45584a74cf9067ab4fbe6704d611		https://www.encodeproject.org/files/ENCFF526PFA/@@download/ENCFF526PFA.bed.gz	GRCh38			released				
ENCFF071MCV	bed bedMethyl	methylation state at CHG	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	2802572804	ENCODE Processing Pipeline	ac94ec70f3f7899dfa29405be15d2d76		https://www.encodeproject.org/files/ENCFF071MCV/@@download/ENCFF071MCV.bed.gz	GRCh38			released				
ENCFF497YOO	bed bedMethyl	methylation state at CpG	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	709076242	ENCODE Processing Pipeline	43c1e4e128fb1dde635ca96452e9feb9		https://www.encodeproject.org/files/ENCFF497YOO/@@download/ENCFF497YOO.bed.gz	GRCh38			released				
ENCFF404YOB	bed bedMethyl	methylation state at CHH	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	9064836387	ENCODE Processing Pipeline	b0d039de58514e5af7ac7c4ad2b15905		https://www.encodeproject.org/files/ENCFF404YOB/@@download/ENCFF404YOB.bed.gz	GRCh38			released				
ENCFF241AQC	bed bedMethyl	methylation state at CpG	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	733852691	ENCODE Processing Pipeline	ec0817c781e09e80ab17602c5bdd49b9		https://www.encodeproject.org/files/ENCFF241AQC/@@download/ENCFF241AQC.bed.gz	GRCh38			released				
ENCFF763TBC	bed bedMethyl	methylation state at CHH	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	9199572426	ENCODE Processing Pipeline	efe0a45072e8f34a9810b5348150aa4d		https://www.encodeproject.org/files/ENCFF763TBC/@@download/ENCFF763TBC.bed.gz	GRCh38			released				
ENCFF971IXP	bed bedMethyl	methylation state at CHG	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	2884154590	ENCODE Processing Pipeline	123259c991d3fecc968f3956a5227992		https://www.encodeproject.org/files/ENCFF971IXP/@@download/ENCFF971IXP.bed.gz	GRCh38			released				
ENCFF982BAD	bed bedMethyl	methylation state at CHG	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	2866848600	ENCODE Processing Pipeline	5f75f8725191e532ab635783f2bd3b98		https://www.encodeproject.org/files/ENCFF982BAD/@@download/ENCFF982BAD.bed.gz	GRCh38			released				
ENCFF039JFT	bed bedMethyl	methylation state at CpG	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	725135542	ENCODE Processing Pipeline	5a1e5d82235e1b8cd7798ab8269e9e57		https://www.encodeproject.org/files/ENCFF039JFT/@@download/ENCFF039JFT.bed.gz	GRCh38			released				
