cpg.chr	cpg.start	cpg.end	not_leuk	leuk	als.chr	als.start	als.end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr17	33417038	33417189	0.715789189	0.0688875	chr17	33417129	33417130	NA	100	83.33333333	87.5	NA	NA	100	NA
chr17	33417038	33417189	0.715789189	0.0688875	chr17	33417153	33417154	85.71428571	100	88.88888889	72.72727273	100	84.61538462	84.21052632	NA
chr17	33417038	33417189	0.715789189	0.0688875	chr17	33417154	33417155	NA	100	100	90.90909091	85.71428571	83.33333333	78.57142857	NA
chr17	34417455	34417606	0.615763063	0.0875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	34639551	34639702	0.631846847	0.0689875	chr17	34639632	34639633	80	88.23529412	75	60	60	NA	33.33333333	NA
chr17	34639551	34639702	0.631846847	0.0689875	chr17	34639633	34639634	NA	50	NA	NA	NA	NA	NA	NA
chr17	35082581	35082732	0.680032432	0.136575	chr17	35082702	35082703	71.42857143	71.42857143	45.45454545	44.44444444	NA	44.44444444	80	NA
chr17	35082581	35082732	0.680032432	0.136575	chr17	35082703	35082704	33.33333333	60	66.66666667	50	60	50	55.55555556	NA
chr17	35457310	35457461	0.759717117	0.2491625	chr17	35457352	35457353	NA	89.47368421	94.73684211	84.61538462	82.35294118	80	86.66666667	NA
chr17	35457310	35457461	0.759717117	0.2491625	chr17	35457353	35457354	NA	92.85714286	100	80	87.5	100	100	NA
chr17	35457310	35457461	0.759717117	0.2491625	chr17	35457427	35457428	100	100	100	28.57142857	94.73684211	100	100	83.33333333
chr17	35457310	35457461	0.759717117	0.2491625	chr17	35457428	35457429	100	93.33333333	69.23076923	40	90	100	100	NA
chr17	37054651	37054802	0.585466667	0.0638875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	37324159	37324310	0.646735135	0.0947125	.	-1	-1	.	.	.	.	.	.	.	.
chr17	38721600	38721751	0.640771171	0.0254125	.	-1	-1	.	.	.	.	.	.	.	.
chr17	38721813	38721964	0.601920721	0.0323	.	-1	-1	.	.	.	.	.	.	.	.
chr17	40088605	40088756	0.636289189	0.1093	chr17	40088670	40088671	91.66666667	77.77777778	90.47619048	83.33333333	100	NA	90	NA
chr17	40088605	40088756	0.636289189	0.1093	chr17	40088742	40088743	100	NA	92.85714286	NA	NA	NA	80	NA
chr17	40438237	40438388	0.708126126	0.18205	chr17	40438283	40438284	100	100	92.85714286	90	93.33333333	100	100	100
chr17	40438237	40438388	0.708126126	0.18205	chr17	40438355	40438356	NA	90.90909091	100	100	100	100	90	100
chr17	40438237	40438388	0.708126126	0.18205	chr17	40438366	40438367	NA	NA	100	NA	NA	NA	NA	NA
chr17	40438237	40438388	0.708126126	0.18205	chr17	40438367	40438368	NA	100	100	87.5	92.85714286	100	81.81818182	NA
chr17	40439947	40440098	0.605064865	0.079875	chr17	40440072	40440073	NA	83.33333333	87.5	83.33333333	NA	NA	NA	NA
chr17	40439947	40440098	0.605064865	0.079875	chr17	40440073	40440074	70	80	80	100	94.11764706	81.25	85.71428571	NA
chr17	40823497	40823648	0.699291892	0.1686125	.	-1	-1	.	.	.	.	.	.	.	.
chr17	42015886	42016037	0.696715315	0.1147	chr17	42015959	42015960	76.92307692	89.47368421	61.11111111	90.90909091	66.66666667	75	NA	81.81818182
chr17	42015886	42016037	0.696715315	0.1147	chr17	42015960	42015961	75	63.15789474	66.66666667	72.72727273	83.33333333	71.42857143	75	75
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467125	42467126	NA	70	77.77777778	100	100	81.25	100	NA
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467126	42467127	100	100	NA	NA	NA	NA	83.33333333	NA
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467133	42467134	NA	81.81818182	100	100	87.5	76.47058824	100	NA
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467134	42467135	NA	NA	NA	NA	NA	NA	100	NA
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467141	42467142	NA	90.90909091	90	90.90909091	87.5	77.77777778	100	NA
chr17	42467124	42467275	0.708971171	0.1015	chr17	42467142	42467143	83.33333333	NA	NA	NA	NA	NA	NA	NA
chr17	42467232	42467383	0.63365045	0.039475	.	-1	-1	.	.	.	.	.	.	.	.
chr17	43302701	43302852	0.705136036	0.062225	.	-1	-1	.	.	.	.	.	.	.	.
chr17	46029506	46029657	0.646079279	0.141375	.	-1	-1	.	.	.	.	.	.	.	.
chr17	46059035	46059186	0.770993694	0.1503	.	-1	-1	.	.	.	.	.	.	.	.
chr17	46190627	46190778	0.733463063	0.0915875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	46506872	46507023	0.709496396	0.1642875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	47394348	47394499	0.739786486	0.223875	chr17	47394374	47394375	100	100	92.30769231	100	81.81818182	100	83.33333333	100
chr17	47394348	47394499	0.739786486	0.223875	chr17	47394375	47394376	NA	100	100	100	85.71428571	91.66666667	89.47368421	66.66666667
chr17	47838458	47838609	0.652277477	0.1510375	chr17	47838474	47838475	NA	100	100	100	100	NA	100	NA
chr17	47838458	47838609	0.652277477	0.1510375	chr17	47838545	47838546	100	100	NA	NA	85.71428571	88.88888889	100	NA
chr17	47838458	47838609	0.652277477	0.1510375	chr17	47838550	47838551	NA	100	NA	NA	100	100	100	NA
chr17	47838458	47838609	0.652277477	0.1510375	chr17	47838565	47838566	NA	100	NA	NA	100	100	100	NA
chr17	47838458	47838609	0.652277477	0.1510375	chr17	47838575	47838576	NA	100	NA	NA	83.33333333	100	100	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205355	48205356	NA	NA	100	NA	83.33333333	100	NA	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205356	48205357	NA	NA	100	100	NA	100	NA	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205362	48205363	NA	100	100	100	83.33333333	88.88888889	NA	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205363	48205364	NA	NA	100	83.33333333	NA	100	NA	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205390	48205391	NA	100	90	NA	NA	100	100	NA
chr17	48205336	48205487	0.638665766	0.1009875	chr17	48205391	48205392	NA	NA	NA	NA	NA	100	66.66666667	NA
chr17	48275249	48275400	0.647801802	0.1455	.	-1	-1	.	.	.	.	.	.	.	.
chr17	48581547	48581698	0.650709009	0.081	chr17	48581588	48581589	NA	33.33333333	NA	25	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581598	48581599	NA	42.85714286	NA	0	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581606	48581607	NA	28.57142857	NA	33.33333333	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581615	48581616	NA	0	NA	NA	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581618	48581619	NA	0	NA	NA	0	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581626	48581627	NA	50	NA	NA	0	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581651	48581652	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581654	48581655	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581658	48581659	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr17	48581547	48581698	0.650709009	0.081	chr17	48581694	48581695	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr17	48948803	48948954	0.642538739	0.0353875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	53167332	53167483	0.693123423	0.1690125	.	-1	-1	.	.	.	.	.	.	.	.
chr17	55122463	55122614	0.743130631	0.2301625	.	-1	-1	.	.	.	.	.	.	.	.
chr17	55362761	55362912	0.630289189	0.09025	.	-1	-1	.	.	.	.	.	.	.	.
chr17	56033681	56033832	0.600987387	0.0495375	chr17	56033761	56033762	NA	NA	69.23076923	NA	81.81818182	60	69.23076923	NA
chr17	56033681	56033832	0.600987387	0.0495375	chr17	56033762	56033763	NA	NA	44.44444444	42.85714286	NA	NA	54.54545455	NA
chr17	56354519	56354670	0.761981982	0.26085	chr17	56354592	56354593	72.72727273	95	100	92.85714286	100	100	100	100
chr17	56354519	56354670	0.761981982	0.26085	chr17	56354593	56354594	100	100	100	NA	91.66666667	90.90909091	100	90.90909091
chr17	56355256	56355407	0.817666667	0.2995875	chr17	56355363	56355364	100	100	100	87.5	70	95.23809524	94.11764706	NA
chr17	56407072	56407223	0.681288288	0.069325	.	-1	-1	.	.	.	.	.	.	.	.
chr17	56408122	56408273	0.645145045	0.0642625	chr17	56408186	56408187	NA	100	100	100	85.71428571	66.66666667	100	NA
chr17	56408122	56408273	0.645145045	0.0642625	chr17	56408187	56408188	83.33333333	100	100	93.33333333	100	100	89.47368421	90
chr17	56408613	56408764	0.613477477	0.04925	.	-1	-1	.	.	.	.	.	.	.	.
chr17	56408619	56408770	0.655151351	0.0455875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	56408729	56408880	0.602588288	0.071575	chr17	56408844	56408845	100	95.23809524	83.33333333	100	93.75	72.72727273	91.30434783	100
chr17	56408729	56408880	0.602588288	0.071575	chr17	56408845	56408846	100	92.30769231	NA	100	77.77777778	100	100	NA
chr17	56408936	56409087	0.70893964	0.04925	chr17	56408985	56408986	100	100	100	87.5	85.71428571	92.30769231	92.30769231	90
chr17	56408936	56409087	0.70893964	0.04925	chr17	56408986	56408987	NA	100	90.90909091	91.66666667	86.66666667	100	100	NA
chr17	56408936	56409087	0.70893964	0.04925	chr17	56409017	56409018	NA	100	100	100	92.30769231	100	100	90
chr17	56408936	56409087	0.70893964	0.04925	chr17	56409018	56409019	NA	100	92.30769231	83.33333333	100	NA	100	NA
chr17	56408936	56409087	0.70893964	0.04925	chr17	56409069	56409070	NA	83.33333333	NA	100	100	NA	100	NA
chr17	56408936	56409087	0.70893964	0.04925	chr17	56409070	56409071	NA	NA	93.33333333	100	100	NA	88.88888889	NA
chr17	56408953	56409104	0.681289189	0.03715	chr17	56408985	56408986	100	100	100	87.5	85.71428571	92.30769231	92.30769231	90
chr17	56408953	56409104	0.681289189	0.03715	chr17	56408986	56408987	NA	100	90.90909091	91.66666667	86.66666667	100	100	NA
chr17	56408953	56409104	0.681289189	0.03715	chr17	56409017	56409018	NA	100	100	100	92.30769231	100	100	90
chr17	56408953	56409104	0.681289189	0.03715	chr17	56409018	56409019	NA	100	92.30769231	83.33333333	100	NA	100	NA
chr17	56408953	56409104	0.681289189	0.03715	chr17	56409069	56409070	NA	83.33333333	NA	100	100	NA	100	NA
chr17	56408953	56409104	0.681289189	0.03715	chr17	56409070	56409071	NA	NA	93.33333333	100	100	NA	88.88888889	NA
chr17	56409443	56409594	0.64352973	0.025175	chr17	56409489	56409490	90	85.71428571	91.66666667	91.66666667	100	100	82.35294118	91.66666667
chr17	56409443	56409594	0.64352973	0.025175	chr17	56409490	56409491	93.75	78.57142857	95.45454545	100	83.33333333	80	90.90909091	NA
chr17	60729373	60729524	0.611948649	0.092825	.	-1	-1	.	.	.	.	.	.	.	.
chr17	60801849	60802000	0.555876577	0.0482875	.	-1	-1	.	.	.	.	.	.	.	.
chr17	62009532	62009683	0.587406306	0.0637625	.	-1	-1	.	.	.	.	.	.	.	.
chr17	62009553	62009704	0.634589189	0.1239	.	-1	-1	.	.	.	.	.	.	.	.
chr17	63224945	63225096	0.573407207	0.0606625	.	-1	-1	.	.	.	.	.	.	.	.
chr17	63225036	63225187	0.577933333	0.0668375	.	-1	-1	.	.	.	.	.	.	.	.
chr17	64422318	64422469	0.748423423	0.2186625	chr17	64422360	64422361	NA	86.66666667	100	90.90909091	87.5	100	NA	NA
chr17	64422318	64422469	0.748423423	0.2186625	chr17	64422361	64422362	NA	100	NA	100	100	NA	77.77777778	NA
chr17	64422318	64422469	0.748423423	0.2186625	chr17	64422376	64422377	NA	100	100	90	100	90	NA	NA
chr17	64422318	64422469	0.748423423	0.2186625	chr17	64422377	64422378	NA	100	NA	90	91.66666667	NA	100	NA
chr17	67577661	67577812	0.594414414	0.048275	.	-1	-1	.	.	.	.	.	.	.	.
chr17	70715503	70715654	0.665092793	0.1016	chr17	70715576	70715577	NA	100	75	100	62.5	84.61538462	80	85.71428571
chr17	70715503	70715654	0.665092793	0.1016	chr17	70715577	70715578	100	90.90909091	66.66666667	88.88888889	75	80	81.81818182	66.66666667
chr17	72436287	72436438	0.584037838	0.0699625	chr17	72436349	72436350	NA	NA	NA	100	NA	NA	NA	NA
chr17	72436287	72436438	0.584037838	0.0699625	chr17	72436350	72436351	77.77777778	92.59259259	100	100	100	93.75	95.83333333	NA
chr17	72528689	72528840	0.714246847	0.1489375	.	-1	-1	.	.	.	.	.	.	.	.
chr17	72576047	72576198	0.604510811	0.0706375	chr17	72576159	72576160	NA	83.33333333	83.33333333	90.90909091	57.14285714	75	100	87.5
chr17	72576047	72576198	0.604510811	0.0706375	chr17	72576160	72576161	NA	NA	83.33333333	77.77777778	85.71428571	87.5	100	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588400	72588401	NA	NA	0	14.28571429	11.11111111	NA	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588401	72588402	NA	0	0	0	NA	0	0	33.33333333
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588415	72588416	NA	0	0	0	11.11111111	0	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588416	72588417	NA	NA	0	NA	NA	0	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588417	72588418	NA	0	10	0	11.11111111	0	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588418	72588419	NA	NA	0	NA	NA	0	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588465	72588466	NA	0	0	15.38461538	0	NA	0	NA
chr17	72588337	72588488	0.577358559	0.0362	chr17	72588466	72588467	NA	NA	NA	NA	NA	0	0	28.57142857
chr17	72709497	72709648	0.594888288	0.0770875	chr17	72709633	72709634	90	100	95.23809524	100	100	94.11764706	100	77.77777778
chr17	72709497	72709648	0.594888288	0.0770875	chr17	72709634	72709635	100	100	84.61538462	NA	NA	100	100	100
chr17	72740449	72740600	0.706092793	0.158025	chr17	72740554	72740555	80	86.66666667	100	90	91.66666667	NA	85.71428571	100
chr17	72740449	72740600	0.706092793	0.158025	chr17	72740555	72740556	72.72727273	100	100	83.33333333	86.66666667	100	81.81818182	85.71428571
chr17	72755572	72755723	0.56383964	0.0576375	.	-1	-1	.	.	.	.	.	.	.	.
chr17	72776163	72776314	0.6421	0.0600875	chr17	72776218	72776219	100	77.77777778	66.66666667	75	NA	85.71428571	81.81818182	NA
chr17	72776163	72776314	0.6421	0.0600875	chr17	72776219	72776220	100	81.81818182	100	100	80	78.57142857	85	NA
chr17	72776163	72776314	0.6421	0.0600875	chr17	72776248	72776249	100	100	100	100	NA	NA	100	NA
chr17	72776163	72776314	0.6421	0.0600875	chr17	72776249	72776250	NA	100	100	100	100	100	100	100
chr17	73567178	73567329	0.670286486	0.167975	chr17	73567261	73567262	37.5	NA	62.5	64.70588235	NA	75	66.66666667	NA
chr17	73567178	73567329	0.670286486	0.167975	chr17	73567262	73567263	NA	33.33333333	83.33333333	85.71428571	NA	NA	28.57142857	NA
chr17	74488780	74488931	0.62605045	0.12135	chr17	74488869	74488870	NA	NA	NA	100	NA	NA	NA	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868600	74868601	53.84615385	25	23.52941176	33.33333333	23.07692308	20	39.13043478	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868624	74868625	40	15.78947368	35.29411765	55.55555556	16.66666667	37.5	26.31578947	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868629	74868630	60	33.33333333	22.22222222	25	16.66666667	37.5	36.36363636	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868641	74868642	70	30.76923077	33.33333333	16.66666667	18.18181818	37.5	25	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868665	74868666	66.66666667	23.07692308	6.666666667	NA	25	28.57142857	18.18181818	NA
chr17	74868595	74868746	0.573964865	0.0701	chr17	74868735	74868736	NA	16.66666667	33.33333333	NA	NA	NA	57.14285714	NA
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241483	75241484	NA	87.5	85.71428571	100	NA	100	83.33333333	NA
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241484	75241485	100	NA	NA	85.71428571	NA	NA	62.5	66.66666667
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241597	75241598	NA	NA	NA	91.66666667	NA	NA	NA	NA
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241598	75241599	80	66.66666667	77.77777778	81.81818182	88.88888889	100	80	87.5
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241600	75241601	NA	NA	NA	100	NA	NA	NA	NA
chr17	75241480	75241631	0.702609009	0.2001625	chr17	75241601	75241602	100	100	89.47368421	90.90909091	100	100	100	100
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276039	75276040	NA	90	83.33333333	NA	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276040	75276041	NA	NA	100	NA	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276071	75276072	NA	100	100	71.42857143	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276072	75276073	100	NA	83.33333333	100	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276102	75276103	NA	100	85.71428571	77.77777778	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276103	75276104	100	100	71.42857143	90	NA	NA	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276135	75276136	NA	100	77.77777778	87.5	NA	83.33333333	NA	NA
chr17	75275994	75276145	0.711206306	0.2059375	chr17	75276136	75276137	100	100	87.5	88.88888889	NA	NA	NA	NA
chr17	75402398	75402549	0.704585586	0.1879375	.	-1	-1	.	.	.	.	.	.	.	.
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437626	75437627	66.66666667	100	82.35294118	100	88.88888889	95.23809524	100	83.33333333
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437627	75437628	NA	80	NA	NA	NA	NA	83.33333333	NA
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437664	75437665	100	100	100	100	100	94.11764706	100	100
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437665	75437666	100	92.85714286	100	NA	85.71428571	100	100	100
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437672	75437673	100	94.73684211	80	92.30769231	85.71428571	85	80	100
chr17	75437624	75437775	0.612904505	0.0366125	chr17	75437673	75437674	75	100	88.88888889	100	100	83.33333333	85.71428571	100
chr17	76117612	76117763	0.679340541	0.0736875	chr17	76117619	76117620	71.42857143	NA	100	100	100	NA	83.33333333	NA
chr17	76117612	76117763	0.679340541	0.0736875	chr17	76117620	76117621	NA	NA	100	100	100	NA	100	NA
chr17	76117612	76117763	0.679340541	0.0736875	chr17	76117733	76117734	90	100	84.61538462	100	100	85.71428571	100	91.66666667
chr17	76117612	76117763	0.679340541	0.0736875	chr17	76117734	76117735	NA	NA	NA	88.88888889	NA	NA	100	NA
chr17	76117692	76117843	0.693358559	0.0792625	chr17	76117733	76117734	90	100	84.61538462	100	100	85.71428571	100	91.66666667
chr17	76117692	76117843	0.693358559	0.0792625	chr17	76117734	76117735	NA	NA	NA	88.88888889	NA	NA	100	NA
chr17	76117692	76117843	0.693358559	0.0792625	chr17	76117775	76117776	83.33333333	94.11764706	64.28571429	68.75	85.71428571	100	89.28571429	91.66666667
chr17	76117692	76117843	0.693358559	0.0792625	chr17	76117776	76117777	NA	NA	NA	85.71428571	NA	100	100	NA
chr17	76121489	76121640	0.657895495	0.0974	.	-1	-1	.	.	.	.	.	.	.	.
chr17	76126627	76126778	0.560064865	0.032625	chr17	76126777	76126778	NA	36.36363636	60	NA	NA	80	70	NA
chr17	76127142	76127293	0.580964865	0.0420375	chr17	76127195	76127196	NA	76.92307692	62.5	100	81.81818182	75	100	NA
chr17	76127142	76127293	0.580964865	0.0420375	chr17	76127196	76127197	90	66.66666667	75	85.71428571	50	90.90909091	100	NA
chr17	76268061	76268212	0.655309009	0.12015	chr17	76268078	76268079	NA	NA	15.38461538	0	18.18181818	7.142857143	7.142857143	NA
chr17	76268061	76268212	0.655309009	0.12015	chr17	76268079	76268080	NA	0	NA	NA	NA	NA	NA	NA
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361102	76361103	NA	NA	100	NA	100	100	92.30769231	100
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361104	76361105	NA	NA	94.11764706	NA	92.85714286	100	100	100
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361107	76361108	NA	NA	NA	100	NA	NA	NA	NA
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361108	76361109	NA	100	94.11764706	NA	100	100	83.33333333	100
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361168	76361169	NA	NA	NA	100	NA	NA	NA	NA
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361169	76361170	NA	100	100	NA	100	100	100	88.88888889
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361179	76361180	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361180	76361181	NA	84.61538462	91.66666667	NA	100	87.5	90.90909091	100
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361196	76361197	NA	NA	NA	100	NA	NA	NA	NA
chr17	76361091	76361242	0.575120721	0.06405	chr17	76361197	76361198	NA	100	100	NA	100	100	100	100
chr17	76445723	76445874	0.754235135	0.240725	chr17	76445838	76445839	87.5	50	60	83.33333333	NA	50	76.92307692	NA
chr17	76445723	76445874	0.754235135	0.240725	chr17	76445839	76445840	83.33333333	73.33333333	61.53846154	NA	50	50	57.14285714	71.42857143
chr17	76755670	76755821	0.612155856	0.047325	.	-1	-1	.	.	.	.	.	.	.	.
chr17	76775468	76775619	0.60451982	0.037	chr17	76775505	76775506	NA	91.66666667	100	100	100	80	100	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775506	76775507	NA	100	NA	100	NA	100	NA	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775524	76775525	NA	100	100	100	83.33333333	100	90.90909091	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775525	76775526	NA	93.75	100	100	NA	100	NA	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775563	76775564	NA	100	87.5	83.33333333	100	90.90909091	83.33333333	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775564	76775565	85.71428571	100	100	100	85.71428571	92.30769231	100	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775576	76775577	NA	100	85.71428571	NA	100	100	83.33333333	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775577	76775578	100	100	100	100	100	92.85714286	100	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775612	76775613	100	100	100	NA	100	91.66666667	80	NA
chr17	76775468	76775619	0.60451982	0.037	chr17	76775613	76775614	100	84.21052632	100	90	100	91.66666667	100	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850199	76850200	NA	100	87.5	100	87.5	100	91.66666667	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850200	76850201	NA	83.33333333	100	100	100	100	NA	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850222	76850223	83.33333333	88.88888889	50	90	85.71428571	90.90909091	85.71428571	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850223	76850224	90	85.71428571	87.5	100	62.5	100	NA	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850242	76850243	NA	100	60	100	100	100	100	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850243	76850244	84.61538462	100	100	100	90.90909091	100	83.33333333	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850267	76850268	NA	100	NA	100	100	88.88888889	90	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850268	76850269	92.85714286	100	100	100	93.75	NA	100	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850290	76850291	NA	88.88888889	100	100	NA	100	92.85714286	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850291	76850292	92.85714286	100	90	88.88888889	100	100	100	NA
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850330	76850331	NA	87.5	100	57.14285714	100	87.5	72.72727273	66.66666667
chr17	76850181	76850332	0.788521622	0.2820125	chr17	76850331	76850332	72.72727273	100	100	80	85.71428571	NA	62.5	NA
chr17	77726162	77726313	0.579052252	0.05475	chr17	77726242	77726243	NA	90	100	90.90909091	100	100	NA	NA
chr17	77726162	77726313	0.579052252	0.05475	chr17	77726243	77726244	100	90	93.33333333	100	100	100	92.85714286	100
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916724	77916725	NA	0	7.692307692	8.333333333	0	0	0	NA
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916725	77916726	0	10	0	0	0	0	0	NA
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916765	77916766	11.11111111	0	8	0	0	0	6.25	NA
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916777	77916778	12.5	0	4.166666667	0	0	0	0	16.66666667
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916778	77916779	NA	NA	0	NA	NA	NA	NA	0
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916811	77916812	10	0	0	0	0	0	0	0
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916812	77916813	NA	0	NA	0	NA	NA	NA	NA
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916838	77916839	0	0	0	0	0	5.555555556	0	0
chr17	77916693	77916844	0.661212613	0.1210875	chr17	77916839	77916840	NA	0	NA	0	NA	NA	NA	NA
chr17	77970118	77970269	0.667054054	0.05765	chr17	77970183	77970184	100	100	100	100	100	100	100	100
chr17	77970118	77970269	0.667054054	0.05765	chr17	77970184	77970185	91.66666667	100	91.66666667	NA	100	91.66666667	100	100
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431558	78431559	NA	100	77.77777778	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431559	78431560	NA	NA	75	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431562	78431563	NA	100	100	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431563	78431564	NA	NA	100	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431600	78431601	NA	50	62.5	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431601	78431602	NA	NA	25	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431613	78431614	NA	85.71428571	77.77777778	NA	83.33333333	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431614	78431615	NA	NA	62.5	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431637	78431638	NA	NA	80	NA	57.14285714	33.33333333	100	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431638	78431639	NA	NA	100	NA	NA	NA	NA	NA
chr17	78431552	78431703	0.697976577	0.06795	chr17	78431651	78431652	NA	NA	81.81818182	100	87.5	NA	83.33333333	NA
