chr	start	end	not_leuk_avg	leuk_dist	leuk_average
chr6	152702387	152702388	0.34767027	0.52834223	0.8760125
chr1	111746277	111746278	0.560965766	0.528290766	0.032675
chr20	40244770	40244771	0.689557658	0.528282658	0.161275
chr6	31647562	31647563	0.792167568	0.528267568	0.2639
chr17	34417530	34417531	0.615763063	0.528263063	0.0875
chr2	143886375	143886376	0.586384685	0.528147185	0.0582375
chr10	92987457	92987458	0.669492793	0.528092793	0.1414
chr12	118627943	118627944	0.430159459	0.528078041	0.9582375
chr4	2814064	2814065	0.562728829	0.528066329	0.0346625
chr9	140356830	140356831	0.662344144	0.528056644	0.1342875
chr11	2321937	2321938	0.645613514	0.528001014	0.1176125
chr2	113593785	113593786	0.731827027	0.527977027	0.20385
chr2	18058900	18058901	0.734090991	0.527953491	0.2061375
chr1	12148326	12148327	0.71391982	0.52793232	0.1859875
chr1	21835217	21835218	0.744805405	0.527917905	0.2168875
chr15	74528565	74528566	0.604738739	0.527851239	0.0768875
chr14	100613692	100613693	0.596956757	0.527769257	0.0691875
chr5	71803282	71803283	0.620882883	0.527745383	0.0931375
chr3	188666022	188666023	0.374892793	0.527744707	0.9026375
chr19	13211225	13211226	0.629421622	0.527734122	0.1016875
chr5	156696189	156696190	0.705566667	0.527704167	0.1778625
chr8	41400789	41400790	0.433822523	0.527689977	0.9615125
chr6	168196493	168196494	0.667747748	0.527647748	0.1401
chr1	153330758	153330759	0.724145946	0.527620946	0.196525
chr21	30451398	30451399	0.601653153	0.527553153	0.0741
chr8	141609470	141609471	0.662623423	0.527523423	0.1351
chr5	106941252	106941253	0.605000901	0.527488401	0.0775125
chr1	231295786	231295787	0.595848649	0.527461149	0.0683875
chr17	81042023	81042024	0.627365766	0.527453266	0.0999125
chr17	76126702	76126703	0.560064865	0.527439865	0.032625
chr6	136915088	136915089	0.617732432	0.527432432	0.0903
chr6	55105271	55105272	0.733831532	0.527394032	0.2064375
chr20	37433745	37433746	0.572365766	0.527378266	0.0449875
chr19	6475902	6475903	0.440778378	0.527371622	0.96815
chr5	98269394	98269395	0.587283784	0.527296284	0.0599875
chr10	134143489	134143490	0.572959459	0.527284459	0.045675
chr16	29674487	29674488	0.566122523	0.527247523	0.038875
chr6	15629162	15629163	0.629175676	0.527175676	0.102
chr16	30770794	30770795	0.73447027	0.52715777	0.2073125
chr16	30198370	30198371	0.588981982	0.527156982	0.061825
chr1	198637612	198637613	0.684557658	0.527145158	0.1574125
chr17	80545272	80545273	0.651263063	0.527113063	0.12415
chr17	40088680	40088681	0.636289189	0.526989189	0.1093
chr9	114688737	114688738	0.729164865	0.526964865	0.2022
chr12	120242090	120242091	0.419258559	0.526941441	0.9462
chr3	99792561	99792562	0.618067568	0.526905068	0.0911625
chr15	63484315	63484316	0.562227027	0.526814527	0.0354125
chr21	45664138	45664139	0.591902703	0.526765203	0.0651375
chr1	7842159	7842160	0.64670991	0.52675991	0.11995
chr11	67414373	67414374	0.597765766	0.526728266	0.0710375
chr2	222864086	222864087	0.583806306	0.526693806	0.0571125
chr2	96786040	96786041	0.59820991	0.52667241	0.0715375
chr2	121009176	121009177	0.713737838	0.526575338	0.1871625
chr3	72870838	72870839	0.653583784	0.526533784	0.12705
chr1	31229569	31229570	0.559999099	0.526524099	0.033475
chr4	47837775	47837776	0.684037838	0.526512838	0.157525
chr12	58132093	58132094	0.385214414	0.526510586	0.911725
chr1	236557682	236557683	0.725406306	0.526331306	0.199075
chr2	74264707	74264708	0.66869009	0.52630259	0.1423875
chr19	13215729	13215730	0.622275676	0.526300676	0.095975
chr17	17661060	17661061	0.604028829	0.526291329	0.0777375
chr21	46898764	46898765	0.686190991	0.526290991	0.1599
chr2	85173360	85173361	0.608297297	0.526134797	0.0821625
chr7	6200116	6200117	0.389046847	0.526128153	0.915175
chr17	40438312	40438313	0.708126126	0.526076126	0.18205
chr1	204135585	204135586	0.633663063	0.526075563	0.1075875
chr7	27146430	27146431	0.435606306	0.526068694	0.961675
chr16	88859944	88859945	0.689781982	0.526006982	0.163775
chr2	3061128	3061129	0.611864865	0.526002365	0.0858625
chr16	23880664	23880665	0.60961982	0.52596982	0.08365
chr10	126308034	126308035	0.588814414	0.525951914	0.0628625
chr22	44577097	44577098	0.569613514	0.525913514	0.0437
chr2	109834011	109834012	0.619041441	0.525816441	0.093225
chr15	65129816	65129817	0.585166667	0.525779167	0.0593875
chr6	12748001	12748002	0.699499099	0.525761599	0.1737375
chr19	3178742	3178743	0.568224324	0.525749324	0.042475
chr8	25059252	25059253	0.644610811	0.525723311	0.1188875
chr17	27252884	27252885	0.636821622	0.525546622	0.111275
chr5	78985588	78985589	0.372316216	0.525546284	0.8978625
chr10	134721479	134721480	0.649046847	0.525534347	0.1235125
chr6	34677450	34677451	0.414545946	0.525504054	0.94005
chr5	169757859	169757860	0.654945045	0.525482545	0.1294625
chr8	42623946	42623947	0.571504505	0.525454505	0.04605
chr4	100737830	100737831	0.561024324	0.525399324	0.035625
chr21	44011158	44011159	0.670344144	0.525344144	0.145
chr11	65407734	65407735	0.569222523	0.525297523	0.043925
chr20	55965497	55965498	0.57502973	0.52527973	0.04975
chr1	201615401	201615402	0.674046847	0.525259347	0.1487875
chr19	39369067	39369068	0.580356757	0.525244257	0.0551125
chr3	121796767	121796768	0.654137838	0.525237838	0.1289
chr17	40440022	40440023	0.605064865	0.525189865	0.079875
chr22	23923610	23923611	0.650428829	0.525178829	0.12525
chr12	112074086	112074087	0.358306306	0.525168694	0.883475
chr7	150211820	150211821	0.571301802	0.525151802	0.04615
chr1	8343575	8343576	0.636517117	0.525142117	0.111375
chr3	194120023	194120024	0.694404505	0.525117005	0.1692875
chr12	56322959	56322960	0.785505405	0.525105405	0.2604
chr7	116232819	116232820	0.590686486	0.525073986	0.0656125
chr12	122220429	122220430	0.633717117	0.525067117	0.10865
chr7	55000577	55000578	0.724187387	0.525049887	0.1991375
chr7	27179268	27179269	0.408579279	0.525045721	0.933625
chr13	115022228	115022229	0.756728829	0.524966329	0.2317625
chr6	41168960	41168961	0.697142342	0.524954842	0.1721875
chr8	131008537	131008538	0.72816036	0.52493536	0.203225
chr22	29563734	29563735	0.562523423	0.524835923	0.0376875
chr10	105560568	105560569	0.679310811	0.524710811	0.1546
chr20	57582918	57582919	0.624208108	0.524708108	0.0995
chr12	120694893	120694894	0.41516036	0.52470214	0.9398625
chr3	50376409	50376410	0.598564865	0.524689865	0.073875
chr22	46473721	46473722	0.280272973	0.524577027	0.80485
chr5	1107148	1107149	0.788423423	0.524560923	0.2638625
chr1	15504438	15504439	0.663409009	0.524509009	0.1389
chr10	24160305	24160306	0.573303604	0.524491104	0.0488125
chr10	64495627	64495628	0.586601802	0.524476802	0.062125
chr5	10632397	10632398	0.652413514	0.524476014	0.1279375
chr22	20783497	20783498	0.586990991	0.524440991	0.06255
chr4	11369007	11369008	0.428572072	0.524390428	0.9529625
chr17	80740731	80740732	0.691898198	0.524373198	0.167525
chr3	184297495	184297496	0.694972973	0.524360473	0.1706125
chr1	159046973	159046974	0.664564865	0.524302365	0.1402625
chr17	77726237	77726238	0.579052252	0.524302252	0.05475
chr13	114876210	114876211	0.609736937	0.524286937	0.08545
chr1	206945924	206945925	0.671575676	0.524175676	0.1474
chr5	76010444	76010445	0.628335135	0.524160135	0.104175
chr17	4486934	4486935	0.59953964	0.52411464	0.075425
chr17	53167407	53167408	0.693123423	0.524110923	0.1690125
chr1	92944306	92944307	0.741400901	0.524100901	0.2173
chr4	56301631	56301632	0.616740541	0.524090541	0.09265
chr3	11623526	11623527	0.360588288	0.524086712	0.884675
chr16	65406965	65406966	0.66028018	0.52398018	0.1363
chr10	14603607	14603608	0.584516216	0.523953716	0.0605625
chr22	36563048	36563049	0.728778378	0.523928378	0.20485
chr17	7311314	7311315	0.732984685	0.523909685	0.209075
chr6	16729610	16729611	0.694345045	0.523907545	0.1704375
chr1	9711304	9711305	0.637448649	0.523798649	0.11365
chr11	47416535	47416536	0.552379279	0.523766779	0.0286125
chr12	116077537	116077538	0.632621622	0.523696622	0.108925
chr19	39369004	39369005	0.562427027	0.523689527	0.0387375
chr7	150416671	150416672	0.704637838	0.523687838	0.18095
chr17	62009607	62009608	0.587406306	0.523643806	0.0637625
chr11	48034953	48034954	0.609242342	0.523642342	0.0856
chr2	10438486	10438487	0.598412613	0.523625113	0.0747875
chr2	119597586	119597587	0.669477477	0.523602477	0.145875
chr11	66374763	66374764	0.450946847	0.523578153	0.974525
chr7	158221370	158221371	0.6245	0.523575	0.100925
chr16	87814178	87814179	0.651735135	0.523572635	0.1281625
chr11	2323851	2323852	0.567177477	0.523527477	0.04365
chr12	1725867	1725868	0.593840541	0.523515541	0.070325
chr6	44309927	44309928	0.67447027	0.52344527	0.151025
chr14	20903410	20903411	0.371101802	0.523423198	0.894525
chr14	65457053	65457054	0.578896396	0.523383896	0.0555125
chr1	88921473	88921474	0.572804505	0.523379505	0.049425
chr19	55141979	55141980	0.623879279	0.523379279	0.1005
chr19	48752990	48752991	0.560720721	0.523333221	0.0373875
chr6	32920567	32920568	0.581202703	0.523327703	0.057875
chr1	181056650	181056651	0.757640541	0.523303041	0.2343375
chr2	182321373	182321374	0.554540541	0.523303041	0.0312375
chr2	42331922	42331923	0.765312613	0.523275113	0.2420375
chr12	25959372	25959373	0.564543243	0.523268243	0.041275
chr11	640606	640607	0.63431982	0.52324482	0.111075
chr19	42703852	42703853	0.576223423	0.523210923	0.0530125
chr10	8099018	8099019	0.593058559	0.523196059	0.0698625
chr8	120685686	120685687	0.367346847	0.523178153	0.890525
chr22	46770195	46770196	0.546662162	0.523174662	0.0234875
chr5	64398066	64398067	0.749375676	0.523113176	0.2262625
chr10	134046066	134046067	0.607883784	0.523108784	0.084775
chr6	33151135	33151136	0.640512613	0.523100113	0.1174125
chr6	108886681	108886682	0.574522523	0.523085023	0.0514375
chr4	108636320	108636321	0.734771171	0.523033671	0.2117375
chr15	94841112	94841113	0.728514414	0.523001914	0.2055125
chr3	159659697	159659698	0.677581081	0.522956081	0.154625
chr2	45158510	45158511	0.607479279	0.522941779	0.0845375
chr2	2000192	2000193	0.67873964	0.52293964	0.1558
chr1	230410329	230410330	0.675537838	0.522912838	0.152625
chr6	35286360	35286361	0.315510811	0.522876689	0.8383875
chr11	124767948	124767949	0.631154955	0.522854955	0.1083
chr5	156477237	156477238	0.74925045	0.52280045	0.22645
chr11	129150329	129150330	0.632548649	0.522798649	0.10975
chr6	28493664	28493665	0.581420721	0.522708221	0.0587125
chr2	64863651	64863652	0.629730631	0.522680631	0.10705
chr10	120802096	120802097	0.828597297	0.522572297	0.306025
chr5	77256916	77256917	0.679812613	0.522537613	0.157275
chr5	37835784	37835785	0.664222523	0.522485023	0.1417375
chr10	49892741	49892742	0.680846847	0.522484347	0.1583625
chr19	10396158	10396159	0.787288288	0.522438288	0.26485
chr12	8219358	8219359	0.659348649	0.522436149	0.1369125
chr1	61624321	61624322	0.599283784	0.522433784	0.07685
chr18	44181660	44181661	0.629007207	0.522419707	0.1065875
chr14	77492060	77492061	0.422701802	0.522373198	0.945075
chr19	4302579	4302580	0.615398198	0.522310698	0.0930875
chr1	2980399	2980400	0.431517117	0.522245383	0.9537625
chr6	31543647	31543648	0.615313514	0.522238514	0.093075
chr6	43692678	43692679	0.611306306	0.522131306	0.089175
chr1	153330776	153330777	0.735236937	0.522074437	0.2131625
chr19	1070986	1070987	0.423002703	0.522072297	0.945075
chr19	8552601	8552602	0.658545946	0.522045946	0.1365
chr10	131005778	131005779	0.442247748	0.522027252	0.964275
chr11	126581947	126581948	0.585936937	0.521986937	0.06395
chr19	52005176	52005177	0.591871171	0.521958671	0.0699125
chr3	18484742	18484743	0.783555856	0.521918356	0.2616375
chr13	113584107	113584108	0.565618919	0.521893919	0.043725
chr4	84035837	84035838	0.581415315	0.521865315	0.05955
chr3	183273894	183273895	0.56464955	0.52183705	0.0428125
chr7	41731552	41731553	0.58768018	0.52183018	0.06585
chr8	131025902	131025903	0.590458559	0.521771059	0.0686875
chr1	225655154	225655155	0.620088288	0.521763288	0.098325
chr10	82247853	82247854	0.586030631	0.521705631	0.064325
chr2	129381792	129381793	0.58155045	0.52170045	0.05985
chr1	248016378	248016379	0.605736937	0.521699437	0.0840375
chr11	47885166	47885167	0.564636036	0.521698536	0.0429375
chr2	207859049	207859050	0.634291892	0.521691892	0.1126
chr11	128481110	128481111	0.615016216	0.521653716	0.0933625
chr17	37054726	37054727	0.585466667	0.521579167	0.0638875
chr5	42922968	42922969	0.736299099	0.521574099	0.214725
chr10	105213818	105213819	0.634224324	0.521561824	0.1126625
chr1	247336686	247336687	0.738103604	0.521553604	0.21655
chr19	13214412	13214413	0.626315315	0.521540315	0.104775
chr22	30663034	30663035	0.555318919	0.521531419	0.0337875
chr11	2322507	2322508	0.578418018	0.521505518	0.0569125
chr17	80407749	80407750	0.597647748	0.521472748	0.076175
chr16	89382891	89382892	0.566082883	0.521457883	0.044625
chr7	105348517	105348518	0.592061261	0.521373761	0.0706875
chr11	123396299	123396300	0.440490991	0.521296509	0.9617875
chr11	71709917	71709918	0.548073874	0.521286374	0.0267875
chr7	101579929	101579930	0.438553153	0.521284347	0.9598375
chr6	33872251	33872252	0.569334234	0.521284234	0.04805
chr1	111764857	111764858	0.738685586	0.521223086	0.2174625
chr6	28493651	28493652	0.573444144	0.521219144	0.052225
chr3	55040617	55040618	0.619220721	0.521183221	0.0980375
chr2	6910588	6910589	0.592837838	0.521162838	0.071675
chr11	130683700	130683701	0.610027928	0.521115428	0.0889125
chr6	159466062	159466063	0.583436937	0.521111937	0.062325
chr6	25042548	25042549	0.569154955	0.521067455	0.0480875
chr4	7648627	7648628	0.716284685	0.521059685	0.195225
chr12	95400186	95400187	0.6648	0.52105	0.14375
chr22	45608492	45608493	0.374494595	0.521042905	0.8955375
chr1	59183881	59183882	0.721574775	0.521037275	0.2005375
chr5	75472143	75472144	0.589858559	0.521021059	0.0688375
chr18	74799572	74799573	0.376776577	0.520985923	0.8977625
chr1	26158583	26158584	0.631427928	0.520952928	0.110475
chr1	3100956	3100957	0.72603964	0.52092714	0.2051125
chr6	31868025	31868026	0.685954955	0.520917455	0.1650375
chr8	1094770	1094771	0.55664955	0.52091205	0.0357375
chr11	65171397	65171398	0.684906306	0.520856306	0.16405
chr1	58713367	58713368	0.644000901	0.520850901	0.12315
chr19	5139479	5139480	0.554251351	0.520838851	0.0334125
chr17	76719612	76719613	0.424651351	0.520823649	0.945475
chr12	52583324	52583325	0.588827027	0.520814527	0.0680125
chr1	45189875	45189876	0.715699099	0.520749099	0.19495
chr8	140945843	140945844	0.717113514	0.520626014	0.1964875
chr5	148808487	148808488	0.703620721	0.520595721	0.183025
chr5	149462180	149462181	0.616436937	0.520586937	0.09585
chr12	96839959	96839960	0.584513514	0.520563514	0.06395
chr22	46473343	46473344	0.426301802	0.520535698	0.9468375
chr8	56813677	56813678	0.671856757	0.520506757	0.15135
chr3	46263244	46263245	0.692813514	0.520463514	0.17235
chr5	74330425	74330426	0.565535135	0.520460135	0.045075
chr1	8430745	8430746	0.42794955	0.52040045	0.94835
chr8	42623771	42623772	0.569967568	0.520355068	0.0496125
chr6	31527893	31527894	0.553645946	0.520320946	0.033325
chr10	135203102	135203103	0.630181982	0.520294482	0.1098875
chr2	236236591	236236592	0.563272072	0.520259572	0.0430125
chr1	112019557	112019558	0.576400901	0.520250901	0.05615
chr4	114214080	114214081	0.278483784	0.520216216	0.7987
chr7	36190724	36190725	0.778875676	0.520188176	0.2586875
chr11	66636291	66636292	0.650334234	0.520184234	0.13015
chr16	69967063	69967064	0.749856757	0.520181757	0.229675
chr12	120241409	120241410	0.452746847	0.520115653	0.9728625
chr3	4873008	4873009	0.568809009	0.520109009	0.0487
chr7	3411356	3411357	0.569792793	0.520067793	0.049725
chr8	98878169	98878170	0.668254955	0.520029955	0.148225
chr4	96012317	96012318	0.635824324	0.520011824	0.1158125
chr20	54934982	54934983	0.377404505	0.519995495	0.8974
chr2	103039542	103039543	0.677442342	0.519992342	0.15745
chr20	11666805	11666806	0.609677477	0.519927477	0.08975
chr1	226900521	226900522	0.641973874	0.519923874	0.12205
chr12	122227872	122227873	0.553838739	0.519876239	0.0339625
chr6	17702460	17702461	0.590323423	0.519823423	0.0705
chr17	1101278	1101279	0.596588288	0.519813288	0.076775
chr18	74799250	74799251	0.411336036	0.519751464	0.9310875
chr6	116879209	116879210	0.429968468	0.519694032	0.9496625
chr1	213154553	213154554	0.414577477	0.519685023	0.9342625
chr1	161185092	161185093	0.600836937	0.519661937	0.081175
chr12	110435418	110435419	0.748894595	0.519657095	0.2292375
chr13	99630505	99630506	0.432504505	0.519645495	0.95215
chr20	31123895	31123896	0.619518018	0.519630518	0.0998875
chr11	57532299	57532300	0.309231532	0.519530968	0.8287625
chr7	45801988	45801989	0.61878018	0.51953018	0.09925
chr13	105791890	105791891	0.605351351	0.519513851	0.0858375
chr6	33041697	33041698	0.629203604	0.519491104	0.1097125
chr11	63973006	63973007	0.731647748	0.519485248	0.2121625
chr15	50839463	50839464	0.674872072	0.519447072	0.155425
chr7	56174888	56174889	0.612807207	0.519432207	0.093375
chr1	248903100	248903101	0.711918018	0.519405518	0.1925125
chr5	131773770	131773771	0.612778378	0.519290878	0.0934875
chr3	171704056	171704057	0.591318018	0.519268018	0.07205
chr11	47399213	47399214	0.675101802	0.519239302	0.1558625
chr1	234977572	234977573	0.716417117	0.519217117	0.1972
chr6	41302256	41302257	0.602652252	0.519214752	0.0834375
chr16	48265760	48265761	0.669943243	0.519205743	0.1507375
chr3	176862949	176862950	0.586428829	0.519153829	0.067275
chr12	25707564	25707565	0.758556757	0.519131757	0.239425
chr17	60729448	60729449	0.611948649	0.519123649	0.092825
chr10	88296605	88296606	0.579487387	0.519112387	0.060375
chr13	110802645	110802646	0.660357658	0.519107658	0.14125
chr2	169937094	169937095	0.685704505	0.519004505	0.1667
chr22	30663316	30663317	0.557236036	0.518911036	0.038325
chr7	35074628	35074629	0.612940541	0.518903041	0.0940375
chr8	40625224	40625225	0.597964865	0.518827365	0.0791375
chr6	15300007	15300008	0.600014414	0.518826914	0.0811875
chr17	4636830	4636831	0.664435135	0.518810135	0.145625
chr6	133036573	133036574	0.428051351	0.518798649	0.94685
chr8	142255537	142255538	0.576425225	0.518762725	0.0576625
chr16	89469541	89469542	0.610875676	0.518713176	0.0921625
chr16	1609529	1609530	0.67340991	0.51870991	0.1547
chr6	166251659	166251660	0.740354054	0.518679054	0.221675
chr3	191048308	191048309	0.341011712	0.518625788	0.8596375
chr16	89831123	89831124	0.730796396	0.518596396	0.2122
chr3	5505983	5505984	0.641764865	0.518552365	0.1232125
chr11	118066105	118066106	0.386076577	0.518548423	0.904625
chr15	39542877	39542878	0.654238739	0.518538739	0.1357
chr4	74713356	74713357	0.640512613	0.518537613	0.121975
chr11	64379586	64379587	0.571811712	0.518536712	0.053275
chr11	130271767	130271768	0.681783784	0.518483784	0.1633
chr11	64107520	64107521	0.573279279	0.518466779	0.0548125
chr19	39087135	39087136	0.436562162	0.518437838	0.955
chr7	633202	633203	0.630548649	0.518423649	0.112125
chr16	89024511	89024512	0.605332432	0.518382432	0.08695
chr6	137812735	137812736	0.58306036	0.51832286	0.0647375
chr11	67204799	67204800	0.624028829	0.518278829	0.10575
chr10	111827966	111827967	0.590393694	0.518243694	0.07215
chr7	129266958	129266959	0.77200991	0.51820991	0.2538
chr11	117801332	117801333	0.738285586	0.518160586	0.220125
chr7	2445843	2445844	0.589472973	0.518122973	0.07135
chr11	63321562	63321563	0.570557658	0.518082658	0.052475
chr17	56355331	56355332	0.817666667	0.518079167	0.2995875
chr22	19010419	19010420	0.646430631	0.518055631	0.128375
chr6	32913125	32913126	0.664461261	0.518011261	0.14645
chr7	36765142	36765143	0.704300901	0.517963401	0.1863375
chr1	26644822	26644823	0.593978378	0.517940878	0.0760375
chr11	125658038	125658039	0.625151351	0.517938851	0.1072125
chr1	214152709	214152710	0.725498198	0.517923198	0.207575
chr2	10472214	10472215	0.61038018	0.51791768	0.0924625
chr7	27258802	27258803	0.661553153	0.517903153	0.14365
chr16	68702627	68702628	0.602800901	0.517900901	0.0849
chr1	206849995	206849996	0.679496396	0.517871396	0.161625
chr7	139529130	139529131	0.686732432	0.517869932	0.1688625
chr17	80407379	80407380	0.562563964	0.517851464	0.0447125
chr17	72709572	72709573	0.594888288	0.517800788	0.0770875
chr8	143459992	143459993	0.651932432	0.517744932	0.1341875
chr6	163673130	163673131	0.632317117	0.517742117	0.114575
chr6	35451487	35451488	0.770368468	0.517730968	0.2526375
chr1	154435948	154435949	0.612241441	0.517728941	0.0945125
chr11	118085214	118085215	0.62425045	0.51772545	0.106525
chr4	16083440	16083441	0.65451982	0.51766982	0.13685
chr15	42193477	42193478	0.664578378	0.517640878	0.1469375
chr18	74768041	74768042	0.595965766	0.517615766	0.07835
chr6	31527889	31527890	0.55816036	0.51759786	0.0405625
chr10	114134915	114134916	0.549023423	0.517423423	0.0316
chr12	94676688	94676689	0.592783784	0.517421284	0.0753625
chr8	52874692	52874693	0.66839009	0.51741509	0.150975
chr12	56323639	56323640	0.656784685	0.517359685	0.139425
chr20	35274570	35274571	0.559889189	0.517339189	0.04255
chr4	6324629	6324630	0.619845946	0.517333446	0.1025125
chr9	141105974	141105975	0.652991892	0.517329392	0.1356625
chr2	233277840	233277841	0.554361261	0.517298761	0.0370625
chr5	158522427	158522428	0.425447748	0.517289752	0.9427375
chr18	28658043	28658044	0.617946847	0.517246847	0.1007
chr5	92906851	92906852	0.694462162	0.517237162	0.177225
chr3	10326540	10326541	0.590821622	0.517234122	0.0735875
chr16	48351958	48351959	0.643287387	0.517199887	0.1260875
chr1	32409867	32409868	0.572437838	0.517162838	0.055275
chr22	43542604	43542605	0.609154054	0.517129054	0.092025
chr2	233924852	233924853	0.5578	0.517075	0.040725
chr11	128756444	128756445	0.623046847	0.516971847	0.106075
chr17	7328734	7328735	0.626002703	0.516852703	0.10915
chr2	233470269	233470270	0.710056757	0.516781757	0.193275
chr17	75402473	75402474	0.704585586	0.516648086	0.1879375
chr2	30489411	30489412	0.57681982	0.51659482	0.060225
chr16	50715135	50715136	0.551883784	0.516558784	0.035325
chr19	48922140	48922141	0.644230631	0.516518131	0.1277125
chr6	158066811	158066812	0.678210811	0.516510811	0.1617
chr22	50524676	50524677	0.718510811	0.516510811	0.202
chr12	47610734	47610735	0.550667568	0.516505068	0.0341625
chr2	231790037	231790038	0.692937838	0.516462838	0.176475
chr11	33915315	33915316	0.554255856	0.516443356	0.0378125
chr4	120061211	120061212	0.54923964	0.51641464	0.032825
chr11	1680929	1680930	0.568975676	0.516388176	0.0525875
chr8	135726595	135726596	0.641093694	0.516381194	0.1247125
chr6	108435666	108435667	0.61859009	0.51626509	0.102325
chr22	42318379	42318380	0.744427027	0.516252027	0.228175
chr2	172338747	172338748	0.752575676	0.516238176	0.2363375
chr10	133945935	133945936	0.391272072	0.516227928	0.9075
chr2	10688228	10688229	0.697441441	0.516216441	0.181225
chr11	331092	331093	0.844309009	0.516171509	0.3281375
chr10	8103673	8103674	0.584463063	0.516163063	0.0683
chr8	67070006	67070007	0.565331532	0.516131532	0.0492
chr22	45608440	45608441	0.354356757	0.516080743	0.8704375
chr15	38988560	38988561	0.5814	0.5160125	0.0653875
chr6	152955983	152955984	0.619794595	0.515994595	0.1038
chr22	45608448	45608449	0.344736937	0.515975563	0.8607125
chr4	3306705	3306706	0.369900901	0.515949099	0.88585
chr2	232186928	232186929	0.595487387	0.515912387	0.079575
chr17	47394423	47394424	0.739786486	0.515911486	0.223875
chr5	180231058	180231059	0.574175676	0.515900676	0.058275
chr1	120165303	120165304	0.794044144	0.515844144	0.2782
chr4	2956627	2956628	0.733303604	0.515828604	0.217475
chr15	77314406	77314407	0.578884685	0.515822185	0.0630625
chr20	19866810	19866811	0.415283784	0.515816216	0.9311
chr4	91156290	91156291	0.403465766	0.515796734	0.9192625
chr16	72955250	72955251	0.634437838	0.515762838	0.118675
chr20	57582894	57582895	0.697807207	0.515757207	0.18205
chr10	43656166	43656167	0.652128829	0.515678829	0.13645
chr13	20987145	20987146	0.671774775	0.515624775	0.15615
chr6	151679097	151679098	0.728183784	0.515583784	0.2126
chr19	681420	681421	0.661328829	0.515578829	0.14575
chr1	112159097	112159098	0.563114414	0.515564414	0.04755
chr1	41849431	41849432	0.710447748	0.515547748	0.1949
chr17	1090291	1090292	0.418981081	0.515518919	0.9345
chr11	65321806	65321807	0.773325225	0.515512725	0.2578125
chr4	185456125	185456126	0.560379279	0.515504279	0.044875
chr10	97201172	97201173	0.725941441	0.515341441	0.2106
chr1	208085455	208085456	0.709259459	0.515334459	0.193925
chr7	27153636	27153637	0.425462162	0.515312838	0.940775
chr3	48936979	48936980	0.664183784	0.515308784	0.148875
chr21	42734266	42734267	0.554964865	0.515289865	0.039675
chr11	124940631	124940632	0.638321622	0.515159122	0.1231625
chr9	74920620	74920621	0.721911712	0.515149212	0.2067625
chr16	10647275	10647276	0.687559459	0.515146959	0.1724125
chr6	30650844	30650845	0.539712613	0.515137613	0.024575
chr6	138806320	138806321	0.440744144	0.515130856	0.955875
chr11	70261959	70261960	0.71288018	0.51513018	0.19775
chr19	2295092	2295093	0.420866667	0.515120833	0.9359875
chr2	239172084	239172085	0.448591892	0.515120608	0.9637125
chr11	60869960	60869961	0.802782883	0.515120383	0.2876625
chr1	92414722	92414723	0.762727928	0.515102928	0.247625
chr1	149908781	149908782	0.335768468	0.515069032	0.8508375
chr5	137990243	137990244	0.546412613	0.515025113	0.0313875
chr5	1107837	1107838	0.591083784	0.514871284	0.0762125
chr22	44576869	44576870	0.613632432	0.514832432	0.0988
chr17	57444078	57444079	0.4154	0.514825	0.930225
chr1	167598521	167598522	0.648916216	0.514803716	0.1341125
chr17	46131583	46131584	0.449309009	0.514790991	0.9641
chr13	114876061	114876062	0.567115315	0.514752815	0.0523625
chr14	86090320	86090321	0.733310811	0.514710811	0.2186
chr3	176919597	176919598	0.546353153	0.514703153	0.03165
chr5	176326528	176326529	0.604656757	0.514669257	0.0899875
chr1	68154614	68154615	0.661624324	0.514649324	0.146975
chr10	114746071	114746072	0.587713514	0.514638514	0.073075
chr13	100149311	100149312	0.668887387	0.514612387	0.154275
chr19	694837	694838	0.627336937	0.514599437	0.1127375
chr6	168045888	168045889	0.713236937	0.514586937	0.19865
chr7	139172610	139172611	0.618136036	0.514573536	0.1035625
chr17	1959620	1959621	0.61972973	0.51455473	0.105175
chr1	9486780	9486781	0.547117117	0.514529617	0.0325875
chr1	204071770	204071771	0.641037838	0.514512838	0.126525
chr11	134230036	134230037	0.638043243	0.514493243	0.12355
chr6	32811253	32811254	0.660999099	0.514486599	0.1465125
chr7	1005576	1005577	0.608472973	0.514472973	0.094
chr7	73867009	73867010	0.589788288	0.514463288	0.075325
chr1	212429231	212429232	0.629232432	0.514444932	0.1147875
chr9	139927646	139927647	0.704331532	0.514419032	0.1899125
chr19	42437245	42437246	0.420832432	0.514417568	0.93525
chr7	139929429	139929430	0.757678378	0.514415878	0.2432625
chr6	42536105	42536106	0.634743243	0.514368243	0.120375
chr8	37731969	37731970	0.752945946	0.514333446	0.2386125
chr13	99630489	99630490	0.436042342	0.514295158	0.9503375
chr14	77444372	77444373	0.568302703	0.514265203	0.0540375
chr22	50618615	50618616	0.582242342	0.514242342	0.068
chr1	153518476	153518477	0.621773874	0.514223874	0.10755
chr3	45160270	45160271	0.595338739	0.514188739	0.08115
chr12	58133008	58133009	0.403811712	0.514163288	0.917975
chr2	136872067	136872068	0.646576577	0.514101577	0.132475
chr7	87228749	87228750	0.579872072	0.514097072	0.065775
chr5	141014062	141014063	0.636441441	0.514091441	0.12235
