CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg14947787	14	65405931	0.489233333	0.8435375	0.889487324	0.87438	0.9369375
cg14948086	17	79045663	0.453833333	0.69301	0.873450704	0.60604	0.9393375
cg14950344	17	44810162	0.450816667	0.3716475	0.800139437	0.40024	0.9534875
cg14956836	10	79201862	0.339916667	0.82664	0.86365493	0.86144	0.9017125
cg14957660	10	589375	0.166033333	0.3778175	0.882971831	0.34006	0.9033
cg14966346	14	104152124	0.21105	0.748465	0.900738028	0.74224	0.970425
cg14975347	8	810491	0.430183333	0.4232175	0.854888732	0.53972	0.9428875
cg14986870	10	7212868	0.2456	0.70571	0.876819718	0.71356	0.9324875
cg14989968	13	113636861	0.240266667	0.4833925	0.871943662	0.44958	0.9289625
cg15005255	19	18368728	0.3738	0.846075	0.93005493	0.88742	0.9447875
cg15007222	19	46288852	0.48825	0.7884675	0.836839437	0.79182	0.920075
cg15009088	11	77448078	0.491866667	0.8209575	0.874008451	0.81176	0.94295
cg15009913	1	2287741	0.36585	0.8280275	0.882232394	0.88512	0.9079125
cg15012580	7	76632327	0.2087	0.7132325	0.910792958	0.6434	0.9655625
cg15022051	6	170396116	0.109266667	0.2655025	0.848408451	0.35782	0.9763625
cg15025362	3	186256331	0.3612	0.7748775	0.903238028	0.82094	0.9520125
cg15044322	11	67291020	0.411266667	0.7729375	0.855395775	0.83216	0.9647625
cg15046304	17	75205489	0.485533333	0.5291575	0.824452113	0.55422	0.9611875
cg15059371	7	102077069	0.29415	0.801545	0.887339437	0.885	0.916275
cg15073914	1	3733090	0.22675	0.7394925	0.886674648	0.77578	0.94525
cg15078061	6	32117558	0.4713	0.7738075	0.89785493	0.73042	0.9383125
cg15080870	19	47770746	0.3302	0.260005	0.806242254	0.30678	0.9708375
cg15084433	7	127584444	0.18795	0.181855	0.862778873	0.21596	0.9408625
cg15087178	10	61946556	0.176533333	0.38634	0.835083099	0.50128	0.9672125
cg15090909	5	179306345	0.378266667	0.79914	0.893432394	0.83652	0.95845
cg15102430	5	169322052	0.34775	0.797715	0.885023944	0.84996	0.92845
cg15104380	10	99285205	0.477716667	0.855235	0.919095775	0.8958	0.9667625
cg15105901	16	69354863	0.406633333	0.566095	0.855683099	0.58366	0.9448125
cg15109744	1	180917873	0.187533333	0.7022175	0.837350704	0.65392	0.9375
cg15158045	13	95827029	0.353333333	0.5388225	0.805035211	0.63028	0.9142875
cg15162869	22	32027605	0.352666667	0.5370325	0.890821127	0.52894	0.967125
cg15163603	12	132403897	0.437966667	0.7438225	0.893898592	0.72404	0.9209125
cg15165927	5	1033518	0.19075	0.7110975	0.907116901	0.66562	0.9505125
cg15167276	3	125823954	0.293283333	0.818185	0.905304225	0.87832	0.9396875
cg15171962	14	101526866	0.2285	0.76912	0.877885915	0.78952	0.9332375
cg15187040	15	29239281	0.343666667	0.776015	0.858239437	0.77078	0.91915
cg15190451	17	73090195	0.254983333	0.8416825	0.805339437	0.91074	0.9473875
cg15196316	11	33399978	0.193166667	0.7351575	0.832212676	0.716	0.9208875
cg15200711	5	1507775	0.132966667	0.5866325	0.876485915	0.55478	0.950725
cg15210127	18	56148617	0.239016667	0.8135675	0.895970423	0.86408	0.9256375
cg15214229	20	35275274	0.285616667	0.81351	0.867687324	0.87554	0.945675
cg15243721	2	42396143	0.4519	0.5674475	0.804188732	0.5721	0.9376625
cg15249119	12	124971054	0.403833333	0.803085	0.92713662	0.82014	0.95865
cg15272467	20	61822344	0.286016667	0.63946	0.817888732	0.66704	0.9052875
cg15276175	3	50775902	0.232633333	0.704645	0.840587324	0.74634	0.9096875
cg15279236	10	74127457	0.3501	0.7863075	0.887876056	0.80774	0.9441625
cg15314542	3	10377872	0.4637	0.7376025	0.893285915	0.6397	0.962925
cg15316118	6	31132637	0.454583333	0.78275	0.913246479	0.83136	0.9617125
cg15327559	1	180925922	0.314633333	0.812005	0.902740845	0.8615	0.9441625
cg15332951	17	21194739	0.387233333	0.6469575	0.832359155	0.73896	0.9503
cg15339142	12	95651472	0.487933333	0.746445	0.856447887	0.73798	0.9048
cg15356461	1	2827833	0.459033333	0.8843525	0.916312676	0.92054	0.96555
cg15365028	2	236442817	0.20985	0.54722	0.952998592	0.69832	0.9623875
cg15370635	14	96551586	0.32485	0.7197	0.837264789	0.69664	0.9158875
cg15372862	13	113707840	0.378533333	0.6985425	0.871519718	0.67868	0.9078125
cg15407262	17	71167064	0.241216667	0.8110575	0.913740845	0.86114	0.9501625
cg15412971	4	956119	0.322966667	0.784675	0.859966197	0.83086	0.929
cg15413271	14	21704611	0.442066667	0.7286725	0.872998592	0.77334	0.9389875
cg15436174	10	43711423	0.211366667	0.6012975	0.860047887	0.6272	0.9206875
cg15440157	3	149753446	0.283533333	0.75799	0.822895775	0.77114	0.9312125
cg15441416	19	54972047	0.492183333	0.8058125	0.863257746	0.8436	0.9196625
cg15450871	1	230537434	0.4684	0.770945	0.86145493	0.75864	0.934325
cg15458977	8	17541992	0.319033333	0.5401275	0.847628169	0.67208	0.9217625
cg15459887	10	131993170	0.4599	0.8091075	0.86844507	0.8214	0.9360125
cg15460899	1	205039083	0.305066667	0.4782275	0.910564789	0.7087	0.973025
cg15464763	7	148497944	0.21945	0.788945	0.900973239	0.86982	0.9711625
cg15465823	12	48382534	0.226566667	0.69197	0.808311268	0.71474	0.9575375
cg15465878	1	45183988	0.416133333	0.6351075	0.852592958	0.59792	0.956525
cg15466157	4	3250090	0.456316667	0.831025	0.897876056	0.86636	0.93025
cg15473423	9	139835122	0.244283333	0.73006	0.826312676	0.78302	0.9015875
cg15480200	10	134630615	0.488866667	0.457315	0.854859155	0.5382	0.91025
cg15480305	4	2252007	0.312216667	0.75279	0.834166197	0.7477	0.92735
cg15484651	15	81666393	0.3034	0.390835	0.829587324	0.47182	0.93485
cg15485792	21	47918727	0.16255	0.77809	0.896105634	0.85868	0.9528875
cg15488570	11	888316	0.110533333	0.7135475	0.858840845	0.79278	0.9110625
cg15489916	22	30787028	0.28485	0.814755	0.910619718	0.88614	0.94615
cg15505642	1	77836400	0.361133333	0.3667125	0.823207042	0.52598	0.9218875
cg15509575	4	2286509	0.336183333	0.7725325	0.853042254	0.81126	0.9351625
cg15510325	7	150669058	0.35675	0.4751525	0.830653521	0.51626	0.9680875
cg15513657	14	101244606	0.267666667	0.7740875	0.814897183	0.82574	0.9567625
cg15517113	2	620265	0.47225	0.810705	0.812833803	0.81724	0.94215
cg15517343	18	77240640	0.43925	0.86276	0.917191549	0.89384	0.955425
cg15527231	10	28233140	0.314216667	0.8300025	0.886176056	0.8886	0.966
cg15535174	20	35488454	0.205766667	0.4396825	0.823102817	0.49834	0.939325
cg15556599	11	44733804	0.229683333	0.70672	0.847629577	0.7823	0.9013875
cg15559247	7	2313692	0.433133333	0.8300925	0.911538028	0.8599	0.9537125
cg15563355	15	44086617	0.224416667	0.699125	0.821916901	0.77232	0.9437625
cg15568145	1	14113203	0.175933333	0.4047025	0.900373239	0.53036	0.9707125
cg15575834	1	2099845	0.41015	0.8587425	0.959261972	0.8877	0.94895
cg15579095	6	31511590	0.320766667	0.77054	0.880677465	0.8085	0.9184875
cg15581061	12	130911541	0.294233333	0.796795	0.867380282	0.84674	0.937475
cg15581305	19	3196026	0.317033333	0.8130475	0.883904225	0.87584	0.9290375
cg15584989	2	135203925	0.222433333	0.7413	0.871852113	0.81368	0.9631625
cg15591616	1	8024678	0.1696	0.69093	0.812190141	0.66446	0.9282875
cg15599795	7	55545188	0.44965	0.830805	0.872250704	0.84262	0.9141625
cg15600935	7	101556684	0.199816667	0.7608175	0.939885915	0.72038	0.926675
cg15603885	8	107782373	0.27375	0.7589025	0.840753521	0.78386	0.9236375
cg15608714	6	109193762	0.3898	0.745465	0.859385915	0.6758	0.9173625
cg15610488	13	113492103	0.289733333	0.6857625	0.83974507	0.63496	0.95125
cg15619820	1	3133763	0.103816667	0.4735875	0.847097183	0.59884	0.9716625
cg15629235	13	111330699	0.255016667	0.8289225	0.923576056	0.90562	0.9696125
cg15633679	10	134421801	0.42085	0.7909925	0.897140845	0.88294	0.9086
cg15641500	13	111331255	0.222583333	0.7533475	0.871735211	0.78534	0.947825
cg15647614	6	31507433	0.38135	0.7188875	0.84331831	0.75756	0.9003
cg15648859	12	124986509	0.308	0.7853575	0.865197183	0.82342	0.9720875
cg15664442	5	34998412	0.300466667	0.621735	0.843022535	0.63334	0.9318875
cg15674266	17	9153825	0.33635	0.83243	0.916383099	0.88764	0.951075
cg15678504	8	10262159	0.28305	0.641305	0.811829577	0.61022	0.9202375
cg15683856	13	97991057	0.373733333	0.32264	0.825853521	0.38344	0.9042625
cg15685783	19	10793259	0.31365	0.77717	0.88638169	0.82756	0.9315625
cg15688683	1	1425815	0.235633333	0.7338375	0.893943662	0.8647	0.9412375
cg15690475	17	44101453	0.1845	0.662205	0.890643662	0.60988	0.9656625
cg15690573	17	40612928	0.211633333	0.4096525	0.846749296	0.44216	0.92275
cg15703377	17	71282593	0.291233333	0.5778575	0.828473239	0.539	0.9415875
cg15705810	2	153357492	0.321116667	0.6978225	0.870621127	0.74062	0.9307125
cg15708148	17	19616016	0.483916667	0.7853825	0.829221127	0.7782	0.958725
cg15708696	1	4485482	0.2423	0.807835	0.905056338	0.8888	0.960475
cg15711246	8	62702873	0.2017	0.71514	0.889532394	0.80848	0.966625
cg15725639	19	47856924	0.20735	0.75191	0.861928169	0.81412	0.9128375
cg15726245	13	27333506	0.469883333	0.7984375	0.863156338	0.7796	0.9217
cg15739118	8	103679078	0.235783333	0.799945	0.887470423	0.84944	0.905525
cg15751198	11	476540	0.197933333	0.700765	0.894149296	0.78926	0.9331875
cg15758074	17	77230580	0.421466667	0.8377125	0.906843662	0.8864	0.9508375
cg15760474	6	41554529	0.134383333	0.15725	0.840866197	0.23524	0.9275875
cg15767901	22	42473469	0.1961	0.7538625	0.857687324	0.8127	0.925875
cg15769726	17	77536445	0.20035	0.7252825	0.847815493	0.67712	0.901875
cg15773230	4	25097661	0.150083333	0.7678775	0.823721127	0.80778	0.92785
cg15781542	19	48180471	0.391783333	0.8321775	0.924126761	0.87942	0.957925
cg15784997	19	3196307	0.361	0.80862	0.91966338	0.84238	0.9219625
cg15806039	6	15501269	0.228433333	0.763645	0.910230986	0.75492	0.9355375
cg15823100	22	32027580	0.250666667	0.516595	0.879992958	0.54816	0.96885
cg15824094	1	2429005	0.474333333	0.8206275	0.839912676	0.80806	0.90765
cg15824741	20	62730763	0.46235	0.4345975	0.81771831	0.54306	0.9331375
cg15825293	14	97432390	0.17095	0.6903575	0.862795775	0.7725	0.9387875
cg15829056	1	54856415	0.25765	0.6488875	0.839608451	0.75894	0.948775
cg15831310	19	35523527	0.1833	0.7812525	0.872121127	0.86018	0.958825
cg15831875	1	245986694	0.249983333	0.7897225	0.853519718	0.82312	0.9083
cg15833711	17	75822669	0.368783333	0.8385325	0.908777465	0.8792	0.959275
cg15838122	13	111409956	0.45825	0.79251	0.864633803	0.84314	0.9388
cg15842898	4	17189023	0.47265	0.6225	0.849749296	0.615	0.9271
cg15844005	1	1472079	0.365	0.677415	0.817201408	0.61456	0.9433875
cg15849724	6	54775185	0.2951	0.6823	0.91161831	0.75882	0.944075
cg15851964	12	58218672	0.285416667	0.74269	0.866019718	0.77986	0.9171625
cg15862128	14	101495907	0.349483333	0.823955	0.92446338	0.86758	0.962975
cg15874481	11	70517057	0.18265	0.791065	0.857149296	0.78394	0.9268125
cg15880716	11	113222122	0.332233333	0.7526275	0.848749296	0.76764	0.9558625
cg15896182	6	169242769	0.481033333	0.8631975	0.939488732	0.85482	0.9551625
cg15896446	10	122262909	0.425533333	0.5355275	0.837402817	0.57442	0.9374
cg15903624	7	98257818	0.369983333	0.740705	0.886605634	0.72916	0.9462375
cg15908627	11	1007420	0.238283333	0.728405	0.862426761	0.77452	0.9538875
cg15912010	2	50956659	0.411416667	0.7720625	0.813711268	0.79812	0.9147125
cg15914316	7	2083197	0.272433333	0.8418175	0.955339437	0.84678	0.9712125
cg15914766	13	113660495	0.268833333	0.7343775	0.917978873	0.72534	0.95535
cg15915835	2	6374379	0.209033333	0.7661575	0.859325352	0.77844	0.9504875
cg15921773	6	158029202	0.40025	0.811755	0.947615493	0.7883	0.9575875
cg15926585	22	19928445	0.337533333	0.764835	0.858307042	0.8157	0.9427
cg15927316	1	17944356	0.440733333	0.7661825	0.83161831	0.73432	0.9276625
cg15927451	6	25732146	0.460133333	0.8629	0.932046479	0.91198	0.9644875
cg15929363	7	1351712	0.121666667	0.73444	0.807688732	0.80476	0.901125
cg15934004	7	3919928	0.474883333	0.8234025	0.829716901	0.86178	0.921525
cg15939539	4	114027726	0.42325	0.752465	0.845269014	0.72466	0.93625
cg15940128	11	61897512	0.314266667	0.76185	0.874397183	0.76062	0.9507875
cg15955074	11	840367	0.229666667	0.6452425	0.850911268	0.68676	0.9622
cg15957959	14	105239457	0.38905	0.7744625	0.877243662	0.82112	0.942975
cg15960580	5	179260060	0.3616	0.7623425	0.846857746	0.80908	0.9474625
cg15961092	14	45681130	0.252983333	0.8128575	0.907343662	0.86862	0.960875
cg15961901	1	55340858	0.32545	0.537775	0.815860563	0.6267	0.92765
cg15961904	8	1379994	0.194533333	0.72477	0.883314085	0.69104	0.946325
cg15962538	1	243904118	0.378	0.83487	0.849190141	0.87556	0.947675
cg15965006	6	31938777	0.3694	0.81539	0.808533803	0.84902	0.9259
cg15990451	1	56025098	0.28165	0.7753175	0.822078873	0.77456	0.9672875
cg15993723	2	110064019	0.336566667	0.3802975	0.802733803	0.36052	0.940775
cg15994839	1	1228289	0.339733333	0.671185	0.902698592	0.64952	0.9608875
cg15996947	14	50780115	0.357816667	0.8185175	0.888659155	0.8582	0.971175
cg16005564	11	68853957	0.360183333	0.6733	0.853753521	0.6266	0.9605375
cg16007395	1	33231070	0.4219	0.544265	0.829564789	0.56996	0.9441
cg16010163	12	92898400	0.427316667	0.7951925	0.862632394	0.82624	0.9505625
cg16025492	5	114764748	0.365716667	0.6749925	0.855571831	0.73802	0.9099375
cg16026015	1	16060480	0.45945	0.727405	0.902638028	0.62302	0.9224875
cg16027378	1	17335547	0.19415	0.7728875	0.902683099	0.84882	0.939325
cg16031338	1	2430136	0.384166667	0.75838	0.852240845	0.7629	0.904425
cg16032371	19	2354888	0.462883333	0.8337925	0.904028169	0.8481	0.931475
cg16044777	6	112466086	0.297733333	0.817485	0.863905634	0.87264	0.9644
cg16048239	19	1924679	0.460483333	0.780875	0.945432394	0.80074	0.9417375
cg16048421	10	45675577	0.2529	0.8134725	0.890307042	0.86036	0.9584
cg16050326	1	26074002	0.280633333	0.7495125	0.840690141	0.78818	0.9442125
cg16051543	4	126012511	0.460266667	0.6828175	0.845578873	0.7051	0.9416
cg16059943	1	2013748	0.162716667	0.588865	0.871160563	0.5298	0.9613625
cg16079414	2	168244895	0.268	0.7124225	0.802243662	0.62944	0.9124125
cg16080654	17	43176852	0.195933333	0.683815	0.866992958	0.65404	0.94755
cg16086588	14	96651424	0.2441	0.78041	0.862516901	0.8364	0.9555125
cg16091920	14	102685399	0.1456	0.6397125	0.851752113	0.72102	0.9520125
cg16091952	5	178488100	0.48885	0.8002525	0.849712676	0.7916	0.961275
cg16099107	12	65514473	0.400583333	0.699455	0.815747887	0.68222	0.9263375
cg16110823	1	26131893	0.444433333	0.748065	0.84911831	0.70068	0.9217875
cg16111737	12	117408163	0.151883333	0.37545	0.838959155	0.51562	0.9573
cg16114312	17	20832995	0.444933333	0.816295	0.841178873	0.8297	0.907325
cg16114798	6	168677396	0.272366667	0.8323675	0.925170423	0.90306	0.9625
cg16114975	6	169273711	0.19385	0.5890075	0.85461831	0.64402	0.928575
cg16115440	7	149577256	0.225116667	0.6375825	0.886298592	0.67682	0.953225
cg16117334	14	91744409	0.260116667	0.7246075	0.821587324	0.73312	0.919325
cg16118367	8	27276153	0.300916667	0.8325425	0.893908451	0.90982	0.9574125
cg16125816	20	35489181	0.180866667	0.48304	0.864360563	0.54362	0.937575
cg16126291	3	186560309	0.464266667	0.81652	0.814177465	0.84024	0.9097625
cg16130802	11	118773983	0.227666667	0.7677125	0.838276056	0.72678	0.9498375
cg16133943	11	68205926	0.4654	0.7856625	0.855822535	0.79098	0.9093625
cg16143889	1	228102416	0.458333333	0.7575375	0.872116901	0.7799	0.948
cg16148454	16	69385606	0.19535	0.77042	0.820302817	0.85434	0.9305125
cg16150661	7	127709041	0.170966667	0.6341375	0.857035211	0.66052	0.9315
cg16170490	22	42302146	0.307016667	0.4780025	0.885484507	0.61914	0.9286
cg16170708	1	6390830	0.335783333	0.5518775	0.818709859	0.4444	0.969775
cg16173529	8	10273666	0.329533333	0.8331325	0.891202817	0.89718	0.946975
cg16177647	17	43120158	0.278416667	0.81239	0.904928169	0.87778	0.957625
cg16178942	13	111944557	0.1679	0.73297	0.841935211	0.74416	0.9338625
cg16182685	2	3260980	0.45075	0.6888675	0.886770423	0.5601	0.961975
cg16184737	7	2679971	0.3612	0.78661	0.970074648	0.7016	0.9670625
cg16193717	5	1068999	0.156566667	0.7430125	0.891429577	0.79832	0.9567375
cg16201883	17	79495953	0.3809	0.80927	0.820004225	0.83718	0.9448625
cg16205861	12	54146572	0.32455	0.6938775	0.901591549	0.66608	0.9507875
cg16212298	19	51051954	0.21365	0.31966	0.813838028	0.42968	0.9020875
cg16218477	7	1066167	0.29235	0.6257125	0.857094366	0.5817	0.9102625
cg16222581	7	926431	0.206316667	0.7084125	0.838660563	0.77162	0.9504875
cg16223976	13	33694703	0.432666667	0.77311	0.834859155	0.77414	0.9422625
cg16236960	2	135011937	0.475866667	0.8471075	0.889470423	0.88412	0.95155
cg16244770	22	22007154	0.44895	0.7149325	0.858988732	0.66114	0.9544375
cg16245174	2	219442282	0.256283333	0.7691225	0.881970423	0.8292	0.9600375
cg16246661	1	230272611	0.133916667	0.3523425	0.834511268	0.33874	0.954725
cg16246836	22	31300038	0.2768	0.7961675	0.891553521	0.84516	0.9255875
cg16248554	2	121637755	0.369883333	0.6570225	0.889923944	0.69786	0.9536125
cg16252110	5	2866877	0.108866667	0.223815	0.908288732	0.34708	0.9647625
cg16257434	17	73571444	0.444616667	0.7308925	0.802990141	0.77098	0.9310375
cg16258018	11	134025732	0.1885	0.7294375	0.887598592	0.71436	0.9142625
cg16258702	14	102918789	0.434133333	0.8395875	0.92835493	0.88954	0.9655625
cg16264408	10	79924574	0.191133333	0.74094	0.907484507	0.70618	0.95715
cg16266918	21	45175448	0.3651	0.748285	0.900339437	0.76046	0.9337375
cg16269236	17	53638963	0.46015	0.8310075	0.882643662	0.86512	0.928575
cg16269943	1	110548562	0.27865	0.7200175	0.811290141	0.73918	0.9123625
cg16273075	1	14113230	0.208866667	0.4027925	0.911408451	0.5105	0.9499875
cg16277776	1	1490676	0.29385	0.7817175	0.836850704	0.81786	0.9525625
cg16280363	12	57882891	0.38445	0.6055125	0.810567606	0.6545	0.9102625
cg16284674	10	135123337	0.330066667	0.807805	0.862209859	0.78572	0.937275
cg16291699	13	110008482	0.414333333	0.4176675	0.89598169	0.40424	0.958425
cg16298761	8	145169822	0.424266667	0.755045	0.851659155	0.78294	0.9175125
cg16300329	18	9535889	0.29895	0.410045	0.854233803	0.47236	0.93515
cg16301163	5	3221037	0.288433333	0.83216	0.920014085	0.8939	0.92725
cg16303788	3	15093439	0.431983333	0.767985	0.904335211	0.78602	0.9566125
cg16308533	17	40838983	0.371716667	0.6283375	0.841380282	0.55966	0.9092375
cg16313485	12	130434373	0.406716667	0.3986775	0.931928169	0.51064	0.952325
cg16314733	10	98909007	0.418316667	0.8327875	0.847376056	0.86768	0.935275
cg16317947	14	104151986	0.21245	0.7367425	0.904750704	0.67144	0.9376125
cg16325628	13	112779899	0.288616667	0.7706125	0.861952113	0.82956	0.922225
cg16326777	4	80885735	0.479183333	0.5599	0.863676056	0.56066	0.9700875
cg16343134	6	136657129	0.49845	0.4458725	0.816191549	0.49862	0.9482875
cg16344019	14	73356147	0.36785	0.76396	0.901452113	0.78902	0.939475
cg16347811	7	29322804	0.2986	0.795435	0.873383099	0.84198	0.9086625
cg16350728	16	83974894	0.229533333	0.823915	0.909273239	0.90036	0.922825
cg16359424	10	130185305	0.139933333	0.7675025	0.843378873	0.83534	0.9207875
cg16360831	5	978322	0.178483333	0.36192	0.840490141	0.46526	0.936925
cg16361915	1	6132185	0.31155	0.4595075	0.821822535	0.55536	0.92785
cg16370778	3	35721072	0.1676	0.438105	0.81275493	0.43172	0.91185
cg16373176	17	17700943	0.248616667	0.65935	0.828698592	0.68464	0.95915
cg16378243	10	134550922	0.412616667	0.7572175	0.894646479	0.82182	0.9236625
cg16380885	5	17219936	0.283533333	0.5898925	0.820814085	0.56122	0.9073375
cg16381688	6	24665947	0.430333333	0.6629525	0.813284507	0.63776	0.911175
cg16381917	12	113797720	0.175616667	0.3305825	0.843008451	0.3866	0.93525
cg16382030	1	214169912	0.142716667	0.3179025	0.808238028	0.45794	0.91115
cg16382314	1	2200962	0.214416667	0.7974475	0.861808451	0.87124	0.9656
cg16382436	14	96845182	0.22145	0.7992075	0.911577465	0.88934	0.9562625
cg16389456	12	123636548	0.432616667	0.823515	0.901340845	0.79026	0.9339875
cg16389560	15	43519045	0.376983333	0.8660225	0.957290141	0.91034	0.95415
cg16393182	1	18472902	0.291183333	0.803805	0.841328169	0.84476	0.904425
cg16393713	7	76149509	0.364733333	0.4861075	0.8255	0.60296	0.935025
cg16399393	11	70368768	0.288666667	0.5062325	0.855005634	0.46646	0.93715
cg16401668	1	48296905	0.42215	0.7835275	0.845301408	0.8183	0.9336875
cg16402758	16	30958190	0.490166667	0.8697325	0.961953521	0.86118	0.963575
cg16402835	1	214531223	0.33215	0.8446325	0.937926761	0.88102	0.947475
cg16404145	6	108984834	0.459633333	0.77489	0.880525352	0.78952	0.9212375
cg16413428	4	6114627	0.498866667	0.891375	0.881128169	0.91136	0.9751625
cg16417308	6	168376251	0.497616667	0.8270425	0.848146479	0.85542	0.9454625
cg16419124	16	2167270	0.4526	0.7298675	0.899021127	0.56736	0.9575625
cg16420308	14	80327885	0.438316667	0.778575	0.894926761	0.75344	0.9217125
cg16433737	12	6950123	0.192283333	0.8115775	0.842157746	0.86894	0.9143875
cg16434098	5	167181836	0.244433333	0.7243625	0.830688732	0.71438	0.9475625
cg16442452	2	7739760	0.191433333	0.8129025	0.942867606	0.86938	0.9590375
cg16443009	7	75864075	0.150833333	0.702045	0.825242254	0.72438	0.9214
cg16444126	3	9987393	0.266516667	0.7094375	0.860070423	0.67032	0.9338875
cg16444909	6	31513229	0.216833333	0.6686025	0.821159155	0.69124	0.94265
cg16446486	10	133929519	0.490866667	0.6209475	0.816338028	0.65196	0.917175
cg16451995	16	8942340	0.395016667	0.720675	0.8186	0.77504	0.9288375
cg16454495	16	1199966	0.362683333	0.7304525	0.803985915	0.65386	0.955225
cg16457675	8	107782577	0.2242	0.7654475	0.840776056	0.77014	0.9250875
cg16457916	16	83968360	0.223816667	0.7138375	0.8529	0.79994	0.9662625
cg16476700	7	2069840	0.451066667	0.871565	0.93941831	0.92968	0.960025
cg16484162	11	8133258	0.116	0.1830275	0.824511268	0.25788	0.9249375
cg16486432	3	52350245	0.35325	0.5168525	0.833339437	0.4787	0.900475
cg16497661	14	103986332	0.1467	0.24835	0.802594366	0.32892	0.9443375
cg16500874	4	1844807	0.2012	0.70122	0.85466338	0.74774	0.9522625
cg16501561	5	55460876	0.355166667	0.284805	0.82043662	0.35446	0.9378125
cg16518145	10	29164942	0.128716667	0.489225	0.84826338	0.53432	0.95805
cg16519433	10	3143596	0.212533333	0.8058625	0.960405634	0.81108	0.9672875
cg16521633	19	11142255	0.2885	0.778565	0.89493662	0.82038	0.939625
cg16526755	6	34569886	0.20995	0.57568	0.900691549	0.59396	0.955825
cg16527371	6	72924967	0.3149	0.83147	0.898933803	0.88248	0.9319125
cg16531181	10	130185387	0.158466667	0.7790625	0.819464789	0.84818	0.901225
cg16532223	1	6542083	0.3911	0.837885	0.877908451	0.88762	0.9267375
cg16536399	18	77230665	0.363633333	0.8435025	0.85175493	0.86588	0.9707
cg16541869	11	68433177	0.44685	0.8178425	0.892221127	0.83678	0.9052
cg16541998	13	112331901	0.250233333	0.59482	0.828492958	0.57188	0.927925
cg16550500	14	51556555	0.271033333	0.557255	0.892228169	0.52608	0.9253125
cg16557698	1	37513490	0.186833333	0.6296975	0.824432394	0.58914	0.9252875
cg16564828	13	113660298	0.343133333	0.6791	0.894290141	0.56394	0.948725
cg16567723	13	114202683	0.075983333	0.3514	0.852901408	0.2937	0.9499875
cg16568256	17	72400209	0.181	0.4465775	0.839052113	0.523	0.9601375
cg16571836	15	90579809	0.183133333	0.3788275	0.85081831	0.51074	0.9212125
cg16572600	11	64617631	0.2912	0.8118875	0.858090141	0.87156	0.9332125
cg16575461	1	2225107	0.230733333	0.8096425	0.92461831	0.8368	0.954075
cg16577595	11	17402841	0.1849	0.665695	0.816646479	0.68008	0.91165
cg16577665	1	119702694	0.471116667	0.5197225	0.833678873	0.54764	0.9233125
cg16578825	13	112786727	0.415416667	0.7490925	0.855908451	0.73354	0.9307625
cg16579981	1	221483644	0.258333333	0.6580925	0.842752113	0.7557	0.9461
cg16581075	7	102113508	0.235233333	0.7714375	0.920949296	0.80324	0.959675
cg16581738	7	705693	0.289783333	0.371675	0.847919718	0.32278	0.9772125
cg16587006	16	1726892	0.484733333	0.75422	0.899653521	0.75784	0.9164875
cg16593628	4	26088226	0.358683333	0.8083675	0.813895775	0.83716	0.9517875
cg16596103	2	233749413	0.409066667	0.6150175	0.861595775	0.56242	0.964
cg16597537	22	20252617	0.182133333	0.33011	0.873559155	0.44474	0.915325
cg16600501	19	15083842	0.250016667	0.755135	0.926887324	0.68456	0.9228875
cg16612876	17	650566	0.374733333	0.8151075	0.889498592	0.86954	0.936325
cg16612926	12	57601671	0.30835	0.61461	0.887422535	0.59756	0.95565
cg16613233	16	84604908	0.266633333	0.7951175	0.894888732	0.8569	0.9533125
cg16613990	16	89982618	0.1959	0.4761275	0.908507042	0.60958	0.9716875
cg16616765	2	197456534	0.150283333	0.2634425	0.808067606	0.35348	0.9089625
cg16618141	12	122839820	0.179183333	0.6599925	0.848857746	0.58388	0.9244375
cg16623153	19	18798504	0.22955	0.771735	0.827374648	0.85044	0.916825
cg16627236	10	134420036	0.400483333	0.3600425	0.814332394	0.41204	0.9206
cg16632636	17	38213364	0.174283333	0.70031	0.884594366	0.78746	0.9335375
cg16634055	5	106709289	0.189566667	0.7526775	0.915188732	0.7764	0.97675
cg16638558	16	87377314	0.329566667	0.7718725	0.883395775	0.79928	0.926425
cg16645705	13	111881218	0.42965	0.5667525	0.83214507	0.59666	0.9347875
cg16649577	8	11646810	0.286866667	0.79492	0.894071831	0.84966	0.9259625
cg16651286	16	72233895	0.345733333	0.6128225	0.852370423	0.54406	0.9379375
cg16652521	2	205303100	0.32595	0.6027025	0.863497183	0.70624	0.9100625
cg16662250	11	45073847	0.23605	0.80416	0.904959155	0.86496	0.9631375
cg16668397	16	87720712	0.207983333	0.7121875	0.833360563	0.70166	0.95915
cg16673198	3	131754273	0.483716667	0.7660625	0.859484507	0.71506	0.9147
cg16674116	11	1319689	0.322516667	0.68144	0.821788732	0.59906	0.903925
cg16677647	16	67750395	0.261766667	0.7361975	0.820319718	0.73628	0.9206625
cg16682693	1	65524210	0.19975	0.5943375	0.888190141	0.72408	0.966725
cg16683414	22	21354248	0.344966667	0.6850925	0.870261972	0.69582	0.93965
cg16694007	17	53638692	0.2179	0.5386625	0.85553662	0.66526	0.914675
