"cereb_average" "all_brain_average" "other_brain_avg" "pref_average" "leuk_average" "white_matter" "chr" "start" "X.Sample_geo_accession"
"268305" 0.26225 0.248485 0.84530253164557 0.32734 0.950625 0.189984210526316 "10" 2815547 "cg07735920"
"268543" 0.6009 0.471785 0.801929113924051 0.47296 0.9368375 0.446115789473684 "10" 3280494 "cg04678570"
"268552" 0.560816666666667 0.33978 0.8974 0.34642 0.941375 0.267994736842105 "10" 3283566 "cg18384190"
"268554" 0.445183333333333 0.2593775 0.930716455696203 0.32288 0.964225 0.155857894736842 "10" 3283847 "cg11630169"
"268555" 0.412483333333333 0.196905 0.911650632911392 0.23804 0.94675 0.0925210526315789 "10" 3283887 "cg09787504"
"268556" 0.403066666666667 0.218805 0.847491139240506 0.24846 0.9006625 0.151231578947368 "10" 3283946 "cg20244327"
"268565" 0.62925 0.40096 0.881460759493671 0.41078 0.911325 0.323968421052632 "10" 3313224 "cg07694424"
"268566" 0.682933333333333 0.436605 0.930472151898734 0.4202 0.9205375 0.372447368421053 "10" 3313279 "cg02464979"
"268567" 0.687883333333333 0.4138725 0.938401265822785 0.44312 0.92325 0.299094736842105 "10" 3313302 "cg13793681"
"268613" 0.8324 0.440405 0.81029746835443 0.48224 0.9642125 0.282489473684211 "10" 3441404 "cg05664352"
"268619" 0.551533333333333 0.445745 0.856237974683544 0.55048 0.9178 0.321073684210526 "10" 3448994 "cg07117402"
"269120" 0.760266666666667 0.537955 0.851727848101266 0.56878 0.9235 0.439936842105263 "10" 5805942 "cg06805642"
"269181" 0.3106 0.3897175 0.836393670886076 0.5528 0.9714375 0.283310526315789 "10" 5969457 "cg10610648"
"269289" 0.155366666666667 0.297485 0.828105063291139 0.42944 0.9600625 0.2269 "10" 6216350 "cg08500510"
"269290" 0.173766666666667 0.3205375 0.844020253164557 0.43712 0.9559 0.250452631578947 "10" 6216434 "cg03124510"
"269342" 0.423033333333333 0.49034 0.856421518987342 0.51534 0.957725 0.4802 "10" 6275077 "cg00373371"
"269512" 0.171016666666667 0.17402 0.838343037974684 0.29888 0.910025 0.0549894736842105 "10" 7486981 "cg09137125"
"269927" 0.1145 0.2607225 0.821346835443038 0.32182 0.9596 0.282294736842105 "10" 11047354 "cg11172629"
"269928" 0.196716666666667 0.326875 0.837951898734177 0.4033 0.938525 0.337963157894737 "10" 11047368 "cg09052548"
"269930" 0.169683333333333 0.310435 0.815511392405063 0.38312 0.9249875 0.319084210526316 "10" 11047586 "cg11085304"
"270009" 0.862316666666667 0.430445 0.925696202531646 0.4246 0.9281 0.302231578947368 "10" 11342742 "cg15370982"
"270069" 0.8275 0.5112025 0.803616455696203 0.60294 0.9005875 0.355752631578947 "10" 11574303 "cg06528737"
"270965" 0.631533333333333 0.37889 0.803384810126582 0.41422 0.95025 0.281215789473684 "10" 15410179 "cg16923137"
"271081" 0.763916666666667 0.49734 0.870345569620253 0.5348 0.92705 0.378610526315789 "10" 16570110 "cg07990022"
"271126" 0.404816666666667 0.319665 0.830640506329114 0.42522 0.9540625 0.202178947368421 "10" 17028480 "cg17436460"
"271452" 0.753666666666667 0.5249325 0.893718604651163 0.63788 0.91965 0.365042105263158 "10" 20295880 "cg02536263"
"271480" 0.888666666666667 0.5476925 0.848387341772152 0.63432 0.9319625 0.371847368421053 "10" 21250957 "cg19864972"
"271488" 0.272083333333333 0.3910475 0.857479746835443 0.42196 0.9019375 0.394357894736842 "10" 21434654 "cg13613456"
"271514" 0.757433333333333 0.502305 0.857507594936709 0.48236 0.9332125 0.445794736842105 "10" 21551074 "cg16203758"
"271529" 0.794116666666667 0.5284425 0.893996202531646 0.6241 0.9060875 0.363468421052632 "10" 21677027 "cg20160035"
"271603" 0.4938 0.4014175 0.8181 0.46232 0.93835 0.350552631578947 "10" 21810105 "cg00889599"
"271835" 0.87895 0.5159525 0.831598734177215 0.62398 0.933575 0.323094736842105 "10" 22882894 "cg03473087"
"271837" 0.881133333333333 0.5863775 0.89329746835443 0.62388 0.9363625 0.446594736842105 "10" 22893655 "cg14588598"
"271842" 0.8229 0.57343 0.878715189873418 0.65306 0.9291875 0.428752631578947 "10" 22911577 "cg25050566"
"271843" 0.8391 0.5553275 0.867735443037975 0.65374 0.94365 0.383310526315789 "10" 22911629 "cg07701530"
"271864" 0.88855 0.6044575 0.917601265822785 0.66906 0.954125 0.455878947368421 "10" 22992381 "cg03100686"
"272714" 0.259283333333333 0.3628475 0.862979746835443 0.50472 0.9484625 0.270089473684211 "10" 29186582 "cg25081552"
"273744" 0.890283333333333 0.45596 0.812245569620253 0.40154 0.9403 0.361347368421053 "10" 35698554 "cg07740894"
"273829" 0.81705 0.4716075 0.835167088607595 0.48024 0.92545 0.357578947368421 "10" 36238934 "cg23341089"
"274789" 0.854966666666667 0.461685 0.901049367088608 0.53512 0.9663125 0.274563157894737 "10" 45481854 "cg01072936"
"275305" 0.80585 0.5298875 0.833016455696203 0.59628 0.9653125 0.375515789473684 "10" 49608952 "cg19612574"
"275311" 0.838 0.5467375 0.872727848101266 0.57884 0.9033875 0.424868421052632 "10" 49642969 "cg26830985"
"275355" 0.853666666666667 0.42198 0.810939240506329 0.44056 0.9576625 0.261505263157895 "10" 49734874 "cg25728206"
"275577" 0.1424 0.334355 0.893748101265823 0.50636 0.9533125 0.253173684210526 "10" 50732819 "cg18776472"
"275578" 0.202083333333333 0.4460825 0.918870886075949 0.6035 0.971625 0.398289473684211 "10" 50732844 "cg06908739"
"276369" 0.5389 0.4870925 0.901603797468354 0.47456 0.96945 0.482 "10" 61470282 "cg00219151"
"276420" 0.176533333333333 0.38634 0.821510126582279 0.50128 0.9672125 0.370910526315789 "10" 61946556 "cg15087178"
"276444" 0.179833333333333 0.2979075 0.844406329113924 0.37008 0.9121 0.277726315789474 "10" 62148959 "cg22150335"
"276447" 0.137083333333333 0.244605 0.842746835443038 0.31416 0.9044125 0.224989473684211 "10" 62149642 "cg26607103"
"276448" 0.158016666666667 0.289905 0.913094936708861 0.37418 0.9592 0.255163157894737 "10" 62150359 "cg03139691"
"276655" 0.894683333333333 0.5359075 0.844081012658228 0.49806 0.954875 0.440184210526316 "10" 63740403 "cg12616691"
"276712" 0.30435 0.278315 0.829401265822785 0.32808 0.9123375 0.227905263157895 "10" 64133406 "cg07305719"
"276726" 0.61005 0.408755 0.878572151898734 0.4331 0.93975 0.326915789473684 "10" 64136038 "cg02712553"
"276858" 0.38645 0.4865275 0.83903670886076 0.61386 0.9260875 0.405921052631579 "10" 65125687 "cg26055718"
"276903" 0.35825 0.405075 0.807387341772152 0.49464 0.9172875 0.332236842105263 "10" 65351566 "cg02276361"
"277257" 0.110066666666667 0.2593375 0.818584810126582 0.31924 0.968525 0.263347368421053 "10" 70362422 "cg01093854"
"277258" 0.867383333333333 0.6044525 0.909521518987342 0.70666 0.953575 0.446531578947368 "10" 70426930 "cg27426824"
"277281" 0.84605 0.493235 0.866573417721519 0.57248 0.9532 0.323989473684211 "10" 70515244 "cg02473439"
"277518" 0.602683333333333 0.4865125 0.800281012658228 0.58124 0.9105375 0.373268421052632 "10" 71228077 "cg08851181"
"277833" 0.778033333333333 0.4647925 0.876672151898734 0.46554 0.9421 0.352510526315789 "10" 72191804 "cg06016645"
"277937" 0.5363 0.5091275 0.806635443037975 0.53174 0.941275 0.472315789473684 "10" 72454026 "cg14557288"
"278262" 0.836366666666667 0.492485 0.861920253164557 0.49632 0.92625 0.379868421052632 "10" 73729916 "cg19698242"
"278274" 0.81605 0.56652 0.805975949367089 0.57346 0.924375 0.478736842105263 "10" 73770523 "cg20048045"
"278275" 0.831616666666667 0.46989 0.814339240506329 0.584 0.931475 0.269563157894737 "10" 73777304 "cg20599420"
"278636" 0.827716666666667 0.3649425 0.846863291139241 0.38504 0.917175 0.199473684210526 "10" 75313138 "cg16193203"
"278653" 0.7902 0.5189125 0.879351898734177 0.59812 0.959725 0.371031578947368 "10" 75387470 "cg18704363"
"278673" 0.870983333333333 0.575795 0.820916455696203 0.6043 0.939075 0.461436842105263 "10" 75411098 "cg25736617"
"279154" 0.738483333333333 0.5412325 0.820735443037975 0.51242 0.941425 0.4825 "10" 77165750 "cg10642548"
"279155" 0.76355 0.489165 0.832711392405063 0.6024 0.9348125 0.289110526315789 "10" 77166172 "cg24677093"
"279156" 0.642966666666667 0.4088975 0.815805063291139 0.48016 0.9375 0.258631578947368 "10" 77166318 "cg15488978"
"279157" 0.740733333333333 0.5066875 0.858440506329114 0.4929 0.955625 0.425868421052632 "10" 77166684 "cg05330121"
"279260" 0.8065 0.524785 0.865637974683544 0.57832 0.923425 0.407805263157895 "10" 78283676 "cg23966017"
"279359" 0.883766666666667 0.49491 0.897275949367089 0.58776 0.9584625 0.297157894736842 "10" 79256840 "cg09837995"
"279509" 0.812416666666667 0.546905 0.872036708860759 0.55776 0.9668125 0.465494736842105 "10" 79798897 "cg05181927"
"279522" 0.833083333333333 0.3895825 0.973039743589744 0.3872 0.974325 0.225094736842105 "10" 79936959 "cg10809560"
"279523" 0.73995 0.363105 0.899824050632911 0.35468 0.959225 0.230778947368421 "10" 79937002 "cg15602037"
"279524" 0.762033333333333 0.3320225 0.879167088607595 0.31468 0.9217625 0.191157894736842 "10" 79937095 "cg26109030"
"279605" 0.89005 0.5179225 0.866910126582279 0.59754 0.9220375 0.352221052631579 "10" 80477516 "cg03627738"
"279783" 0.843566666666667 0.6028975 0.930969230769231 0.65706 0.9476 0.4843 "10" 81075467 "cg03707696"
"279784" 0.872666666666667 0.5602425 0.93146835443038 0.63292 0.9534 0.411342105263158 "10" 81075478 "cg13676902"
"279785" 0.827516666666667 0.554755 0.83870253164557 0.61728 0.9180875 0.430189473684211 "10" 81075492 "cg26300785"
"279917" 0.294683333333333 0.483725 0.818111392405063 0.57732 0.9485125 0.462510526315789 "10" 81697500 "cg27501293"
"280420" 0.418716666666667 0.419285 0.851307594936709 0.53586 0.9438 0.317789473684211 "10" 87676527 "cg06979680"
"280812" 0.6674 0.5246625 0.825278481012658 0.57414 0.930125 0.4582 "10" 89504155 "cg16682935"
"281395" 0.686433333333333 0.4774825 0.852658227848101 0.59792 0.917975 0.327821052631579 "10" 92984646 "cg00393283"
"281788" 0.417183333333333 0.376875 0.817512658227848 0.47584 0.9501125 0.288747368421053 "10" 94883021 "cg00425843"
"282191" 0.669383333333333 0.39738 0.862539240506329 0.46384 0.92755 0.264563157894737 "10" 97182445 "cg16004767"
"282386" 0.84185 0.50532 0.834340506329114 0.59892 0.9038125 0.303494736842105 "10" 98098271 "cg13444670"
"282391" 0.825583333333333 0.4748475 0.840981012658228 0.57554 0.9008875 0.285110526315789 "10" 98119151 "cg08597682"
"282523" 0.829183333333333 0.540955 0.858784810126582 0.51678 0.9226375 0.467210526315789 "10" 98799272 "cg12177407"
"282762" 0.608333333333333 0.463745 0.897788607594937 0.58568 0.9438125 0.312489473684211 "10" 99349395 "cg08571020"
"283176" 0.568733333333333 0.46761 0.809425316455696 0.46126 0.941025 0.464068421052632 "10" 101284950 "cg08956474"
"283829" 0.288533333333333 0.43812 0.940412658227848 0.60884 0.97115 0.377010526315789 "10" 102766386 "cg02009103"
"283830" 0.329516666666667 0.4532925 0.853088607594937 0.62588 0.906475 0.349094736842105 "10" 102766458 "cg18360825"
"284196" 0.17715 0.3401275 0.804288607594937 0.51398 0.94275 0.247147368421053 "10" 103406305 "cg27371456"
"284215" 0.6113 0.3356325 0.831107594936709 0.47484 0.9398875 0.140757894736842 "10" 103509326 "cg16210719"
"284458" 0.891216666666667 0.4787975 0.841882278481013 0.55498 0.9521875 0.298452631578947 "10" 104060662 "cg23557746"
"285333" 0.777083333333333 0.413815 0.841330379746835 0.45714 0.9273875 0.2717 "10" 106426210 "cg15989318"
"285381" 0.3084 0.3144725 0.806774683544304 0.40066 0.9008125 0.255352631578947 "10" 108576571 "cg12848417"
"285502" 0.770566666666667 0.3506325 0.848798734177215 0.35568 0.95825 0.225557894736842 "10" 111728983 "cg10646968"
"285527" 0.643783333333333 0.528585 0.816748101265823 0.57736 0.9147875 0.433378947368421 "10" 111842681 "cg14742187"
"285862" 0.846966666666667 0.42241 0.815708860759494 0.48978 0.911675 0.250578947368421 "10" 114038999 "cg23513453"
"285955" 0.6132 0.4692325 0.82726582278481 0.54226 0.93575 0.359715789473684 "10" 114536223 "cg03530074"
"286062" 0.376816666666667 0.45876 0.87143164556962 0.49938 0.93825 0.447984210526316 "10" 114910849 "cg12262181"
"286085" 0.837766666666667 0.5166625 0.894888607594937 0.55038 0.9341 0.379652631578947 "10" 115069483 "cg13974894"
"286627" 0.893566666666667 0.504565 0.87000253164557 0.5623 0.965475 0.330321052631579 "10" 118563110 "cg11904435"
"286628" 0.87345 0.498365 0.831539240506329 0.5557 0.9468875 0.340531578947368 "10" 118563175 "cg22708630"
"286986" 0.8047 0.4237225 0.804581012658228 0.4206 0.92505 0.307278947368421 "10" 119867973 "cg08308801"
"287223" 0.126383333333333 0.435775 0.847407594936709 0.47912 0.9603 0.4792 "10" 121138105 "cg24919753"
"287269" 0.907766666666667 0.5596 0.883472151898734 0.58352 0.9306375 0.434242105263158 "10" 121265893 "cg09872088"
"287492" 0.832783333333333 0.4704575 0.804156962025317 0.5217 0.96675 0.300889473684211 "10" 122705955 "cg05461734"
"287517" 0.791783333333333 0.5284225 0.845177215189873 0.59484 0.943775 0.392421052631579 "10" 122864146 "cg15663412"
"287524" 0.88115 0.5350125 0.884326582278481 0.62788 0.9673625 0.344205263157895 "10" 122980874 "cg12458020"
"287574" 0.649033333333333 0.5439975 0.846630379746835 0.58924 0.9580375 0.477773684210526 "10" 123353465 "cg00730832"
"288428" 0.766366666666667 0.57521 0.857439240506329 0.63612 0.9188875 0.457857894736842 "10" 126281464 "cg09690597"
"288473" 0.723316666666667 0.430885 0.910459493670886 0.4664 0.94105 0.307915789473684 "10" 126331909 "cg12466037"
"288474" 0.28275 0.30272 0.873006329113924 0.39316 0.9214375 0.240289473684211 "10" 126332072 "cg00341191"
"288492" 0.623716666666667 0.3817975 0.802496202531646 0.48232 0.9343625 0.227389473684211 "10" 126376113 "cg24377826"
"288778" 0.846533333333333 0.6002575 0.830354430379747 0.62338 0.9402875 0.498415789473684 "10" 127465013 "cg04358037"
"288964" 0.248516666666667 0.3041075 0.859564556962025 0.34532 0.920725 0.255668421052632 "10" 128275008 "cg14115325"
"288965" 0.31885 0.4056175 0.84426582278481 0.40496 0.940575 0.403373684210526 "10" 128275034 "cg08650132"
"288967" 0.884166666666667 0.4641625 0.854863291139241 0.51252 0.9532375 0.283778947368421 "10" 128359014 "cg19403610"
"289022" 0.287116666666667 0.3619825 0.850430379746835 0.50618 0.9583125 0.266805263157895 "10" 128945079 "cg03397442"
"289078" 0.629366666666667 0.4659575 0.857006329113924 0.53198 0.9125375 0.348205263157895 "10" 129194434 "cg10180050"
"289173" 0.595383333333333 0.36801 0.827154430379747 0.42896 0.9352125 0.2258 "10" 129733373 "cg20162240"
"289181" 0.75685 0.3723425 0.823859493670886 0.34708 0.9266 0.279810526315789 "10" 129796199 "cg15621651"
"289463" 0.156116666666667 0.394715384615385 0.816653164556962 0.45504 0.9310625 0.440133333333333 "10" 130854436 "cg19149132"
"289497" 0.486683333333333 0.4592975 0.83626582278481 0.44012 0.915025 0.422815789473684 "10" 131151653 "cg11688553"
"289505" 0.6875 0.4759225 0.809672151898734 0.4802 0.9064375 0.403257894736842 "10" 131194523 "cg26843278"
"289616" 0.736566666666667 0.539905 0.848605063291139 0.58934 0.9128 0.449126315789474 "10" 131365343 "cg04436810"
"289699" 0.836183333333333 0.445385 0.881772151898734 0.4718 0.9511625 0.306563157894737 "10" 131560390 "cg25145165"
"289700" 0.859883333333333 0.5104875 0.891543037974684 0.5573 0.923425 0.366231578947368 "10" 131560421 "cg05972792"
"289783" 0.870783333333333 0.47931 0.866187341772152 0.48578 0.90025 0.381178947368421 "10" 131642886 "cg23472379"
"289784" 0.900033333333333 0.512025 0.895381012658228 0.49466 0.9589 0.415968421052632 "10" 131642913 "cg27273310"
"289858" 0.288033333333333 0.36005 0.910084810126582 0.45918 0.9577 0.300994736842105 "10" 131694689 "cg26275858"
"289865" 0.7469 0.5548175 0.820696202531646 0.6035 0.9001 0.448536842105263 "10" 131697669 "cg08434399"
"289878" 0.866433333333333 0.53739 0.85436329113924 0.51996 0.9057375 0.431821052631579 "10" 131731569 "cg17295910"
"290197" 0.826833333333333 0.5215925 0.865543037974684 0.54016 0.9437 0.403705263157895 "10" 132907652 "cg18006379"
"290198" 0.547266666666667 0.4616325 0.835060759493671 0.48666 0.926825 0.4134 "10" 132907864 "cg18876201"
"290578" 0.36275 0.469475 0.829319230769231 0.49576 0.9404875 0.478678947368421 "10" 133809855 "cg06411987"
"290627" 0.918466666666667 0.5346675 0.945816455696203 0.57162 0.953025 0.383510526315789 "10" 133878016 "cg12470014"
"290636" 0.451216666666667 0.47517 0.925041772151899 0.4864 0.9578125 0.478931578947368 "10" 133880542 "cg20296404"
"290859" 0.828666666666667 0.4091425 0.834737974683544 0.4499 0.9357 0.243378947368421 "10" 134058741 "cg13554136"
"290860" 0.7418 0.398575 0.856196202531646 0.437 0.9469625 0.258726315789474 "10" 134058796 "cg10084213"
"290909" 0.190266666666667 0.48104 0.816586075949367 0.5796 0.9243875 0.499226315789474 "10" 134106565 "cg11443683"
"291067" 0.8333 0.5231975 0.866454430379747 0.51524 0.9536125 0.453231578947368 "10" 134246620 "cg16809293"
"291228" 0.400483333333333 0.3600425 0.80703417721519 0.41204 0.9206 0.289584210526316 "10" 134420036 "cg16627236"
"291229" 0.2834 0.328705 0.831070886075949 0.42472 0.9672125 0.248189473684211 "10" 134420183 "cg07249433"
"291230" 0.3252 0.3394625 0.852945569620253 0.43068 0.9712875 0.257042105263158 "10" 134420208 "cg11740348"
"291256" 0.646583333333333 0.51105 0.880486075949367 0.50292 0.918275 0.463242105263158 "10" 134451258 "cg08277036"
"291277" 0.88195 0.57021 0.918344303797468 0.63234 0.96435 0.413542105263158 "10" 134462831 "cg12499572"
"291278" 0.858766666666667 0.571275 0.885646835443038 0.64502 0.9576125 0.420831578947368 "10" 134462849 "cg13582959"
"291306" 0.159116666666667 0.3647 0.882517721518987 0.5297 0.9274 0.322126315789474 "10" 134491331 "cg25745246"
"291308" 0.188233333333333 0.4096725 0.816794936708861 0.493 0.9233625 0.424315789473684 "10" 134491593 "cg16829244"
"291316" 0.716416666666667 0.38995 0.802788607594937 0.44946 0.9658125 0.224373684210526 "10" 134499266 "cg19649172"
"291317" 0.89215 0.4524525 0.889740506329114 0.50772 0.96285 0.261094736842105 "10" 134499364 "cg02836764"
"291350" 0.864783333333333 0.5248825 0.909235443037975 0.58316 0.9618625 0.360910526315789 "10" 134522043 "cg22603352"
"291353" 0.6473 0.3693975 0.838118987341772 0.37152 0.9281125 0.258694736842105 "10" 134527606 "cg02676262"
"291355" 0.72265 0.4612125 0.876672151898734 0.48818 0.9702875 0.346289473684211 "10" 134527922 "cg14305701"
"291358" 0.7721 0.448045 0.901870886075949 0.49944 0.9304625 0.293042105263158 "10" 134529052 "cg10406360"
"291415" 0.613766666666667 0.4793875 0.896016455696202 0.5638 0.9548375 0.368636842105263 "10" 134551796 "cg17545805"
"291417" 0.271683333333333 0.27953 0.923620253164557 0.36644 0.9383 0.190163157894737 "10" 134552168 "cg05760937"
"291478" 0.557 0.4096625 0.822155696202532 0.47866 0.93605 0.321663157894737 "10" 134578999 "cg27297192"
"291495" 0.737833333333333 0.54393 0.82743164556962 0.59338 0.9529 0.431836842105263 "10" 134587811 "cg12417955"
"291609" 0.488866666666667 0.457315 0.851779746835443 0.5382 0.91025 0.365894736842105 "10" 134630615 "cg15480200"
"291610" 0.6731 0.45847 0.919788607594937 0.53326 0.9221 0.309378947368421 "10" 134630642 "cg06473608"
"292675" 0.546166666666667 0.5393475 0.889592405063291 0.61094 0.9187625 0.472836842105263 "10" 135193666 "cg05296940"
"292676" 0.592066666666667 0.525725 0.914741772151899 0.601 0.9384 0.444010526315789 "10" 135193704 "cg27216969"
"293295" 0.677383333333333 0.4959175 0.857507594936709 0.54982 0.912725 0.393684210526316 "11" 495007 "cg06678137"
"293296" 0.737766666666667 0.555775 0.889455696202532 0.60112 0.9161125 0.473357894736842 "11" 495069 "cg03934478"
"293479" 0.824416666666667 0.4323675 0.84803417721519 0.48436 0.90275 0.262373684210526 "11" 605147 "cg22315746"
"293910" 0.700916666666667 0.6084675 0.933332051282051 0.70648 0.9223625 0.494173684210526 "11" 889148 "cg10580341"
"294366" 0.16445 0.3953 0.80270253164557 0.38378 0.90405 0.476278947368421 "11" 1297558 "cg26779330"
"294438" 0.10055 0.38348 0.824774683544304 0.36152 0.952175 0.490331578947368 "11" 1321929 "cg24874557"
"294634" 0.106333333333333 0.34077 0.918458227848101 0.41912 0.9466875 0.350321052631579 "11" 1486341 "cg07737063"
"294663" 0.7373 0.448575 0.966017721518987 0.4712 0.9579875 0.343826315789474 "11" 1510644 "cg22979615"
"294665" 0.83715 0.496585 0.967259493670886 0.49798 0.9561375 0.403057894736842 "11" 1510747 "cg24803059"
"295600" 0.55755 0.44006 0.807932911392405 0.56274 0.9371625 0.312210526315789 "11" 2298468 "cg04571951"
"295658" 0.874016666666667 0.5151225 0.934072151898734 0.55906 0.93855 0.365010526315789 "11" 2349510 "cg21193639"
"295966" 0.4052 0.4258025 0.808744303797468 0.44748 0.928 0.3313 "11" 2571399 "cg09197492"
"295968" 0.471983333333333 0.4608725 0.804555696202532 0.43648 0.962075 0.3921 "11" 2571525 "cg09390414"
"295984" 0.4687 0.498065 0.813277215189873 0.54008 0.93985 0.459652631578947 "11" 2596300 "cg06047778"
"295985" 0.675166666666667 0.5164125 0.859740506329114 0.63164 0.9547875 0.371842105263158 "11" 2596416 "cg06960356"
"296009" 0.296283333333333 0.3737175 0.835186075949367 0.43552 0.9231 0.345042105263158 "11" 2612825 "cg21695475"
"296035" 0.774833333333333 0.470305 0.840267088607595 0.56662 0.9130375 0.292615789473684 "11" 2697109 "cg17402907"
"296102" 0.865016666666667 0.547365 0.911172151898734 0.58564 0.9628875 0.413126315789474 "11" 2753950 "cg04907802"
"296177" 0.263833333333333 0.3685575 0.860156962025316 0.41624 0.9646625 0.360247368421053 "11" 2871856 "cg03135023"
"296403" 0.854433333333333 0.5567775 0.916345569620253 0.63342 0.9622125 0.405968421052632 "11" 2985721 "cg26350143"
"296804" 0.88635 0.567785 0.912075949367089 0.663 0.9477625 0.387836842105263 "11" 3848503 "cg14659840"
"296853" 0.362033333333333 0.308445 0.805086075949367 0.3943 0.9476 0.227963157894737 "11" 4010737 "cg20858454"
"297549" 0.178466666666667 0.3377375 0.825289873417722 0.47554 0.9128375 0.274515789473684 "11" 6648675 "cg23173301"
"297772" 0.662883333333333 0.4754225 0.846425316455696 0.50486 0.930225 0.397384210526316 "11" 7689017 "cg15290965"
"297906" 0.116 0.1830275 0.80403417721519 0.25788 0.9249375 0.150863157894737 "11" 8133258 "cg16484162"
"298244" 0.859133333333333 0.53059 0.899353164556962 0.59408 0.9341 0.370036842105263 "11" 9283463 "cg11217654"
"298272" 0.465933333333333 0.447585 0.846260759493671 0.43956 0.9544625 0.425084210526316 "11" 9337659 "cg03032122"
"298404" 0.847466666666667 0.482365 0.910770886075949 0.58182 0.93765 0.287052631578947 "11" 9801439 "cg23641797"
"298825" 0.8276 0.509695 0.870075949367089 0.55696 0.9429125 0.368542105263158 "11" 11969590 "cg15045356"
"298880" 0.545033333333333 0.4301225 0.904410126582278 0.52906 0.9613 0.296115789473684 "11" 12114609 "cg19771350"
"299070" 0.6212 0.415441025641026 0.853063291139241 0.47734 0.945925 0.265361111111111 "11" 12935897 "cg15805337"
"299576" 0.846266666666667 0.4769275 0.870544303797468 0.55546 0.9468875 0.296847368421053 "11" 16424935 "cg14213563"
"301371" 0.742433333333333 0.5676675 0.822232911392405 0.6015 0.9360375 0.480247368421053 "11" 31443409 "cg05098125"
"301569" 0.88395 0.5801975 0.868105063291139 0.6201 0.9462625 0.459352631578947 "11" 32122687 "cg06483739"
"301763" 0.842033333333333 0.51699 0.868650632911392 0.59576 0.9390625 0.343747368421053 "11" 33049259 "cg09231673"
"302175" 0.865283333333333 0.5056 0.840626582278481 0.59096 0.9125 0.330957894736842 "11" 34847603 "cg03787088"
"302407" 0.8282 0.44821 0.837686075949367 0.5203 0.9151375 0.274184210526316 "11" 36023494 "cg17037611"
"302461" 0.859566666666667 0.5371125 0.897756962025316 0.62008 0.9165125 0.366631578947368 "11" 36317889 "cg26555614"
"302477" 0.9055 0.61704 0.918041772151899 0.7044 0.965875 0.439594736842105 "11" 36403308 "cg25980676"
"302478" 0.856016666666667 0.6191075 0.830261538461538 0.67002 0.90395 0.499810526315789 "11" 36407169 "cg16522885"
"302826" 0.807183333333333 0.5208925 0.885927848101266 0.61816 0.9431625 0.333936842105263 "11" 43917358 "cg25274540"
"302827" 0.8099 0.468645 0.86183164556962 0.5375 0.906575 0.292157894736842 "11" 43917617 "cg24817205"
"303208" 0.842166666666667 0.36484 0.856927848101266 0.39402 0.9345375 0.202294736842105 "11" 45109122 "cg02674693"
"303284" 0.771433333333333 0.5139625 0.861345569620253 0.48616 0.9257375 0.455752631578947 "11" 45373299 "cg06233517"
"303548" 0.86395 0.4855075 0.893210126582278 0.5112 0.937025 0.345589473684211 "11" 45924434 "cg05853788"
"303799" 0.56245 0.504095 0.821955696202532 0.59354 0.9402875 0.405347368421053 "11" 46457992 "cg19784401"
"303911" 0.811 0.555775 0.877545569620253 0.5607 0.931825 0.462231578947368 "11" 46784979 "cg26819861"
"303972" 0.850666666666667 0.5691275 0.878058227848101 0.62722 0.9313125 0.432552631578947 "11" 47042656 "cg24787865"
"303992" 0.46405 0.4752275 0.853151898734177 0.49056 0.945125 0.460236842105263 "11" 47194031 "cg16733769"
"305279" 0.589916666666667 0.516755 0.804940506329114 0.62542 0.9560125 0.406126315789474 "11" 58361664 "cg08325842"
"305287" 0.878033333333333 0.593625 0.866891139240506 0.64258 0.955125 0.462068421052632 "11" 58390088 "cg05921232"
"306266" 0.868716666666667 0.534 0.908945569620253 0.57184 0.9343125 0.392742105263158 "11" 61522807 "cg06137032"
"306273" 0.886366666666667 0.61975 0.912173417721519 0.6807 0.9124375 0.485984210526316 "11" 61525711 "cg01825921"
"306399" 0.7735 0.470295 0.871850632911392 0.53428 0.9173625 0.310063157894737 "11" 61717766 "cg11562596"
"306566" 0.218583333333333 0.3783725 0.840927848101266 0.50214 0.91505 0.324594736842105 "11" 62255850 "cg11480534"
"306634" 0.659166666666667 0.3733125 0.85686835443038 0.4632 0.940025 0.211473684210526 "11" 62360527 "cg06798749"
"306800" 0.114083333333333 0.3717425 0.882753164556962 0.34144 0.9492 0.475289473684211 "11" 62474910 "cg20342105"
"307386" 0.302433333333333 0.434395 0.915312658227848 0.50826 0.916025 0.402678947368421 "11" 63821400 "cg06767142"
"307398" 0.919516666666667 0.5962225 0.948756962025316 0.59642 0.9835625 0.483210526315789 "11" 63839479 "cg09705456"
"307399" 0.8129 0.51231 0.856696202531646 0.5192 0.967525 0.401557894736842 "11" 63839511 "cg27456707"
"307815" 0.156383333333333 0.3863375 0.827296202531646 0.38386 0.9295375 0.468178947368421 "11" 64140424 "cg05888643"
"308676" 0.8907 0.531045 0.887625316455696 0.6417 0.9427125 0.337263157894737 "11" 65226726 "cg11746048"
"309775" 0.491966666666667 0.5118 0.892678481012658 0.69032 0.96285 0.392463157894737 "11" 66410998 "cg05676622"
"311012" 0.403366666666667 0.4019925 0.800053164556962 0.38392 0.9557375 0.400894736842105 "11" 68427020 "cg14879279"
"311282" 0.15315 0.293805 0.820737974683544 0.42094 0.9393875 0.238121052631579 "11" 68842998 "cg26828599"
