chr,start,end,cereb_average,all_brain_average,other_brain_avg,pref_average,leuk_average,white_matter,temporal,X.Sample_geo_accession
chr10,3313302,3313303,0.687883333,0.4138725,0.938401266,0.44312,0.92325,0.299094737,0.45292,cg13793681
chr10,3441404,3441405,0.8324,0.440405,0.810297468,0.48224,0.9642125,0.282489474,0.48433,cg05664352
chr10,3448994,3448995,0.551533333,0.445745,0.856237975,0.55048,0.9178,0.321073684,0.56678,cg07117402
chr10,5805942,5805943,0.760266667,0.537955,0.851727848,0.56878,0.9235,0.439936842,0.57539,cg06805642
chr10,5969457,5969458,0.3106,0.3897175,0.836393671,0.5528,0.9714375,0.283310526,0.55782,cg10610648
chr10,6216350,6216351,0.155366667,0.297485,0.828105063,0.42944,0.9600625,0.2269,0.45089,cg08500510
chr10,6216434,6216435,0.173766667,0.3205375,0.844020253,0.43712,0.9559,0.250452632,0.48347,cg03124510
chr10,6275077,6275078,0.423033333,0.49034,0.856421519,0.51534,0.957725,0.4802,0.53749,cg00373371
chr10,7486981,7486982,0.171016667,0.17402,0.838343038,0.29888,0.910025,0.054989474,0.33955,cg09137125
chr10,11047354,11047355,0.1145,0.2607225,0.821346835,0.32182,0.9596,0.282294737,0.27692,cg11172629
chr10,11047368,11047369,0.196716667,0.326875,0.837951899,0.4033,0.938525,0.337963158,0.34569,cg09052548
chr10,11047586,11047587,0.169683333,0.310435,0.815511392,0.38312,0.9249875,0.319084211,0.34211,cg11085304
chr10,11342742,11342743,0.862316667,0.430445,0.925696203,0.4246,0.9281,0.302231579,0.41785,cg15370982
chr10,11574303,11574304,0.8275,0.5112025,0.803616456,0.60294,0.9005875,0.355752632,0.57091,cg06528737
chr10,15410179,15410180,0.631533333,0.37889,0.80338481,0.41422,0.95025,0.281215789,0.39522,cg16923137
chr10,16570110,16570111,0.763916667,0.49734,0.87034557,0.5348,0.92705,0.378610526,0.54425,cg07990022
chr10,17028480,17028481,0.404816667,0.319665,0.830640506,0.42522,0.9540625,0.202178947,0.43902,cg17436460
chr10,20295880,20295881,0.753666667,0.5249325,0.893718605,0.63788,0.91965,0.365042105,0.63501,cg02536263
chr10,21250957,21250958,0.888666667,0.5476925,0.848387342,0.63432,0.9319625,0.371847368,0.6339,cg19864972
chr10,21434654,21434655,0.272083333,0.3910475,0.857479747,0.42196,0.9019375,0.394357895,0.44068,cg13613456
chr10,21551074,21551075,0.757433333,0.502305,0.857507595,0.48236,0.9332125,0.445794737,0.46657,cg16203758
chr10,21677027,21677028,0.794116667,0.5284425,0.893996203,0.6241,0.9060875,0.363468421,0.63466,cg20160035
chr10,21810105,21810106,0.4938,0.4014175,0.8181,0.46232,0.93835,0.350552632,0.41218,cg00889599
chr10,22882894,22882895,0.87895,0.5159525,0.831598734,0.62398,0.933575,0.323094737,0.61057,cg03473087
chr10,22893655,22893656,0.881133333,0.5863775,0.893297468,0.62388,0.9363625,0.446594737,0.65636,cg14588598
chr10,22911577,22911578,0.8229,0.57343,0.87871519,0.65306,0.9291875,0.428752632,0.65882,cg25050566
chr10,22911629,22911630,0.8391,0.5553275,0.867735443,0.65374,0.94365,0.383310526,0.66269,cg07701530
chr10,22992381,22992382,0.88855,0.6044575,0.917601266,0.66906,0.954125,0.455878947,0.684,cg03100686
chr10,29186582,29186583,0.259283333,0.3628475,0.862979747,0.50472,0.9484625,0.270089474,0.53029,cg25081552
chr10,35698554,35698555,0.890283333,0.45596,0.81224557,0.40154,0.9403,0.361347368,0.40234,cg07740894
chr10,36238934,36238935,0.81705,0.4716075,0.835167089,0.48024,0.92545,0.357578947,0.47668,cg23341089
chr10,45481854,45481855,0.854966667,0.461685,0.901049367,0.53512,0.9663125,0.274563158,0.54453,cg01072936
chr10,49608952,49608953,0.80585,0.5298875,0.833016456,0.59628,0.9653125,0.375515789,0.62442,cg19612574
chr10,49642969,49642970,0.838,0.5467375,0.872727848,0.57884,0.9033875,0.424868421,0.58748,cg26830985
chr10,49734874,49734875,0.853666667,0.42198,0.810939241,0.44056,0.9576625,0.261505263,0.45858,cg25728206
chr10,50732819,50732820,0.1424,0.334355,0.893748101,0.50636,0.9533125,0.253173684,0.51777,cg18776472
chr10,50732844,50732845,0.202083333,0.4460825,0.918870886,0.6035,0.971625,0.398289474,0.60458,cg06908739
chr10,61470282,61470283,0.5389,0.4870925,0.901603797,0.47456,0.96945,0.482,0.47195,cg00219151
chr10,61946556,61946557,0.176533333,0.38634,0.821510127,0.50128,0.9672125,0.370910526,0.48407,cg15087178
chr10,62148959,62148960,0.179833333,0.2979075,0.844406329,0.37008,0.9121,0.277726316,0.37101,cg22150335
chr10,62149642,62149643,0.137083333,0.244605,0.842746835,0.31416,0.9044125,0.224989474,0.31161,cg26607103
chr10,62150359,62150360,0.158016667,0.289905,0.913094937,0.37418,0.9592,0.255163158,0.39291,cg03139691
chr10,63740403,63740404,0.894683333,0.5359075,0.844081013,0.49806,0.954875,0.440184211,0.52144,cg12616691
chr10,64133406,64133407,0.30435,0.278315,0.829401266,0.32808,0.9123375,0.227905263,0.33359,cg07305719
chr10,64136038,64136039,0.61005,0.408755,0.878572152,0.4331,0.93975,0.326915789,0.4313,cg02712553
chr10,65125687,65125688,0.38645,0.4865275,0.839036709,0.61386,0.9260875,0.405921053,0.63606,cg26055718
chr10,65351566,65351567,0.35825,0.405075,0.807387342,0.49464,0.9172875,0.332236842,0.52678,cg02276361
chr10,70362422,70362423,0.110066667,0.2593375,0.81858481,0.31924,0.968525,0.263347368,0.31133,cg01093854
chr10,70426930,70426931,0.867383333,0.6044525,0.909521519,0.70666,0.953575,0.446531579,0.69564,cg27426824
chr10,70515244,70515245,0.84605,0.493235,0.866573418,0.57248,0.9532,0.323989474,0.56349,cg02473439
chr10,71228077,71228078,0.602683333,0.4865125,0.800281013,0.58124,0.9105375,0.373268421,0.58461,cg08851181
chr10,72191804,72191805,0.778033333,0.4647925,0.876672152,0.46554,0.9421,0.352510526,0.48981,cg06016645
chr10,72454026,72454027,0.5363,0.5091275,0.806635443,0.53174,0.941275,0.472315789,0.55146,cg14557288
chr10,73729916,73729917,0.836366667,0.492485,0.861920253,0.49632,0.92625,0.379868421,0.49821,cg19698242
chr10,73770523,73770524,0.81605,0.56652,0.805975949,0.57346,0.924375,0.478736842,0.58012,cg20048045
chr10,73777304,73777305,0.831616667,0.46989,0.814339241,0.584,0.931475,0.269563158,0.57642,cg20599420
chr10,75313138,75313139,0.827716667,0.3649425,0.846863291,0.38504,0.917175,0.199473684,0.39162,cg16193203
chr10,75387470,75387471,0.7902,0.5189125,0.879351899,0.59812,0.959725,0.371031579,0.59751,cg18704363
chr10,75411098,75411099,0.870983333,0.575795,0.820916456,0.6043,0.939075,0.461436842,0.60171,cg25736617
chr10,77165750,77165751,0.738483333,0.5412325,0.820735443,0.51242,0.941425,0.4825,0.54888,cg10642548
chr10,77166172,77166173,0.76355,0.489165,0.832711392,0.6024,0.9348125,0.289110526,0.64802,cg24677093
chr10,77166318,77166319,0.642966667,0.4088975,0.815805063,0.48016,0.9375,0.258631579,0.51833,cg15488978
chr10,77166684,77166685,0.740733333,0.5066875,0.858440506,0.4929,0.955625,0.425868421,0.52671,cg05330121
chr10,78283676,78283677,0.8065,0.524785,0.865637975,0.57832,0.923425,0.407805263,0.55125,cg23966017
chr10,79256840,79256841,0.883766667,0.49491,0.897275949,0.58776,0.9584625,0.297157895,0.5909,cg09837995
chr10,79798897,79798898,0.812416667,0.546905,0.872036709,0.55776,0.9668125,0.465494737,0.53685,cg05181927
chr10,79936959,79936960,0.833083333,0.3895825,0.973039744,0.3872,0.974325,0.225094737,0.4372,cg10809560
chr10,79937002,79937003,0.73995,0.363105,0.899824051,0.35468,0.959225,0.230778947,0.39263,cg15602037
chr10,79937095,79937096,0.762033333,0.3320225,0.879167089,0.31468,0.9217625,0.191157895,0.35033,cg26109030
chr10,80477516,80477517,0.89005,0.5179225,0.866910127,0.59754,0.9220375,0.352221053,0.56967,cg03627738
chr10,81075467,81075468,0.843566667,0.6028975,0.930969231,0.65706,0.9476,0.4843,0.65675,cg03707696
chr10,81075478,81075479,0.872666667,0.5602425,0.931468354,0.63292,0.9534,0.411342105,0.61936,cg13676902
chr10,81075492,81075493,0.827516667,0.554755,0.838702532,0.61728,0.9180875,0.430189474,0.59651,cg26300785
chr10,81697500,81697501,0.294683333,0.483725,0.818111392,0.57732,0.9485125,0.462510526,0.59066,cg27501293
chr10,87676527,87676528,0.418716667,0.419285,0.851307595,0.53586,0.9438,0.317789474,0.55418,cg06979680
chr10,89504155,89504156,0.6674,0.5246625,0.825278481,0.57414,0.930125,0.4582,0.54056,cg16682935
chr10,92984646,92984647,0.686433333,0.4774825,0.852658228,0.59792,0.917975,0.327821053,0.57625,cg00393283
chr10,94883021,94883022,0.417183333,0.376875,0.817512658,0.47584,0.9501125,0.288747368,0.47065,cg00425843
chr10,97182445,97182446,0.669383333,0.39738,0.862539241,0.46384,0.92755,0.264563158,0.4533,cg16004767
chr10,98098271,98098272,0.84185,0.50532,0.834340506,0.59892,0.9038125,0.303494737,0.64007,cg13444670
chr10,98119151,98119152,0.825583333,0.4748475,0.840981013,0.57554,0.9008875,0.285110526,0.57456,cg08597682
chr10,98799272,98799273,0.829183333,0.540955,0.85878481,0.51678,0.9226375,0.467210526,0.52022,cg12177407
chr10,99349395,99349396,0.608333333,0.463745,0.897788608,0.58568,0.9438125,0.312489474,0.60341,cg08571020
chr10,101284950,101284951,0.568733333,0.46761,0.809425316,0.46126,0.941025,0.464068421,0.41684,cg08956474
chr10,102766386,102766387,0.288533333,0.43812,0.940412658,0.60884,0.97115,0.377010526,0.55862,cg02009103
chr10,102766458,102766459,0.329516667,0.4532925,0.853088608,0.62588,0.906475,0.349094737,0.63924,cg18360825
chr10,103406305,103406306,0.17715,0.3401275,0.804288608,0.51398,0.94275,0.247147368,0.52765,cg27371456
chr10,103509326,103509327,0.6113,0.3356325,0.831107595,0.47484,0.9398875,0.140757895,0.47089,cg16210719
chr10,104060662,104060663,0.891216667,0.4787975,0.841882278,0.55498,0.9521875,0.298452632,0.53591,cg23557746
chr10,106426210,106426211,0.777083333,0.413815,0.84133038,0.45714,0.9273875,0.2717,0.44421,cg15989318
chr10,108576571,108576572,0.3084,0.3144725,0.806774684,0.40066,0.9008125,0.255352632,0.38735,cg12848417
chr10,111728983,111728984,0.770566667,0.3506325,0.848798734,0.35568,0.95825,0.225557895,0.33379,cg10646968
chr10,111842681,111842682,0.643783333,0.528585,0.816748101,0.57736,0.9147875,0.433378947,0.61597,cg14742187
chr10,114038999,114039000,0.846966667,0.42241,0.815708861,0.48978,0.911675,0.250578947,0.46047,cg23513453
chr10,114536223,114536224,0.6132,0.4692325,0.827265823,0.54226,0.93575,0.359715789,0.55442,cg03530074
chr10,114910849,114910850,0.376816667,0.45876,0.871431646,0.49938,0.93825,0.447984211,0.50809,cg12262181
chr10,115069483,115069484,0.837766667,0.5166625,0.894888608,0.55038,0.9341,0.379652632,0.56746,cg13974894
chr10,118563110,118563111,0.893566667,0.504565,0.870002532,0.5623,0.965475,0.330321053,0.57336,cg11904435
chr10,118563175,118563176,0.87345,0.498365,0.831539241,0.5557,0.9468875,0.340531579,0.54453,cg22708630
chr10,119867973,119867974,0.8047,0.4237225,0.804581013,0.4206,0.92505,0.307278947,0.41794,cg08308801
chr10,121138105,121138106,0.126383333,0.435775,0.847407595,0.47912,0.9603,0.4792,0.51723,cg24919753
chr10,121265893,121265894,0.907766667,0.5596,0.883472152,0.58352,0.9306375,0.434242105,0.57692,cg09872088
chr10,122705955,122705956,0.832783333,0.4704575,0.804156962,0.5217,0.96675,0.300889474,0.54962,cg05461734
chr10,122864146,122864147,0.791783333,0.5284225,0.845177215,0.59484,0.943775,0.392421053,0.5956,cg15663412
chr10,122980874,122980875,0.88115,0.5350125,0.884326582,0.62788,0.9673625,0.344205263,0.64343,cg12458020
chr10,123353465,123353466,0.649033333,0.5439975,0.84663038,0.58924,0.9580375,0.477773684,0.58418,cg00730832
chr10,126281464,126281465,0.766366667,0.57521,0.857439241,0.63612,0.9188875,0.457857895,0.65303,cg09690597
chr10,126331909,126331910,0.723316667,0.430885,0.910459494,0.4664,0.94105,0.307915789,0.47131,cg12466037
chr10,126332072,126332073,0.28275,0.30272,0.873006329,0.39316,0.9214375,0.240289474,0.3881,cg00341191
chr10,126376113,126376114,0.623716667,0.3817975,0.802496203,0.48232,0.9343625,0.227389474,0.47976,cg24377826
chr10,127465013,127465014,0.846533333,0.6002575,0.83035443,0.62338,0.9402875,0.498415789,0.63443,cg04358037
chr10,128275008,128275009,0.248516667,0.3041075,0.859564557,0.34532,0.920725,0.255668421,0.40889,cg14115325
chr10,128275034,128275035,0.31885,0.4056175,0.844265823,0.40496,0.940575,0.403373684,0.46227,cg08650132
chr10,128359014,128359015,0.884166667,0.4641625,0.854863291,0.51252,0.9532375,0.283778947,0.53071,cg19403610
chr10,128945079,128945080,0.287116667,0.3619825,0.85043038,0.50618,0.9583125,0.266805263,0.51564,cg03397442
chr10,129194434,129194435,0.629366667,0.4659575,0.857006329,0.53198,0.9125375,0.348205263,0.55863,cg10180050
chr10,129733373,129733374,0.595383333,0.36801,0.82715443,0.42896,0.9352125,0.2258,0.47131,cg20162240
chr10,129796199,129796200,0.75685,0.3723425,0.823859494,0.34708,0.9266,0.279810526,0.33008,cg15621651
chr10,130854436,130854437,0.156116667,0.394715385,0.816653165,0.45504,0.9310625,0.440133333,0.42596,cg19149132
chr10,131151653,131151654,0.486683333,0.4592975,0.836265823,0.44012,0.915025,0.422815789,0.52177,cg11688553
chr10,131194523,131194524,0.6875,0.4759225,0.809672152,0.4802,0.9064375,0.403257895,0.4849,cg26843278
chr10,131365343,131365344,0.736566667,0.539905,0.848605063,0.58934,0.9128,0.449126316,0.56967,cg04436810
chr10,131560390,131560391,0.836183333,0.445385,0.881772152,0.4718,0.9511625,0.306563158,0.46146,cg25145165
chr10,131560421,131560422,0.859883333,0.5104875,0.891543038,0.5573,0.923425,0.366231579,0.55153,cg05972792
chr10,131642886,131642887,0.870783333,0.47931,0.866187342,0.48578,0.90025,0.381178947,0.42764,cg23472379
chr10,131642913,131642914,0.900033333,0.512025,0.895381013,0.49466,0.9589,0.415968421,0.47041,cg27273310
chr10,131694689,131694690,0.288033333,0.36005,0.91008481,0.45918,0.9577,0.300994737,0.4659,cg26275858
chr10,131697669,131697670,0.7469,0.5548175,0.820696203,0.6035,0.9001,0.448536842,0.61716,cg08434399
chr10,131731569,131731570,0.866433333,0.53739,0.854363291,0.51996,0.9057375,0.431821053,0.54926,cg17295910
chr10,132907652,132907653,0.826833333,0.5215925,0.865543038,0.54016,0.9437,0.403705263,0.55315,cg18006379
chr10,132907864,132907865,0.547266667,0.4616325,0.835060759,0.48666,0.926825,0.4134,0.48938,cg18876201
chr10,133809855,133809856,0.36275,0.469475,0.829319231,0.49576,0.9404875,0.478678947,0.50288,cg06411987
chr10,133878016,133878017,0.918466667,0.5346675,0.945816456,0.57162,0.953025,0.383510526,0.57311,cg12470014
chr10,133880542,133880543,0.451216667,0.47517,0.925041772,0.4864,0.9578125,0.478931579,0.47678,cg20296404
chr10,134058741,134058742,0.828666667,0.4091425,0.834737975,0.4499,0.9357,0.243378947,0.452,cg13554136
chr10,134058796,134058797,0.7418,0.398575,0.856196203,0.437,0.9469625,0.258726316,0.43914,cg10084213
chr10,134106565,134106566,0.190266667,0.48104,0.816586076,0.5796,0.9243875,0.499226316,0.57167,cg11443683
chr10,134246620,134246621,0.8333,0.5231975,0.86645443,0.51524,0.9536125,0.453231579,0.47405,cg16809293
chr10,134420036,134420037,0.400483333,0.3600425,0.807034177,0.41204,0.9206,0.289584211,0.44365,cg16627236
chr10,134420183,134420184,0.2834,0.328705,0.831070886,0.42472,0.9672125,0.248189474,0.46086,cg07249433
chr10,134420208,134420209,0.3252,0.3394625,0.85294557,0.43068,0.9712875,0.257042105,0.45901,cg11740348
chr10,134451258,134451259,0.646583333,0.51105,0.880486076,0.50292,0.918275,0.463242105,0.52463,cg08277036
chr10,134462831,134462832,0.88195,0.57021,0.918344304,0.63234,0.96435,0.413542105,0.64977,cg12499572
chr10,134462849,134462850,0.858766667,0.571275,0.885646835,0.64502,0.9576125,0.420831579,0.64775,cg13582959
chr10,134491331,134491332,0.159116667,0.3647,0.882517722,0.5297,0.9274,0.322126316,0.48644,cg25745246
chr10,134491593,134491594,0.188233333,0.4096725,0.816794937,0.493,0.9233625,0.424315789,0.47305,cg16829244
chr10,134499266,134499267,0.716416667,0.38995,0.802788608,0.44946,0.9658125,0.224373684,0.47891,cg19649172
chr10,134499364,134499365,0.89215,0.4524525,0.889740506,0.50772,0.96285,0.261094737,0.52458,cg02836764
chr10,134522043,134522044,0.864783333,0.5248825,0.909235443,0.58316,0.9618625,0.360910526,0.60335,cg22603352
chr10,134527606,134527607,0.6473,0.3693975,0.838118987,0.37152,0.9281125,0.258694737,0.41193,cg02676262
chr10,134527922,134527923,0.72265,0.4612125,0.876672152,0.48818,0.9702875,0.346289474,0.50922,cg14305701
chr10,134529052,134529053,0.7721,0.448045,0.901870886,0.49944,0.9304625,0.293042105,0.52242,cg10406360
chr10,134551796,134551797,0.613766667,0.4793875,0.896016456,0.5638,0.9548375,0.368636842,0.56698,cg17545805
chr10,134552168,134552169,0.271683333,0.27953,0.923620253,0.36644,0.9383,0.190163158,0.41058,cg05760937
chr10,134578999,134579000,0.557,0.4096625,0.822155696,0.47866,0.93605,0.321663158,0.45396,cg27297192
chr10,134587811,134587812,0.737833333,0.54393,0.827431646,0.59338,0.9529,0.431836842,0.61584,cg12417955
chr10,134630615,134630616,0.488866667,0.457315,0.851779747,0.5382,0.91025,0.365894737,0.57164,cg15480200
chr10,134630642,134630643,0.6731,0.45847,0.919788608,0.53326,0.9221,0.309378947,0.57557,cg06473608
chr10,135193666,135193667,0.546166667,0.5393475,0.889592405,0.61094,0.9187625,0.472836842,0.62583,cg05296940
chr10,135193704,135193705,0.592066667,0.525725,0.914741772,0.601,0.9384,0.444010526,0.60354,cg27216969
chr11,495007,495008,0.677383333,0.4959175,0.857507595,0.54982,0.912725,0.393684211,0.55433,cg06678137
chr11,495069,495070,0.737766667,0.555775,0.889455696,0.60112,0.9161125,0.473357895,0.5805,cg03934478
chr11,605147,605148,0.824416667,0.4323675,0.848034177,0.48436,0.90275,0.262373684,0.49413,cg22315746
chr11,889148,889149,0.700916667,0.6084675,0.933332051,0.70648,0.9223625,0.494173684,0.72115,cg10580341
chr11,1297558,1297559,0.16445,0.3953,0.802702532,0.38378,0.90405,0.476278947,0.38571,cg26779330
chr11,1321929,1321930,0.10055,0.38348,0.824774684,0.36152,0.952175,0.490331579,0.3612,cg24874557
chr11,1486341,1486342,0.106333333,0.34077,0.918458228,0.41912,0.9466875,0.350321053,0.42411,cg07737063
chr11,1510644,1510645,0.7373,0.448575,0.966017722,0.4712,0.9579875,0.343826316,0.46305,cg22979615
chr11,1510747,1510748,0.83715,0.496585,0.967259494,0.49798,0.9561375,0.403057895,0.46925,cg24803059
chr11,2298468,2298469,0.55755,0.44006,0.807932911,0.56274,0.9371625,0.312210526,0.55114,cg04571951
chr11,2349510,2349511,0.874016667,0.5151225,0.934072152,0.55906,0.93855,0.365010526,0.56303,cg21193639
chr11,2571399,2571400,0.4052,0.4258025,0.808744304,0.44748,0.928,0.3313,0.60688,cg09197492
chr11,2571525,2571526,0.471983333,0.4608725,0.804555696,0.43648,0.962075,0.3921,0.59707,cg09390414
chr11,2596300,2596301,0.4687,0.498065,0.813277215,0.54008,0.93985,0.459652632,0.56766,cg06047778
chr11,2596416,2596417,0.675166667,0.5164125,0.859740506,0.63164,0.9547875,0.371842105,0.63823,cg06960356
chr11,2612825,2612826,0.296283333,0.3737175,0.835186076,0.43552,0.9231,0.345042105,0.44376,cg21695475
chr11,2697109,2697110,0.774833333,0.470305,0.840267089,0.56662,0.9130375,0.292615789,0.57704,cg17402907
chr11,2753950,2753951,0.865016667,0.547365,0.911172152,0.58564,0.9628875,0.413126316,0.59269,cg04907802
chr11,2871856,2871857,0.263833333,0.3685575,0.860156962,0.41624,0.9646625,0.360247368,0.42334,cg03135023
chr11,2985721,2985722,0.854433333,0.5567775,0.91634557,0.63342,0.9622125,0.405968421,0.6264,cg26350143
chr11,3848503,3848504,0.88635,0.567785,0.912075949,0.663,0.9477625,0.387836842,0.67094,cg14659840
chr11,4010737,4010738,0.362033333,0.308445,0.805086076,0.3943,0.9476,0.227963158,0.38628,cg20858454
chr11,6648675,6648676,0.178466667,0.3377375,0.825289873,0.47554,0.9128375,0.274515789,0.48452,cg23173301
chr11,7689017,7689018,0.662883333,0.4754225,0.846425316,0.50486,0.930225,0.397384211,0.4965,cg15290965
chr11,8133258,8133259,0.116,0.1830275,0.804034177,0.25788,0.9249375,0.150863158,0.24693,cg16484162
chr11,9283463,9283464,0.859133333,0.53059,0.899353165,0.59408,0.9341,0.370036842,0.60677,cg11217654
chr11,9337659,9337660,0.465933333,0.447585,0.846260759,0.43956,0.9544625,0.425084211,0.48334,cg03032122
chr11,9801439,9801440,0.847466667,0.482365,0.910770886,0.58182,0.93765,0.287052632,0.58467,cg23641797
chr11,11969590,11969591,0.8276,0.509695,0.870075949,0.55696,0.9429125,0.368542105,0.56351,cg15045356
chr11,12114609,12114610,0.545033333,0.4301225,0.904410127,0.52906,0.9613,0.296115789,0.56632,cg19771350
chr11,12935897,12935898,0.6212,0.415441026,0.853063291,0.47734,0.945925,0.265361111,0.53118,cg15805337
chr11,16424935,16424936,0.846266667,0.4769275,0.870544304,0.55546,0.9468875,0.296847368,0.55821,cg14213563
chr11,31443409,31443410,0.742433333,0.5676675,0.822232911,0.6015,0.9360375,0.480247368,0.61199,cg05098125
chr11,32122687,32122688,0.88395,0.5801975,0.868105063,0.6201,0.9462625,0.459352632,0.6076,cg06483739
chr11,33049259,33049260,0.842033333,0.51699,0.868650633,0.59576,0.9390625,0.343747368,0.61174,cg09231673
chr11,34847603,34847604,0.865283333,0.5056,0.840626582,0.59096,0.9125,0.330957895,0.57893,cg03787088
chr11,36023494,36023495,0.8282,0.44821,0.837686076,0.5203,0.9151375,0.274184211,0.51482,cg17037611
chr11,36317889,36317890,0.859566667,0.5371125,0.897756962,0.62008,0.9165125,0.366631579,0.62607,cg26555614
chr11,36403308,36403309,0.9055,0.61704,0.918041772,0.7044,0.965875,0.439594737,0.73743,cg25980676
chr11,36407169,36407170,0.856016667,0.6191075,0.830261538,0.67002,0.90395,0.499810526,0.67817,cg16522885
chr11,43917358,43917359,0.807183333,0.5208925,0.885927848,0.61816,0.9431625,0.333936842,0.6557,cg25274540
chr11,43917617,43917618,0.8099,0.468645,0.861831646,0.5375,0.906575,0.292157895,0.56479,cg24817205
chr11,45109122,45109123,0.842166667,0.36484,0.856927848,0.39402,0.9345375,0.202294737,0.37269,cg02674693
chr11,45373299,45373300,0.771433333,0.5139625,0.86134557,0.48616,0.9257375,0.455752632,0.48398,cg06233517
chr11,45924434,45924435,0.86395,0.4855075,0.893210127,0.5112,0.937025,0.345589474,0.51144,cg05853788
chr11,46457992,46457993,0.56245,0.504095,0.821955696,0.59354,0.9402875,0.405347368,0.61198,cg19784401
chr11,46784979,46784980,0.811,0.555775,0.87754557,0.5607,0.931825,0.462231579,0.57791,cg26819861
chr11,47042656,47042657,0.850666667,0.5691275,0.878058228,0.62722,0.9313125,0.432552632,0.63065,cg24787865
chr11,47194031,47194032,0.46405,0.4752275,0.853151899,0.49056,0.945125,0.460236842,0.50275,cg16733769
chr11,58361664,58361665,0.589916667,0.516755,0.804940506,0.62542,0.9560125,0.406126316,0.62872,cg08325842
chr11,58390088,58390089,0.878033333,0.593625,0.866891139,0.64258,0.955125,0.462068421,0.64846,cg05921232
chr11,61522807,61522808,0.868716667,0.534,0.90894557,0.57184,0.9343125,0.392742105,0.58264,cg06137032
chr11,61525711,61525712,0.886366667,0.61975,0.912173418,0.6807,0.9124375,0.485984211,0.68346,cg01825921
chr11,61717766,61717767,0.7735,0.470295,0.871850633,0.53428,0.9173625,0.310063158,0.56082,cg11562596
chr11,62255850,62255851,0.218583333,0.3783725,0.840927848,0.50214,0.91505,0.324594737,0.51454,cg11480534
chr11,62360527,62360528,0.659166667,0.3733125,0.856868354,0.4632,0.940025,0.211473684,0.46435,cg06798749
chr11,62474910,62474911,0.114083333,0.3717425,0.882753165,0.34144,0.9492,0.475289474,0.34475,cg20342105
chr11,63821400,63821401,0.302433333,0.434395,0.915312658,0.50826,0.916025,0.402678947,0.5369,cg06767142
chr11,63839479,63839480,0.919516667,0.5962225,0.948756962,0.59642,0.9835625,0.483210526,0.61687,cg09705456
chr11,63839511,63839512,0.8129,0.51231,0.856696203,0.5192,0.967525,0.401557895,0.53894,cg27456707
chr11,64140424,64140425,0.156383333,0.3863375,0.827296203,0.38386,0.9295375,0.468178947,0.37005,cg05888643
chr11,65226726,65226727,0.8907,0.531045,0.887625316,0.6417,0.9427125,0.337263158,0.62811,cg11746048
chr11,66410998,66410999,0.491966667,0.5118,0.892678481,0.69032,0.96285,0.392463158,0.66118,cg05676622
chr11,68427020,68427021,0.403366667,0.4019925,0.800053165,0.38392,0.9557375,0.400894737,0.41229,cg14879279
chr11,68842998,68842999,0.15315,0.293805,0.820737975,0.42094,0.9393875,0.238121053,0.42043,cg26828599
chr11,69206335,69206336,0.211833333,0.3517425,0.839056962,0.42938,0.9302125,0.337210526,0.42448,cg12570975
chr11,69206434,69206435,0.391516667,0.4244075,0.892231646,0.48876,0.9386375,0.386542105,0.48391,cg04710830
chr11,69461008,69461009,0.70695,0.3641075,0.824064557,0.3432,0.94915,0.2711,0.34557,cg06539449
chr11,69461236,69461237,0.742616667,0.497015,0.854813924,0.48006,0.9349,0.429673684,0.48608,cg13608094
chr11,70256556,70256557,0.780733333,0.538965,0.881032911,0.58426,0.9501875,0.416936842,0.60311,cg08914150
chr11,70256645,70256646,0.5862,0.4126275,0.818773418,0.47872,0.909375,0.306178947,0.47769,cg22720428
chr11,70256681,70256682,0.814233333,0.4874875,0.899336709,0.60652,0.951125,0.285494737,0.61571,cg02011981
chr11,70303307,70303308,0.876166667,0.56083,0.902102532,0.6612,0.9551875,0.377831579,0.66914,cg06268510
chr11,71760291,71760292,0.8423,0.473845,0.801193671,0.47974,0.9546,0.341115789,0.50201,cg14078335
chr11,72554159,72554160,0.8358,0.53802,0.8441,0.61896,0.9471625,0.385605263,0.60847,cg26549860
chr11,75132468,75132469,0.482416667,0.3651425,0.873570886,0.40474,0.95975,0.299378947,0.39993,cg08900426
chr11,77033664,77033665,0.1236,0.3202025,0.801741772,0.55648,0.95985,0.214342105,0.52116,cg12219707
chr11,77236518,77236519,0.837116667,0.52996,0.868213924,0.667,0.9647875,0.323284211,0.66983,cg15861102
chr11,78029932,78029933,0.826733333,0.4166,0.833391139,0.44256,0.928575,0.241463158,0.4903,cg25502267
chr11,78053252,78053253,0.875716667,0.5250475,0.882335443,0.609,0.9004375,0.338078947,0.62791,cg13226797
chr11,82403271,82403272,0.684216667,0.46705,0.898637975,0.58456,0.95625,0.315673684,0.56561,cg06017143
chr11,83221624,83221625,0.842233333,0.4514325,0.837459494,0.49194,0.9365375,0.288489474,0.50629,cg24182581
chr11,84028562,84028563,0.793083333,0.374975,0.841693671,0.37202,0.942875,0.2511,0.36095,cg01966922
chr11,84028582,84028583,0.752716667,0.354985,0.809458228,0.34712,0.9152,0.235805263,0.34672,cg21578457
chr11,84634735,84634736,0.663466667,0.459595,0.83558481,0.34972,0.9351,0.496536842,0.32202,cg16986720
chr11,85666533,85666534,0.813016667,0.46623,0.823183544,0.55984,0.9392125,0.295278947,0.53616,cg18815957
