chr	start	CpG probe	Cerebellum Average	All brain average	"Average all tissues, not brain"	Prefrontal Cortex Average	Leukocyte Average	White Matter Average
3	123813454	cg11939346	0.897066667	0.51103	0.879863291	0.47036	0.9137125	0.422563158
2	54087552	cg11939825	0.5816	0.4675	0.838837975	0.40888	0.9220375	0.4818
2	239091683	cg11989407	0.766166667	0.5320675	0.915408861	0.47632	0.96505	0.5044
2	74663482	cg11994630	0.475983333	0.4208325	0.816391139	0.46254	0.9594875	0.370847368
2	208678058	cg12008501	0.77485	0.397615	0.860036709	0.45778	0.9238125	0.220389474
10	729479	cg12014181	0.85455	0.402635	0.803449367	0.37094	0.9274125	0.279178947
14	101003831	cg12025832	0.798633333	0.492155	0.906055696	0.46902	0.934925	0.400052632
14	92525005	cg12034871	0.7877	0.3567925	0.828396203	0.41336	0.9009625	0.168110526
8	18666531	cg12065800	0.852283333	0.3993125	0.848396203	0.45646	0.9496625	0.210368421
2	235943546	cg12076147	0.891583333	0.542145	0.914812658	0.44976	0.947125	0.491826316
11	47125753	cg12076194	0.471716667	0.48758	0.825653165	0.4667	0.9509625	0.502521053
7	151454112	cg12079975	0.625233333	0.332355	0.837892405	0.40504	0.925175	0.180047368
17	9151012	cg12130672	0.605433333	0.3241275	0.835887342	0.37414	0.9228625	0.189994737
1	183952796	cg12136256	0.59555	0.27874	0.811873418	0.25692	0.922575	0.194231579
21	17442663	cg12166520	0.138766667	0.2284775	0.804393671	0.29992	0.9166875	0.203415789
11	116831787	cg12204166	0.191666667	0.2752725	0.829948101	0.3623	0.9661375	0.226642105
5	8839873	cg12204974	0.8069	0.4432	0.866613924	0.4273	0.9275125	0.325963158
7	2328896	cg12205429	0.170616667	0.37264	0.818310127	0.40726	0.958425	0.4038
1	224026237	cg12206317	0.793433333	0.4316025	0.803811392	0.47308	0.905075	0.280178947
2	71823484	cg12245706	0.676066667	0.3612775	0.807627848	0.42826	0.9629	0.199626316
10	114910849	cg12262181	0.376816667	0.45876	0.871431646	0.49938	0.93825	0.447984211
7	2499975	cg12302875	0.366833333	0.4482675	0.861668354	0.4748	0.910125	0.444489474
13	113699016	cg12314335	0.25895	0.28379	0.811621519	0.30664	0.9118625	0.263321053
1	213562740	cg12334079	0.0955	0.3765725	0.897773418	0.33394	0.9512	0.486147368
7	101723836	cg12349350	0.192266667	0.2591225	0.857810127	0.32032	0.9300875	0.229663158
17	68100915	cg12389490	0.864616667	0.49116	0.910910127	0.4626	0.9584375	0.3994
10	126331909	cg12466037	0.723316667	0.430885	0.910459494	0.4664	0.94105	0.307915789
13	21288062	cg12475590	0.779766667	0.4205725	0.808940506	0.43188	0.95525	0.288578947
10	852579	cg12537286	0.267633333	0.4013525	0.800129114	0.4979	0.90025	0.365336842
11	69206335	cg12570975	0.211833333	0.3517425	0.839056962	0.42938	0.9302125	0.337210526
1	202537837	cg12581598	0.540783333	0.4230425	0.813048101	0.48732	0.9341	0.3205
11	8680517	cg12608775	0.138933333	0.5307425	0.877521519	0.4498	0.955175	0.700584211
1	29490924	cg12609322	0.757166667	0.3887325	0.822837975	0.48876	0.928425	0.197242105
13	103047760	cg12611013	0.147033333	0.3067325	0.85584557	0.35706	0.9273375	0.316873684
6	143130570	cg12616114	0.683066667	0.397025	0.872163291	0.4649	0.96045	0.251852632
10	63740403	cg12616691	0.894683333	0.5359075	0.844081013	0.49806	0.954875	0.440184211
11	117664470	cg12621303	0.804066667	0.402125	0.854773418	0.4089	0.9256625	0.2666
17	75524062	cg12659114	0.712533333	0.39706	0.841110127	0.34078	0.93245	0.349326316
11	94824747	cg12675417	0.195833333	0.360145	0.860297468	0.48144	0.9353375	0.305221053
4	144275126	cg12710519	0.8184	0.4944175	0.815093671	0.49752	0.949375	0.383678947
20	60120472	cg12762862	0.150166667	0.31331	0.834526582	0.37756	0.9559875	0.297873684
1	159111423	cg12798524	0.215733333	0.3378175	0.872598734	0.43436	0.9204625	0.324915789
10	108576571	cg12848417	0.3084	0.3144725	0.806774684	0.40066	0.9008125	0.255352632
13	24160693	cg12855461	0.850916667	0.608235	0.911332911	0.49508	0.931975	0.569268421
14	68831098	cg12874792	0.31625	0.4178625	0.878859494	0.4511	0.941375	0.409547368
22	22288473	cg12894883	0.691316667	0.4087275	0.968560759	0.43226	0.9791875	0.2971
5	147160551	cg12905673	0.154133333	0.25875	0.879959494	0.30964	0.939925	0.249089474
4	141207794	cg12968752	0.261483333	0.3622325	0.817113924	0.40032	0.936475	0.352473684
13	25743999	cg13055385	0.084016667	0.200555	0.859593671	0.24678	0.929025	0.182352632
12	125333267	cg13075279	0.156183333	0.2857	0.845078481	0.35316	0.9431	0.271389474
8	142981593	cg13090007	0.3884	0.315135	0.862839241	0.4349	0.96615	0.192542105
1	156370496	cg13098071	0.387266667	0.3529	0.844308861	0.45478	0.944925	0.251
7	37025796	cg13102133	0.136266667	0.2547525	0.86973038	0.26326	0.9330375	0.288489474
5	58882753	cg13112511	0.18385	0.3683725	0.858473418	0.3575	0.9637625	0.441942105
11	132709828	cg13136241	0.756233333	0.610965	0.832827848	0.49006	0.9351375	0.656926316
2	201245077	cg13144059	0.834466667	0.5353725	0.882207595	0.42904	0.950625	0.526652632
15	28437159	cg13166748	0.17385	0.2668425	0.842512658	0.43666	0.9579625	0.167452632
2	3403300	cg13173536	0.4114	0.2251	0.816678481	0.25532	0.934475	0.140305263
8	134462547	cg13176454	0.79835	0.5647125	0.812388608	0.45938	0.9105375	0.576352632
2	54756247	cg13179330	0.7983	0.42688	0.849220253	0.45232	0.94545	0.296731579
17	80129470	cg13198984	0.730566667	0.46705	0.83188481	0.48532	0.926875	0.3806
14	103467798	cg13231302	0.176866667	0.3411625	0.839067089	0.40412	0.9197875	0.305268421
14	100048149	cg13250209	0.557083333	0.40619	0.825977215	0.45302	0.9325875	0.310373684
7	100480538	cg13260916	0.341533333	0.43908	0.891412658	0.44906	0.9616375	0.461342105
5	2112351	cg13294846	0.405333333	0.25681	0.856060759	0.25326	0.94615	0.204015789
1	19746564	cg13319175	0.48795	0.4615975	0.801818987	0.45852	0.9217125	0.442089474
3	149051343	cg13321956	0.853	0.402365	0.842165823	0.44556	0.94035	0.209631579
15	82042705	cg13325208	0.2088	0.286735	0.829273418	0.33242	0.91225	0.269978947
17	707032	cg13357416	0.19925	0.4608525	0.886968354	0.45856	0.90655	0.538652632
18	74692253	cg13375905	0.859516667	0.471455	0.881265823	0.47436	0.9550375	0.332547368
1	184633847	cg13380612	0.1794	0.413835	0.830641772	0.37596	0.9529125	0.513626316
1	169395476	cg13380669	0.266233333	0.4335125	0.840412658	0.37224	0.945175	0.541278947
6	17032554	cg13392422	0.651716667	0.3516925	0.843222785	0.35026	0.933275	0.247078947
9	137519932	cg13429168	0.528633333	0.38411	0.868239241	0.4006	0.960225	0.301368421
13	113625160	cg13450266	0.169616667	0.32943	0.834041772	0.36524	0.9587	0.3571
8	22642322	cg13521002	0.434566667	0.487485	0.802750633	0.44966	0.909375	0.533378947
12	123350077	cg13548946	0.201383333	0.359635	0.826877215	0.44814	0.9368875	0.343973684
7	134575145	cg13549461	0.116883333	0.261175	0.881839241	0.39918	0.947125	0.187357895
10	134058741	cg13554136	0.828666667	0.4091425	0.834737975	0.4499	0.9357	0.243378947
1	11158987	cg13558322	0.4476	0.391855	0.806974684	0.39958	0.9468625	0.370789474
6	166891959	cg13580755	0.458866667	0.498215	0.895274684	0.47948	0.9626625	0.518189474
8	141577337	cg13582226	0.5077	0.3915475	0.832965823	0.45202	0.92235	0.295589474
11	69461236	cg13608094	0.742616667	0.497015	0.854813924	0.48006	0.9349	0.429673684
10	21434654	cg13613456	0.272083333	0.3910475	0.857479747	0.42196	0.9019375	0.394357895
9	92050313	cg13619387	0.8214	0.4251775	0.802534177	0.47714	0.9480375	0.249021053
9	117264095	cg13636371	0.6538	0.36182	0.823850633	0.35476	0.9653625	0.265884211
13	45767909	cg13690003	0.785716667	0.4705125	0.85566962	0.46448	0.926725	0.3595
10	131695094	cg13696436	0.177966667	0.4433725	0.872859494	0.4401	0.94665	0.513752632
6	3386584	cg13703737	0.665466667	0.4035225	0.894536709	0.42992	0.937675	0.2881
9	140352318	cg13728069	0.342883333	0.529935	0.909648101	0.41892	0.951425	0.670405263
14	105622312	cg13739066	0.557083333	0.5085725	0.801007595	0.49096	0.9332375	0.500347368
19	1302619	cg13750214	0.484716667	0.33747	0.879732911	0.40756	0.976525	0.229526316
9	123346214	cg13788000	0.823333333	0.41504	0.81905443	0.45978	0.9107875	0.227663158
10	3313302	cg13793681	0.687883333	0.4138725	0.938401266	0.44312	0.92325	0.299094737
9	130027116	cg13802789	0.175166667	0.26485	0.803507595	0.34326	0.9037625	0.227115789
9	133760464	cg13803765	0.42495	0.430205	0.911822785	0.48602	0.9627375	0.377721053
7	130128420	cg13831540	0.8288	0.37774	0.824034177	0.48764	0.90235	0.140163158
7	1153842	cg13832955	0.442866667	0.4485975	0.826382278	0.4965	0.912	0.411905263
2	231751449	cg13874040	0.456666667	0.34304	0.809686076	0.34092	0.9379375	0.310215789
3	56762402	cg13912849	0.40175	0.2886525	0.882770886	0.35354	0.9654875	0.196689474
4	141207827	cg13913247	0.2069	0.3076425	0.833574684	0.33682	0.9656375	0.297826316
2	241072063	cg13948934	0.721466667	0.3691475	0.825408861	0.4209	0.932925	0.216094737
6	32336160	cg13966843	0.417283333	0.4777425	0.826882278	0.43022	0.901375	0.5142
9	97848736	cg13972491	0.771066667	0.39228	0.812405063	0.4069	0.9381125	0.260847368
2	233642094	cg13982505	0.751	0.3516025	0.807665823	0.43548	0.9246125	0.157668421
4	6728799	cg13999143	0.132716667	0.266975	0.873964557	0.37606	0.964725	0.211421053
4	124234087	cg14020595	0.803516667	0.4217775	0.851467089	0.47276	0.914125	0.249342105
18	9913006	cg14027161	0.7788	0.531935	0.851781013	0.4555	0.9110875	0.543557895
12	133123459	cg14034782	0.383716667	0.40937	0.810805063	0.4618	0.9615875	0.380747368
15	77922163	cg14070108	0.3971	0.35425	0.806305063	0.4018	0.91375	0.301736842
11	71760291	cg14078335	0.8423	0.473845	0.801193671	0.47974	0.9546	0.341115789
10	128275008	cg14115325	0.248516667	0.3041075	0.859564557	0.34532	0.920725	0.255668421
2	16796185	cg14125542	0.881166667	0.4957025	0.829856962	0.45222	0.946875	0.404815789
19	18967276	cg14142836	0.094533333	0.2706975	0.883051899	0.38918	0.9674125	0.254884211
19	45737483	cg14184817	0.2122	0.3479225	0.81346962	0.3984	0.9741625	0.347763158
2	71823517	cg14196395	0.772716667	0.3716575	0.826131646	0.45008	0.96705	0.168410526
9	137609455	cg14228756	0.384233333	0.3313125	0.816310127	0.38312	0.9326375	0.260084211
7	157394633	cg14289852	0.847866667	0.395315	0.908056962	0.43584	0.9269875	0.210857895
15	32964500	cg14302904	0.716816667	0.4378325	0.851698734	0.47416	0.9401125	0.309294737
10	134527922	cg14305701	0.72265	0.4612125	0.876672152	0.48818	0.9702875	0.346289474
12	2046230	cg14310533	0.281416667	0.3740675	0.879929114	0.45776	0.9555	0.325042105
9	71934644	cg14328477	0.5428	0.4142775	0.84481519	0.4812	0.942725	0.313163158
11	118952474	cg14362814	0.756716667	0.359205	0.844527848	0.38108	0.9249875	0.203731579
9	139394549	cg14364472	0.222933333	0.5300975	0.880762025	0.4713	0.96945	0.647094737
4	37689379	cg14396758	0.1326	0.342795	0.885026582	0.48448	0.9556625	0.293763158
17	29038045	cg14411912	0.2875	0.4456925	0.81318481	0.47018	0.949125	0.464178947
14	103777785	cg14426449	0.658216667	0.5057225	0.902768354	0.40916	0.9655	0.524294737
9	115926922	cg14445012	0.187666667	0.25203	0.813717722	0.31592	0.9540875	0.222894737
9	8627950	cg14452619	0.548433333	0.368815	0.847774684	0.45686	0.939475	0.234884211
9	96846674	cg14467276	0.803816667	0.344675	0.891992405	0.31588	0.933225	0.214289474
9	131155819	cg14467654	0.527283333	0.385365	0.887532911	0.42724	0.9744125	0.297826316
2	70377064	cg14475620	0.741966667	0.4598875	0.8146	0.48072	0.9021375	0.3352
13	111540404	cg14484885	0.80305	0.364765	0.805089873	0.40104	0.9737875	0.179436842
9	139407288	cg14488715	0.866616667	0.4122275	0.838841772	0.41076	0.9173125	0.254026316
13	100544910	cg14518346	0.722016667	0.5808975	0.858537975	0.43884	0.92855	0.634463158
2	66689807	cg14553338	0.231716667	0.302065	0.811798734	0.4068	0.948375	0.234578947
9	130854713	cg14554539	0.8602	0.5918575	0.893678481	0.46428	0.9067875	0.619494737
19	46974275	cg14569776	0.36225	0.50492	0.800956962	0.4556	0.922	0.592415789
12	27429400	cg14579651	0.539683333	0.5136775	0.801622785	0.48264	0.9018625	0.513984211
9	139921813	cg14633421	0.1778	0.3031375	0.813607595	0.38592	0.9083125	0.287415789
8	141600099	cg14693353	0.332716667	0.2690575	0.807921519	0.3327	0.917975	0.207421053
2	9387472	cg14710529	0.22325	0.42083	0.800312658	0.45092	0.96115	0.449926316
2	207194123	cg14716323	0.403066667	0.3243075	0.80838481	0.406	0.95625	0.217515789
13	113436568	cg14737571	0.228183333	0.2940525	0.873451899	0.44054	0.9545625	0.196836842
8	123832258	cg14747166	0.412883333	0.3347	0.830424051	0.44974	0.948425	0.206726316
17	77951858	cg14787267	0.144066667	0.369155	0.843227848	0.43524	0.938675	0.375294737
2	232903780	cg14802771	0.709333333	0.3656175	0.862249367	0.45042	0.9597375	0.173473684
5	148442554	cg14818279	0.851616667	0.41899	0.823881013	0.48922	0.9363	0.222942105
4	57922113	cg14824921	0.139333333	0.2629675	0.855079747	0.33426	0.9563125	0.238010526
17	38249430	cg14829516	0.132066667	0.398735	0.802922785	0.40354	0.9456625	0.481805263
12	125333322	cg14846380	0.1729	0.3455575	0.873712658	0.4031	0.972275	0.343252632
11	68427020	cg14879279	0.403366667	0.4019925	0.800053165	0.38392	0.9557375	0.400894737
10	49552461	cg14881393	0.1946	0.4667425	0.812621519	0.48312	0.9208	0.554836842
22	43266228	cg14910055	0.391166667	0.3906475	0.817668354	0.48426	0.937225	0.322926316
10	589375	cg14957660	0.166033333	0.3778175	0.879882278	0.34006	0.9033	0.484173684
13	113636861	cg14989968	0.240266667	0.4833925	0.866011392	0.44958	0.9289625	0.594357895
2	236619445	cg15002250	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474
6	170396116	cg15022051	0.109266667	0.2655025	0.835479747	0.35782	0.9763625	0.237126316
19	47770746	cg15080870	0.3302	0.260005	0.814373418	0.30678	0.9708375	0.198152632
7	127584444	cg15084433	0.18795	0.181855	0.856006329	0.21596	0.9408625	0.140789474
12	125500700	cg15161050	0.8504	0.4242475	0.905468354	0.39228	0.9421	0.307084211
6	170712708	cg15259233	0.6112	0.27389	0.801548101	0.2802	0.900975	0.162268421
7	154035993	cg15264162	0.74545	0.34984	0.939034177	0.41266	0.9410125	0.164426316
1	230992843	cg15324917	0.835683333	0.3819725	0.875688608	0.433	0.9463375	0.178736842
17	47892591	cg15370732	0.64795	0.31919	0.85725443	0.40122	0.948	0.140047368
10	11342742	cg15370982	0.862316667	0.430445	0.925696203	0.4246	0.9281	0.302231579
5	124835828	cg15380511	0.657416667	0.30864	0.834325316	0.34498	0.9187	0.151521053
18	74691423	cg15391531	0.863	0.37552	0.904734177	0.38268	0.9259125	0.223984211
1	244318867	cg15393025	0.64815	0.3994925	0.920382278	0.48462	0.96535	0.2488
12	94580329	cg15400997	0.688333333	0.5562525	0.829502532	0.4936	0.9316	0.595057895
14	33826344	cg15454195	0.740466667	0.459235	0.801517722	0.4407	0.9011125	0.3643
15	81666393	cg15484651	0.3034	0.390835	0.830812658	0.47182	0.93485	0.342678947
10	77166318	cg15488978	0.642966667	0.4088975	0.815805063	0.48016	0.9375	0.258631579
20	35488454	cg15535174	0.205766667	0.4396825	0.802373418	0.49834	0.939325	0.471747368
10	79937002	cg15602037	0.73995	0.363105	0.899824051	0.35468	0.959225	0.230778947
10	129796199	cg15621651	0.75685	0.3723425	0.823859494	0.34708	0.9266	0.279810526
6	163862445	cg15622891	0.510433333	0.2999925	0.840772152	0.355	0.9522125	0.175057895
13	97991057	cg15683856	0.373733333	0.32264	0.819416456	0.38344	0.9042625	0.264931579
8	29732547	cg15686474	0.790333333	0.38569	0.846075949	0.36972	0.973275	0.258721053
17	40612928	cg15690573	0.211633333	0.4096525	0.847160759	0.44216	0.92275	0.434368421
2	121545260	cg15699099	0.816	0.3932325	0.803531646	0.40098	0.910175	0.241526316
13	36944433	cg15754752	0.750233333	0.3758075	0.864160759	0.42688	0.963725	0.2006
6	41554529	cg15760474	0.134383333	0.15725	0.838303797	0.23524	0.9275875	0.089363158
7	101754758	cg15770446	0.513216667	0.33699	0.869786076	0.41508	0.934275	0.232852632
7	4762742	cg15770585	0.915633333	0.51748	0.922529114	0.41548	0.9749625	0.471463158
X	102318054	cg15793196	0.275833333	0.499365	0.803162025	0.39382	0.9248125	0.627536842
19	38993534	cg15804426	0.9207	0.390495	0.956493671	0.34002	0.96355	0.257536842
11	12935897	cg15805337	0.6212	0.380055	0.853063291	0.47734	0.945925	0.198763158
1	44482420	cg15821401	0.7586	0.354225	0.890574684	0.43892	0.9616875	0.160157895
17	46199907	cg15841310	0.63495	0.3684	0.853281013	0.4839	0.9429125	0.190405263
11	113577071	cg15844374	0.551216667	0.3521625	0.827427848	0.42002	0.91705	0.219842105
3	11651881	cg15876825	0.65585	0.39739	0.805208861	0.48206	0.963625	0.238221053
8	53322321	cg15905979	0.794816667	0.3925	0.8313	0.42468	0.909575	0.2431
10	106426210	cg15989318	0.777083333	0.413815	0.84133038	0.45714	0.9273875	0.2717
10	97182445	cg16004767	0.669383333	0.39738	0.862539241	0.46384	0.92755	0.264563158
7	137027135	cg16029260	0.8462	0.4002675	0.820193671	0.44254	0.9038875	0.214873684
12	3446079	cg16063018	0.83765	0.39276	0.807656962	0.39722	0.9315375	0.241252632
18	51058709	cg16080643	0.807233333	0.46154	0.879851899	0.49248	0.9150875	0.320563158
12	14109211	cg16083711	0.85985	0.42357	0.876927848	0.42356	0.917025	0.286805263
2	236826207	cg16096176	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211
2	192807194	cg16163756	0.569533333	0.5535425	0.8054	0.49034	0.9503125	0.593157895
1	6390830	cg16170708	0.335783333	0.5518775	0.809701266	0.4444	0.969775	0.698563158
10	75313138	cg16193203	0.827716667	0.3649425	0.846863291	0.38504	0.917175	0.199473684
10	21551074	cg16203758	0.757433333	0.502305	0.857507595	0.48236	0.9332125	0.445794737
6	161860561	cg16210324	0.69945	0.3448375	0.821994937	0.34284	0.9595875	0.225005263
10	103509326	cg16210719	0.6113	0.3356325	0.831107595	0.47484	0.9398875	0.140757895
3	123339918	cg16212219	0.77285	0.46673	0.850701266	0.49072	0.950225	0.357947368
19	51051954	cg16212298	0.21365	0.31966	0.805587342	0.42968	0.9020875	0.258594737
1	230272611	cg16246661	0.133916667	0.3523425	0.83006962	0.33874	0.954725	0.428042105
5	2866877	cg16252110	0.108866667	0.223815	0.912911392	0.34708	0.9647625	0.153078947
3	123813587	cg16278716	0.881116667	0.541755	0.898139241	0.49102	0.9374125	0.490447368
5	2111458	cg16288562	0.741066667	0.457385	0.838559494	0.49502	0.924	0.337494737
13	110008482	cg16291699	0.414333333	0.4176675	0.894456962	0.40424	0.958425	0.434484211
18	9535889	cg16300329	0.29895	0.410045	0.844827848	0.47236	0.93515	0.389389474
3	48465206	cg16357930	0.805133333	0.4111875	0.868827848	0.3979	0.94825	0.285684211
5	978322	cg16360831	0.178483333	0.36192	0.834802532	0.46526	0.936925	0.333652632
3	35721072	cg16370778	0.1676	0.438105	0.818311392	0.43172	0.91185	0.536184211
12	113797720	cg16381917	0.175616667	0.3305825	0.831112658	0.3866	0.93525	0.345947368
11	70368768	cg16399393	0.288666667	0.5062325	0.844908861	0.46646	0.93715	0.613268421
8	96394047	cg16405960	0.625066667	0.45135	0.823136709	0.42542	0.9478625	0.407010526
2	108993737	cg16463700	0.67675	0.5821575	0.808197468	0.4817	0.9024625	0.626421053
11	8133258	cg16484162	0.116	0.1830275	0.804034177	0.25788	0.9249375	0.150863158
3	52350245	cg16486432	0.35325	0.5168525	0.823755696	0.4787	0.900475	0.602173684
18	64271341	cg16489926	0.761166667	0.4098725	0.835063291	0.48198	0.9447	0.229557895
5	55460876	cg16501561	0.355166667	0.284805	0.813391139	0.35446	0.9378125	0.181989474
3	120179862	cg16562288	0.68345	0.334125	0.816070886	0.32792	0.9228	0.229310526
13	114202683	cg16567723	0.075983333	0.3514	0.852591139	0.2937	0.9499875	0.468957895
22	20252617	cg16597537	0.182133333	0.33011	0.872450633	0.44474	0.915325	0.287389474
12	50400225	cg16614527	0.860966667	0.3698475	0.911397468	0.44304	0.93235	0.151010526
7	130582172	cg16617297	0.8822	0.6077775	0.911213924	0.44848	0.9199875	0.647278947
10	134420036	cg16627236	0.400483333	0.3600425	0.807034177	0.41204	0.9206	0.289584211
1	230272358	cg16698674	0.165516667	0.336365	0.835592405	0.35708	0.9643375	0.368768421
1	193150499	cg16712103	0.81465	0.4667825	0.858122785	0.4496	0.942925	0.385452632
16	15130678	cg16724811	0.604666667	0.4925025	0.828958228	0.47438	0.9038	0.472315789
11	47194031	cg16733769	0.46405	0.4752275	0.853151899	0.49056	0.945125	0.460236842
8	12958083	cg16749785	0.480683333	0.356665	0.873083544	0.46272	0.957475	0.228168421
20	62795807	cg16772207	0.197766667	0.32694	0.881589873	0.37498	0.946225	0.313357895
7	133974228	cg16785291	0.56345	0.38342	0.819835443	0.46266	0.9378125	0.271363158
11	93875999	cg16805189	0.764016667	0.3421125	0.811592405	0.41572	0.9326125	0.1526
7	101754920	cg16829042	0.1738	0.3308175	0.802786076	0.40218	0.9200375	0.338842105
10	134491593	cg16829244	0.188233333	0.4096725	0.816794937	0.493	0.9233625	0.424315789
10	15410179	cg16923137	0.631533333	0.37889	0.80338481	0.41422	0.95025	0.281215789
10	729226	cg16936421	0.872716667	0.4889675	0.858574684	0.47546	0.9185375	0.370657895
8	61325803	cg16970604	0.8749	0.54964	0.858649367	0.46818	0.9177	0.5103
11	84634735	cg16986720	0.663466667	0.459595	0.83558481	0.34972	0.9351	0.496536842
8	25543184	cg17008486	0.1255	0.2646575	0.912225316	0.32952	0.94265	0.203873684
1	243877447	cg17133045	0.2356	0.24557	0.816981013	0.31382	0.94845	0.199284211
7	35844045	cg17168428	0.637466667	0.3733375	0.855668354	0.4568	0.9336	0.222684211
3	167293354	cg17178922	0.731516667	0.5058325	0.845058228	0.42212	0.930925	0.501378947
17	36511291	cg17217443	0.182216667	0.42649	0.800560759	0.43924	0.9567375	0.499168421
5	67483875	cg17229173	0.827333333	0.330915	0.841922785	0.32886	0.945575	0.156894737
17	1474778	cg17258335	0.3731	0.364545	0.841208861	0.45494	0.9439625	0.294252632
19	12708001	cg17284236	0.5569	0.4795075	0.815713924	0.4655	0.9455125	0.428594737
6	166891902	cg17284536	0.4862	0.5026975	0.888194937	0.49932	0.95565	0.502347368
14	77335130	cg17309003	0.261583333	0.3498775	0.818698734	0.40808	0.9582	0.322678947
2	33906282	cg17370319	0.626	0.3825325	0.816089873	0.40096	0.953325	0.2835
6	170714038	cg17402279	0.823016667	0.43949	0.861555696	0.4945	0.9406625	0.262215789
6	30885344	cg17428922	0.529583333	0.5504125	0.844711392	0.4972	0.9416	0.595121053
12	124905230	cg17429587	0.26955	0.333725	0.848962025	0.38552	0.9086125	0.318552632
10	17028480	cg17436460	0.404816667	0.319665	0.830640506	0.42522	0.9540625	0.202178947
14	74185993	cg17454920	0.142533333	0.3913725	0.835874684	0.37304	0.96065	0.482221053
2	2111648	cg17519749	0.880233333	0.6143775	0.827526582	0.44994	0.9058375	0.651957895
1	184634036	cg17519955	0.541433333	0.6084	0.8173	0.4855	0.9366375	0.724921053
17	54230419	cg17607722	0.4485	0.46052	0.816237975	0.4587	0.9033375	0.459221053
3	183144880	cg17614995	0.619766667	0.4971075	0.89721519	0.4454	0.947675	0.488210526
4	10966220	cg17634650	0.3306	0.479185	0.839607595	0.45632	0.919025	0.548531579
6	18023012	cg17637342	0.87685	0.5006925	0.882731646	0.48002	0.9636125	0.393205263
18	56529784	cg17675150	0.458583333	0.3763475	0.869921519	0.37582	0.9718875	0.336831579
4	108586594	cg17691988	0.81165	0.5114375	0.832526582	0.4789	0.9434	0.429473684
7	101723568	cg17713751	0.181833333	0.2706475	0.908620253	0.34958	0.95075	0.235731579
6	163851615	cg17736997	0.818783333	0.3446	0.852818987	0.40568	0.942525	0.132857895
8	26481696	cg17759595	0.159833333	0.3672325	0.909440506	0.48114	0.9447875	0.321363158
9	138774526	cg17792192	0.8546	0.4265325	0.926711392	0.4857	0.937375	0.233063158
12	22777409	cg17839399	0.52205	0.32073	0.840048101	0.3191	0.9435875	0.253552632
2	235704848	cg17841421	0.836283333	0.5233175	0.857807595	0.47108	0.9690125	0.447363158
17	78774058	cg17888563	0.788166667	0.48831	0.970778481	0.48224	0.9567875	0.413652632
7	6465684	cg17890233	0.8407	0.4079775	0.880803797	0.47812	0.90325	0.213994737
19	50986377	cg17914350	0.417466667	0.40759	0.87165443	0.48024	0.960775	0.366468421
5	173328846	cg18001443	0.706166667	0.572305	0.88618481	0.47956	0.94315	0.610205263
22	18043745	cg18003231	0.6695	0.366545	0.824592405	0.36922	0.966975	0.2617
2	168803242	cg18009575	0.55745	0.4594025	0.801281013	0.4884	0.9254125	0.394036842
11	1421209	cg18049328	0.502666667	0.585455	0.813279747	0.46174	0.909225	0.695605263
8	22786374	cg18050520	0.679266667	0.541655	0.813850633	0.49988	0.942625	0.523194737
6	163951256	cg18052967	0.786316667	0.36719	0.810696203	0.34862	0.934825	0.209315789
12	106480756	cg18069268	0.8973	0.457925	0.905458228	0.49332	0.9674375	0.283
10	405362	cg18074403	0.781183333	0.478875	0.918632911	0.42566	0.929475	0.430752632
4	186741362	cg18086520	0.64455	0.3954975	0.831948101	0.39906	0.9364875	0.315647368
5	67522442	cg18104285	0.3987	0.4021875	0.860450633	0.4761	0.9242	0.343184211
15	95713100	cg18173726	0.537583333	0.5294725	0.853906329	0.46114	0.96275	0.577905263
14	69052887	cg18205933	0.6618	0.5258625	0.876494937	0.42448	0.9538375	0.553110526
17	29624396	cg18232597	0.606616667	0.3270975	0.870162025	0.33874	0.92005	0.235184211
11	133804557	cg18298997	0.353566667	0.4042325	0.874353165	0.46078	0.95375	0.382431579
14	70454441	cg18302334	0.814683333	0.4188625	0.825211392	0.46992	0.932275	0.247184211
1	204339486	cg18316735	0.867266667	0.4538125	0.867965823	0.48432	0.933725	0.278215789
2	102326438	cg18327695	0.853433333	0.42705	0.812782278	0.4543	0.9254625	0.270731579
15	64438372	cg18376817	0.51285	0.3567075	0.817773418	0.44816	0.9544625	0.234215789
10	3283566	cg18384190	0.560816667	0.33978	0.8974	0.34642	0.941375	0.267994737
14	93419447	cg18389827	0.33725	0.4266175	0.855446835	0.42956	0.9015875	0.441947368
14	97129577	cg18391978	0.195533333	0.286285	0.879181013	0.41728	0.9428625	0.204215789
22	23435458	cg18412730	0.398383333	0.3456025	0.837774684	0.4571	0.91685	0.241826316
3	185080423	cg18444689	0.742983333	0.48894	0.830102532	0.46462	0.9316875	0.443815789
14	51293793	cg18459806	0.632	0.5296025	0.915343038	0.40234	0.95485	0.5908
17	30815034	cg18473137	0.184333333	0.4391425	0.903964557	0.48766	0.928225	0.488284211
10	729956	cg18503829	0.875833333	0.459975	0.809503797	0.40844	0.9257875	0.370184211
14	100059479	cg18505593	0.198733333	0.3507425	0.895182278	0.4766	0.9695125	0.282026316
21	40669669	cg18574499	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053
