chr	start	end	not_musc_avg	musc_average	dist	leuk_average
chr17	39573085	39573086	0.826108108	0.40305	0.423058108	0.9334
chr17	40230086	40230087	0.868020721	0.480816667	0.387204054	0.9540375
chr17	40695686	40695687	0.803234234	0.449566667	0.353667568	0.9486875
chr17	40842804	40842805	0.879633333	0.409533333	0.4701	0.96055
chr17	41852574	41852575	0.849932432	0.435433333	0.414499099	0.9210125
chr17	44347643	44347644	0.810745045	0.4832	0.327545045	0.9015375
chr17	55785087	55785088	0.813235135	0.325683333	0.487551802	0.9373875
chr17	56069567	56069568	0.878252252	0.460116667	0.418135586	0.9649625
chr17	59337073	59337074	0.802615315	0.410983333	0.391631982	0.9037625
chr17	65039695	65039696	0.920185586	0.491816667	0.428368919	0.9459
chr17	65040769	65040770	0.874736937	0.458933333	0.415803604	0.96535
chr17	65040983	65040984	0.92425045	0.4162	0.50805045	0.9650125
chr17	73056797	73056798	0.817699099	0.4299	0.387799099	0.9067
chr17	73151410	73151411	0.86441982	0.475066667	0.389353153	0.97245
chr17	74736402	74736403	0.826333333	0.445783333	0.38055	0.9528875
chr17	76446851	76446852	0.883627928	0.485116667	0.398511261	0.9549875
chr17	76471562	76471563	0.825845946	0.45505	0.370795946	0.9524625
chr17	77896584	77896585	0.822828829	0.4615	0.361328829	0.93865
chr17	77899679	77899680	0.815496396	0.486116667	0.32937973	0.9710125
chr17	78755841	78755842	0.858711712	0.47	0.388711712	0.9710125
chr17	78817642	78817643	0.819692793	0.433366667	0.386326126	0.9196
chr17	78817938	78817939	0.832515315	0.450216667	0.382298649	0.9309875
chr17	78820004	78820005	0.834845045	0.456033333	0.378811712	0.9003375
chr17	78935269	78935270	0.918744144	0.49935	0.419394144	0.9559375
chr17	79086355	79086356	0.808451351	0.485083333	0.323368018	0.9731875
chr17	79792777	79792778	0.916910811	0.446033333	0.470877477	0.92735
chr17	79792936	79792937	0.84268018	0.393683333	0.448996847	0.9185125
chr17	79792984	79792985	0.852943243	0.463883333	0.38905991	0.9267375
chr17	79793208	79793209	0.824675676	0.407783333	0.416892342	0.9084625
chr17	79865516	79865517	0.823677477	0.464	0.359677477	0.915625
chr17	79899309	79899310	0.870194595	0.492583333	0.377611261	0.952225
chr17	79976900	79976901	0.802836937	0.44315	0.359686937	0.9349875
chr17	81014667	81014668	0.853224324	0.417066667	0.436157658	0.94955
chr17	81016185	81016186	0.8259	0.468616667	0.357283333	0.942875
chr18	3220106	3220107	0.840594595	0.46595	0.374644595	0.95435
chr18	3221492	3221493	0.858954955	0.480983333	0.377971622	0.929375
chr18	7231037	7231038	0.863230631	0.34875	0.514480631	0.9437875
chr18	19409164	19409165	0.859903604	0.48205	0.377853604	0.95665
chr18	37333000	37333001	0.832551351	0.495716667	0.336834685	0.9043625
chr18	55922747	55922748	0.86532973	0.411616667	0.453713063	0.94895
chr18	55923122	55923123	0.886563964	0.428933333	0.457630631	0.94655
chr18	55924005	55924006	0.888663964	0.44485	0.443813964	0.967775
chr18	56296243	56296244	0.810277477	0.395466667	0.414810811	0.9263875
chr18	56296496	56296497	0.808696396	0.434666667	0.37402973	0.922675
chr18	67508666	67508667	0.829705405	0.493716667	0.335988739	0.9073875
chr18	74800080	74800081	0.810781081	0.499116667	0.311664414	0.910075
chr18	74804256	74804257	0.854402703	0.26965	0.584752703	0.9489875
chr18	76270967	76270968	0.810601802	0.4044	0.406201802	0.9647875
chr18	76725495	76725496	0.805108108	0.332466667	0.472641441	0.90065
chr18	77336201	77336202	0.803079279	0.49965	0.303429279	0.97465
chr18	77609087	77609088	0.818100901	0.4237	0.394400901	0.9354125
chr19	360072	360073	0.85556036	0.440266667	0.415293694	0.9431125
chr19	1152189	1152190	0.801892793	0.349066667	0.452826126	0.9286125
chr19	2046085	2046086	0.858823423	0.4613	0.397523423	0.9651
chr19	2255462	2255463	0.816712613	0.4684	0.348312613	0.9635875
chr19	2255496	2255497	0.890433333	0.49725	0.393183333	0.9472125
chr19	2255619	2255620	0.841055856	0.480683333	0.360372523	0.9306625
chr19	2255658	2255659	0.869007207	0.439416667	0.429590541	0.93965
chr19	2645923	2645924	0.889292793	0.4714	0.417892793	0.9624875
chr19	2774197	2774198	0.843481081	0.4256	0.417881081	0.964575
chr19	3942217	3942218	0.867073874	0.33795	0.529123874	0.930775
chr19	3958344	3958345	0.912201802	0.4194	0.492801802	0.9597875
chr19	4345965	4345966	0.804354955	0.458	0.346354955	0.931
chr19	4371934	4371935	0.842513514	0.441583333	0.40093018	0.906875
chr19	5507274	5507275	0.830497297	0.375416667	0.455080631	0.9633375
chr19	5507344	5507345	0.853359459	0.393466667	0.459892793	0.9609375
chr19	5507452	5507453	0.845933333	0.4827	0.363233333	0.94215
chr19	5507540	5507541	0.803886486	0.49245	0.311436486	0.9335125
chr19	8661264	8661265	0.811544144	0.497483333	0.314060811	0.934475
chr19	15446617	15446618	0.866668468	0.465216667	0.401451802	0.9017375
chr19	18120728	18120729	0.804688288	0.4883	0.316388288	0.9596625
chr19	35523468	35523469	0.875846847	0.457566667	0.41828018	0.9390625
chr19	40873973	40873974	0.863043243	0.398283333	0.46475991	0.9729875
chr19	40917184	40917185	0.812416216	0.431016667	0.38139955	0.9358
chr19	45150725	45150726	0.815387387	0.307966667	0.507420721	0.919
chr19	45822962	45822963	0.846516216	0.487416667	0.35909955	0.9125
chr19	46288852	46288853	0.811387387	0.48895	0.322437387	0.920075
chr19	46292479	46292480	0.877502703	0.41235	0.465152703	0.9496
chr19	49223278	49223279	0.872330631	0.343833333	0.528497297	0.9558
chr19	49258851	49258852	0.802713514	0.4988	0.303913514	0.9232
chr19	49576955	49576956	0.82916036	0.442916667	0.386243694	0.92555
chr19	56031373	56031374	0.827986486	0.443766667	0.38421982	0.922225
chr19	56688423	56688424	0.921132432	0.496283333	0.424849099	0.9547125
chr19	56688439	56688440	0.802055856	0.452766667	0.349289189	0.91415
chr20	3687817	3687818	0.857199099	0.423416667	0.433782432	0.9172
chr20	20066303	20066304	0.844524324	0.437683333	0.406840991	0.9457125
chr20	31643062	31643063	0.800659459	0.491133333	0.309526126	0.9047375
chr20	35092466	35092467	0.828118919	0.4382	0.389918919	0.9368375
chr20	41823021	41823022	0.832717117	0.43085	0.401867117	0.9324875
chr20	43987945	43987946	0.810885586	0.45785	0.353035586	0.9495625
chr20	44471806	44471807	0.826112613	0.421966667	0.404145946	0.9665875
chr20	48601882	48601883	0.825713514	0.474916667	0.350796847	0.9302625
chr20	57087179	57087180	0.847841441	0.491066667	0.356774775	0.9384625
chr20	57457492	57457493	0.834077477	0.351716667	0.482360811	0.9688
chr20	60858364	60858365	0.808572072	0.418266667	0.390305405	0.9740375
chr20	61151472	61151473	0.816887387	0.384433333	0.432454054	0.9513625
chr20	61947398	61947399	0.819694595	0.484283333	0.335411261	0.9459625
chr21	34166537	34166538	0.802554955	0.4456	0.356954955	0.9324125
chr21	37842700	37842701	0.811391892	0.4537	0.357691892	0.904475
chr21	43782500	43782501	0.808887387	0.433816667	0.375070721	0.9471875
chr21	44089142	44089143	0.859118018	0.388266667	0.470851351	0.974325
chr21	44486298	44486299	0.806752252	0.49055	0.316202252	0.960375
chr21	46368090	46368091	0.843827027	0.472066667	0.37176036	0.976025
chr21	46787125	46787126	0.818323423	0.413316667	0.405006757	0.93875
chr22	26137738	26137739	0.837982883	0.438883333	0.39909955	0.9443875
chr22	26137852	26137853	0.819471171	0.3452	0.474271171	0.9410625
chr22	26138429	26138430	0.853361261	0.421366667	0.431994595	0.9391
chr22	26922951	26922952	0.803761261	0.424683333	0.379077928	0.9001875
chr22	26952697	26952698	0.833963063	0.4588	0.375163063	0.9138875
chr22	36013444	36013445	0.844410811	0.4257	0.418710811	0.9685625
chr22	36013675	36013676	0.817993694	0.224783333	0.59321036	0.963025
chr22	36809318	36809319	0.808430631	0.430533333	0.377897297	0.940675
chr22	44394856	44394857	0.815925225	0.370483333	0.445441892	0.9614125
chr22	44395017	44395018	0.854901802	0.494883333	0.360018468	0.9584875
chr22	50158207	50158208	0.844440541	0.442383333	0.402057207	0.9570125
