							als1	als2						
chr5	10139105	10139181		chr5	10139169	10139170	NA	92.85714286	100	NA	NA	72.72727273	NA	NA
chr5	10139105	10139181		chr5	10139170	10139171	NA	100	100	100	100	100	100	NA
chr5	10139105	10139181		chr5	10139174	10139175	NA	100	100	100	NA	100	NA	NA
chr5	10139105	10139181		chr5	10139175	10139176	NA	100	92.85714286	100	100	100	100	NA
chr5	16469219	16469295		.	-1	-1	.	.	.	.	.	.	.	.
chr5	38134968	38135044		chr5	38134985	38134986	NA	NA	NA	NA	NA	NA	100	NA
chr5	38134968	38135044		chr5	38134986	38134987	NA	93.33333333	57.14285714	83.33333333	100	88.88888889	100	NA
chr5	55061861	55061937		.	-1	-1	.	.	.	.	.	.	.	.
chr5	55147170	55147246		.	-1	-1	.	.	.	.	.	.	.	.
chr5	58298949	58299025		.	-1	-1	.	.	.	.	.	.	.	.
chr5	58824666	58824742		.	-1	-1	.	.	.	.	.	.	.	.
chr5	61714532	61714608		.	-1	-1	.	.	.	.	.	.	.	.
chr5	80529868	80529944		chr5	80529893	80529894	100	100	84.61538462	90	100	100	NA	NA
chr5	80529868	80529944		chr5	80529894	80529895	100	100	100	71.42857143	100	100	100	87.5
chr5	89018343	89018419		.	-1	-1	.	.	.	.	.	.	.	.
chr5	90608868	90608944		.	-1	-1	.	.	.	.	.	.	.	.
chr5	96256843	96256919		chr5	96256861	96256862	85.71428571	90.90909091	100	88.88888889	100	90.90909091	83.33333333	NA
chr5	96256843	96256919		chr5	96256862	96256863	NA	85.71428571	81.81818182	100	100	100	94.73684211	71.42857143
chr5	96380343	96380419		.	-1	-1	.	.	.	.	.	.	.	.
chr5	102131946	102132022		chr5	102131973	102131974	NA	NA	NA	45.45454545	57.14285714	NA	NA	66.66666667
chr5	102131946	102132022		chr5	102132008	102132009	NA	NA	NA	75	NA	NA	NA	NA
chr5	109042162	109042238		chr5	109042175	109042176	80	100	92.85714286	58.33333333	100	100	100	NA
chr5	109042162	109042238		chr5	109042176	109042177	NA	NA	NA	100	NA	NA	71.42857143	NA
chr5	114807699	114807775		chr5	114807731	114807732	NA	80	57.14285714	83.33333333	87.5	100	81.81818182	NA
chr5	114807699	114807775		chr5	114807732	114807733	NA	70	87.5	83.33333333	NA	NA	NA	NA
chr5	134607969	134608045		chr5	134607990	134607991	86.66666667	93.33333333	100	100	100	91.66666667	100	87.5
chr5	134607969	134608045		chr5	134607991	134607992	75	91.66666667	100	100	100	100	100	NA
chr5	138731472	138731548		.	-1	-1	.	.	.	.	.	.	.	.
chr5	142422166	142422242		.	-1	-1	.	.	.	.	.	.	.	.
chr5	150040531	150040607		chr5	150040595	150040596	NA	NA	NA	88.88888889	NA	NA	100	NA
chr5	150040531	150040607		chr5	150040596	150040597	100	100	NA	NA	100	90	88.88888889	NA
chr5	180029933	180030009		chr5	180030004	180030005	NA	NA	100	NA	100	NA	100	NA
chr5	180029933	180030009		chr5	180030005	180030006	NA	100	100	100	90.90909091	88.88888889	100	NA
chr5	180029933	180030009		chr5	180030008	180030009	NA	NA	100	100	83.33333333	NA	100	NA
chr5	180071681	180071757		chr5	180071682	180071683	NA	NA	NA	0	NA	NA	NA	NA
chr5	180640402	180640478		.	-1	-1	.	.	.	.	.	.	.	.
chr6	436853	436929		chr6	436870	436871	75	75	73.33333333	84.61538462	91.66666667	83.33333333	85.71428571	100
chr6	436853	436929		chr6	436871	436872	NA	71.42857143	NA	NA	NA	NA	88.88888889	NA
chr6	436853	436929		chr6	436873	436874	75	75	64.28571429	76.92307692	83.33333333	54.54545455	84.61538462	83.33333333
chr6	436853	436929		chr6	436874	436875	NA	57.14285714	NA	100	NA	NA	87.5	NA
chr6	436853	436929		chr6	436905	436906	NA	87.5	54.54545455	100	100	72.72727273	85.71428571	NA
chr6	436853	436929		chr6	436906	436907	NA	50	100	88.88888889	NA	85.71428571	NA	NA
chr6	436853	436929		chr6	436928	436929	NA	83.33333333	62.5	100	100	100	100	NA
chr6	2382574	2382650		chr6	2382598	2382599	NA	85.71428571	NA	NA	87.5	83.33333333	NA	NA
chr6	2382574	2382650		chr6	2382599	2382600	NA	100	93.33333333	92.30769231	100	58.82352941	92.30769231	62.5
chr6	2382574	2382650		chr6	2382610	2382611	NA	85.71428571	NA	NA	85.71428571	NA	NA	NA
chr6	2382574	2382650		chr6	2382611	2382612	85.71428571	92.30769231	83.33333333	91.66666667	100	90	92.30769231	100
chr6	2382659	2382735		chr6	2382734	2382735	NA	100	100	100	100	80	92.85714286	100
chr6	2713725	2713801		chr6	2713787	2713788	NA	100	100	100	100	100	100	NA
chr6	2713725	2713801		chr6	2713788	2713789	90.90909091	100	NA	100	100	100	100	NA
chr6	2734405	2734481		chr6	2734425	2734426	71.42857143	80	60	90	88.88888889	66.66666667	NA	NA
chr6	2734405	2734481		chr6	2734426	2734427	NA	50	75	86.66666667	33.33333333	NA	80	NA
chr6	2734405	2734481		chr6	2734437	2734438	71.42857143	90	55.55555556	36.36363636	100	66.66666667	NA	NA
chr6	2734405	2734481		chr6	2734438	2734439	83.33333333	50	66.66666667	40	42.85714286	NA	88.88888889	NA
chr6	2734405	2734481		chr6	2734479	2734480	61.53846154	83.33333333	55.55555556	63.63636364	70	57.14285714	33.33333333	NA
chr6	2734405	2734481		chr6	2734480	2734481	71.42857143	46.15384615	42.85714286	75	28.57142857	NA	87.5	NA
chr6	3329861	3329937		chr6	3329883	3329884	NA	83.33333333	85.71428571	NA	NA	NA	50	NA
chr6	3329861	3329937		chr6	3329884	3329885	NA	83.33333333	NA	100	NA	NA	NA	NA
chr6	3329861	3329937		chr6	3329902	3329903	NA	85.71428571	100	NA	NA	100	NA	NA
chr6	3329861	3329937		chr6	3329903	3329904	NA	100	100	100	NA	66.66666667	NA	NA
chr6	3760041	3760117		.	-1	-1	.	.	.	.	.	.	.	.
chr6	6737005	6737081		chr6	6737013	6737014	NA	85.71428571	50	62.5	66.66666667	NA	NA	50
chr6	6737005	6737081		chr6	6737014	6737015	NA	NA	NA	NA	87.5	NA	66.66666667	NA
chr6	6737005	6737081		chr6	6737065	6737066	NA	NA	0	44.44444444	44.44444444	NA	66.66666667	NA
chr6	6737005	6737081		chr6	6737066	6737067	NA	NA	45.45454545	28.57142857	NA	NA	71.42857143	85.71428571
chr6	11251029	11251105		.	-1	-1	.	.	.	.	.	.	.	.
chr6	16139042	16139118		chr6	16139051	16139052	83.33333333	NA	100	100	100	100	100	NA
chr6	16139042	16139118		chr6	16139052	16139053	85.71428571	100	90	90.90909091	100	88.88888889	90	NA
chr6	16242393	16242469		.	-1	-1	.	.	.	.	.	.	.	.
chr6	16324893	16324969		chr6	16324893	16324894	100	100	89.65517241	88.88888889	93.33333333	89.47368421	100	83.33333333
chr6	17169387	17169463		chr6	17169450	17169451	100	94.73684211	68.75	93.75	100	94.44444444	100	100
chr6	17169387	17169463		chr6	17169451	17169452	83.33333333	100	NA	85.71428571	88.88888889	90	NA	NA
chr6	22718499	22718575		.	-1	-1	.	.	.	.	.	.	.	.
chr6	30038847	30038923		.	-1	-1	.	.	.	.	.	.	.	.
chr6	31005762	31005838		.	-1	-1	.	.	.	.	.	.	.	.
chr6	31938702	31938778		.	-1	-1	.	.	.	.	.	.	.	.
chr6	33776453	33776529		.	-1	-1	.	.	.	.	.	.	.	.
chr6	35468772	35468848		chr6	35468776	35468777	NA	NA	NA	0	NA	NA	NA	NA
chr6	35468772	35468848		chr6	35468795	35468796	NA	NA	NA	0	NA	NA	NA	NA
chr6	41030228	41030304		.	-1	-1	.	.	.	.	.	.	.	.
chr6	46049096	46049172		.	-1	-1	.	.	.	.	.	.	.	.
chr6	47749711	47749787		.	-1	-1	.	.	.	.	.	.	.	.
chr6	53519678	53519754		chr6	53519679	53519680	NA	NA	NA	75	91.66666667	71.42857143	100	NA
chr6	53519678	53519754		chr6	53519680	53519681	87.5	100	100	NA	100	100	92.85714286	62.5
chr6	53883813	53883889		.	-1	-1	.	.	.	.	.	.	.	.
chr6	55905334	55905410		.	-1	-1	.	.	.	.	.	.	.	.
chr6	64373151	64373227		.	-1	-1	.	.	.	.	.	.	.	.
chr6	71548657	71548733		.	-1	-1	.	.	.	.	.	.	.	.
chr6	76045845	76045921		.	-1	-1	.	.	.	.	.	.	.	.
chr6	86370036	86370112		.	-1	-1	.	.	.	.	.	.	.	.
chr6	90024468	90024544		chr6	90024479	90024480	83.33333333	81.25	NA	100	88.88888889	88.23529412	88.88888889	62.5
chr6	90024468	90024544		chr6	90024480	90024481	NA	76.92307692	90	75	75	82.60869565	68.75	NA
chr6	90353433	90353509		chr6	90353433	90353434	88.88888889	100	100	66.66666667	100	100	94.11764706	NA
chr6	105706006	105706082		.	-1	-1	.	.	.	.	.	.	.	.
chr6	107987361	107987437		.	-1	-1	.	.	.	.	.	.	.	.
chr6	111412719	111412795		.	-1	-1	.	.	.	.	.	.	.	.
chr6	113370782	113370858		.	-1	-1	.	.	.	.	.	.	.	.
chr6	117866514	117866590		.	-1	-1	.	.	.	.	.	.	.	.
chr6	123959109	123959185		.	-1	-1	.	.	.	.	.	.	.	.
chr6	125542973	125543049		chr6	125542982	125542983	85.71428571	87.5	81.81818182	92.30769231	90.90909091	83.33333333	92.85714286	100
chr6	125542973	125543049		chr6	125542983	125542984	100	100	84.61538462	87.5	87.5	93.75	83.33333333	100
chr6	130758239	130758315		chr6	130758265	130758266	NA	83.33333333	NA	NA	NA	71.42857143	85.71428571	100
chr6	130758239	130758315		chr6	130758266	130758267	NA	88.88888889	87.5	71.42857143	100	100	100	83.33333333
chr6	136394046	136394122		chr6	136394069	136394070	NA	100	100	100	NA	100	NA	NA
chr6	136394046	136394122		chr6	136394070	136394071	NA	85.71428571	NA	NA	100	NA	NA	NA
chr6	136394046	136394122		chr6	136394086	136394087	NA	100	NA	100	NA	83.33333333	NA	NA
chr6	136394046	136394122		chr6	136394087	136394088	NA	100	85.71428571	NA	91.66666667	NA	NA	NA
chr6	136394046	136394122		chr6	136394108	136394109	NA	100	100	100	NA	100	NA	NA
chr6	136394046	136394122		chr6	136394109	136394110	NA	NA	100	100	100	NA	NA	NA
chr6	139564092	139564168		.	-1	-1	.	.	.	.	.	.	.	.
chr6	144184482	144184558		.	-1	-1	.	.	.	.	.	.	.	.
chr6	149358692	149358768		.	-1	-1	.	.	.	.	.	.	.	.
chr6	149358727	149358803		.	-1	-1	.	.	.	.	.	.	.	.
chr6	150525284	150525360		chr6	150525324	150525325	100	87.5	66.66666667	70	91.66666667	84.61538462	66.66666667	66.66666667
chr6	150525284	150525360		chr6	150525325	150525326	100	63.63636364	NA	100	66.66666667	75	75	NA
chr6	152125786	152125862		.	-1	-1	.	.	.	.	.	.	.	.
chr6	152125890	152125966		.	-1	-1	.	.	.	.	.	.	.	.
chr6	152126005	152126081		.	-1	-1	.	.	.	.	.	.	.	.
chr6	152126017	152126093		.	-1	-1	.	.	.	.	.	.	.	.
chr6	152127737	152127813		.	-1	-1	.	.	.	.	.	.	.	.
chr6	152127746	152127822		.	-1	-1	.	.	.	.	.	.	.	.
chr6	157470075	157470151		.	-1	-1	.	.	.	.	.	.	.	.
chr6	159049686	159049762		chr6	159049740	159049741	100	100	88.23529412	100	100	100	100	90
chr6	159049686	159049762		chr6	159049741	159049742	NA	100	100	100	91.66666667	100	100	NA
chr6	163768476	163768552		.	-1	-1	.	.	.	.	.	.	.	.
chr6	166100241	166100317		chr6	166100261	166100262	NA	66.66666667	88.88888889	100	83.33333333	72.72727273	85.71428571	NA
chr6	167763245	167763321		chr6	167763312	167763313	33.33333333	50	63.63636364	71.42857143	77.77777778	33.33333333	100	66.66666667
chr6	168120481	168120557		.	-1	-1	.	.	.	.	.	.	.	.
chr6	168376176	168376252		chr6	168376195	168376196	87.5	100	94.44444444	91.66666667	90.90909091	100	93.75	88.88888889
chr6	168376176	168376252		chr6	168376196	168376197	100	88.88888889	100	76.92307692	92.85714286	100	100	87.5
chr6	168376176	168376252		chr6	168376204	168376205	100	100	95	83.33333333	70	100	61.11111111	100
chr6	168376176	168376252		chr6	168376205	168376206	83.33333333	95.23809524	75	92.30769231	93.33333333	93.75	71.42857143	87.5
chr6	168797301	168797377		.	-1	-1	.	.	.	.	.	.	.	.
chr6	168983336	168983412		.	-1	-1	.	.	.	.	.	.	.	.
chr6	168983372	168983448		chr6	168983443	168983444	100	94.11764706	85.71428571	76.92307692	88.88888889	100	87.5	77.77777778
chr6	168983372	168983448		chr6	168983444	168983445	NA	70.58823529	75	90	88.88888889	100	100	91.66666667
chr6	169316681	169316757		chr6	169316745	169316746	80	84.61538462	95	81.81818182	90.90909091	77.77777778	70	85.71428571
chr6	169316681	169316757		chr6	169316746	169316747	NA	87.5	91.66666667	85.71428571	100	85.71428571	NA	NA
chr6	170249319	170249395		chr6	170249320	170249321	NA	NA	NA	NA	NA	NA	100	NA
chr6	170249319	170249395		chr6	170249358	170249359	NA	NA	NA	100	NA	NA	NA	NA
chr6	170249319	170249395		chr6	170249390	170249391	NA	100	NA	66.66666667	NA	NA	83.33333333	NA
chr6	170365450	170365526		.	-1	-1	.	.	.	.	.	.	.	.
chr7	160677	160753		.	-1	-1	.	.	.	.	.	.	.	.
chr7	187258	187334		.	-1	-1	.	.	.	.	.	.	.	.
chr7	187264	187340		.	-1	-1	.	.	.	.	.	.	.	.
chr7	608900	608976		.	-1	-1	.	.	.	.	.	.	.	.
chr7	611412	611488		chr7	611443	611444	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr7	611412	611488		chr7	611444	611445	NA	50	81.81818182	100	100	NA	NA	NA
chr7	611412	611488		chr7	611454	611455	NA	85.71428571	100	100	100	NA	NA	NA
chr7	612538	612614		chr7	612573	612574	100	100	100	100	NA	100	100	91.66666667
chr7	612801	612877		chr7	612808	612809	NA	95	100	100	100	90.90909091	100	100
chr7	612801	612877		chr7	612809	612810	100	81.25	100	100	90	100	85.71428571	NA
chr7	612801	612877		chr7	612845	612846	100	94.11764706	100	93.33333333	93.33333333	95.65217391	94.44444444	100
chr7	612801	612877		chr7	612846	612847	100	90.47619048	86.66666667	90	100	87.5	75	NA
chr7	877965	878041		.	-1	-1	.	.	.	.	.	.	.	.
chr7	1059552	1059628		chr7	1059557	1059558	NA	NA	NA	NA	NA	NA	100	NA
chr7	1059552	1059628		chr7	1059562	1059563	NA	NA	NA	NA	NA	NA	33.33333333	NA
chr7	1120066	1120142		.	-1	-1	.	.	.	.	.	.	.	.
chr7	1801446	1801522		.	-1	-1	.	.	.	.	.	.	.	.
chr7	2189413	2189489		chr7	2189425	2189426	83.33333333	100	100	NA	NA	100	100	83.33333333
chr7	2189413	2189489		chr7	2189426	2189427	100	100	100	100	80	100	100	NA
chr7	2189413	2189489		chr7	2189430	2189431	NA	92.30769231	100	NA	NA	93.75	100	100
chr7	2189413	2189489		chr7	2189431	2189432	100	100	100	91.66666667	91.66666667	100	100	NA
chr7	2214684	2214760		chr7	2214703	2214704	NA	60	70.58823529	33.33333333	NA	88.88888889	50	83.33333333
chr7	2214684	2214760		chr7	2214704	2214705	NA	NA	NA	NA	NA	NA	42.85714286	50
chr7	2214684	2214760		chr7	2214749	2214750	NA	85.71428571	NA	83.33333333	NA	100	100	NA
chr7	2214684	2214760		chr7	2214750	2214751	83.33333333	NA	91.66666667	100	NA	NA	57.14285714	NA
chr7	2214715	2214791		chr7	2214749	2214750	NA	85.71428571	NA	83.33333333	NA	100	100	NA
chr7	2214715	2214791		chr7	2214750	2214751	83.33333333	NA	91.66666667	100	NA	NA	57.14285714	NA
chr7	2827158	2827234		chr7	2827226	2827227	100	86.66666667	100	90.90909091	100	93.75	89.47368421	100
chr7	2827158	2827234		chr7	2827227	2827228	NA	NA	100	NA	83.33333333	85.71428571	100	71.42857143
chr7	4774373	4774449		chr7	4774408	4774409	57.14285714	81.81818182	100	100	90.90909091	NA	88.88888889	NA
chr7	4808820	4808896		.	-1	-1	.	.	.	.	.	.	.	.
chr7	5647070	5647146		.	-1	-1	.	.	.	.	.	.	.	.
chr7	5647107	5647183		.	-1	-1	.	.	.	.	.	.	.	.
chr7	5883570	5883646		chr7	5883619	5883620	NA	84.61538462	100	100	90	88.88888889	100	NA
chr7	5883570	5883646		chr7	5883620	5883621	NA	100	NA	90	NA	NA	NA	NA
chr7	22852260	22852336		.	-1	-1	.	.	.	.	.	.	.	.
chr7	22982087	22982163		chr7	22982124	22982125	NA	100	100	100	100	100	100	100
chr7	22982087	22982163		chr7	22982125	22982126	NA	100	100	100	100	90	80	100
chr7	24818338	24818414		.	-1	-1	.	.	.	.	.	.	.	.
chr7	27216982	27217058		.	-1	-1	.	.	.	.	.	.	.	.
chr7	27217531	27217607		.	-1	-1	.	.	.	.	.	.	.	.
chr7	28058914	28058990		chr7	28058926	28058927	100	100	100	100	100	100	100	NA
chr7	28058914	28058990		chr7	28058927	28058928	NA	100	91.66666667	100	100	100	100	100
chr7	28682873	28682949		chr7	28682925	28682926	NA	77.77777778	100	80	NA	100	100	NA
chr7	28682873	28682949		chr7	28682926	28682927	66.66666667	NA	87.5	66.66666667	81.81818182	100	100	NA
chr7	28682873	28682949		chr7	28682931	28682932	NA	100	NA	100	NA	100	100	NA
chr7	28682873	28682949		chr7	28682932	28682933	66.66666667	NA	100	70	100	100	90.90909091	NA
chr7	32182985	32183061		chr7	32183028	32183029	NA	58.33333333	NA	100	83.33333333	100	NA	NA
chr7	32182985	32183061		chr7	32183029	32183030	81.81818182	81.81818182	50	100	64.70588235	84.61538462	85.71428571	87.5
chr7	42303579	42303655		chr7	42303605	42303606	33.33333333	14.28571429	11.11111111	11.11111111	14.28571429	9.090909091	0	16.66666667
chr7	42303579	42303655		chr7	42303606	42303607	45.45454545	12.5	20	11.11111111	20	20	NA	NA
chr7	50603217	50603293		chr7	50603228	50603229	85.71428571	85.71428571	100	90	100	100	100	NA
chr7	50603217	50603293		chr7	50603229	50603230	NA	100	100	90	100	88.88888889	100	66.66666667
chr7	50603217	50603293		chr7	50603236	50603237	NA	NA	100	88.88888889	100	100	90	NA
chr7	50603217	50603293		chr7	50603237	50603238	NA	88.88888889	93.75	100	66.66666667	100	93.33333333	100
chr7	50669984	50670060		chr7	50669985	50669986	NA	75	77.77777778	NA	100	100	NA	NA
chr7	50669984	50670060		chr7	50669986	50669987	NA	NA	NA	100	NA	57.14285714	66.66666667	NA
chr7	50799903	50799979		chr7	50799903	50799904	NA	100	NA	100	100	100	100	NA
chr7	50799903	50799979		chr7	50799920	50799921	NA	NA	NA	62.5	NA	88.88888889	NA	NA
chr7	50799903	50799979		chr7	50799921	50799922	NA	83.33333333	100	87.5	100	83.33333333	100	NA
chr7	55573169	55573245		.	-1	-1	.	.	.	.	.	.	.	.
chr7	69120916	69120992		chr7	69120952	69120953	33.33333333	50	28.57142857	33.33333333	50	38.88888889	70	62.5
chr7	69120916	69120992		chr7	69120953	69120954	23.80952381	60	50	NA	46.15384615	10	37.5	0
chr7	72849834	72849910		chr7	72849839	72849840	83.33333333	50	75	NA	87.5	NA	83.33333333	NA
chr7	72849834	72849910		chr7	72849840	72849841	NA	NA	NA	NA	NA	NA	57.14285714	NA
chr7	75620473	75620549		chr7	75620484	75620485	NA	90.90909091	87.5	90.90909091	90	92.30769231	91.30434783	NA
chr7	87093559	87093635		.	-1	-1	.	.	.	.	.	.	.	.
chr7	92412244	92412320		.	-1	-1	.	.	.	.	.	.	.	.
chr7	95115157	95115233		.	-1	-1	.	.	.	.	.	.	.	.
chr7	95115171	95115247		.	-1	-1	.	.	.	.	.	.	.	.
chr7	95115279	95115355		.	-1	-1	.	.	.	.	.	.	.	.
chr7	101505587	101505663		chr7	101505589	101505590	85.71428571	89.47368421	90.90909091	84.61538462	100	100	78.94736842	NA
chr7	101505587	101505663		chr7	101505590	101505591	NA	100	NA	85.71428571	NA	87.5	85.71428571	NA
chr7	101508874	101508950		chr7	101508910	101508911	90	100	100	NA	100	100	100	NA
chr7	101508874	101508950		chr7	101508911	101508912	NA	66.66666667	83.33333333	NA	NA	100	NA	NA
chr7	101508874	101508950		chr7	101508937	101508938	100	90.90909091	88.88888889	83.33333333	83.33333333	100	60	100
chr7	101508874	101508950		chr7	101508938	101508939	NA	87.5	NA	75	NA	90	NA	NA
chr7	101789610	101789686		.	-1	-1	.	.	.	.	.	.	.	.
chr7	112120710	112120786		.	-1	-1	.	.	.	.	.	.	.	.
chr7	112120724	112120800		.	-1	-1	.	.	.	.	.	.	.	.
chr7	120644074	120644150		.	-1	-1	.	.	.	.	.	.	.	.
chr7	123295710	123295786		.	-1	-1	.	.	.	.	.	.	.	.
chr7	123302324	123302400		.	-1	-1	.	.	.	.	.	.	.	.
chr7	129214804	129214880		chr7	129214829	129214830	NA	NA	NA	100	NA	NA	100	NA
chr7	129214804	129214880		chr7	129214830	129214831	100	92.85714286	81.81818182	100	100	100	100	NA
chr7	129214804	129214880		chr7	129214831	129214832	NA	NA	NA	100	NA	100	100	NA
chr7	129214804	129214880		chr7	129214832	129214833	100	100	81.81818182	100	100	78.57142857	100	NA
chr7	130530709	130530785		chr7	130530727	130530728	NA	72.72727273	88.23529412	83.33333333	81.81818182	90.90909091	81.81818182	85.71428571
chr7	130788230	130788306		chr7	130788288	130788289	90	100	85.71428571	90	81.81818182	92.85714286	91.66666667	100
chr7	130788230	130788306		chr7	130788289	130788290	66.66666667	86.66666667	76.47058824	100	88.88888889	85.71428571	93.75	NA
chr7	143012885	143012961		.	-1	-1	.	.	.	.	.	.	.	.
chr7	147206977	147207053		.	-1	-1	.	.	.	.	.	.	.	.
chr7	148497832	148497908		chr7	148497832	148497833	NA	100	100	100	90	83.33333333	100	NA
chr7	148497895	148497971		.	-1	-1	.	.	.	.	.	.	.	.
chr7	149979159	149979235		chr7	149979167	149979168	NA	100	NA	88.88888889	100	100	87.5	NA
chr7	149979159	149979235		chr7	149979168	149979169	83.33333333	80	87.5	84.61538462	90.90909091	90.90909091	66.66666667	NA
chr7	150884952	150885028		.	-1	-1	.	.	.	.	.	.	.	.
chr7	150934681	150934757		.	-1	-1	.	.	.	.	.	.	.	.
chr7	150934979	150935055		.	-1	-1	.	.	.	.	.	.	.	.
chr7	152524739	152524815		chr7	152524744	152524745	NA	NA	100	100	NA	83.33333333	100	100
chr7	152524739	152524815		chr7	152524752	152524753	NA	100	90	100	NA	100	88.88888889	100
chr7	152524739	152524815		chr7	152524774	152524775	NA	NA	100	90.90909091	NA	90	90	NA
chr7	152524739	152524815		chr7	152524782	152524783	NA	NA	90	83.33333333	NA	100	90	NA
chr7	154545026	154545102		chr7	154545068	154545069	60	84.61538462	82.35294118	93.75	85.71428571	83.33333333	76.47058824	81.25
chr7	154545026	154545102		chr7	154545069	154545070	84.61538462	100	76.92307692	64.70588235	50	85.71428571	90	66.66666667
chr7	157190025	157190101		chr7	157190046	157190047	NA	NA	NA	100	NA	NA	NA	NA
chr7	157190025	157190101		chr7	157190047	157190048	100	100	100	100	100	100	100	NA
chr7	157190025	157190101		chr7	157190079	157190080	NA	100	NA	87.5	NA	100	NA	NA
chr7	157190025	157190101		chr7	157190080	157190081	85.71428571	100	95	100	64.28571429	93.33333333	94.44444444	100
chr7	157190025	157190101		chr7	157190091	157190092	NA	100	NA	100	NA	NA	NA	NA
chr7	157190025	157190101		chr7	157190092	157190093	100	100	100	100	100	100	100	83.33333333
chr7	157340315	157340391		chr7	157340331	157340332	NA	0	0	NA	NA	NA	0	NA
chr7	157531789	157531865		chr7	157531836	157531837	100	100	91.66666667	88.88888889	100	90.90909091	100	NA
chr7	157531789	157531865		chr7	157531837	157531838	100	100	100	100	100	90.90909091	100	NA
chr7	157531789	157531865		chr7	157531841	157531842	92.85714286	77.77777778	100	100	100	90.90909091	100	NA
chr7	157531789	157531865		chr7	157531842	157531843	100	100	100	100	85.71428571	90.90909091	94.73684211	NA
chr7	157551200	157551276		chr7	157551203	157551204	100	100	92.85714286	100	100	100	100	NA
chr7	157551200	157551276		chr7	157551204	157551205	NA	91.66666667	78.57142857	100	80	100	90	NA
chr7	157551200	157551276		chr7	157551252	157551253	100	100	94.44444444	100	76.92307692	94.11764706	100	83.33333333
chr7	157551200	157551276		chr7	157551253	157551254	NA	100	94.44444444	91.66666667	100	100	90	NA
chr7	157860288	157860364		chr7	157860325	157860326	NA	NA	NA	100	NA	NA	NA	100
chr7	157860288	157860364		chr7	157860326	157860327	100	100	100	100	88.88888889	87.5	80	100
chr8	1613978	1614054		.	-1	-1	.	.	.	.	.	.	.	.
chr8	2024174	2024250		chr8	2024178	2024179	NA	NA	81.81818182	NA	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024179	2024180	NA	NA	NA	0	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024185	2024186	NA	NA	72.72727273	NA	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024186	2024187	NA	NA	33.33333333	0	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024198	2024199	NA	NA	88.88888889	NA	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024199	2024200	NA	NA	50	0	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024211	2024212	NA	NA	NA	0	NA	NA	NA	NA
chr8	2024174	2024250		chr8	2024228	2024229	NA	NA	NA	0	NA	NA	NA	NA
chr8	6630537	6630613		chr8	6630599	6630600	88.88888889	87.5	93.75	100	80	85.71428571	100	NA
chr8	6630537	6630613		chr8	6630600	6630601	NA	NA	NA	80	NA	NA	NA	NA
chr8	8998778	8998854		chr8	8998831	8998832	100	75	81.81818182	100	NA	90.90909091	80	NA
chr8	8998778	8998854		chr8	8998832	8998833	100	66.66666667	87.5	100	75	NA	70	NA
chr8	9015547	9015623		chr8	9015582	9015583	100	100	100	100	100	85.71428571	100	100
chr8	9015547	9015623		chr8	9015583	9015584	NA	NA	85.71428571	100	NA	NA	NA	NA
chr8	9015547	9015623		chr8	9015594	9015595	100	100	83.33333333	100	100	100	100	NA
chr8	9015547	9015623		chr8	9015595	9015596	83.33333333	NA	83.33333333	100	NA	NA	NA	NA
chr8	13295985	13296061		chr8	13296015	13296016	100	100	NA	90.90909091	NA	100	NA	NA
chr8	13295985	13296061		chr8	13296016	13296017	NA	100	100	NA	66.66666667	83.33333333	100	NA
chr8	17394883	17394959		.	-1	-1	.	.	.	.	.	.	.	.
chr8	25836469	25836545		.	-1	-1	.	.	.	.	.	.	.	.
chr8	27948852	27948928		chr8	27948862	27948863	81.81818182	63.15789474	86.66666667	92.85714286	85.71428571	82.35294118	81.81818182	55.55555556
chr8	27948852	27948928		chr8	27948863	27948864	88.88888889	88.88888889	52.94117647	84.61538462	75	86.66666667	75	50
chr8	27948852	27948928		chr8	27948898	27948899	58.33333333	80	72.72727273	69.23076923	82.35294118	76.92307692	75	50
chr8	27948852	27948928		chr8	27948899	27948900	100	100	84.61538462	88.88888889	71.42857143	87.5	78.57142857	75
chr8	27948852	27948928		chr8	27948911	27948912	90	86.66666667	100	92.85714286	92.30769231	86.66666667	100	87.5
chr8	27948852	27948928		chr8	27948912	27948913	NA	100	92.85714286	88.88888889	88.88888889	100	100	100
chr8	38508065	38508141		chr8	38508115	38508116	NA	90	NA	NA	NA	66.66666667	NA	NA
chr8	38508065	38508141		chr8	38508120	38508121	NA	100	NA	NA	NA	100	NA	NA
chr8	38508065	38508141		chr8	38508126	38508127	NA	100	NA	NA	NA	100	NA	NA
chr8	40206577	40206653		.	-1	-1	.	.	.	.	.	.	.	.
chr8	41518064	41518140		.	-1	-1	.	.	.	.	.	.	.	.
chr8	41519233	41519309		chr8	41519257	41519258	100	95	66.66666667	100	NA	75	75	81.81818182
chr8	41519233	41519309		chr8	41519258	41519259	NA	100	NA	100	100	90	85.71428571	NA
chr8	42125421	42125497		.	-1	-1	.	.	.	.	.	.	.	.
