CpG. Probe	chr	start	"Average of all tissues, not lung"	Fibrotic Average	Lung Average	Leukocyte Average
cg11703222	5	1913923	0.963133333	0.4713	0.96375	0.9521625
cg11704435	12	133281175	0.946859459	-1	-1	0.9332125
cg11705954	1	92011732	0.894381982	0.393125	0.898275	0.932375
cg11709763	10	71570077	0.813142342	-1	-1	0.954475
cg11711501	8	143009196	0.856425225	-1	-1	0.9558
cg11719296	10	131665583	0.940362162	-1	-1	0.97815
cg11720356	14	97019527	0.922906306	-1	-1	0.9656125
cg11723406	6	160180425	0.91058018	-1	-1	0.9118125
cg11757221	1	153914557	0.958620721	-1	-1	0.966125
cg11759354	6	32946541	0.831106306	-1	-1	0.9243
cg11761615	7	5348924	0.975920721	0.490075	0.98325	0.977425
cg11764937	2	234116266	0.883468468	-1	-1	0.9386875
cg11769461	10	105350137	0.924371171	-1	-1	0.925875
cg11770920	2	218465695	0.904542342	-1	-1	0.943925
cg11771198	17	75250402	0.831877477	-1	-1	0.9089875
cg11777290	7	64535486	0.857987387	0.409025	0.8767	0.9660375
cg11778252	6	28479712	0.917736036	-1	-1	0.913475
cg11783014	6	149285854	0.896036937	-1	-1	0.940825
cg11788715	2	84916520	0.918181982	-1	-1	0.96145
cg11790922	5	871953	0.848664865	-1	-1	0.9030125
cg11791960	5	178667819	0.88122973	0.434225	0.899775	0.9317875
cg11798660	2	25504398	0.838183784	-1	-1	0.9252
cg11798814	6	26128103	0.893845045	-1	-1	0.9035625
cg11803043	2	158155378	0.878678378	-1	-1	0.9130875
cg11803247	12	27866139	0.879181982	-1	-1	0.9374375
cg11805204	2	16123299	0.905267568	-1	-1	0.9265
cg11812849	7	157703243	0.94689009	-1	-1	0.957325
cg11815614	6	29364987	0.876215315	-1	-1	0.9266
cg11821702	9	5891258	0.921071171	0.41955	0.90455	0.943575
cg11824257	11	65168547	0.846055856	-1	-1	0.9043
cg11824662	1	32098127	0.958092793	-1	-1	0.9533625
cg11827376	13	46485732	0.880565766	-1	-1	0.9247
cg11829201	2	236957746	0.903588288	-1	-1	0.9235375
cg11834729	1	176998705	0.874114414	-1	-1	0.9114875
cg11835695	19	1555395	0.929417117	-1	-1	0.954675
cg11837817	6	167314233	0.932193694	-1	-1	0.9828625
cg11840618	10	134742098	0.92947027	-1	-1	0.96455
cg11844315	7	150418017	0.897354054	-1	-1	0.9591875
cg11846466	7	140110921	0.920778378	-1	-1	0.9134625
cg11850843	12	44233924	0.899417117	-1	-1	0.9358125
cg11860886	14	106857312	0.928509009	-1	-1	0.9294125
cg11861389	8	145626443	0.899193694	-1	-1	0.9443
cg11875028	7	42742698	0.860372072	0.39585	0.9005	0.90005
cg11875917	8	4980497	0.938700901	0.44185	0.867525	0.970225
cg11887529	12	109205292	0.87335045	-1	-1	0.9681875
cg11893412	6	29395421	0.903292793	-1	-1	0.948175
cg11901456	8	43060278	0.906993694	-1	-1	0.960175
cg11914020	5	117543401	0.911038739	-1	-1	0.9485375
cg11917595	2	10534602	0.933777477	0.467475	0.9432	0.957675
cg11928453	19	3770859	0.811296396	-1	-1	0.9264
cg11951158	7	157289496	0.90583964	-1	-1	0.96515
cg11959894	12	132886529	0.934381982	0.4779	0.95795	0.9367
cg11960377	11	3167827	0.802905405	-1	-1	0.9015125
cg11967332	1	108735228	0.856724324	-1	-1	0.9333625
cg11977941	1	158746611	0.913098198	-1	-1	0.9258125
cg11979779	17	3776646	0.944154054	-1	-1	0.9357625
cg11983469	1	3823410	0.86174955	-1	-1	0.9122375
cg11987682	10	5453874	0.858981081	-1	-1	0.9034875
cg11990902	6	44196412	0.871396396	-1	-1	0.9598375
cg11991893	10	3559479	0.884166667	-1	-1	0.9544375
cg11993873	8	43418721	0.829076577	-1	-1	0.91445
cg11999331	17	81016852	0.94794955	-1	-1	0.9617625
cg12012319	7	126675528	0.852241441	-1	-1	0.94195
cg12015451	6	100583993	0.939343243	-1	-1	0.944375
cg12015948	7	157697371	0.839112613	-1	-1	0.94005
cg12032782	4	4379982	0.89051982	-1	-1	0.9325375
cg12038710	8	95220583	0.904632432	-1	-1	0.9218875
cg12041934	X	8747423	0.801055856	0.36175	0.84395	0.9203625
cg12045158	1	171268464	0.848505405	-1	-1	0.9320875
cg12053971	10	134917266	0.905854054	-1	-1	0.9457375
cg12057673	6	140701188	0.833786486	-1	-1	0.910875
cg12058021	2	240019103	0.915175676	-1	-1	0.911975
cg12060334	15	25680714	0.862723423	-1	-1	0.908025
cg12061866	X	28000653	0.835592793	0.397075	0.84115	0.926225
cg12062310	6	30633347	0.941579279	0.472125	0.969025	0.961
cg12073615	12	8375310	0.958882883	-1	-1	0.9617125
cg12074585	12	7280958	0.925486486	0.431375	0.925275	0.9788
cg12082681	2	240099656	0.932971171	-1	-1	0.96655
cg12083232	6	29571438	0.865847748	-1	-1	0.9181375
cg12084771	3	50226684	0.87031982	-1	-1	0.9568625
cg12090052	6	35109435	0.962836937	-1	-1	0.9620625
cg12095491	5	96032006	0.885305405	-1	-1	0.923775
cg12115087	7	133219626	0.932767568	-1	-1	0.9718125
cg12115869	19	34749411	0.886599099	-1	-1	0.9371875
cg12117115	3	129266353	0.914177477	-1	-1	0.9618125
cg12123154	19	3198856	0.952723423	-1	-1	0.9518125
cg12136764	3	151545449	0.91437027	-1	-1	0.9615125
cg12142598	15	62544389	0.931551351	-1	-1	0.9664125
cg12153373	2	113058725	0.8943	-1	-1	0.9408375
cg12159689	7	156297493	0.851248649	-1	-1	0.90765
cg12167432	8	144668844	0.908228829	-1	-1	0.932
cg12171509	12	133225547	0.945225225	-1	-1	0.945275
cg12183052	7	824549	0.910503604	-1	-1	0.9716875
cg12187761	8	100708945	0.903483784	0.42325	0.8925	0.9205125
cg12202228	3	171871829	0.918191892	-1	-1	0.9694
cg12212956	3	151893845	0.826485586	-1	-1	0.949125
cg12214653	4	3263229	0.954662162	-1	-1	0.9559875
cg12218406	19	18120692	0.848434234	-1	-1	0.97045
cg12219838	6	3083420	0.968463063	0.472475	0.965425	0.95855
cg12229632	17	2607906	0.897718919	-1	-1	0.9775
cg12234009	7	1589689	0.911818919	-1	-1	0.9603625
cg12247826	12	125594183	0.85873964	0.36495	0.824675	0.9181
cg12251967	7	157638869	0.823364865	-1	-1	0.912725
cg12256385	19	50703295	0.878589189	-1	-1	0.94135
cg12257394	3	77129373	0.869690991	-1	-1	0.9029625
cg12257397	3	66743392	0.892551351	-1	-1	0.95515
cg12259469	7	39017305	0.894163964	-1	-1	0.958375
cg12260990	22	47371122	0.93434955	-1	-1	0.928175
cg12268531	1	92102055	0.87169009	-1	-1	0.9159625
cg12273506	10	70627857	0.882526126	-1	-1	0.900325
cg12279601	1	47488757	0.876894595	-1	-1	0.9094625
cg12287206	17	80247929	0.918535135	-1	-1	0.9825
cg12288758	6	31124426	0.901610811	-1	-1	0.95
cg12297010	1	2096582	0.806479279	-1	-1	0.9020125
cg12297066	3	150238373	0.875709009	-1	-1	0.9158125
cg12301972	2	241816190	0.880456757	-1	-1	0.94435
cg12302217	6	32085149	0.871833333	-1	-1	0.9379625
cg12313892	15	70169052	0.838209009	0.28215	0.5878	0.9589125
cg12319871	6	34489552	0.957753153	0.481825	0.9717	0.9636125
cg12332174	4	9495205	0.924778378	-1	-1	0.947075
cg12336709	10	31702967	0.888036036	-1	-1	0.944625
cg12346881	5	150283885	0.884264865	-1	-1	0.937175
cg12357366	3	177158101	0.882476577	-1	-1	0.971325
cg12373184	4	17438451	0.952763964	-1	-1	0.9453625
cg12378869	5	114500757	0.898640541	-1	-1	0.924475
cg12389685	5	1779542	0.908914414	0.447925	0.910875	0.9200125
cg12393275	2	79312224	0.912538739	-1	-1	0.9333125
cg12402108	6	32827202	0.930152252	-1	-1	0.9715125
cg12407645	2	99918042	0.857163964	-1	-1	0.919225
cg12410980	15	101912471	0.810728829	-1	-1	0.961575
cg12413319	2	238657905	0.918430631	-1	-1	0.919275
cg12419663	7	141685643	0.935659459	-1	-1	0.94655
cg12425283	2	96860818	0.808873874	-1	-1	0.914
cg12428298	2	71206811	0.941212613	-1	-1	0.945975
cg12431188	7	74021961	0.921482883	-1	-1	0.9288125
cg12439315	1	94044755	0.800989189	-1	-1	0.913375
cg12439527	15	75649017	0.975881982	0.475475	0.9651	0.973575
cg12440332	17	80997399	0.957487387	-1	-1	0.9629875
cg12442125	8	790456	0.898661261	0.38435	0.83065	0.931225
cg12443241	3	42264878	0.879128829	-1	-1	0.952475
cg12443452	6	163661247	0.930233333	-1	-1	0.9440875
cg12452019	2	231683185	0.930759459	-1	-1	0.969975
cg12456973	6	31938744	0.806918919	-1	-1	0.9138
cg12457341	7	27087907	0.891781982	0.42735	0.883725	0.9038125
cg12458383	2	198646474	0.820106306	-1	-1	0.9239875
cg12460765	7	2415105	0.971011712	-1	-1	0.975825
cg12462074	10	128975278	0.897118919	-1	-1	0.9147
cg12464395	11	41644475	0.960225225	0.46535	0.960525	0.9465375
cg12467960	11	68201194	0.923164865	0.4276	0.88435	0.9313875
cg12468708	1	5220736	0.913281982	-1	-1	0.9179125
cg12473767	7	131231657	0.899710811	-1	-1	0.9454875
cg12477931	10	104193363	0.869401802	-1	-1	0.9205625
cg12484534	11	15258312	0.893944144	-1	-1	0.919525
cg12484808	8	70494000	0.928468468	-1	-1	0.9460875
cg12489793	2	134776367	0.910081081	-1	-1	0.901925
cg12490815	10	135270831	0.893836036	-1	-1	0.919925
cg12492276	12	109204605	0.888913514	-1	-1	0.9259625
cg12493494	11	118885541	0.905000901	-1	-1	0.951325
cg12494545	19	46057029	0.885367568	-1	-1	0.96805
cg12494857	6	170530047	0.905527027	-1	-1	0.9091625
cg12495069	2	1652362	0.938363063	0.3413	0.709625	0.909775
cg12495853	6	167616968	0.839368468	-1	-1	0.915875
cg12495975	6	166919189	0.914779279	-1	-1	0.9357875
cg12502098	22	48955947	0.882797297	-1	-1	0.934125
cg12507502	7	1351773	0.912228829	-1	-1	0.9755625
cg12509357	15	86805179	0.916867568	-1	-1	0.9619125
cg12511129	2	171026528	0.895240541	-1	-1	0.9396375
cg12517323	7	94055755	0.901782883	-1	-1	0.925175
cg12530270	1	155005172	0.906482883	-1	-1	0.9461
cg12542490	13	113802886	0.905379279	-1	-1	0.951675
cg12547667	10	1132739	0.903827027	-1	-1	0.91535
cg12565502	2	228881689	0.922198198	-1	-1	0.954075
cg12571978	7	155636183	0.889044144	-0.035675	0.452025	0.9168625
cg12575557	6	34508820	0.922797297	-1	-1	0.965225
cg12576073	6	30521242	0.923269369	-1	-1	0.9653
cg12591289	3	99833051	0.880626126	-1	-1	0.961075
cg12593021	7	2208492	0.930515315	-1	-1	0.944725
cg12593849	1	28150710	0.904174775	-1	-1	0.9517625
cg12598198	11	111784386	0.818461261	-1	-1	0.952725
cg12598919	7	1325887	0.947145946	-1	-1	0.9629125
cg12606391	13	26852712	0.895184685	-1	-1	0.9452375
cg12607555	5	149324277	0.859433333	-1	-1	0.9283
cg12609362	20	2850640	0.909272973	-1	-1	0.9447875
cg12611439	6	38238063	0.897290991	-1	-1	0.9552625
cg12617146	10	97101836	0.880282883	-1	-1	0.945825
cg12632313	2	151329752	0.81586036	-1	-1	0.9156875
cg12643917	1	44715958	0.881248649	-1	-1	0.9323125
cg12644497	6	32800444	0.937111712	-1	-1	0.9711375
cg12652502	2	490417	0.805453153	-1	-1	0.9169625
cg12654587	1	177934517	0.92198018	-1	-1	0.9703875
cg12657043	12	122499187	0.940693694	-1	-1	0.9422625
cg12657739	1	114517527	0.873044144	0.371875	0.797525	0.9449875
cg12661427	1	44437166	0.875001802	-1	-1	0.949275
cg12663426	1	155115785	0.847445045	-1	-1	0.92115
cg12666874	8	119821341	0.875811712	-1	-1	0.906825
cg12669458	3	141644940	0.90351982	-1	-1	0.948025
cg12672779	5	143190384	0.917600901	-1	-1	0.954025
cg12678274	8	8032031	0.874483784	0.298775	0.73185	0.94815
cg12686777	6	109477208	0.869077477	-1	-1	0.9471125
cg12690066	1	153662408	0.968078378	-1	-1	0.9628375
cg12695612	1	17308092	0.848106306	-1	-1	0.9129875
cg12696929	3	195401817	0.914745946	-1	-1	0.9522875
cg12697067	12	49050713	0.933923423	-1	-1	0.9780625
cg12700755	1	2258373	0.804538739	-1	-1	0.912325
cg12707833	6	31504659	0.833071171	-1	-1	0.907825
cg12708735	7	43640979	0.859948649	-1	-1	0.9302125
cg12708841	18	76463655	0.899599099	-1	-1	0.9607375
cg12708867	10	12610076	0.899658559	0.3877	0.80115	0.9234375
cg12710637	1	2918373	0.817759459	-1	-1	0.919425
cg12719006	6	32137757	0.877987387	-1	-1	0.906975
cg12722935	10	17347160	0.933603604	-1	-1	0.9723625
cg12725834	1	95385188	0.87854955	-1	-1	0.952625
cg12730087	1	232296713	0.890673874	-1	-1	0.9116
cg12731925	4	155102337	0.932956757	-1	-1	0.9686625
cg12732883	17	612398	0.93478018	-1	-1	0.9536
cg12734838	11	1227807	0.96501982	-1	-1	0.9471625
cg12736037	6	164294790	0.911471171	-1	-1	0.9301375
cg12737588	15	70546706	0.933015315	-1	-1	0.969225
cg12748499	1	244374172	0.897003604	-1	-1	0.9249
cg12748608	7	931987	0.94116036	-1	-1	0.9631625
cg12751005	7	50634170	0.885746847	-1	-1	0.9149375
cg12752580	6	32629911	0.896017117	-1	-1	0.942475
cg12755061	12	133281274	0.896300901	0.397075	0.8769	0.9411
cg12765972	4	123300510	0.978262162	-1	-1	0.97725
cg12772455	6	168388643	0.849563964	-1	-1	0.90875
cg12781072	7	97851854	0.886713514	-1	-1	0.921475
cg12781405	6	35733824	0.899597297	-1	-1	0.9576
cg12785082	7	101662332	0.813068468	-1	-1	0.9473125
cg12785183	6	166445460	0.85901982	-1	-1	0.9299625
cg12788159	2	228632759	0.951224324	-1	-1	0.904125
cg12789488	10	133760222	0.824610811	-1	-1	0.9536
cg12798853	10	50714434	0.841152252	-1	-1	0.95075
cg12805458	6	33372934	0.923482883	-1	-1	0.92085
cg12805515	17	291251	0.849731532	-1	-1	0.928325
cg12810886	4	70512759	0.887977477	-1	-1	0.9286125
cg12821679	2	27249349	0.900935135	-1	-1	0.93575
cg12831261	21	45078437	0.923524324	-1	-1	0.975925
cg12843528	6	32016803	0.893328829	-1	-1	0.9244875
cg12844895	7	6774169	0.887421622	-1	-1	0.929225
cg12846837	8	48172889	0.888127027	0.402425	0.8686	0.91245
cg12852139	5	16794882	0.872858559	-1	-1	0.96355
cg12852210	5	138898624	0.825874775	-1	-1	0.9000875
cg12859213	7	30637735	0.931913514	0.434725	0.926475	0.9768125
cg12875994	7	56885997	0.951324324	-1	-1	0.9318875
cg12876866	7	77025528	0.886377477	-1	-1	0.948775
cg12885678	7	157593981	0.94673964	-1	-1	0.9537
cg12888534	2	238778684	0.864472973	-1	-1	0.96785
cg12890605	6	32975859	0.86048018	-1	-1	0.927525
cg12893788	7	141463294	0.89748018	-1	-1	0.934525
cg12899749	6	66497746	0.953700901	-1	-1	0.92915
cg12902955	12	80387057	0.921841441	-1	-1	0.90535
cg12912670	1	240659780	0.950321622	-1	-1	0.9434
cg12919297	5	34923288	0.894317117	0.398525	0.861975	0.9474375
cg12919775	12	34481804	0.927600901	-1	-1	0.932475
cg12922648	6	30877739	0.848174775	-1	-1	0.90785
cg12923994	22	18277981	0.934014414	-1	-1	0.92915
cg12934371	8	1579180	0.937163063	-1	-1	0.92765
cg12938814	5	154253549	0.808299099	-1	-1	0.9443
cg12940473	4	154623601	0.931091892	0.440375	0.917575	0.975225
cg12942690	12	123957029	0.80363964	0.370225	0.804725	0.9319375
cg12947079	5	556291	0.88369009	-1	-1	0.931075
cg12949616	19	18308021	0.900172973	-1	-1	0.9247125
cg12961010	12	132938327	0.905463063	-1	-1	0.95145
cg12967218	6	73869669	0.849871171	-1	-1	0.948925
cg12967838	3	138648052	0.947913514	-1	-1	0.9221625
cg12986372	8	9012223	0.897392793	-1	-1	0.9315375
cg12986659	4	184932237	0.949984685	-1	-1	0.9263375
cg12995121	7	1892803	0.916672973	-1	-1	0.9693125
cg12995149	13	59433303	0.962898198	-1	-1	0.95435
cg13000490	12	6954471	0.883574775	-1	-1	0.904475
cg13004280	2	224866464	0.917681982	-1	-1	0.9553
cg13007763	6	63572411	0.881709009	-1	-1	0.9167375
cg13009143	X	100548223	0.84626036	-1	-1	0.9571625
cg13013179	2	109828952	0.907361261	-1	-1	0.9522375
cg13034825	3	150497588	0.949968468	-1	-1	0.9607625
cg13039585	5	1162588	0.860343243	0.42325	0.96635	0.929
cg13047596	2	233735017	0.9023	-1	-1	0.9173
cg13050115	3	73503670	0.868921622	-1	-1	0.9265875
cg13050258	13	40185570	0.900102703	-1	-1	0.9288625
cg13051197	7	116597218	0.868057658	-1	-1	0.9212375
cg13053914	7	75511260	0.900928829	0.39415	0.924475	0.9414125
cg13063006	11	67191773	0.836540541	-1	-1	0.933975
cg13071660	8	141297844	0.958122523	0.447625	0.917225	0.9441875
cg13073870	1	205210842	0.95030991	-1	-1	0.961725
cg13079528	7	4027346	0.912012613	-1	-1	0.9413875
cg13079746	15	65168473	0.927077477	-1	-1	0.9736875
cg13090402	2	3418772	0.892009009	-1	-1	0.9523
cg13095560	17	27436915	0.938910811	-1	-1	0.9371625
cg13100218	1	117487539	0.929599099	-1	-1	0.928675
cg13109858	7	54850331	0.901475676	-1	-1	0.9299
cg13120096	7	151255584	0.891659459	-1	-1	0.9203125
cg13126575	6	32147501	0.895221622	-1	-1	0.9029375
cg13132884	6	90025136	0.845525225	0.367375	0.8179	0.9174375
cg13138680	2	36689815	0.897801802	-1	-1	0.9615875
cg13139838	6	31382197	0.851315315	-1	-1	0.9051375
cg13182625	X	131263423	0.840518018	0.3949	0.862125	0.9402
cg13184077	10	64424428	0.871466667	-1	-1	0.93215
cg13187885	1	246930969	0.910536937	-1	-1	0.9322125
cg13203973	8	675274	0.94114955	-1	-1	0.9650125
cg13216327	17	3375236	0.913672072	-1	-1	0.9571625
cg13228041	1	161188921	0.897198198	-1	-1	0.9672875
cg13228421	11	1074885	0.933443243	-1	-1	0.933
cg13228715	22	46037486	0.959925225	-1	-1	0.9556875
cg13233042	11	63432489	0.90521982	-1	-1	0.9234125
cg13234544	7	76911877	0.909826126	-1	-1	0.9562625
cg13234732	3	180547932	0.921889189	-1	-1	0.916125
cg13235098	4	123090679	0.898789189	-1	-1	0.9620375
cg13241740	10	114879088	0.923745045	-1	-1	0.9605375
cg13249096	3	48670922	0.930344144	-1	-1	0.9318625
cg13256598	4	5624571	0.886816216	-1	-1	0.902525
cg13267891	6	31616512	0.831902703	0.426225	0.888375	0.958625
cg13278858	11	1238643	0.918077477	-1	-1	0.9659875
cg13285387	2	168863366	0.843879279	-1	-1	0.956275
cg13291862	10	101990179	0.894791892	-1	-1	0.970175
cg13296083	6	137935915	0.873809009	-1	-1	0.934575
cg13299436	6	29140622	0.866291892	-1	-1	0.917575
cg13301368	5	1068772	0.834220721	-1	-1	0.951425
cg13318291	19	455581	0.917888288	-1	-1	0.9421625
cg13319757	6	75840675	0.828171171	-1	-1	0.9343875
cg13319841	20	42282773	0.874954955	-1	-1	0.9539875
cg13327171	15	71776870	0.911595495	-1	-1	0.903925
cg13346441	22	18231586	0.832558559	-1	-1	0.9115875
cg13347198	6	32798198	0.908622523	0.440475	0.908825	0.9628125
cg13355078	6	2636363	0.948940541	-1	-1	0.95075
cg13367929	5	176077110	0.969085586	0.478025	0.967975	0.9648125
cg13369159	11	35198201	0.901213514	-1	-1	0.935675
cg13370754	5	80795179	0.834798198	0.3559	0.8303	0.9248875
cg13378781	5	177853642	0.886377477	-1	-1	0.950025
cg13379983	2	198649727	0.924928829	-1	-1	0.9165125
cg13380118	11	71992113	0.910811712	-1	-1	0.9355125
cg13391664	1	12260067	0.850335135	-1	-1	0.9124375
cg13399638	9	33386489	0.850265766	-1	-1	0.9548625
cg13402195	18	76782766	0.941879279	-1	-1	0.934725
cg13402672	1	44439477	0.863032432	-1	-1	0.9210125
cg13405456	8	74880618	0.884636036	-1	-1	0.91025
cg13406860	9	132881336	0.886072072	-1	-1	0.95415
cg13408606	9	116038977	0.900398198	0.4147	0.9004	0.951725
cg13412357	X	153071536	0.833198198	-1	-1	0.9559125
cg13412514	13	114175012	0.970236036	0.481975	0.980725	0.970275
cg13413792	9	126182794	0.9608	-1	-1	0.9500875
cg13415371	9	136896312	0.917879279	-1	-1	0.9659
cg13420043	9	111617547	0.884982883	-1	-1	0.9351625
cg13422339	21	47602486	0.961375676	-1	-1	0.9513375
cg13422676	9	138399394	0.911344144	-1	-1	0.9264875
cg13425140	9	139145927	0.933328829	-1	-1	0.92665
cg13427428	8	77617480	0.89751982	-1	-1	0.966625
cg13428217	9	19932580	0.90251982	-1	-1	0.9469375
cg13429150	8	37710948	0.899762162	-1	-1	0.94065
cg13430118	9	5041787	0.89167027	-1	-1	0.9494375
cg13434497	2	1921021	0.929852252	-1	-1	0.966
cg13434688	9	140270145	0.875541441	0.39315	0.9109	0.9209375
cg13435679	9	140678883	0.896003604	-1	-1	0.9437375
cg13436632	9	140939374	0.89533964	-1	-1	0.9375375
cg13440193	2	242611192	0.874878378	-1	-1	0.9357375
cg13444392	4	1608283	0.897905405	-1	-1	0.928975
cg13445195	9	138710742	0.917678378	-1	-1	0.969075
cg13445339	1	11721249	0.948632432	-1	-1	0.9617125
cg13445943	9	129981557	0.910210811	-1	-1	0.9615375
cg13446420	9	98491087	0.897991892	-1	-1	0.9388125
cg13448406	9	33000168	0.879511712	-1	-1	0.9740125
cg13449356	9	133662495	0.923630631	-1	-1	0.9422
cg13449424	3	157222026	0.867896396	-1	-1	0.9247375
cg13450265	1	85663719	0.897891892	-1	-1	0.908825
cg13451979	2	65773914	0.930158559	-1	-1	0.971275
cg13452904	9	19048088	0.879474775	-1	-1	0.940075
cg13455110	1	2440021	0.933423423	-1	-1	0.9658625
cg13458769	9	131015292	0.846587387	-1	-1	0.9536875
cg13461130	9	140401576	0.949063063	-1	-1	0.96915
cg13461718	9	139802044	0.910554054	0.47025	0.9597	0.961775
cg13463176	9	131106442	0.89034955	-1	-1	0.9396125
cg13466576	9	119942873	0.880487387	-1	-1	0.91015
cg13468898	7	186661	0.919009009	-1	-1	0.9550375
cg13469504	9	91993536	0.953401802	-1	-1	0.963275
cg13473280	9	95480969	0.955027027	-1	-1	0.963625
cg13473505	1	205738393	0.901652252	-1	-1	0.947275
cg13474004	8	1783980	0.938434234	0.366775	0.950925	0.95295
cg13479953	4	120428634	0.869809009	-1	-1	0.93555
cg13481374	9	34318769	0.964263964	-1	-1	0.9666625
cg13481809	12	7086042	0.869518018	0.3871	0.8445	0.9310625
cg13482814	9	82183332	0.893146847	-1	-1	0.916975
cg13487726	19	49863290	0.9225	-1	-1	0.9219125
cg13489366	1	11254734	0.908378378	-1	-1	0.969075
cg13491471	11	68575385	0.943802703	-1	-1	0.9572125
cg13502931	2	238265716	0.871303604	-1	-1	0.9154875
cg13506296	9	138381427	0.896816216	-1	-1	0.9627125
cg13507081	4	177190277	0.854510811	-1	-1	0.9287625
cg13509831	4	7216959	0.926230631	-1	-1	0.92065
cg13523232	17	20905685	0.874923423	-1	-1	0.94425
cg13525231	2	128389112	0.863996396	-1	-1	0.9055
cg13528199	10	134829644	0.942328829	-1	-1	0.9650125
cg13529361	9	131794381	0.925672072	-1	-1	0.954225
cg13529437	6	43607635	0.877183784	-1	-1	0.92745
cg13531176	6	31475943	0.873207207	-1	-1	0.9511
cg13531562	6	31747887	0.867172072	-1	-1	0.9111
cg13531886	10	3281434	0.870993694	-1	-1	0.9387875
cg13534271	12	70667207	0.923984685	0.420725	0.918225	0.9724625
cg13540311	17	75478338	0.911882883	-1	-1	0.924
cg13545138	12	53097123	0.869098198	-1	-1	0.9336125
cg13546514	3	9712113	0.808483784	-1	-1	0.9452375
cg13547474	4	80247281	0.918210811	-1	-1	0.94065
cg13547712	1	2850512	0.897272072	-1	-1	0.958775
cg13548144	9	102368273	0.92814955	-1	-1	0.9707375
cg13550263	9	139836978	0.890169369	-1	-1	0.9525375
cg13553906	4	157713147	0.884105405	-1	-1	0.9318125
cg13557417	1	29474995	0.90668018	-1	-1	0.9510625
cg13558431	9	140357706	0.924684685	-1	-1	0.9692625
cg13558899	17	55665232	0.825056757	-1	-1	0.9454375
cg13561226	1	201476960	0.873942342	-1	-1	0.9095125
cg13563867	1	95082321	0.844700901	-1	-1	0.9277125
cg13567156	9	137111412	0.891226126	-1	-1	0.9319375
cg13577075	12	123444414	0.951733333	-1	-1	0.9615125
cg13577946	6	111975261	0.822823423	-1	-1	0.94395
cg13579226	1	249103503	0.829845946	-1	-1	0.90585
cg13589218	7	4783964	0.840221622	0.298075	0.139375	0.908325
cg13591377	11	112037102	0.898779279	-1	-1	0.9285
cg13593548	9	101745309	0.88253964	-1	-1	0.93725
cg13599131	10	133796523	0.858627928	0.33295	0.956175	0.9447625
cg13599596	9	4541807	0.888494595	-1	-1	0.92705
cg13605542	3	58110814	0.87731982	-1	-1	0.9529125
cg13608273	5	3225922	0.813953153	-1	-1	0.9044625
cg13612253	10	134984386	0.878903604	-1	-1	0.90775
cg13613388	17	44803928	0.922196396	-1	-1	0.97735
cg13620366	9	138839624	0.941330631	0.4743	0.46965	0.94625
cg13623052	10	135209263	0.937127928	-1	-1	0.92725
cg13625187	12	27736287	0.81003964	-1	-1	0.935025
cg13627598	11	65387073	0.903274775	-1	-1	0.954725
cg13628156	9	140380767	0.934520721	-1	-1	0.931625
cg13628643	12	132326261	0.942814414	-1	-1	0.9424625
cg13634177	6	31827110	0.906945045	-1	-1	0.9439625
cg13638703	22	36691716	0.890426126	-1	-1	0.9395
cg13640423	3	120412084	0.85605045	-1	-1	0.9335375
cg13647446	5	177482771	0.961686486	0.477175	0.9793	0.964575
cg13647892	9	97317179	0.86680991	-1	-1	0.932475
cg13656518	7	2027531	0.920855856	0.4696	0.9616	0.9087875
cg13656866	2	121970401	0.921282883	-1	-1	0.9655375
cg13661012	2	1516352	0.916340541	0.4683	0.95865	0.9368125
cg13664102	4	22590175	0.914437838	-1	-1	0.9659
cg13667911	X	152064930	0.83825045	-1	-1	0.9447875
cg13671900	5	3346810	0.950132432	-1	-1	0.9525
cg13682961	12	215130	0.871647748	-1	-1	0.9352875
cg13687795	2	79316020	0.878636937	-1	-1	0.9215125
cg13705014	9	139250888	0.890026126	-1	-1	0.9027125
cg13710308	7	158854763	0.874944144	-1	-1	0.9107375
cg13713155	4	3522139	0.885290991	0.321	0.35675	0.9494125
cg13723796	9	124522300	0.882515315	-1	-1	0.95515
cg13725124	7	154685388	0.816417117	-1	-1	0.9353125
cg13727641	5	176006188	0.883631532	-1	-1	0.9328
cg13730358	10	134054797	0.859335135	-1	-1	0.9494875
cg13732093	9	139456541	0.932295495	0.394825	0.95975	0.9154625
cg13732893	10	43354873	0.876084685	-1	-1	0.9628125
cg13735223	9	131483608	0.979955856	0.491675	0.986175	0.970825
cg13736304	22	19120047	0.880864865	-1	-1	0.9479375
cg13741211	7	98607297	0.834457658	-1	-1	0.9373875
cg13743500	9	6761072	0.909627027	-1	-1	0.9062125
cg13754437	2	106016110	0.89157027	-1	-1	0.961775
cg13760935	11	130013094	0.903148649	-1	-1	0.9655125
cg13769805	1	153232076	0.843863964	-1	-1	0.9265375
cg13770903	9	137005782	0.865954955	-1	-1	0.9390625
cg13772514	9	990260	0.901997297	-1	-1	0.9230625
cg13772595	9	138623422	0.881016216	-1	-1	0.927125
cg13775978	10	2936415	0.966371171	0.4646	0.972175	0.9670625
cg13782816	17	41276092	0.811706306	-1	-1	0.90595
cg13782905	9	141016367	0.941953153	-1	-1	0.9486375
cg13786236	9	130883533	0.938877477	-1	-1	0.9810125
cg13787782	2	239161568	0.938713514	-1	-1	0.9364375
