chr	start	end	not_musc_avg	musc_average	dist	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024163	2024164	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024164	2024165	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024165	2024166	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024166	2024167	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024178	2024179	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024179	2024180	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024185	2024186	NA	NA	NA	NA	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024186	2024187	NA	NA	NA	NA	2	4	0	10	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024198	2024199	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024199	2024200	NA	NA	NA	NA	3	3	0	10	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024211	2024212	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024228	2024229	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024266	2024267	NA	NA	NA	NA	4	2	NA	NA	NA	NA	1	5	NA	NA	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024379	2024380	NA	NA	3	10	8	4	NA	NA	1	8	1	8	1	7	NA	NA
chr8	2024099	2024400	0.917889189	0.468633333	0.449255856	0.9562625	chr8	2024380	2024381	1	6	2	18	11	6	2	15	0	12	0	22	0	16	0	12
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630465	6630466	7	1	14	0	12	1	11	0	15	1	14	0	11	0	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630466	6630467	6	0	21	1	15	0	12	0	16	0	9	0	11	0	9	0
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630519	6630520	8	0	10	0	16	1	6	0	10	0	8	1	10	0	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630520	6630521	NA	NA	9	1	9	0	17	2	10	0	9	1	7	0	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630599	6630600	8	1	14	2	15	1	9	0	8	2	6	1	10	0	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630600	6630601	NA	NA	NA	NA	NA	NA	8	2	NA	NA	NA	NA	NA	NA	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630695	6630696	NA	NA	14	0	9	0	11	0	10	0	7	0	11	0	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630696	6630697	NA	NA	8	0	NA	NA	15	0	NA	NA	6	0	NA	NA	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630729	6630730	NA	NA	13	0	NA	NA	8	1	10	0	7	0	10	2	NA	NA
chr8	6630462	6630763	0.85510991	0.4277	0.42740991	0.9672125	chr8	6630730	6630731	NA	NA	7	0	NA	NA	6	1	6	1	10	0	5	2	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998831	8998832	9	0	9	3	9	2	8	0	NA	NA	10	1	8	2	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998832	8998833	6	0	4	2	7	1	6	0	6	2	NA	NA	7	3	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998884	8998885	NA	NA	NA	NA	11	0	7	0	NA	NA	7	0	7	0	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998885	8998886	6	0	7	0	8	1	11	2	8	0	NA	NA	9	0	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998920	8998921	NA	NA	7	1	9	0	6	1	NA	NA	10	0	9	0	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998921	8998922	NA	NA	8	0	12	0	14	0	8	1	NA	NA	6	0	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998988	8998989	NA	NA	11	0	6	3	10	1	7	0	7	0	8	0	NA	NA
chr8	8998703	8999004	0.83043964	0.426966667	0.403472973	0.960875	chr8	8998989	8998990	6	0	9	1	6	1	7	0	NA	NA	NA	NA	5	1	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015505	9015506	9	0	12	0	5	1	NA	NA	NA	NA	NA	NA	11	1	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015506	9015507	6	1	7	0	7	0	7	3	NA	NA	6	3	5	1	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015518	9015519	8	0	10	1	6	0	NA	NA	NA	NA	8	0	13	0	6	0
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015519	9015520	6	1	NA	NA	7	0	10	0	NA	NA	7	0	6	0	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015582	9015583	7	0	10	0	8	0	7	0	6	0	6	1	13	0	7	0
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015583	9015584	NA	NA	NA	NA	6	1	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015594	9015595	6	0	9	0	5	1	7	0	7	0	6	0	9	0	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015595	9015596	5	1	NA	NA	5	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015638	9015639	NA	NA	11	0	11	0	7	0	8	0	NA	NA	9	0	8	1
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015653	9015654	NA	NA	10	1	13	0	6	0	9	0	NA	NA	10	0	8	0
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015654	9015655	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015670	9015671	NA	NA	12	0	11	2	NA	NA	9	2	NA	NA	10	2	9	1
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015671	9015672	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015708	9015709	NA	NA	13	2	10	0	NA	NA	10	0	5	1	9	0	9	0
chr8	9015472	9015773	0.812297297	0.4372	0.375097297	0.906725	chr8	9015750	9015751	NA	NA	17	0	6	0	NA	NA	12	0	7	0	6	0	8	0
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296015	13296016	6	0	6	0	NA	NA	10	1	NA	NA	6	0	NA	NA	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296016	13296017	NA	NA	10	0	8	0	NA	NA	6	3	10	2	8	0	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296080	13296081	6	1	NA	NA	5	1	6	2	NA	NA	NA	NA	NA	NA	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296081	13296082	NA	NA	8	1	10	0	10	0	10	0	11	1	12	0	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296112	13296113	6	0	NA	NA	NA	NA	6	2	NA	NA	7	0	6	0	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296113	13296114	NA	NA	10	1	10	0	10	0	13	0	11	1	11	1	6	0
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296175	13296176	NA	NA	8	0	5	1	8	1	6	1	7	2	5	1	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296176	13296177	6	1	6	0	6	1	9	2	9	0	16	1	11	0	5	1
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296198	13296199	NA	NA	6	0	6	0	7	0	7	0	8	0	9	1	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296199	13296200	8	0	6	0	10	0	11	1	NA	NA	15	1	10	0	6	0
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296207	13296208	NA	NA	NA	NA	6	0	6	0	5	1	8	0	9	1	NA	NA
chr8	13295910	13296211	0.855454054	0.397233333	0.458220721	0.964425	chr8	13296208	13296209	8	0	6	0	10	0	12	1	6	0	14	1	9	0	6	0
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394845	17394846	11	2	16	1	15	0	11	0	18	0	10	1	17	1	NA	NA
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394846	17394847	6	1	9	0	10	2	6	1	6	0	8	0	8	0	NA	NA
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394960	17394961	8	1	9	0	12	1	12	0	19	0	12	1	14	4	8	1
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394961	17394962	8	0	15	1	11	1	14	0	10	1	11	1	13	1	5	2
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394975	17394976	7	1	7	3	12	1	11	0	17	2	16	0	16	2	8	1
chr8	17394808	17395109	0.820148649	0.430966667	0.389181982	0.90445	chr8	17394976	17394977	7	0	14	3	12	0	15	0	12	0	16	1	12	2	8	2
chr8	25836394	25836695	0.869979279	0.45925	0.410729279	0.966125	chr8	25836398	25836399	NA	NA	12	2	8	3	12	2	NA	NA	6	0	NA	NA	NA	NA
chr8	25836394	25836695	0.869979279	0.45925	0.410729279	0.966125	chr8	25836399	25836400	3	6	10	4	19	4	9	0	11	4	NA	NA	8	1	NA	NA
chr8	25836394	25836695	0.869979279	0.45925	0.410729279	0.966125	chr8	25836414	25836415	NA	NA	10	6	8	5	12	2	NA	NA	6	0	6	1	NA	NA
chr8	25836394	25836695	0.869979279	0.45925	0.410729279	0.966125	chr8	25836415	25836416	5	3	9	3	20	3	7	2	9	5	7	0	12	1	NA	NA
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948790	27948791	5	3	9	3	11	5	9	4	16	8	10	3	4	12	5	2
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948791	27948792	2	7	6	3	3	6	5	2	4	9	6	7	8	12	4	2
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948862	27948863	9	2	12	7	13	2	13	1	18	3	14	3	18	4	5	4
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948863	27948864	8	1	8	1	9	8	11	2	9	3	13	2	15	5	4	4
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948898	27948899	7	5	12	3	8	3	9	4	14	3	10	3	12	4	4	4
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948899	27948900	6	0	9	0	11	2	8	1	5	2	7	1	11	3	6	2
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948911	27948912	9	1	13	2	9	0	13	1	12	1	13	2	14	0	7	1
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948912	27948913	NA	NA	9	0	13	1	8	1	8	1	8	0	13	0	6	0
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948976	27948977	5	2	11	2	15	1	12	2	10	3	10	2	12	1	5	1
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948977	27948978	8	0	12	1	10	2	8	0	12	3	15	4	12	2	8	2
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948987	27948988	6	1	13	0	15	1	12	0	10	1	11	1	14	0	6	1
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27948988	27948989	8	0	12	0	12	0	8	0	14	1	16	1	15	0	9	0
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27949056	27949057	6	1	5	1	12	1	9	0	5	1	11	1	8	1	NA	NA
chr8	27948777	27949078	0.821536937	0.467133333	0.354403604	0.938675	chr8	27949057	27949058	8	0	15	1	7	1	11	2	12	0	12	0	12	0	7	3
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508115	38508116	NA	NA	9	1	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508120	38508121	NA	NA	10	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508126	38508127	NA	NA	10	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508143	38508144	NA	NA	10	0	NA	NA	NA	NA	5	2	6	0	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508150	38508151	NA	NA	10	0	NA	NA	NA	NA	7	0	6	0	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508213	38508214	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	38507990	38508291	0.819452252	0.356116667	0.463335586	0.946175	chr8	38508214	38508215	8	0	14	4	4	2	NA	NA	7	1	8	2	6	1	NA	NA
chr8	40206502	40206803	0.861861261	0.499266667	0.362594595	0.964375	chr8	40206537	40206538	7	2	10	3	10	5	10	1	11	2	7	2	8	0	5	1
chr8	40206502	40206803	0.861861261	0.499266667	0.362594595	0.964375	chr8	40206538	40206539	10	0	15	3	15	2	6	2	8	3	9	2	14	1	NA	NA
chr8	41517989	41518290	0.837428829	0.48685	0.350578829	0.934025	chr8	41518279	41518280	6	0	9	2	12	1	9	0	NA	NA	10	0	14	1	NA	NA
chr8	41517989	41518290	0.837428829	0.48685	0.350578829	0.934025	chr8	41518280	41518281	6	0	8	0	4	2	6	0	NA	NA	NA	NA	NA	NA	8	0
chr8	41519158	41519459	0.822181982	0.439283333	0.382898649	0.9080125	chr8	41519257	41519258	11	0	19	1	8	4	10	0	NA	NA	9	3	12	4	9	2
chr8	41519158	41519459	0.822181982	0.439283333	0.382898649	0.9080125	chr8	41519258	41519259	NA	NA	8	0	NA	NA	6	0	6	0	9	1	6	1	NA	NA
chr8	42125346	42125647	0.811092793	0.3913	0.419792793	0.9567875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42135956	42135957	0	6	11	0	8	1	1	6	7	5	12	0	9	0	NA	NA
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42135957	42135958	0	6	NA	NA	NA	NA	9	6	5	3	10	0	9	2	7	0
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42135986	42135987	6	0	14	0	12	0	6	0	11	0	11	1	10	1	NA	NA
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42135987	42135988	8	0	5	1	NA	NA	14	2	7	0	6	0	10	2	NA	NA
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42136024	42136025	NA	NA	9	6	9	0	9	1	8	0	7	3	3	6	NA	NA
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42136025	42136026	NA	NA	0	6	NA	NA	10	0	7	0	NA	NA	5	1	NA	NA
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42136129	42136130	8	1	20	0	15	2	11	0	8	0	8	0	10	0	6	0
chr8	42135928	42136229	0.859172973	0.486616667	0.372556306	0.9623625	chr8	42136130	42136131	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	42659827	42660128	0.834857658	0.423233333	0.411624324	0.9544875	chr8	42659884	42659885	7	0	NA	NA	12	0	11	0	6	0	NA	NA	13	0	NA	NA
chr8	42659827	42660128	0.834857658	0.423233333	0.411624324	0.9544875	chr8	42660082	42660083	6	0	12	0	15	0	11	0	NA	NA	10	0	10	0	NA	NA
chr8	42659827	42660128	0.834857658	0.423233333	0.411624324	0.9544875	chr8	42660083	42660084	NA	NA	5	1	NA	NA	7	1	NA	NA	6	0	NA	NA	NA	NA
chr8	42659827	42660128	0.834857658	0.423233333	0.411624324	0.9544875	chr8	42660122	42660123	8	1	11	0	15	0	14	0	NA	NA	14	0	11	0	NA	NA
chr8	42659827	42660128	0.834857658	0.423233333	0.411624324	0.9544875	chr8	42660123	42660124	NA	NA	6	0	NA	NA	8	0	NA	NA	8	0	5	1	NA	NA
chr8	49493715	49494016	0.812092793	0.303566667	0.508526126	0.9695375	chr8	49493792	49493793	8	1	11	3	8	2	5	4	13	4	5	1	12	6	NA	NA
chr8	49493715	49494016	0.812092793	0.303566667	0.508526126	0.9695375	chr8	49493793	49493794	NA	NA	8	2	13	1	7	1	9	2	10	1	9	3	4	2
chr8	49493715	49494016	0.812092793	0.303566667	0.508526126	0.9695375	chr8	49493847	49493848	5	2	11	1	5	1	8	1	14	1	6	0	11	2	NA	NA
chr8	49493715	49494016	0.812092793	0.303566667	0.508526126	0.9695375	chr8	49493848	49493849	NA	NA	11	1	8	2	8	0	7	1	NA	NA	6	1	NA	NA
chr8	49835838	49836139	0.811546847	0.36055	0.450996847	0.9186125	chr8	49835856	49835857	NA	NA	7	0	9	0	13	0	5	1	NA	NA	9	2	6	0
chr8	49835838	49836139	0.811546847	0.36055	0.450996847	0.9186125	chr8	49835857	49835858	NA	NA	7	0	9	3	5	2	9	1	8	0	7	4	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721693	52721694	10	0	11	0	11	0	10	0	10	0	15	2	15	1	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721694	52721695	6	0	NA	NA	6	0	7	0	NA	NA	NA	NA	7	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721738	52721739	6	0	11	0	8	0	8	0	9	0	18	0	13	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721739	52721740	NA	NA	NA	NA	10	1	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721740	52721741	6	0	11	0	9	0	10	0	8	1	18	0	14	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721741	52721742	NA	NA	NA	NA	11	0	7	0	NA	NA	NA	NA	5	1	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721750	52721751	6	0	8	1	8	0	9	0	6	0	17	2	11	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721751	52721752	NA	NA	NA	NA	11	1	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721778	52721779	7	0	10	0	8	1	9	0	6	0	16	0	10	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721779	52721780	NA	NA	NA	NA	10	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721783	52721784	7	0	11	0	9	0	9	0	6	0	16	1	10	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721784	52721785	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721794	52721795	7	0	12	0	9	0	9	0	6	2	14	2	10	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721795	52721796	NA	NA	NA	NA	9	0	7	1	NA	NA	NA	NA	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721808	52721809	7	1	11	1	8	1	9	0	7	2	19	0	8	1	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721809	52721810	NA	NA	NA	NA	9	0	8	0	NA	NA	NA	NA	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721871	52721872	NA	NA	9	0	NA	NA	9	0	6	0	13	0	6	2	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721872	52721873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721875	52721876	NA	NA	9	0	NA	NA	9	0	6	0	12	1	7	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721876	52721877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721881	52721882	NA	NA	8	0	NA	NA	9	0	5	1	12	0	7	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721882	52721883	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721905	52721906	NA	NA	7	0	6	0	6	2	6	0	14	0	6	1	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721906	52721907	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721920	52721921	NA	NA	7	0	7	0	9	0	NA	NA	16	0	6	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721921	52721922	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721937	52721938	NA	NA	8	0	8	0	9	0	NA	NA	17	0	8	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721938	52721939	NA	NA	6	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721943	52721944	NA	NA	8	0	10	0	10	0	NA	NA	19	1	10	0	NA	NA
chr8	52721652	52721953	0.800595495	0.384266667	0.416328829	0.945425	chr8	52721944	52721945	NA	NA	6	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557517	54557518	6	3	10	2	12	1	NA	NA	16	1	17	2	12	4	11	0
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557518	54557519	NA	NA	12	0	16	1	6	2	15	3	18	1	17	2	6	0
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557555	54557556	7	2	11	2	11	0	7	1	14	2	12	1	12	3	10	1
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557556	54557557	NA	NA	10	1	15	1	8	0	13	2	14	1	19	0	NA	NA
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557632	54557633	NA	NA	2	4	11	1	6	2	6	2	NA	NA	7	1	0	7
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557633	54557634	NA	NA	3	3	6	2	4	9	10	1	6	1	11	2	NA	NA
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557662	54557663	NA	NA	NA	NA	9	0	6	0	6	0	NA	NA	NA	NA	NA	NA
chr8	54557449	54557750	0.819669369	0.4677	0.351969369	0.9414375	chr8	54557663	54557664	NA	NA	NA	NA	8	0	6	2	9	0	NA	NA	7	0	NA	NA
chr8	58053513	58053814	0.829445946	0.430083333	0.399362613	0.9583	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	59494156	59494457	0.82505045	0.47755	0.34750045	0.9136875	chr8	59494171	59494172	10	0	6	0	13	0	NA	NA	NA	NA	NA	NA	8	0	5	2
chr8	59494156	59494457	0.82505045	0.47755	0.34750045	0.9136875	chr8	59494172	59494173	NA	NA	9	0	7	0	10	1	9	0	9	0	11	3	NA	NA
chr8	59494156	59494457	0.82505045	0.47755	0.34750045	0.9136875	chr8	59494295	59494296	NA	NA	NA	NA	6	1	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	59494156	59494457	0.82505045	0.47755	0.34750045	0.9136875	chr8	59494296	59494297	NA	NA	11	1	10	0	7	0	8	0	10	1	9	0	NA	NA
chr8	61086026	61086327	0.805058559	0.48485	0.320208559	0.924425	chr8	61086151	61086152	8	0	6	1	6	1	7	0	8	1	9	1	9	0	NA	NA
chr8	61086026	61086327	0.805058559	0.48485	0.320208559	0.924425	chr8	61086152	61086153	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
