chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175092	118175093	NA	NA	11	2	10	3	4	5	8	0	7	4	6	4	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175093	118175094	NA	NA	NA	NA	11	4	6	1	7	1	6	5	10	3	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175136	118175137	NA	NA	9	2	12	2	13	5	8	1	7	1	8	2	6	0
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175137	118175138	NA	NA	6	0	13	3	7	0	8	2	8	3	7	5	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175161	118175162	NA	NA	7	2	12	1	3	12	6	2	6	2	2	7	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175162	118175163	NA	NA	4	2	13	4	3	3	6	3	10	2	2	7	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175195	118175196	NA	NA	3	4	5	3	3	13	NA	NA	6	0	NA	NA	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175196	118175197	NA	NA	5	1	6	5	2	6	8	2	8	1	4	4	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175225	118175226	NA	NA	2	7	3	3	3	9	7	1	4	2	NA	NA	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175226	118175227	NA	NA	NA	NA	7	6	1	5	5	5	6	3	5	2	NA	NA
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175276	118175277	NA	NA	4	6	9	4	4	9	7	2	4	3	9	4	3	5
chr11	118175022	118175323	0.711587387	0.1522625	chr11	118175277	118175278	NA	NA	3	9	6	6	3	5	8	3	7	3	6	3	NA	NA
chr21	35746931	35747232	0.690496396	0.131175	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	113463898	113464199	0.670104505	0.110825	chr2	113464019	113464020	NA	NA	11	5	7	4	4	3	6	1	NA	NA	6	1	NA	NA
chr8	743725	744026	0.696197297	0.136925	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr12	52262013	52262314	0.786164865	0.2269	chr12	52262109	52262110	NA	NA	18	2	8	3	15	0	6	0	11	2	11	1	6	0
chr12	52262013	52262314	0.786164865	0.2269	chr12	52262110	52262111	13	0	13	1	11	4	9	0	11	1	12	3	19	0	7	0
chr12	52262013	52262314	0.786164865	0.2269	chr12	52262158	52262159	6	0	17	3	11	2	9	6	5	1	9	2	8	2	NA	NA
chr12	52262013	52262314	0.786164865	0.2269	chr12	52262159	52262160	9	2	15	5	13	3	7	0	6	2	12	3	15	0	6	0
chr6	133035085	133035386	0.62540991	0.0661625	chr6	133035110	133035111	NA	NA	10	5	6	2	4	2	8	3	8	3	9	4	NA	NA
chr6	133035085	133035386	0.62540991	0.0661625	chr6	133035111	133035112	NA	NA	9	2	NA	NA	6	5	9	1	6	1	8	1	7	1
chr6	133035085	133035386	0.62540991	0.0661625	chr6	133035139	133035140	6	0	10	4	NA	NA	NA	NA	8	1	6	3	11	1	NA	NA
chr6	133035085	133035386	0.62540991	0.0661625	chr6	133035140	133035141	4	2	8	3	NA	NA	5	1	8	2	6	1	9	0	5	1
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550741	14550742	NA	NA	NA	NA	8	0	6	3	NA	NA	NA	NA	NA	NA	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550742	14550743	4	3	11	2	13	4	10	2	7	3	6	1	7	2	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550783	14550784	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550784	14550785	6	0	8	0	13	1	11	0	7	0	NA	NA	9	0	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550807	14550808	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550808	14550809	5	1	NA	NA	13	1	10	0	6	0	NA	NA	7	1	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550827	14550828	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550828	14550829	NA	NA	8	0	11	1	8	0	6	1	NA	NA	11	0	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550892	14550893	NA	NA	9	0	14	1	7	0	8	0	8	0	9	1	NA	NA
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550968	14550969	NA	NA	8	0	8	1	11	0	4	2	10	0	7	0	6	0
chr19	14550696	14550997	0.605353153	0.046125	chr19	14550972	14550973	NA	NA	9	0	9	1	11	0	NA	NA	10	1	7	0	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518780	123518781	7	1	13	1	8	0	6	0	10	0	8	0	8	0	10	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518781	123518782	9	0	12	0	NA	NA	14	2	NA	NA	10	0	12	1	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518784	123518785	8	0	13	0	10	0	6	0	10	0	8	0	9	0	10	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518785	123518786	9	0	11	0	NA	NA	16	1	NA	NA	10	0	12	0	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518786	123518787	8	0	12	2	9	0	6	0	10	0	8	0	8	1	10	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518787	123518788	8	0	10	0	NA	NA	15	0	NA	NA	10	0	8	0	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518824	123518825	10	0	13	1	11	0	7	0	NA	NA	NA	NA	8	0	6	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518825	123518826	6	0	7	0	NA	NA	13	0	NA	NA	7	0	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518833	123518834	9	1	13	0	11	0	7	0	NA	NA	NA	NA	9	0	6	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518834	123518835	6	0	7	0	NA	NA	12	2	NA	NA	NA	NA	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518854	123518855	12	0	13	0	13	0	5	2	7	0	6	0	9	1	9	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518855	123518856	NA	NA	NA	NA	NA	NA	14	1	NA	NA	6	0	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518874	123518875	11	1	13	0	11	3	4	2	6	0	6	0	8	3	9	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518875	123518876	NA	NA	NA	NA	NA	NA	12	1	NA	NA	7	0	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518885	123518886	12	0	13	0	11	1	8	1	6	0	5	1	11	0	10	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518886	123518887	NA	NA	NA	NA	NA	NA	13	0	NA	NA	7	0	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518891	123518892	12	0	11	0	11	0	8	1	6	0	6	0	10	0	9	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518892	123518893	NA	NA	NA	NA	NA	NA	10	2	NA	NA	7	0	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518917	123518918	9	0	8	1	11	1	8	0	NA	NA	6	0	6	2	7	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518918	123518919	NA	NA	NA	NA	NA	NA	12	0	NA	NA	NA	NA	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518927	123518928	6	2	6	3	10	2	6	2	NA	NA	NA	NA	7	1	6	0
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518928	123518929	NA	NA	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518949	123518950	4	3	5	2	4	4	3	4	5	1	6	1	4	2	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123518950	123518951	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123519005	123519006	10	0	NA	NA	NA	NA	7	1	6	1	6	0	6	1	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123519006	123519007	NA	NA	NA	NA	NA	NA	5	1	6	0	3	3	NA	NA	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123519035	123519036	6	0	NA	NA	NA	NA	5	3	1	6	6	0	2	7	NA	NA
chr12	123518738	123519039	0.711392793	0.1522	chr12	123519036	123519037	NA	NA	NA	NA	NA	NA	NA	NA	1	5	4	2	NA	NA	NA	NA
chr1	150132800	150133101	0.692046847	0.1328625	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23144840	23144841	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23144841	23144842	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23144870	23144871	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23144871	23144872	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23144993	23144994	NA	NA	NA	NA	8	2	NA	NA	NA	NA	6	1	NA	NA	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23145025	23145026	NA	NA	NA	NA	10	0	NA	NA	NA	NA	6	1	4	2	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23145068	23145069	NA	NA	NA	NA	8	1	NA	NA	NA	NA	7	0	6	0	NA	NA
chr8	23144833	23145134	0.655343243	0.0961625	chr8	23145072	23145073	NA	NA	NA	NA	8	0	NA	NA	NA	NA	7	0	6	0	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398047	43398048	9	0	16	1	11	0	14	1	15	0	14	0	14	0	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398048	43398049	6	0	9	0	9	0	8	0	6	0	9	0	7	0	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398095	43398096	7	1	11	0	11	0	14	2	10	0	7	2	13	1	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398096	43398097	NA	NA	NA	NA	7	0	9	1	6	0	10	0	8	0	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398110	43398111	8	0	7	1	12	0	12	0	9	0	7	0	11	0	NA	NA
chr2	43398004	43398305	0.665758559	0.106675	chr2	43398111	43398112	NA	NA	NA	NA	6	0	7	1	NA	NA	10	1	7	0	NA	NA
chr15	55559609	55559910	0.633036937	0.07405	chr15	55559834	55559835	2	6	8	0	NA	NA	9	1	12	0	7	4	18	0	7	1
chr15	55559609	55559910	0.633036937	0.07405	chr15	55559835	55559836	3	5	10	2	15	0	12	0	15	1	13	6	15	0	8	1
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054836	6054837	NA	NA	14	1	6	0	9	1	10	0	6	0	7	1	7	0
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054837	6054838	7	0	8	0	7	2	NA	NA	8	0	8	0	5	2	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054871	6054872	6	0	10	4	6	1	7	2	6	3	6	2	7	2	5	3
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054872	6054873	6	4	6	0	9	1	NA	NA	4	4	7	0	6	2	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054894	6054895	7	0	18	0	4	2	6	0	6	0	8	0	6	0	9	0
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054895	6054896	6	0	6	1	10	0	9	0	6	1	9	1	7	0	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054937	6054938	5	1	16	2	NA	NA	4	3	7	0	7	0	NA	NA	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054938	6054939	NA	NA	11	0	10	0	6	0	NA	NA	13	0	6	0	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054983	6054984	NA	NA	12	0	NA	NA	NA	NA	5	1	7	1	6	0	NA	NA
chr1	6054717	6055018	0.611585586	0.0526375	chr1	6054984	6054985	NA	NA	8	1	6	0	NA	NA	NA	NA	10	0	5	1	NA	NA
chr20	1600555	1600856	0.621617117	0.0627125	chr20	1600567	1600568	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr20	1600555	1600856	0.621617117	0.0627125	chr20	1600568	1600569	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	7	1	NA	NA
chr20	1600555	1600856	0.621617117	0.0627125	chr20	1600670	1600671	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	7	6	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893405	49893406	6	1	7	2	NA	NA	13	0	9	0	9	0	NA	NA	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893406	49893407	NA	NA	19	0	13	1	12	1	6	1	10	0	12	1	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893495	49893496	14	0	16	0	7	0	12	2	10	0	13	0	5	2	5	1
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893496	49893497	9	0	18	0	12	2	8	0	9	0	10	0	11	1	8	0
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893498	49893499	14	0	16	0	7	0	11	3	10	0	13	0	6	1	5	1
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893499	49893500	8	1	17	1	13	2	8	1	6	1	10	0	11	1	8	0
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893555	49893556	10	1	9	0	10	0	10	0	6	0	13	0	6	0	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893556	49893557	9	0	12	0	14	2	13	0	10	0	NA	NA	11	0	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893572	49893573	10	0	8	0	10	0	9	0	NA	NA	13	0	7	0	NA	NA
chr10	49893313	49893614	0.671988288	0.1130875	chr10	49893573	49893574	7	0	9	0	16	0	10	1	13	0	8	1	13	1	NA	NA
chr7	65839253	65839554	0.770217117	0.211375	chr7	65839382	65839383	6	0	19	0	15	0	14	2	7	0	12	0	13	1	6	1
chr7	65839253	65839554	0.770217117	0.211375	chr7	65839458	65839459	5	1	17	1	14	0	13	2	10	1	11	3	11	0	8	0
chr7	102067012	102067313	0.581424324	0.0226125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr9	102589015	102589316	0.755872973	0.1972	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033786	7033787	NA	NA	NA	NA	5	5	10	1	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033813	7033814	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033823	7033824	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033824	7033825	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033850	7033851	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033856	7033857	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033864	7033865	NA	NA	7	1	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033901	7033902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033902	7033903	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	6	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033940	7033941	NA	NA	7	0	NA	NA	NA	NA	7	0	8	2	7	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033941	7033942	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	8	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033944	7033945	NA	NA	5	1	NA	NA	NA	NA	7	0	8	4	7	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033945	7033946	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	8	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033948	7033949	NA	NA	5	1	NA	NA	NA	NA	8	0	12	0	7	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033949	7033950	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	8	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033960	7033961	NA	NA	NA	NA	NA	NA	NA	NA	7	2	8	2	8	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033961	7033962	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	6	0	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033993	7033994	NA	NA	7	0	5	1	7	0	8	0	8	0	9	0	4	2
chr4	7033745	7034046	0.692169369	0.133525	chr4	7033994	7033995	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	7033745	7034046	0.692169369	0.133525	chr4	7034004	7034005	NA	NA	6	2	2	4	6	1	7	2	6	2	8	2	4	2
chr4	7033745	7034046	0.692169369	0.133525	chr4	7034005	7034006	NA	NA	NA	NA	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA
chr8	130353132	130353433	0.767355856	0.2088	chr8	130353293	130353294	8	1	5	1	15	0	9	0	8	0	13	0	7	1	NA	NA
chr8	130353132	130353433	0.767355856	0.2088	chr8	130353294	130353295	NA	NA	9	0	12	1	6	1	11	0	11	0	7	0	NA	NA
chr8	130353132	130353433	0.767355856	0.2088	chr8	130353350	130353351	11	1	10	0	14	0	11	0	8	0	10	1	11	0	NA	NA
chr8	130353132	130353433	0.767355856	0.2088	chr8	130353351	130353352	NA	NA	12	0	11	0	8	1	14	0	8	1	6	1	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024315	20024316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	NA	NA	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024316	20024317	0	10	0	7	0	12	2	13	3	9	1	13	3	14	0	8
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024338	20024339	NA	NA	NA	NA	NA	NA	1	5	NA	NA	1	8	1	5	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024339	20024340	1	10	1	8	1	11	0	14	3	7	0	10	1	15	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024441	20024442	NA	NA	1	5	3	9	NA	NA	NA	NA	3	7	2	4	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024442	20024443	NA	NA	1	10	1	8	1	7	0	9	1	5	4	12	1	6
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024452	20024453	NA	NA	1	6	4	7	NA	NA	NA	NA	5	5	3	4	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024453	20024454	1	5	3	9	5	8	0	8	0	9	4	5	2	13	0	7
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024478	20024479	NA	NA	4	8	8	5	5	3	NA	NA	9	3	4	5	2	4
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024479	20024480	2	7	4	7	8	7	1	6	1	6	4	8	8	11	NA	NA
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024530	20024531	NA	NA	10	2	14	2	7	0	NA	NA	9	0	8	1	6	1
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024531	20024532	5	3	13	5	20	1	6	1	14	1	11	0	15	1	9	0
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024592	20024593	NA	NA	9	7	6	2	6	2	NA	NA	8	3	5	2	3	3
chr6	20024297	20024598	0.631946847	0.073625	chr6	20024593	20024594	6	4	8	10	15	6	NA	NA	7	7	7	4	9	10	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651219	6651220	NA	NA	11	2	9	4	NA	NA	NA	NA	7	4	7	2	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651220	6651221	NA	NA	7	0	8	1	7	0	7	1	NA	NA	5	4	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651258	6651259	NA	NA	6	0	9	0	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651259	6651260	NA	NA	NA	NA	8	2	NA	NA	11	0	6	0	6	0	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651288	6651289	NA	NA	NA	NA	8	0	NA	NA	NA	NA	8	1	NA	NA	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651289	6651290	NA	NA	5	1	9	0	6	0	11	0	8	0	NA	NA	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651332	6651333	NA	NA	NA	NA	5	1	NA	NA	NA	NA	6	0	7	0	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651333	6651334	NA	NA	6	0	NA	NA	8	0	6	0	8	0	7	0	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651381	6651382	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651382	6651383	NA	NA	NA	NA	8	0	11	0	NA	NA	6	2	10	0	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651409	6651410	NA	NA	NA	NA	NA	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	6651208	6651509	0.646916216	0.0886125	chr1	6651410	6651411	NA	NA	6	0	8	0	7	1	NA	NA	7	0	8	0	NA	NA
chr16	88769611	88769912	0.665018919	0.106725	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr4	71860450	71860751	0.604916216	0.0466375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr6	52775059	52775360	0.670273874	0.11205	chr6	52775297	52775298	9	2	12	2	7	2	10	1	9	1	5	1	10	2	NA	NA
chr6	52775059	52775360	0.670273874	0.11205	chr6	52775298	52775299	5	1	NA	NA	13	2	6	2	7	2	NA	NA	7	1	4	2
chr6	52775059	52775360	0.670273874	0.11205	chr6	52775338	52775339	7	0	6	2	7	0	NA	NA	5	2	NA	NA	5	1	NA	NA
chr6	52775059	52775360	0.670273874	0.11205	chr6	52775339	52775340	7	2	NA	NA	13	0	8	0	NA	NA	NA	NA	12	0	4	2
chr6	166876852	166877153	0.692867568	0.1346875	chr6	166876890	166876891	NA	NA	0	11	0	15	0	16	0	12	0	16	0	8	0	9
chr6	166876852	166877153	0.692867568	0.1346875	chr6	166876891	166876892	0	8	1	8	0	9	0	11	1	13	0	15	1	15	0	8
chr6	166876852	166877153	0.692867568	0.1346875	chr6	166877051	166877052	NA	NA	NA	NA	13	1	9	1	10	0	11	0	NA	NA	8	0
chr6	166876852	166877153	0.692867568	0.1346875	chr6	166877052	166877053	NA	NA	10	2	17	3	15	0	8	0	9	0	17	2	9	1
chr11	64107570	64107871	0.597662162	0.0396125	chr11	64107633	64107634	11	0	14	0	11	3	9	0	8	2	14	0	10	0	12	1
chr11	64107570	64107871	0.597662162	0.0396125	chr11	64107634	64107635	11	1	4	3	8	0	15	1	NA	NA	11	1	NA	NA	NA	NA
chr11	64107570	64107871	0.597662162	0.0396125	chr11	64107739	64107740	NA	NA	8	0	NA	NA	7	0	NA	NA	5	2	NA	NA	5	2
chr11	64107570	64107871	0.597662162	0.0396125	chr11	64107867	64107868	NA	NA	NA	NA	7	2	6	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	64107570	64107871	0.597662162	0.0396125	chr11	64107868	64107869	NA	NA	NA	NA	6	0	7	1	10	2	10	1	7	0	6	0
chr4	90815823	90816124	0.605797297	0.047775	chr4	90815871	90815872	NA	NA	0	18	5	14	4	4	3	12	NA	NA	3	11	6	4
chr4	90815823	90816124	0.605797297	0.047775	chr4	90815872	90815873	2	5	0	11	1	8	9	3	2	10	0	8	1	5	6	0
chr4	90815823	90816124	0.605797297	0.047775	chr4	90815905	90815906	4	2	0	13	10	7	8	1	11	3	0	7	6	6	9	1
chr4	90815823	90816124	0.605797297	0.047775	chr4	90815906	90815907	3	4	0	13	6	2	8	2	8	5	1	9	3	3	NA	NA
chr4	90815823	90816124	0.605797297	0.047775	chr4	90816102	90816103	7	2	12	3	9	2	13	0	10	3	14	3	21	0	NA	NA
chr4	90815823	90816124	0.605797297	0.047775	chr4	90816103	90816104	7	1	10	1	17	5	8	4	20	1	11	0	7	2	11	2
chr2	159310918	159311219	0.680798198	0.1228375	chr2	159310975	159310976	6	0	16	0	13	1	8	1	13	3	9	1	17	2	7	0
chr2	159310918	159311219	0.680798198	0.1228375	chr2	159310976	159310977	9	0	14	0	13	1	9	0	12	0	9	2	17	0	NA	NA
chr2	159310918	159311219	0.680798198	0.1228375	chr2	159311184	159311185	NA	NA	NA	NA	NA	NA	9	1	NA	NA	NA	NA	6	2	NA	NA
chr2	159310918	159311219	0.680798198	0.1228375	chr2	159311185	159311186	8	0	10	0	13	0	11	0	8	3	7	2	16	1	NA	NA
chr2	68961837	68962138	0.578237838	0.0202875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr16	21620395	21620696	0.645345045	0.0874125	chr16	21620470	21620471	NA	NA	8	2	3	3	NA	NA	10	2	12	0	7	0	NA	NA
chr16	21620395	21620696	0.645345045	0.0874125	chr16	21620471	21620472	NA	NA	14	0	6	0	8	1	8	0	5	1	10	0	NA	NA
chr16	21620395	21620696	0.645345045	0.0874125	chr16	21620509	21620510	NA	NA	12	0	NA	NA	NA	NA	9	0	8	0	8	1	NA	NA
chr16	21620395	21620696	0.645345045	0.0874125	chr16	21620510	21620511	NA	NA	15	0	6	0	8	0	7	1	7	0	16	1	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060447	7060448	NA	NA	NA	NA	8	2	6	1	NA	NA	6	1	5	1	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060448	7060449	NA	NA	8	0	9	3	9	1	10	0	4	2	13	3	7	0
