chr,start,not_musc_avg,musc_average,dist,leuk_average,X.Sample_geo_accession,gene_id,closest.SNP,SNP.allele.freq,gene_name
5,1855934,0.823527928,0.416416667,0.407111261,0.935125,cg18640250,,rs375620840;rs544361843,0.002396;0.000799,
15,57404080,0.896128829,0.489216667,0.406912162,0.966925,cg05141289,NM_003205;NM_207037;NM_207036;NM_207038,rs534650752;rs554593652;rs10518895;rs189355230,0.000799;0.000200;0.297524;0.000799,TCF12;TCF12;TCF12;TCF12
20,20066303,0.844524324,0.437683333,0.406840991,0.9457125,cg23920079,NM_015585;NM_001167816,rs138441033;rs184884851;rs577153133,0.008187;0.000599;0.000200,C20orf26;C20orf26
3,175338908,0.892008108,0.485366667,0.406641441,0.9419125,cg09717471,NM_207015,rs540977445,0.0002,NAALADL2
18,76270967,0.810601802,0.4044,0.406201802,0.9647875,cg19416795,,rs561214441;rs373961217;rs148052414,0.000200;0.003195;0.000200,
7,87093634,0.832112613,0.425916667,0.406195946,0.9186,cg06869512,NM_018850;NM_000443;NM_018849,,,ABCB4;ABCB4;ABCB4
11,57308986,0.811146847,0.405166667,0.40598018,0.9028,cg07694400,NM_001105565,rs541384265;rs188018082,0.000200;0.000200,SMTNL1
6,168120556,0.865087387,0.459366667,0.405720721,0.915375,cg19820543,,rs536071111;rs554366090;rs575798720,0.000399;0.000200;0.000200,
11,47470887,0.846417117,0.441016667,0.40540045,0.94385,cg03400491,NM_032645;NM_005055,,,RAPSN;RAPSN
10,134055144,0.83596036,0.430733333,0.405227027,0.964325,cg16033410,NM_173575,rs77214686;rs118136689,0.500000;0.000799,STK32C
16,58582488,0.874931532,0.469766667,0.405164865,0.962675,cg10559633,NM_206999;NR_002978;NM_016284,rs200538236,0.001,CNOT1;SNORA46;CNOT1
10,134536030,0.901193694,0.49605,0.405143694,0.932725,cg02668055,NM_005539,rs554091690;rs76123712,0.000200;0.002995,INPP5A
21,46787125,0.818323423,0.413316667,0.405006757,0.93875,cg09476092,,rs8133798;rs145797764,0.056709;0.003994,
7,95115232,0.817837838,0.412983333,0.404854505,0.957775,cg19100779,NM_145872;NM_016116,rs375768854;rs182380460,0.000200;0.000399,ASB4;ASB4
4,53690624,0.850376577,0.445716667,0.40465991,0.933825,cg02367167,,rs181883138,0.0002,
1,167063901,0.869181081,0.464666667,0.404514414,0.9658875,cg24886219,NM_001080426,rs528544924,0.0002,DUSP27
4,139766406,0.801353153,0.39685,0.404503153,0.9204875,cg16263005,,rs577987211;rs143690747;rs560411016,0.000200;0.002196;0.000200,
16,87392029,0.801036036,0.396533333,0.404502703,0.9529625,cg06806214,NR_024568;NM_024735,rs187498346,0.001797,FBXO31;FBXO31
10,29834018,0.870590991,0.4661,0.404490991,0.9203125,cg19478638,NM_021738;NM_003174;NR_030335,rs533559147;rs2368393;rs2368392;rs376672879,0.000200;0.164736;0.161542;0.000200,SVIL;SVIL;MIR604
9,134616431,0.800898198,0.396416667,0.404481532,0.939625,cg14519093,,,,
2,187474432,0.861002703,0.4566,0.404402703,0.9649625,cg03192874,NM_001144999;NM_001145000;NM_002210,rs529859285,0.000399,ITGAV;ITGAV;ITGAV
11,125214709,0.897327928,0.49295,0.404377928,0.962875,cg00337558,NM_022062,rs79828356;rs73618152,0.010583;0.055511,PKNOX2
13,23942179,0.8732,0.468833333,0.404366667,0.951175,cg25206802,NM_014363,rs527669174;rs549495269,0.000200;0.000200,SACS
20,44471806,0.826112613,0.421966667,0.404145946,0.9665875,cg26886257,NM_033421;NM_152897;NM_001042633;NM_001042632;NM_005469,rs531779681;rs145727419,0.000200;0.001398,SNX21;SNX21;SNX21;SNX21;ACOT8
3,66463731,0.803353153,0.399416667,0.403936486,0.9090625,cg18005280,NM_015541,rs113572534;rs561901783;rs543888247;rs547653263,0.500000;0.000399;0.001997;0.000200,LRIG1
10,76868766,0.859478378,0.455616667,0.403861712,0.93085,cg04834572,NM_001007272;NM_001007271;NM_001007273;NM_001007273,rs202124325;rs199659528,0.000399;0.001000,DUSP13;DUSP13;DUSP13;DUSP13
1,12625959,0.856065766,0.452566667,0.403499099,0.9500125,cg21944767,,rs188887972;rs138324445;rs542774785,0.000200;0.001597;0.004393,
8,8998853,0.83043964,0.426966667,0.403472973,0.960875,cg26628496,NM_024607,rs530995145;rs545441412;rs138144708;rs149481316,0.000200;0.000799;0.000220;0.000440,PPP1R3B
2,121261361,0.870309009,0.466933333,0.403375676,0.95915,cg25152584,,rs530073903;rs376060404;rs566606122;rs527925413,0.000200;0.000200;0.001198;0.000200,
13,30054440,0.855496396,0.4522,0.403296396,0.9347375,cg14365785,NM_015233;NM_001033602,rs201034207;rs572529166;rs541276278,0.003195;0.000399;0.000200,MTUS2;MTUS2
4,152592088,0.882946847,0.4797,0.403246847,0.9257875,cg23654133,NM_004564,,,PET112L
2,227625209,0.822379279,0.41915,0.403229279,0.9557375,cg02892043,NM_005544,rs562487587;rs540256126;rs180796152;rs77922381;rs17268434,0.000200;0.000399;0.000200;0.003594;0.012180,IRS1
2,152590736,0.872902703,0.469733333,0.403169369,0.9646,cg07616299,NM_004543;NM_001164508;NM_001164507,rs75643374;rs545775533;rs75832634,0.000399;0.000200;0.015775,NEB;NEB;NEB
4,177190325,0.843428829,0.44045,0.402978829,0.9348625,cg14729184,NM_080874,rs550566159;rs570529281,0.000200;0.000200,ASB5
3,8631797,0.828101802,0.42525,0.402851802,0.96235,cg08889114,,,,
6,117866589,0.837418919,0.434883333,0.402535586,0.9593875,cg06172859,NM_173674,rs201489385,0.0002,DCBLD1
2,232283700,0.892490991,0.4901,0.402390991,0.9463375,cg09936609,,rs567111180;rs534270450,0.000200;0.000200,
13,113648607,0.828763964,0.426383333,0.402380631,0.9536875,cg16100355,NM_001112732;NM_024979,rs3011530;rs575911163;rs543388062,0.109924;0.000200;0.001997,MCF2L;MCF2L
8,140749025,0.864754054,0.462483333,0.402270721,0.9512625,cg16531664,NM_001160372;NM_031466,rs59201512;rs150583237,0.004593;0.000399,TRAPPC9;TRAPPC9
6,2382734,0.80954955,0.407416667,0.402132883,0.9127,cg05959932,,rs545264201;rs146856421,0.000399;0.004593,
22,50158207,0.844440541,0.442383333,0.402057207,0.9570125,cg01609836,,rs565834563;rs536474558;rs75434979,0.000200;0.000599;0.005591,
20,41823021,0.832717117,0.43085,0.401867117,0.9324875,cg20064139,,rs184928949;rs552268407;rs188897461,0.000998;0.000200;0.002796,
3,99629837,0.818241441,0.416666667,0.401574775,0.946075,cg06077670,NM_032359;NM_182909;NR_031662;NM_001042459,,,C3orf26;FILIP1L;MIR548G;FILIP1L
6,31005837,0.829404505,0.4279,0.401504505,0.925425,cg20984924,,rs147007832,0.002596,
19,15446617,0.866668468,0.465216667,0.401451802,0.9017375,cg26318321,,rs563504250;rs532258852,0.000399;0.000200,
2,179672691,0.86173964,0.460466667,0.401272973,0.92075,cg11111214,NM_133379;NM_133378;NM_133437;NM_133432;NM_003319,rs138125532;rs186766412;rs564757306,0.000200;0.000200;0.000200,TTN;TTN;TTN;TTN;TTN
3,148712659,0.875654054,0.474483333,0.401170721,0.95615,cg13669804,NM_004130,rs188406365;rs143288660,0.000399;0.010982,GYG1
19,4371934,0.842513514,0.441583333,0.40093018,0.906875,cg24928938,NM_003025,rs534385959;rs188597539;rs371840124;rs543031003;rs140174067,0.000200;0.000399;0.002396;0.000200;0.001597,SH3GL1
4,185677549,0.812297297,0.4115,0.400797297,0.93565,cg03422749,NM_001995,rs552114954;rs146631998;rs182451449,0.000200;0.007588;0.000599,ACSL1
13,45966279,0.860656757,0.46035,0.400306757,0.9548875,cg19410796,,rs559176387;rs140593915;rs560066446,0.000399;0.000200;0.000200,
6,107987436,0.834782883,0.43465,0.400132883,0.9325,cg03164070,,,,
4,25097886,0.811462162,0.411416667,0.400045495,0.95025,cg00792053,,rs16876798;rs75646915;rs187352535;rs552701830,0.144369;0.014976;0.000599;0.000599,
1,172416055,0.865730631,0.465733333,0.399997297,0.928925,cg07311881,NM_139240,rs180736942;rs529972815,0.000200;0.000200,C1orf105
11,3666662,0.876687387,0.4768,0.399887387,0.9351375,cg27321017,NM_004314,rs560628436;rs531253630;rs187155628,0.000200;0.001597;0.001997,ART1
10,6233774,0.850565766,0.45075,0.399815766,0.9255,cg00902516,NM_001145443,rs553304348,0.000399,PFKFB3
6,71548732,0.807448649,0.4077,0.399748649,0.960925,cg18051552,NM_001044305;NM_021940,rs185882422;rs546591470;rs79716429,0.000200;0.000200;0.000200,SMAP1;SMAP1
5,38135043,0.811925225,0.41235,0.399575225,0.938425,cg01950524,,rs563768210;rs565245009;rs532606333;rs550721972,0.001198;0.000399;0.000200;0.000399,
7,154545101,0.845154054,0.445583333,0.399570721,0.923725,cg11300568,NM_001936;NM_130797;NM_001039350,rs562474468;rs532937404;rs114307216,0.000200;0.000399;0.000998,DPP6;DPP6;DPP6
2,3128823,0.847579279,0.448016667,0.399562613,0.95305,cg07217341,,rs185781849,0.000799,
14,31859505,0.838654054,0.439216667,0.399437387,0.940725,cg01743658,NM_015473,rs527381894,0.0002,HEATR5A
16,29196699,0.839885586,0.44045,0.399435586,0.9555125,cg03150378,,rs189835608;rs571016870,0.002196;0.000998,
8,58053663,0.829445946,0.430083333,0.399362613,0.9583,cg11670174,,,,
12,76927207,0.812956757,0.413666667,0.39929009,0.9577875,cg16165258,NM_020841;NM_001003712,rs537853139,0.000399,OSBPL8;OSBPL8
17,15317624,0.803214414,0.40405,0.399164414,0.929025,cg00133857,,rs189143518;rs182090602,0.000200;0.000399,
22,26137738,0.837982883,0.438883333,0.39909955,0.9443875,cg23820560,NM_032608,rs58746117,0.009185,MYO18B
6,53519753,0.856615315,0.457533333,0.399081982,0.9335,cg09312135,NM_001003760,rs116548230;rs151148443;rs141075656;rs202179716;rs186867536,0.000399;0.000220;0.000599;0.000200;0.000399,KLHL31
10,50530771,0.81190991,0.41305,0.39885991,0.9609375,cg25038317,NM_199459;NM_001135196,rs140186956;rs370240901,0.000200;0.000399,C10orf71;C10orf71
17,76446851,0.883627928,0.485116667,0.398511261,0.9549875,cg20690714,NM_173628,rs140797410;rs568734889;rs144836089;rs147501512;rs537085638;rs35957404;rs570637230,0.000200;0.000200;0.000220;0.000220;0.000200;0.027955;0.000200,DNAH17
7,101508949,0.847593694,0.449216667,0.398377027,0.9386,cg23602489,NM_181500;NM_181552;NM_001913,rs574019617,0.000399,CUX1;CUX1;CUX1
10,126700684,0.801736937,0.4035,0.398236937,0.952525,cg14375985,NM_001329;NM_022802;NM_001083914,rs77257927;rs370800648;rs551941968;rs140427251;rs72830824,0.004792;0.000200;0.000200;0.001997;0.045527,CTBP2;CTBP2;CTBP2
10,131577638,0.843956757,0.445766667,0.39819009,0.9302375,cg22532370,,rs574662671;rs73379828,0.000200;0.082668,
1,151100644,0.891869369,0.493916667,0.397952703,0.914425,cg16363695,,rs587762396;rs12080190;rs587596558;rs587667792,0.000200;0.001887;0.000399;0.000399,
1,2003605,0.832356757,0.4347,0.397656757,0.9013875,cg22332339,NM_001033581;NM_002744,rs567659371;rs536339339;rs74322154,0.000200;0.000200;0.019369,PRKCZ;PRKCZ
19,2046085,0.858823423,0.4613,0.397523423,0.9651,cg11634930,NM_199054;NM_017572,rs554881929;rs149658590;rs375295761,0.000200;0.005990;0.001597,MKNK2;MKNK2
14,104687369,0.834655856,0.43715,0.397505856,0.900325,cg12077685,,rs569228143;rs537985185;rs548257416;rs567927386;rs533698388,0.000399;0.000200;0.000200;0.000200;0.000399,
10,50506293,0.871286486,0.473916667,0.39736982,0.9571625,cg08303483,NM_199459;NM_001135196,rs77920270,0.000399,C10orf71;C10orf71
16,3999188,0.867500901,0.470183333,0.397317568,0.982475,cg06595211,,rs531628361;rs550730349;rs564114908;rs533127556;rs546703003;rs566585454,0.000799;0.000200;0.000399;0.001597;0.000200;0.000200,
10,115424103,0.872866667,0.476116667,0.39675,0.937425,cg04712892,NM_006175;NM_198060,rs544129658;rs111990056,0.000200;0.500000,NRAP;NRAP
16,2140404,0.852052252,0.455316667,0.396735586,0.9745625,cg10268345,NM_001009944;NR_030646;NM_000296,rs567582086;rs536724092;rs556397429;rs3087632,0.000200;0.001198;0.000200;0.276358,PKD1;MIR1225;PKD1
3,43795541,0.800500901,0.403883333,0.396617568,0.936325,cg20675173,,rs369192227,0.007388,
5,58824741,0.866737838,0.470183333,0.396554505,0.92445,cg06974135,NM_001165899;NM_001104631;NM_006203,rs182940710;rs565039772;rs186907378;rs541080780,0.000799;0.000399;0.000000;0.000799,PDE4D;PDE4D;PDE4D
12,58275014,0.869851351,0.4733,0.396551351,0.96835,cg11220043,,,,
5,956521,0.861845946,0.4655,0.396345946,0.928075,cg09867268,,rs78190318,0.022764,
8,142310200,0.834908108,0.438583333,0.396324775,0.9477875,cg01961825,,,,
7,50670059,0.820441441,0.424133333,0.396308108,0.9169125,cg18047172,NM_001001550;NM_001001549;NM_001001555;NM_005311,rs192922398,0.009984,GRB10;GRB10;GRB10;GRB10
10,29932431,0.895108108,0.499233333,0.395874775,0.96575,cg11337790,NM_003174,rs192320920;rs76093810;rs34236214;rs74131919;rs530418769;rs548556133,0.000200;0.006390;0.009984;0.016973;0.000200;0.000399,SVIL
11,77534497,0.811054955,0.415183333,0.395871622,0.9118875,cg18164357,NM_024684,rs558535817;rs578189747,0.000399;0.000200,C11orf67
1,10600222,0.830844144,0.435116667,0.395727477,0.9295125,cg06542282,NM_004565,rs139849273;rs185964677,0.000399;0.000200,PEX14
1,1848649,0.817464865,0.42205,0.395414865,0.903425,cg17592667,NM_138705,rs111582404;rs564159231;rs138794919;rs543758805;rs200134594;rs202027325,0.003994;0.000200;0.000200;0.000399;0.001198;0.000200,CALML6
8,67371088,0.827956757,0.43255,0.395406757,0.9157875,cg20180050,NM_144650,rs564017374,0.000599,ADHFE1
10,75401315,0.807986486,0.412583333,0.395403153,0.9350875,cg25944620,NM_021245;NM_021245,rs143382717;rs138670623;rs571042343,0.000399;0.016174;0.000998,MYOZ1;MYOZ1
11,12790203,0.840844144,0.4455,0.395344144,0.91385,cg09070885,NM_021961,rs560591619,0.000399,TEAD1
8,134546052,0.872400901,0.477066667,0.395334234,0.9062375,cg00736681,NM_003033;NM_173344,rs529701590;rs548121474,0.000399;0.000200,ST3GAL1;ST3GAL1
4,88570638,0.854692793,0.459383333,0.395309459,0.9716875,cg18483764,NM_004407;NM_001079911,rs75686084;rs543468886,0.021765;0.000399,DMP1;DMP1
2,237150303,0.860836036,0.465566667,0.395269369,0.9307375,cg08097446,NM_212556,rs574312544;rs540228723;rs553624117;rs576759326,0.000399;0.000200;0.000399;0.000200,ASB18
3,81533970,0.828628829,0.433533333,0.395095495,0.9351375,cg23445294,,rs189300888;rs137888474,0.002995;0.005791,
7,72849909,0.817121622,0.422083333,0.395038288,0.960125,cg09265563,NM_003508,rs200802560;rs563493902;rs150610032,0.000200;0.000399;0.000226,FZD9
3,46605616,0.846868468,0.452183333,0.394685135,0.925625,cg00285902,NM_024750;NM_024512,,,LRRC2;LRRC2
18,77609087,0.818100901,0.4237,0.394400901,0.9354125,cg18812904,,rs544709450;rs556849472,0.000200;0.000998,
4,129767588,0.824118018,0.430016667,0.394101351,0.939375,cg22868951,NM_024900;NM_199320,rs200609664,0.0002,PHF17;PHF17
12,4226577,0.858376577,0.4644,0.393976577,0.9196375,cg15988261,,,,
2,75878327,0.88371982,0.48975,0.39396982,0.966,cg15383141,NM_014763,rs536674807,0.0002,MRPL19
10,88445516,0.82498018,0.431083333,0.393896847,0.9402875,cg16862260,NM_001171611;NM_001080116;NM_001080115;NM_001080114;NM_007078;NM_001171610,rs113395856;rs377425932;rs371246396,0.000599;0.000200;0.000200,LDB3;LDB3;LDB3;LDB3;LDB3;LDB3
6,22718574,0.810647748,0.417216667,0.393431081,0.90345,cg06992213,,rs559237191;rs151007142;rs75705322;rs556249855;rs140566538,0.000399;0.005990;0.017372;0.000200;0.003195,
4,165881424,0.815243243,0.421966667,0.393276577,0.9072125,cg19724522,NM_001012414,rs192936714;rs142060139,0.000399;0.002396,TRIM61
19,2255496,0.890433333,0.49725,0.393183333,0.9472125,cg15164761,NM_144616,rs149353502;rs563386193,0.000399;0.000599,JSRP1
2,224441764,0.835682883,0.44295,0.392732883,0.9401125,cg02744632,,,,
11,64529072,0.888091892,0.4954,0.392691892,0.9705875,cg17284162,NM_005609;NM_001164716,rs184482557;rs576591414,0.000799;0.000399,PYGM;PYGM
10,134536236,0.864790991,0.472116667,0.392674324,0.9779,cg00951204,NM_005539,rs184690308;rs145866212,0.000399;0.000200,INPP5A
7,123295785,0.841816216,0.449716667,0.39209955,0.917425,cg23605333,NM_207163,rs569268303;rs535364455,0.000200;0.000200,LMOD2
12,56515094,0.830569369,0.438566667,0.392002703,0.959525,cg05159909,NM_032786,rs569602632;rs146983581,0.000200;0.000220,ZC3H10
7,112120799,0.873426126,0.48155,0.391876126,0.97005,cg09243037,NM_001134468;NM_182597,rs529138143,0.0002,C7orf53;C7orf53
1,168698479,0.825152252,0.4333,0.391852252,0.9738125,cg21266845,NM_001937,rs544343552,0.0002,DPT
17,59337073,0.802615315,0.410983333,0.391631982,0.9037625,cg02104851,NM_001099432;NM_017679,rs572608538;rs58229653;rs553851707,0.000599;0.015775;0.000200,BCAS3;BCAS3
3,15537318,0.805108108,0.4136,0.391508108,0.9435625,cg25597307,NM_080539;NM_005677;NM_080538,,,COLQ;COLQ;COLQ
11,66315239,0.802917117,0.411416667,0.39150045,0.945075,cg04663194,NM_001104,rs530845187;rs574601177,0.000200;0.000200,ACTN3
6,64373226,0.855551351,0.464183333,0.391368018,0.9439875,cg12892054,NM_015153,,,PHF3
12,133352427,0.889433333,0.49845,0.390983333,0.9437125,cg19444998,NM_005895,rs184020412;rs187164369,0.001198;0.000200,GOLGA3
7,101505662,0.830654054,0.440233333,0.390420721,0.9294625,cg24025567,NM_181500;NM_181552;NM_001913,rs550853822,0.0002,CUX1;CUX1;CUX1
20,60858364,0.808572072,0.418266667,0.390305405,0.9740375,cg14290705,NM_144498;NM_014835,rs537782508;rs552584842,0.000200;0.000200,OSBPL2;OSBPL2
11,63990629,0.808278378,0.418016667,0.390261712,0.9507125,cg06243084,NM_031471;NM_178443,rs184609471;rs201768021;rs112045200,0.000200;0.001000;0.333333,FERMT3;FERMT3
1,2938954,0.881572072,0.49145,0.390122072,0.9026,cg07795402,NM_080431,rs72629486;rs187085397;rs556208828;rs202228699;rs542542083;rs138410176;rs143616740,0.024361;0.000200;0.000200;0.000200;0.000200;0.000235;0.000235,ACTRT2
8,144523541,0.84936036,0.459266667,0.390093694,0.9387,cg14556188,NM_015117,rs538127346;rs550464587;rs571853445,0.000200;0.000200;0.000200,ZC3H3
16,89151852,0.809154955,0.419233333,0.389921622,0.941725,cg01575519,,rs565877150,0.0002,
20,35092466,0.828118919,0.4382,0.389918919,0.9368375,cg15730121,NM_183006;NM_001042486;NM_014902,rs188583432,0.0002,DLGAP4;DLGAP4;DLGAP4
14,75108625,0.801489189,0.412033333,0.389455856,0.926,cg27050985,,rs73300076;rs73300079,0.027756;0.007188,
13,110591252,0.820218919,0.430816667,0.389402252,0.9483375,cg02355680,,rs533987749;rs529380554;rs187373065;rs536283049;rs375881298;rs576305855,0.000399;0.000200;0.000200;0.000200;0.000200;0.000399,
17,73151410,0.86441982,0.475066667,0.389353153,0.97245,cg10607603,NM_001002033;NM_016185;NM_001002032,,,HN1;HN1;HN1
12,130765406,0.84023964,0.450983333,0.389256306,0.924675,cg16937902,,rs7298008,0.025759,
8,17394958,0.820148649,0.430966667,0.389181982,0.90445,cg16906456,NM_003046;NM_001164771;NM_001008539,rs538509524;rs184501613;rs188029214,0.000599;0.000200;0.000200,SLC7A2;SLC7A2;SLC7A2
17,79792984,0.852943243,0.463883333,0.38905991,0.9267375,cg12713445,NM_001007533,rs111308799,0.097644,DYSFIP1
17,78755841,0.858711712,0.47,0.388711712,0.9710125,cg18469159,NM_001163034;NM_020761,rs533432629;rs115447665,0.000998;0.005591,RPTOR;RPTOR
5,138731547,0.844882883,0.456266667,0.388616216,0.9323375,cg11703722,NM_001161546,,,LOC389333
4,154475566,0.871111712,0.482516667,0.388595045,0.951475,cg13199720,NM_015196;NM_001131007,,,KIAA0922;KIAA0922
3,187941999,0.864275676,0.475933333,0.388342342,0.9485,cg19528963,NM_001167671;NM_001167672;NM_005578,,,LPP;LPP;LPP
2,161335937,0.84813964,0.459883333,0.388256306,0.9320125,cg08127080,NM_002897;NM_016836,rs551929138,0.000599,RBMS1;RBMS1
6,136394121,0.855818018,0.467566667,0.388251351,0.909225,cg24086611,NM_018945,rs146957651,0.003994,PDE7B
12,111598328,0.826882883,0.43875,0.388132883,0.932825,cg20108695,NM_015267,rs182417498,0.0002,CUX2
2,96917567,0.855915315,0.468,0.387915315,0.9754,cg14837825,NM_017849,rs183338769;rs7058,0.000399;0.383586,TMEM127
17,73056797,0.817699099,0.4299,0.387799099,0.9067,cg01678472,NM_015353,rs145356520;rs116972075;rs530397707;rs550566751;rs570387047;rs539500175;rs188042117,0.000399;0.008986;0.000200;0.000399;0.000799;0.000200;0.000998,KCTD2
1,6131294,0.838654054,0.450883333,0.387770721,0.925575,cg23624452,NM_003636;NM_172130,rs562523547,0.0002,KCNAB2;KCNAB2
14,94448493,0.86191982,0.47425,0.38766982,0.9614875,cg09998078,,rs534530571,0.000599,
2,1743009,0.813669369,0.426,0.387669369,0.9430125,cg01821226,NM_012293,rs145163956,0.001997,PXDN
6,139564167,0.844088288,0.456566667,0.387521622,0.92255,cg23667061,NM_153235,rs185811461;rs558063313,0.000399;0.000200,TXLNB
17,40230086,0.868020721,0.480816667,0.387204054,0.9540375,cg07849237,,,,
2,620265,0.803707207,0.416583333,0.387123874,0.94215,cg15517113,,rs540709058,0.0002,
11,17409602,0.834782883,0.447666667,0.387116216,0.9326125,cg15432903,NM_000525;NM_001166290,rs5219;rs139079635,0.262979;0.000200,KCNJ11;KCNJ11
14,92357953,0.806235135,0.419166667,0.387068468,0.9383125,cg18982384,NM_006329,rs112336059;rs75491901,0.500000;0.002796,FBLN5
1,2003577,0.829028829,0.441966667,0.387062162,0.91585,cg04314111,NM_002744,rs74322154,0.019369,PRKCZ
12,96034280,0.882398198,0.4959,0.386498198,0.9356125,cg03211388,,rs569501234;rs537045646;rs555107115,0.000200;0.000200;0.000200,
2,234764133,0.859808108,0.473333333,0.386474775,0.9585,cg01983548,NM_018410,rs115987973,0.000799,HJURP
17,78817642,0.819692793,0.433366667,0.386326126,0.9196,cg12434898,NM_001163034;NM_020761,,,RPTOR;RPTOR
1,206867473,0.848110811,0.461866667,0.386244144,0.9416875,cg09169516,NM_032960;NM_004759,rs78058677,0.0002,MAPKAPK2;MAPKAPK2
19,49576955,0.82916036,0.442916667,0.386243694,0.92555,cg27435138,NM_031886,rs8104083;rs538296646;rs556913987,0.022364;0.001997;0.000200,KCNA7
2,1681153,0.838243243,0.452316667,0.385926577,0.948075,cg23055707,NM_012293,rs146600769;rs139093815;rs537428556;rs555864670;rs114983987,0.001797;0.001797;0.000399;0.000399;0.004992,PXDN
4,177190321,0.818252252,0.43255,0.385702252,0.9452875,cg12182525,NM_080874,rs199509420;rs371000228,0.000200;0.001597,ASB5
11,75898203,0.842573874,0.457066667,0.385507207,0.942925,cg12471171,NM_004626,rs117132069;rs145963588,0.000200;0.000220,WNT11
6,149358802,0.868644144,0.483166667,0.385477477,0.952275,cg07567800,NM_005715,rs145576745,0.0002,UST
17,10421635,0.805741441,0.420316667,0.385424775,0.9245625,cg00421089,NM_005963,rs192210835,0.001198,MYH1
11,1889547,0.807315315,0.421966667,0.385348649,0.9528375,cg26388177,NM_001013253;NM_002339,rs532914828;rs551468491;rs115814333,0.000200;0.000200;0.000399,LSP1;LSP1
3,101808873,0.850707207,0.46555,0.385157207,0.970975,cg27243507,,,,
10,35781962,0.827653153,0.44265,0.385003153,0.93845,cg21377950,NM_145012;NM_181698,rs539080819;rs111229337;rs572481298;rs539111896,0.000200;0.003195;0.000799;0.000200,CCNY;CCNY
14,77731074,0.830664865,0.445733333,0.384931532,0.9424875,cg01632188,NR_031661,rs546729857,0.000599,MIR1260
13,114065008,0.827557658,0.442883333,0.384674324,0.9660625,cg19088635,,rs10571731;rs550404741;rs575952946,0.262979;0.002796;0.000399,
4,24745718,0.82181982,0.437266667,0.384553153,0.916975,cg01464067,,rs181817929,0.000399,
5,90608943,0.865121622,0.480666667,0.384454955,0.928875,cg10676750,,rs191113446;rs563383975,0.000799;0.000200,
1,52210504,0.826487387,0.44205,0.384437387,0.9162875,cg26009944,NM_148905;NM_148907;NM_148908;NM_148906;NM_024586;NM_148904;NM_148909,rs187770599,0.000599,OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9
19,56031373,0.827986486,0.443766667,0.38421982,0.922225,cg25778661,,rs541707733;rs143139062,0.000200;0.002995,
10,76869969,0.828342342,0.444233333,0.384109009,0.92065,cg26105766,NM_001007271;NM_001007272;NM_001007273;NM_144660,rs113467665,0.003195,DUSP13;DUSP13;DUSP13;SAMD8
11,1892888,0.834413514,0.4507,0.383713514,0.967725,cg09762533,NM_001013253;NM_001013254;NM_002339;NM_001013255,rs145153789;rs540291764,0.000200;0.000399,LSP1;LSP1;LSP1;LSP1
7,1801521,0.803459459,0.419916667,0.383542793,0.9446625,cg17949813,,rs548921867;rs569019050,0.000200;0.000200,
16,67999055,0.853566667,0.470533333,0.383033333,0.9636,cg09550793,NM_001145961;NM_001145962;NM_001145963;NM_005072;NM_001145964,rs564805343;rs527370426;rs552367013;rs79475251,0.000200;0.000200;0.000200;0.031350,SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4
8,41519308,0.822181982,0.439283333,0.382898649,0.9080125,cg05066959,NM_020476;NM_020478;NM_001142445;NM_020475;NM_020480;NM_020477;NM_001142446;NR_030161;NM_000037,rs566145323;rs72638959,0.000200;0.002995,ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;MIR486;ANK1
16,81806083,0.871154955,0.488366667,0.382788288,0.9551,cg21522797,,rs182060579;rs142246717;rs572657688,0.000200;0.000399;0.000200,
5,180071756,0.851281081,0.468716667,0.382564414,0.9334875,cg10660844,NM_002020;NM_182925,rs533092799,0.0002,FLT4;FLT4
14,31859515,0.834393694,0.452083333,0.38231036,0.9476125,cg07570069,NM_015473,rs527381894;rs549190649,0.000200;0.000200,HEATR5A
17,78817938,0.832515315,0.450216667,0.382298649,0.9309875,cg25899969,NM_001163034;NM_020761,rs144799850;rs545559316;rs7210739,0.000799;0.000399;0.148363,RPTOR;RPTOR
4,152332936,0.858447748,0.47615,0.382297748,0.9315375,cg02773188,NM_001109977,rs565661057;rs539489673;rs557879619,0.000399;0.000200;0.000200,FAM160A1
3,170894132,0.829690991,0.447583333,0.382107658,0.9629375,cg18183618,NM_001161563;NM_001161566;NM_001161560;NM_001161565;NM_001161561;NM_015028;NM_001161562;NM_001161564,,,TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK
16,79030857,0.835025225,0.4534,0.381625225,0.9314875,cg07753525,NM_016373,rs529510539;rs150665031;rs139934217;rs556749623,0.001797;0.001797;0.006390;0.000200,WWOX
16,56713771,0.86537027,0.483766667,0.381603604,0.9661,cg08103706,,rs114941111;rs567632248,0.000200;0.000399,
7,50603292,0.839351351,0.457933333,0.381418018,0.9562375,cg26932364,NM_000790;NM_001082971,,,DDC;DDC
19,40917184,0.812416216,0.431016667,0.38139955,0.9358,cg03251852,NM_020956;NM_181882,rs182939267,0.001398,PRX;PRX
